recording,monkey,analysis,embedding_fold,raw_trial_index,nfev,cost,mse,action
monkeyT_session-y070316009-12_lfp-7,T,short,0,79,1200,89.8713347440765,0.3352054362371601,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,short,1,79,1200,89.8713347440765,0.3352054362371601,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,short,2,138,1200,93.1956172085682,0.4076059722340767,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,short,3,79,1200,89.8713347440765,0.3352054362371601,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,short,4,138,1200,93.1956172085682,0.4076059722340767,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_short,0,79,1200,89.8713347440765,0.3352054362371601,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_short,1,79,1200,89.8713347440765,0.3352054362371601,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_short,2,138,1200,93.1956172085682,0.4076059722340767,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_short,3,79,1200,89.8713347440765,0.3352054362371601,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_short,4,138,1200,93.1956172085682,0.4076059722340767,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,0,247,1200,50.971501279482425,0.1664881272550529,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,0,362,1200,78.45300443589319,0.2508670714458934,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,1,220,1200,69.53989210457719,0.216104212805088,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,1,331,1200,98.03258177993588,0.3806294683694785,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,1,378,1200,64.5027956113026,0.220168396500662,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,2,322,1200,67.06237427424577,0.2414678555237616,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,3,235,1200,104.07948803547738,0.4272768751668228,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,3,277,1200,59.88847796341244,0.2413784899532284,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,4,255,1200,84.94167909591513,0.3578209380552749,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,4,331,1200,89.28068033452675,0.4027684294329072,training_median_imputation
monkeyT_session-y070316009-12_lfp-7,T,matched_long,4,399,1200,58.55239345918803,0.1865597891399075,training_median_imputation
