recording,monkey,analysis,embedding_fold,raw_trial_index,nfev,cost,mse,action
monkeyM_session-o080424012-22_lfp-1,M,matched_long,2,235,1200,77.98107536046945,0.31871381564000634,training_median_imputation
monkeyM_session-o080424012-22_lfp-1,M,matched_long,2,269,1200,54.87243117350497,0.1783872779990803,training_median_imputation
monkeyM_session-o080424012-22_lfp-1,M,matched_long,3,221,1200,45.14412031635722,0.1531011259197206,training_median_imputation
monkeyM_session-o080425003-12_lfp-1,M,matched_long,0,189,1200,72.46945406672984,0.2958799477413267,training_median_imputation
monkeyM_session-o080425003-12_lfp-1,M,matched_long,2,122,1200,77.1417941238735,0.31750511063105413,training_median_imputation
monkeyM_session-o080425003-12_lfp-1,M,matched_long,3,225,1200,70.31070320398311,0.3269635995305237,training_median_imputation
monkeyM_session-o080425003-12_lfp-1,M,matched_long,4,137,1200,66.0378328073047,0.31834267603761995,training_median_imputation
monkeyM_session-o080425003-12_lfp-1,M,matched_long,4,235,1200,80.9751620137665,0.35690076051515734,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,short,0,42,1200,89.68808105052949,0.25726727284322054,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,short,1,29,1200,80.84715810083262,0.26394694292063225,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,short,2,112,1200,63.73925310910413,0.3055559147173124,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,short,3,107,1200,74.92626115339661,0.2904362823939426,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_short,0,42,1200,89.68808105052949,0.25726727284322054,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_short,1,29,1200,80.84715810083262,0.26394694292063225,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_short,2,112,1200,63.73925310910413,0.3055559147173124,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_short,3,107,1200,74.92626115339661,0.2904362823939426,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_long,0,185,1200,82.80039851418921,0.32733192829581287,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_long,0,202,1200,81.99244984773495,0.2943083077819684,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_long,2,137,1200,74.69941551693806,0.26560969049739525,training_median_imputation
