analysis,monkey,method,true_direction,predicted_direction,fraction
matched_long,T,torus_pca,6,2,0.18016563010936545
matched_long,T,torus_pca,6,3,0.16541365647312142
matched_long,T,torus_pca,6,4,0.15144772048322294
matched_long,T,torus_pca,6,5,0.18202940708461043
matched_long,T,torus_pca,6,6,0.1722882506123898
matched_long,T,torus_power_frequency,1,1,0.18372591858931345
matched_long,T,torus_power_frequency,1,2,0.22268342124555504
matched_long,T,torus_power_frequency,1,3,0.16422636772129826
matched_long,T,torus_power_frequency,1,4,0.14732796074198923
matched_long,T,torus_power_frequency,1,5,0.14020483687229535
matched_long,T,torus_power_frequency,1,6,0.14183149482954865
matched_long,T,torus_power_frequency,2,1,0.19403391512175883
matched_long,T,torus_power_frequency,2,2,0.2945047573960756
matched_long,T,torus_power_frequency,2,3,0.15298996702192008
matched_long,T,torus_power_frequency,2,4,0.11722440622661028
matched_long,T,torus_power_frequency,2,5,0.11246303541994465
matched_long,T,torus_power_frequency,2,6,0.12878391881369053
matched_long,T,torus_power_frequency,3,1,0.16724955988704934
matched_long,T,torus_power_frequency,3,2,0.1790792206004783
matched_long,T,torus_power_frequency,3,3,0.164515861182471
matched_long,T,torus_power_frequency,3,4,0.16872984214517128
matched_long,T,torus_power_frequency,3,5,0.16264818370299056
matched_long,T,torus_power_frequency,3,6,0.15777733248183953
matched_long,T,torus_power_frequency,4,1,0.13745067394450516
matched_long,T,torus_power_frequency,4,2,0.1356485619281179
matched_long,T,torus_power_frequency,4,3,0.1606057310432253
matched_long,T,torus_power_frequency,4,4,0.1819877830738425
matched_long,T,torus_power_frequency,4,5,0.196129271758016
matched_long,T,torus_power_frequency,4,6,0.18817797825229313
matched_long,T,torus_power_frequency,5,1,0.14549629049532825
matched_long,T,torus_power_frequency,5,2,0.10679354910132009
matched_long,T,torus_power_frequency,5,3,0.15539562840657442
matched_long,T,torus_power_frequency,5,4,0.19254235564010433
matched_long,T,torus_power_frequency,5,5,0.21260840985023408
matched_long,T,torus_power_frequency,5,6,0.18716376650643882
matched_long,T,torus_power_frequency,6,1,0.14321310541113608
matched_long,T,torus_power_frequency,6,2,0.1368663282033334
matched_long,T,torus_power_frequency,6,3,0.16172741980637112
matched_long,T,torus_power_frequency,6,4,0.16856539784847008
matched_long,T,torus_power_frequency,6,5,0.1952861186474469
matched_long,T,torus_power_frequency,6,6,0.1943416300832424
matched_short,M,all_bands,1,1,0.19477326918297455
matched_short,M,all_bands,1,2,0.14163418274999584
matched_short,M,all_bands,1,3,0.16338698300319052
matched_short,M,all_bands,1,4,0.16850831595879628
matched_short,M,all_bands,1,5,0.1495140455403512
matched_short,M,all_bands,1,6,0.18218320356469164
matched_short,M,all_bands,2,1,0.1675741865383992
matched_short,M,all_bands,2,2,0.15841342424264748
matched_short,M,all_bands,2,3,0.18660906180451295
matched_short,M,all_bands,2,4,0.15972867544214878
matched_short,M,all_bands,2,5,0.16286759090050038
matched_short,M,all_bands,2,6,0.16480706107179122
matched_short,M,all_bands,3,1,0.1645458370336802
matched_short,M,all_bands,3,2,0.16456124361891286
matched_short,M,all_bands,3,3,0.19128302619835824
matched_short,M,all_bands,3,4,0.18035408315483037
matched_short,M,all_bands,3,5,0.14924998032556627
matched_short,M,all_bands,3,6,0.1500058296686521
matched_short,M,all_bands,4,1,0.15103584840866985
matched_short,M,all_bands,4,2,0.15141401123730897
matched_short,M,all_bands,4,3,0.16373897793574485
matched_short,M,all_bands,4,4,0.20816391719271135
matched_short,M,all_bands,4,5,0.18512902940999623
matched_short,M,all_bands,4,6,0.14051821581556873
matched_short,M,all_bands,5,1,0.15615355472799178
matched_short,M,all_bands,5,2,0.14489215489104093
matched_short,M,all_bands,5,3,0.15458502730829476
matched_short,M,all_bands,5,4,0.19514812118343355
matched_short,M,all_bands,5,5,0.19120615382947292
matched_short,M,all_bands,5,6,0.15801498805976605
matched_short,M,all_bands,6,1,0.17855575528261836
matched_short,M,all_bands,6,2,0.1554636133011807
matched_short,M,all_bands,6,3,0.14800447189044239
matched_short,M,all_bands,6,4,0.145820335672656
matched_short,M,all_bands,6,5,0.15447182111112154
matched_short,M,all_bands,6,6,0.21768400274198102
matched_short,M,peak_frequency,1,1,0.1980640065884887
matched_short,M,peak_frequency,1,2,0.162654290632861
matched_short,M,peak_frequency,1,3,0.14443204351002256
matched_short,M,peak_frequency,1,4,0.16484752093989183
matched_short,M,peak_frequency,1,5,0.1638232725703891
matched_short,M,peak_frequency,1,6,0.1661788657583468
matched_short,M,peak_frequency,2,1,0.18756031158773018
matched_short,M,peak_frequency,2,2,0.16821826706912876
matched_short,M,peak_frequency,2,3,0.17455867826134205
matched_short,M,peak_frequency,2,4,0.15918738011525768
matched_short,M,peak_frequency,2,5,0.14840155594086643
matched_short,M,peak_frequency,2,6,0.16207380702567492
matched_short,M,peak_frequency,3,1,0.16918575406817632
matched_short,M,peak_frequency,3,2,0.16889258799672413
matched_short,M,peak_frequency,3,3,0.1672786832496667
matched_short,M,peak_frequency,3,4,0.17033306575810803
matched_short,M,peak_frequency,3,5,0.16518450338705631
matched_short,M,peak_frequency,3,6,0.15912540554026858
matched_short,M,peak_frequency,4,1,0.17455665605441467
matched_short,M,peak_frequency,4,2,0.16068872273132406
matched_short,M,peak_frequency,4,3,0.16805071118568696
matched_short,M,peak_frequency,4,4,0.1738208535037576
matched_short,M,peak_frequency,4,5,0.16194005718339124
matched_short,M,peak_frequency,4,6,0.16094299934142547
matched_short,M,peak_frequency,5,1,0.17195014466833133
matched_short,M,peak_frequency,5,2,0.16204494061860422
matched_short,M,peak_frequency,5,3,0.1707533302157226
matched_short,M,peak_frequency,5,4,0.16287528737513654
matched_short,M,peak_frequency,5,5,0.1575522167163247
matched_short,M,peak_frequency,5,6,0.17482408040588057
matched_short,M,peak_frequency,6,1,0.1926052380919997
matched_short,M,peak_frequency,6,2,0.15981753658032397
matched_short,M,peak_frequency,6,3,0.15501247506991933
matched_short,M,peak_frequency,6,4,0.17333397791394112
matched_short,M,peak_frequency,6,5,0.1516353375950471
matched_short,M,peak_frequency,6,6,0.16759543474876878
matched_short,M,peak_power,1,1,0.21644280933884766
matched_short,M,peak_power,1,2,0.14772362767254968
matched_short,M,peak_power,1,3,0.1344470456869991
matched_short,M,peak_power,1,4,0.1900937705494117
matched_short,M,peak_power,1,5,0.15055177463483446
matched_short,M,peak_power,1,6,0.1607409721173574
matched_short,M,peak_power,2,1,0.14342486443808364
matched_short,M,peak_power,2,2,0.19695678526767912
matched_short,M,peak_power,2,3,0.18419515170155765
matched_short,M,peak_power,2,4,0.1571413567104167
matched_short,M,peak_power,2,5,0.1485353360171592
matched_short,M,peak_power,2,6,0.16974650586510365
matched_short,M,peak_power,3,1,0.15986250656931883
matched_short,M,peak_power,3,2,0.18737802374018778
matched_short,M,peak_power,3,3,0.18345176441602237
matched_short,M,peak_power,3,4,0.17261197714990567
matched_short,M,peak_power,3,5,0.14731833501215633
matched_short,M,peak_power,3,6,0.14937739311240902
matched_short,M,peak_power,4,1,0.16821525957262048
matched_short,M,peak_power,4,2,0.14303208762216768
matched_short,M,peak_power,4,3,0.13948407985355954
matched_short,M,peak_power,4,4,0.25523442265124796
matched_short,M,peak_power,4,5,0.1618755485583243
matched_short,M,peak_power,4,6,0.13215860174208
matched_short,M,peak_power,5,1,0.17438626958304657
matched_short,M,peak_power,5,2,0.15467575370584122
matched_short,M,peak_power,5,3,0.14546433257128272
matched_short,M,peak_power,5,4,0.1959161425271562
matched_short,M,peak_power,5,5,0.16608639990161755
matched_short,M,peak_power,5,6,0.16347110171105572
matched_short,M,peak_power,6,1,0.1819161260122529
matched_short,M,peak_power,6,2,0.15546733550306874
matched_short,M,peak_power,6,3,0.14100044798072828
matched_short,M,peak_power,6,4,0.18130314675334883
matched_short,M,peak_power,6,5,0.14576738329328354
matched_short,M,peak_power,6,6,0.1945455604573177
matched_short,M,power_frequency,1,1,0.20956763050830154
matched_short,M,power_frequency,1,2,0.1366665894948847
matched_short,M,power_frequency,1,3,0.13517084893943565
matched_short,M,power_frequency,1,4,0.16773417483889344
matched_short,M,power_frequency,1,5,0.16180567110174113
matched_short,M,power_frequency,1,6,0.1890550851167435
matched_short,M,power_frequency,2,1,0.15539665834871985
matched_short,M,power_frequency,2,2,0.185889933152284
matched_short,M,power_frequency,2,3,0.20269075998757083
matched_short,M,power_frequency,2,4,0.14159953051145818
matched_short,M,power_frequency,2,5,0.1502746178266553
matched_short,M,power_frequency,2,6,0.16414850017331184
matched_short,M,power_frequency,3,1,0.14397968964164495
matched_short,M,power_frequency,3,2,0.1688903637719064
matched_short,M,power_frequency,3,3,0.20795651216631242
matched_short,M,power_frequency,3,4,0.15512755361246983
matched_short,M,power_frequency,3,5,0.16342167358955925
matched_short,M,power_frequency,3,6,0.16062420721810713
matched_short,M,power_frequency,4,1,0.17145149372626736
matched_short,M,power_frequency,4,2,0.14258234731552727
matched_short,M,power_frequency,4,3,0.14690884452587796
matched_short,M,power_frequency,4,4,0.23219974152511136
matched_short,M,power_frequency,4,5,0.1646376910615285
matched_short,M,power_frequency,4,6,0.1422198818456875
matched_short,M,power_frequency,5,1,0.17255595639303978
matched_short,M,power_frequency,5,2,0.14564064717227673
matched_short,M,power_frequency,5,3,0.1586453000827951
matched_short,M,power_frequency,5,4,0.17878157386851043
matched_short,M,power_frequency,5,5,0.16748145719900423
matched_short,M,power_frequency,5,6,0.17689506528437374
matched_short,M,power_frequency,6,1,0.18081010546520182
matched_short,M,power_frequency,6,2,0.15774923232352733
matched_short,M,power_frequency,6,3,0.1550389372083777
matched_short,M,power_frequency,6,4,0.15643586997370063
matched_short,M,power_frequency,6,5,0.15589859250137048
matched_short,M,power_frequency,6,6,0.19406726252782197
matched_short,M,torus,1,1,0.17675772004059861
matched_short,M,torus,1,2,0.16417462894682114
matched_short,M,torus,1,3,0.16110178276207385
matched_short,M,torus,1,4,0.1613328279957806
matched_short,M,torus,1,5,0.15584708617624424
matched_short,M,torus,1,6,0.1807859540784815
matched_short,M,torus,2,1,0.1694790221942197
matched_short,M,torus,2,2,0.16717305421650333
matched_short,M,torus,2,3,0.17483735742774376
matched_short,M,torus,2,4,0.16273266741891487
matched_short,M,torus,2,5,0.16774174042660114
matched_short,M,torus,2,6,0.1580361583160172
matched_short,M,torus,3,1,0.16077825565910475
matched_short,M,torus,3,2,0.17287587316329048
matched_short,M,torus,3,3,0.18098673156057846
matched_short,M,torus,3,4,0.15733044301592092
matched_short,M,torus,3,5,0.1574480141030742
matched_short,M,torus,3,6,0.17058068249803118
matched_short,M,torus,4,1,0.16655251407472346
matched_short,M,torus,4,2,0.15234628588585372
matched_short,M,torus,4,3,0.16882708297510696
matched_short,M,torus,4,4,0.17925729560804873
matched_short,M,torus,4,5,0.16627234357150622
matched_short,M,torus,4,6,0.16674447788476085
matched_short,M,torus,5,1,0.1608449958037795
matched_short,M,torus,5,2,0.15270781083621182
matched_short,M,torus,5,3,0.17353676903936613
matched_short,M,torus,5,4,0.1634403115246721
matched_short,M,torus,5,5,0.16988903768797523
matched_short,M,torus,5,6,0.17958107510799526
matched_short,M,torus,6,1,0.19033268178699758
matched_short,M,torus,6,2,0.16234817346016225
matched_short,M,torus,6,3,0.15027474387876508
matched_short,M,torus,6,4,0.15503687548776418
matched_short,M,torus,6,5,0.15672622766426322
matched_short,M,torus,6,6,0.18528129772204766
matched_short,M,torus_all_bands,1,1,0.18286923845050412
matched_short,M,torus_all_bands,1,2,0.16171112633048085
matched_short,M,torus_all_bands,1,3,0.16653150306207842
matched_short,M,torus_all_bands,1,4,0.16147684587259714
matched_short,M,torus_all_bands,1,5,0.14678320645799992
matched_short,M,torus_all_bands,1,6,0.18062807982633952
matched_short,M,torus_all_bands,2,1,0.1562605239457551
matched_short,M,torus_all_bands,2,2,0.17649338018959046
matched_short,M,torus_all_bands,2,3,0.18654082518911927
matched_short,M,torus_all_bands,2,4,0.15552545747985522
matched_short,M,torus_all_bands,2,5,0.17138456167103863
matched_short,M,torus_all_bands,2,6,0.1537952515246413
matched_short,M,torus_all_bands,3,1,0.16281402664508363
matched_short,M,torus_all_bands,3,2,0.1768469269827693
matched_short,M,torus_all_bands,3,3,0.1990408483336714
matched_short,M,torus_all_bands,3,4,0.1545541813483719
matched_short,M,torus_all_bands,3,5,0.14982711561200832
matched_short,M,torus_all_bands,3,6,0.15691690107809547
matched_short,M,torus_all_bands,4,1,0.16031509552917475
matched_short,M,torus_all_bands,4,2,0.14701945488093035
matched_short,M,torus_all_bands,4,3,0.16634532406604502
matched_short,M,torus_all_bands,4,4,0.19783611498751072
matched_short,M,torus_all_bands,4,5,0.17882509011218173
matched_short,M,torus_all_bands,4,6,0.14965892042415743
matched_short,M,torus_all_bands,5,1,0.1560667124895577
matched_short,M,torus_all_bands,5,2,0.1527375217209252
matched_short,M,torus_all_bands,5,3,0.16670017838895448
matched_short,M,torus_all_bands,5,4,0.17380303241028885
matched_short,M,torus_all_bands,5,5,0.17460971372021825
matched_short,M,torus_all_bands,5,6,0.1760828412700555
matched_short,M,torus_all_bands,6,1,0.17633616281538256
matched_short,M,torus_all_bands,6,2,0.16642979895154245
matched_short,M,torus_all_bands,6,3,0.14780455749078006
matched_short,M,torus_all_bands,6,4,0.1491723199439232
matched_short,M,torus_all_bands,6,5,0.15150536098769868
matched_short,M,torus_all_bands,6,6,0.20875179981067302
matched_short,M,torus_pca,1,1,0.17755599056277308
matched_short,M,torus_pca,1,2,0.1560048527038399
matched_short,M,torus_pca,1,3,0.15252061255272287
matched_short,M,torus_pca,1,4,0.16692629042752163
matched_short,M,torus_pca,1,5,0.16531446907551361
matched_short,M,torus_pca,1,6,0.18167778467762888
matched_short,M,torus_pca,2,1,0.17348446543388352
matched_short,M,torus_pca,2,2,0.16103847387892328
matched_short,M,torus_pca,2,3,0.17687110537108366
matched_short,M,torus_pca,2,4,0.16260362831892042
matched_short,M,torus_pca,2,5,0.1662746090642567
matched_short,M,torus_pca,2,6,0.15972771793293236
matched_short,M,torus_pca,3,1,0.15714992874679534
matched_short,M,torus_pca,3,2,0.16421069065694868
matched_short,M,torus_pca,3,3,0.18045854749937573
matched_short,M,torus_pca,3,4,0.18065979103303476
matched_short,M,torus_pca,3,5,0.15354154380291452
matched_short,M,torus_pca,3,6,0.16397949826093097
matched_short,M,torus_pca,4,1,0.1504405383536603
matched_short,M,torus_pca,4,2,0.14935184334381327
matched_short,M,torus_pca,4,3,0.15992425859310475
matched_short,M,torus_pca,4,4,0.17930121792587775
matched_short,M,torus_pca,4,5,0.18687348783561827
matched_short,M,torus_pca,4,6,0.17410865394792563
matched_short,M,torus_pca,5,1,0.15757077360696917
matched_short,M,torus_pca,5,2,0.1522496890923755
matched_short,M,torus_pca,5,3,0.16465107454373015
matched_short,M,torus_pca,5,4,0.16783091062449473
matched_short,M,torus_pca,5,5,0.1779167514685587
matched_short,M,torus_pca,5,6,0.17978080066387178
matched_short,M,torus_pca,6,1,0.1880335267262614
matched_short,M,torus_pca,6,2,0.1517786913905903
matched_short,M,torus_pca,6,3,0.1534842248328055
matched_short,M,torus_pca,6,4,0.15403458413341542
matched_short,M,torus_pca,6,5,0.1561685420385047
matched_short,M,torus_pca,6,6,0.19650043087842267
matched_short,M,torus_power_frequency,1,1,0.19559974122284257
matched_short,M,torus_power_frequency,1,2,0.15318170250311508
matched_short,M,torus_power_frequency,1,3,0.15150553784624154
matched_short,M,torus_power_frequency,1,4,0.16623215672629715
matched_short,M,torus_power_frequency,1,5,0.15825908914049744
matched_short,M,torus_power_frequency,1,6,0.17522177256100624
matched_short,M,torus_power_frequency,2,1,0.14884397585746342
matched_short,M,torus_power_frequency,2,2,0.17985355363319921
matched_short,M,torus_power_frequency,2,3,0.18698852559912443
matched_short,M,torus_power_frequency,2,4,0.15630902969530738
matched_short,M,torus_power_frequency,2,5,0.16254255285571567
matched_short,M,torus_power_frequency,2,6,0.16546236235918985
matched_short,M,torus_power_frequency,3,1,0.16703477925883053
matched_short,M,torus_power_frequency,3,2,0.1841001973896333
matched_short,M,torus_power_frequency,3,3,0.19777971619682522
matched_short,M,torus_power_frequency,3,4,0.15155520918741736
matched_short,M,torus_power_frequency,3,5,0.14528693549774574
matched_short,M,torus_power_frequency,3,6,0.15424316246954792
matched_short,M,torus_power_frequency,4,1,0.1543376654270459
matched_short,M,torus_power_frequency,4,2,0.1516949667693392
matched_short,M,torus_power_frequency,4,3,0.17288138052967528
matched_short,M,torus_power_frequency,4,4,0.20287319443318944
matched_short,M,torus_power_frequency,4,5,0.17167626814431036
matched_short,M,torus_power_frequency,4,6,0.1465365246964398
matched_short,M,torus_power_frequency,5,1,0.15811168625502567
matched_short,M,torus_power_frequency,5,2,0.1401834463792723
matched_short,M,torus_power_frequency,5,3,0.17081288318554155
matched_short,M,torus_power_frequency,5,4,0.17003414968840805
matched_short,M,torus_power_frequency,5,5,0.17726724461706295
matched_short,M,torus_power_frequency,5,6,0.18359058987468946
matched_short,M,torus_power_frequency,6,1,0.18581034731702897
matched_short,M,torus_power_frequency,6,2,0.1660252752556644
matched_short,M,torus_power_frequency,6,3,0.15676555762154135
matched_short,M,torus_power_frequency,6,4,0.14462240615475247
matched_short,M,torus_power_frequency,6,5,0.15193967158123403
matched_short,M,torus_power_frequency,6,6,0.19483674206977877
matched_short,T,all_bands,1,1,0.21109302030658586
matched_short,T,all_bands,1,2,0.15447331645367202
matched_short,T,all_bands,1,3,0.14148983425035186
matched_short,T,all_bands,1,4,0.1405793272167815
matched_short,T,all_bands,1,5,0.16706878035037248
matched_short,T,all_bands,1,6,0.18529572142223621
matched_short,T,all_bands,2,1,0.1595437856118379
matched_short,T,all_bands,2,2,0.24333559763631044
matched_short,T,all_bands,2,3,0.1921455292109477
matched_short,T,all_bands,2,4,0.1512771351443789
matched_short,T,all_bands,2,5,0.11753471997706548
matched_short,T,all_bands,2,6,0.13616323241945955
matched_short,T,all_bands,3,1,0.14243924029707958
matched_short,T,all_bands,3,2,0.1850773926777482
matched_short,T,all_bands,3,3,0.2426345953060789
matched_short,T,all_bands,3,4,0.16546108486376693
matched_short,T,all_bands,3,5,0.14158948896198037
matched_short,T,all_bands,3,6,0.12279819789334603
matched_short,T,all_bands,4,1,0.14723569186014202
matched_short,T,all_bands,4,2,0.17184627373545802
matched_short,T,all_bands,4,3,0.1845911988344671
matched_short,T,all_bands,4,4,0.19289505646877023
matched_short,T,all_bands,4,5,0.15634006542575926
matched_short,T,all_bands,4,6,0.1470917136754034
matched_short,T,all_bands,5,1,0.16565290779003305
matched_short,T,all_bands,5,2,0.16029759168286062
matched_short,T,all_bands,5,3,0.17582451034121893
matched_short,T,all_bands,5,4,0.14556396313259795
matched_short,T,all_bands,5,5,0.16930638665626174
matched_short,T,all_bands,5,6,0.18335464039702765
matched_short,T,all_bands,6,1,0.19243861638533938
matched_short,T,all_bands,6,2,0.15601879555888867
matched_short,T,all_bands,6,3,0.1461124529409355
matched_short,T,all_bands,6,4,0.1463609015827806
matched_short,T,all_bands,6,5,0.1636303811902367
matched_short,T,all_bands,6,6,0.19543885234181915
matched_short,T,peak_frequency,1,1,0.16059672665192268
matched_short,T,peak_frequency,1,2,0.2742356845801481
matched_short,T,peak_frequency,1,3,0.12817449971453204
matched_short,T,peak_frequency,1,4,0.13820645736225357
matched_short,T,peak_frequency,1,5,0.1630413263184994
matched_short,T,peak_frequency,1,6,0.13574530537264418
matched_short,T,peak_frequency,2,1,0.17994103044431883
matched_short,T,peak_frequency,2,2,0.3362770679197725
matched_short,T,peak_frequency,2,3,0.11798929579219576
matched_short,T,peak_frequency,2,4,0.14045734780382993
matched_short,T,peak_frequency,2,5,0.10622875480426154
matched_short,T,peak_frequency,2,6,0.11910650323562134
matched_short,T,peak_frequency,3,1,0.13387554360469156
matched_short,T,peak_frequency,3,2,0.18964706125257505
matched_short,T,peak_frequency,3,3,0.14277445522667717
matched_short,T,peak_frequency,3,4,0.15248607936403227
matched_short,T,peak_frequency,3,5,0.20919272491519256
matched_short,T,peak_frequency,3,6,0.1720241356368314
matched_short,T,peak_frequency,4,1,0.11483397109561554
matched_short,T,peak_frequency,4,2,0.18493978538096367
matched_short,T,peak_frequency,4,3,0.14622639777962565
matched_short,T,peak_frequency,4,4,0.16734551331148553
matched_short,T,peak_frequency,4,5,0.20887571731272644
matched_short,T,peak_frequency,4,6,0.17777861511958315
matched_short,T,peak_frequency,5,1,0.11867322538754793
matched_short,T,peak_frequency,5,2,0.15075906523333626
matched_short,T,peak_frequency,5,3,0.1472055914371359
matched_short,T,peak_frequency,5,4,0.170439380382295
matched_short,T,peak_frequency,5,5,0.23727568687982575
matched_short,T,peak_frequency,5,6,0.1756470506798591
matched_short,T,peak_frequency,6,1,0.12322159303493208
matched_short,T,peak_frequency,6,2,0.2060824151635649
matched_short,T,peak_frequency,6,3,0.1508583857128492
matched_short,T,peak_frequency,6,4,0.15652305823345833
matched_short,T,peak_frequency,6,5,0.20829970690449334
matched_short,T,peak_frequency,6,6,0.1550148409507021
matched_short,T,peak_power,1,1,0.1894360959208213
matched_short,T,peak_power,1,2,0.15109008854244954
matched_short,T,peak_power,1,3,0.17124909250081474
matched_short,T,peak_power,1,4,0.13352120994454972
matched_short,T,peak_power,1,5,0.1553607237230015
matched_short,T,peak_power,1,6,0.19934278936836317
matched_short,T,peak_power,2,1,0.1155441885989521
matched_short,T,peak_power,2,2,0.21203156647251112
matched_short,T,peak_power,2,3,0.21628099586044058
matched_short,T,peak_power,2,4,0.19588820197907364
matched_short,T,peak_power,2,5,0.11922623608714064
matched_short,T,peak_power,2,6,0.14102881100188186
matched_short,T,peak_power,3,1,0.12397093862797554
matched_short,T,peak_power,3,2,0.20374209545811647
matched_short,T,peak_power,3,3,0.2329216990742152
matched_short,T,peak_power,3,4,0.17950567624948113
matched_short,T,peak_power,3,5,0.13540380891282477
matched_short,T,peak_power,3,6,0.12445578167738688
matched_short,T,peak_power,4,1,0.14010335778109737
matched_short,T,peak_power,4,2,0.17492073701880592
matched_short,T,peak_power,4,3,0.1967402646830546
matched_short,T,peak_power,4,4,0.2110584503385172
matched_short,T,peak_power,4,5,0.13881689078028425
matched_short,T,peak_power,4,6,0.1383602993982406
matched_short,T,peak_power,5,1,0.1561475788998619
matched_short,T,peak_power,5,2,0.15295857542908112
matched_short,T,peak_power,5,3,0.17805889870940203
matched_short,T,peak_power,5,4,0.17331995836848965
matched_short,T,peak_power,5,5,0.1532035372265902
matched_short,T,peak_power,5,6,0.18631145136657515
matched_short,T,peak_power,6,1,0.1935468377805819
matched_short,T,peak_power,6,2,0.13817836079881582
matched_short,T,peak_power,6,3,0.149611924969889
matched_short,T,peak_power,6,4,0.15353801450402793
matched_short,T,peak_power,6,5,0.15853289826671405
matched_short,T,peak_power,6,6,0.2065919636799713
matched_short,T,power_frequency,1,1,0.21377582827504313
matched_short,T,power_frequency,1,2,0.19910555060176818
matched_short,T,power_frequency,1,3,0.1493988715605107
matched_short,T,power_frequency,1,4,0.13586532180520358
matched_short,T,power_frequency,1,5,0.13895300045659484
matched_short,T,power_frequency,1,6,0.1629014273008795
matched_short,T,power_frequency,2,1,0.15044743833852037
matched_short,T,power_frequency,2,2,0.35435897934904975
matched_short,T,power_frequency,2,3,0.18088824897333464
matched_short,T,power_frequency,2,4,0.14354813912713568
matched_short,T,power_frequency,2,5,0.06804399405417816
matched_short,T,power_frequency,2,6,0.10271320015778136
matched_short,T,power_frequency,3,1,0.12516602223179682
matched_short,T,power_frequency,3,2,0.18553714145844166
matched_short,T,power_frequency,3,3,0.2476739197803281
matched_short,T,power_frequency,3,4,0.17702402701223716
matched_short,T,power_frequency,3,5,0.14729267472367455
matched_short,T,power_frequency,3,6,0.11730621479352173
matched_short,T,power_frequency,4,1,0.11029974564618815
matched_short,T,power_frequency,4,2,0.1839829529820327
matched_short,T,power_frequency,4,3,0.1991721390519732
matched_short,T,power_frequency,4,4,0.21990957040219128
matched_short,T,power_frequency,4,5,0.14971456906311992
matched_short,T,power_frequency,4,6,0.13692102285449478
matched_short,T,power_frequency,5,1,0.1427051550491603
matched_short,T,power_frequency,5,2,0.10136730142620147
matched_short,T,power_frequency,5,3,0.1887033363331103
matched_short,T,power_frequency,5,4,0.1715176975000481
matched_short,T,power_frequency,5,5,0.21898744787701743
matched_short,T,power_frequency,5,6,0.17671906181446237
matched_short,T,power_frequency,6,1,0.17833800671149747
matched_short,T,power_frequency,6,2,0.13167421685622346
matched_short,T,power_frequency,6,3,0.1540324604260714
matched_short,T,power_frequency,6,4,0.15870422034654139
matched_short,T,power_frequency,6,5,0.17886368683580098
matched_short,T,power_frequency,6,6,0.1983874088238653
matched_short,T,torus,1,1,0.19318406867041368
matched_short,T,torus,1,2,0.17811557702296998
matched_short,T,torus,1,3,0.15086823852027217
matched_short,T,torus,1,4,0.1458715025853483
matched_short,T,torus,1,5,0.1553800296329329
matched_short,T,torus,1,6,0.17658058356806294
matched_short,T,torus,2,1,0.1734505856390224
matched_short,T,torus,2,2,0.2163218626513994
matched_short,T,torus,2,3,0.17284411622808535
matched_short,T,torus,2,4,0.14435919439833023
matched_short,T,torus,2,5,0.13794300072147977
matched_short,T,torus,2,6,0.15508124036168283
matched_short,T,torus,3,1,0.15821174431025095
matched_short,T,torus,3,2,0.18231769737391748
matched_short,T,torus,3,3,0.18229077585948816
matched_short,T,torus,3,4,0.16206338278728333
matched_short,T,torus,3,5,0.16354365240416152
matched_short,T,torus,3,6,0.15157274726489856
matched_short,T,torus,4,1,0.15801964953310343
matched_short,T,torus,4,2,0.15909678086195148
matched_short,T,torus,4,3,0.16883689828436776
matched_short,T,torus,4,4,0.19811684584901595
matched_short,T,torus,4,5,0.1601661095318409
matched_short,T,torus,4,6,0.15576371593972044
matched_short,T,torus,5,1,0.1672440727402866
matched_short,T,torus,5,2,0.14451119141610388
matched_short,T,torus,5,3,0.17032088444054208
matched_short,T,torus,5,4,0.16281807446918592
matched_short,T,torus,5,5,0.18886632719924887
matched_short,T,torus,5,6,0.16623944973463262
matched_short,T,torus,6,1,0.1802965102500652
matched_short,T,torus,6,2,0.14811273676572256
matched_short,T,torus,6,3,0.16238179245618564
matched_short,T,torus,6,4,0.16461464428413702
matched_short,T,torus,6,5,0.15529760988799987
matched_short,T,torus,6,6,0.18929670635588963
matched_short,T,torus_all_bands,1,1,0.20423071860046402
matched_short,T,torus_all_bands,1,2,0.1726327258006864
matched_short,T,torus_all_bands,1,3,0.14426665948630407
matched_short,T,torus_all_bands,1,4,0.14173204121142272
matched_short,T,torus_all_bands,1,5,0.16227495375893536
matched_short,T,torus_all_bands,1,6,0.17486290114218747
matched_short,T,torus_all_bands,2,1,0.16298346172656825
matched_short,T,torus_all_bands,2,2,0.2551334096338959
matched_short,T,torus_all_bands,2,3,0.16404127769996216
matched_short,T,torus_all_bands,2,4,0.15324335536688724
matched_short,T,torus_all_bands,2,5,0.12320166522992669
matched_short,T,torus_all_bands,2,6,0.14139683034275968
matched_short,T,torus_all_bands,3,1,0.1418357948134284
matched_short,T,torus_all_bands,3,2,0.1919318358486694
matched_short,T,torus_all_bands,3,3,0.2012519899228832
matched_short,T,torus_all_bands,3,4,0.17005858959909578
matched_short,T,torus_all_bands,3,5,0.15138869117363746
matched_short,T,torus_all_bands,3,6,0.14353309864228575
matched_short,T,torus_all_bands,4,1,0.15825650399804383
matched_short,T,torus_all_bands,4,2,0.15493316963055165
matched_short,T,torus_all_bands,4,3,0.18310466340309578
matched_short,T,torus_all_bands,4,4,0.19409765328427167
matched_short,T,torus_all_bands,4,5,0.16414841142927866
matched_short,T,torus_all_bands,4,6,0.14545959825475838
matched_short,T,torus_all_bands,5,1,0.1574043437574576
matched_short,T,torus_all_bands,5,2,0.13208734233043515
