recording,monkey,day,analysis,method,macro_f1,n_trials
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,matched_short,torus_all_bands,0.2405184405184405,96
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,matched_short,torus_pca,0.2071521792285592,96
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,matched_short,torus_power_frequency,0.24707490309426183,96
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,short,all_bands,0.25948781167009666,120
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,short,peak_frequency,0.17115868576278323,120
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,short,peak_power,0.1814513917455094,120
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,short,power_frequency,0.23339900725477172,120
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,short,torus,0.21461002284331956,120
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,short,torus_all_bands,0.19908308032478716,120
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,short,torus_pca,0.21886490307542938,120
monkeyM_session-o080528006-15_lfp-4,M,2008-05-28,short,torus_power_frequency,0.24028244451176786,120
monkeyM_session-o080528016-25_lfp-2,M,2008-05-28,short,all_bands,0.15402274068940738,90
monkeyM_session-o080528016-25_lfp-2,M,2008-05-28,short,peak_frequency,0.12695413436692507,90
monkeyM_session-o080528016-25_lfp-2,M,2008-05-28,short,peak_power,0.10186571598336304,90
monkeyM_session-o080528016-25_lfp-2,M,2008-05-28,short,power_frequency,0.09114762419360121,90
monkeyM_session-o080528016-25_lfp-2,M,2008-05-28,short,torus,0.14678066858551084,90
monkeyM_session-o080528016-25_lfp-2,M,2008-05-28,short,torus_all_bands,0.1952768756690325,90
monkeyM_session-o080528016-25_lfp-2,M,2008-05-28,short,torus_pca,0.1804203204203204,90
monkeyM_session-o080528016-25_lfp-2,M,2008-05-28,short,torus_power_frequency,0.17547389944628825,90
monkeyM_session-o080528016-25_lfp-4,M,2008-05-28,short,all_bands,0.26637549346768735,90
monkeyM_session-o080528016-25_lfp-4,M,2008-05-28,short,peak_frequency,0.19571797711332595,90
monkeyM_session-o080528016-25_lfp-4,M,2008-05-28,short,peak_power,0.1730683269476373,90
monkeyM_session-o080528016-25_lfp-4,M,2008-05-28,short,power_frequency,0.1704594017094017,90
monkeyM_session-o080528016-25_lfp-4,M,2008-05-28,short,torus,0.1542956718395315,90
monkeyM_session-o080528016-25_lfp-4,M,2008-05-28,short,torus_all_bands,0.17365079365079364,90
monkeyM_session-o080528016-25_lfp-4,M,2008-05-28,short,torus_pca,0.10251857344923714,90
monkeyM_session-o080528016-25_lfp-4,M,2008-05-28,short,torus_power_frequency,0.17707342621135724,90
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_long,all_bands,0.16779500261643118,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_long,peak_frequency,0.13393076059742728,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_long,peak_power,0.12081372531935737,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_long,power_frequency,0.12962005314946493,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_long,torus,0.1778423729190172,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_long,torus_all_bands,0.19677461627926027,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_long,torus_pca,0.19980037583858182,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_long,torus_power_frequency,0.15966898319839498,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_short,all_bands,0.20196841359632056,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_short,peak_frequency,0.18037212738299693,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_short,peak_power,0.21071649252892932,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_short,power_frequency,0.20198735320686542,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_short,torus,0.15424372375591885,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_short,torus_all_bands,0.17506544194605814,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_short,torus_pca,0.17597276018328653,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,matched_short,torus_power_frequency,0.22152976310078176,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,short,all_bands,0.20196841359632056,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,short,peak_frequency,0.18037212738299693,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,short,peak_power,0.21071649252892932,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,short,power_frequency,0.20198735320686542,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,short,torus,0.15424372375591885,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,short,torus_all_bands,0.17506544194605814,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,short,torus_pca,0.17597276018328653,114
monkeyM_session-o080710006-11_lfp-5,M,2008-07-10,short,torus_power_frequency,0.22152976310078176,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_long,all_bands,0.21961215362815634,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_long,peak_frequency,0.15479032846456578,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_long,peak_power,0.24344863731656186,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_long,power_frequency,0.1540322961375593,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_long,torus,0.12471978557504874,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_long,torus_all_bands,0.16533552580064206,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_long,torus_pca,0.12954687285168323,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_long,torus_power_frequency,0.14273875552585324,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_short,all_bands,0.17215312955251036,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_short,peak_frequency,0.1474548346470371,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_short,peak_power,0.1634594255646887,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_short,power_frequency,0.16114701317953348,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_short,torus,0.15267318100890553,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_short,torus_all_bands,0.14959444427008686,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_short,torus_pca,0.1750534920873237,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,matched_short,torus_power_frequency,0.14449077354073922,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,short,all_bands,0.17215312955251036,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,short,peak_frequency,0.1474548346470371,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,short,peak_power,0.1634594255646887,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,short,power_frequency,0.16114701317953348,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,short,torus,0.15267318100890553,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,short,torus_all_bands,0.14959444427008686,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,short,torus_pca,0.1750534920873237,114
monkeyM_session-o080710006-11_lfp-6,M,2008-07-10,short,torus_power_frequency,0.14449077354073922,114
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_long,all_bands,0.15155121651923656,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_long,peak_frequency,0.12723676392407043,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_long,peak_power,0.14545320148261323,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_long,power_frequency,0.18152484034836977,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_long,torus,0.16094687062428997,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_long,torus_all_bands,0.15295868347338937,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_long,torus_pca,0.16021375277273642,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_long,torus_power_frequency,0.20746913059531655,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_short,all_bands,0.2726684490477594,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_short,peak_frequency,0.1920764939512498,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_short,peak_power,0.228944932462244,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_short,power_frequency,0.24516651930445035,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_short,torus,0.2092273895443494,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_short,torus_all_bands,0.27807710307710315,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_short,torus_pca,0.18295612697889738,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,matched_short,torus_power_frequency,0.2997398520811833,102
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,short,all_bands,0.2697693875325454,108
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,short,peak_frequency,0.12975892111230455,108
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,short,peak_power,0.1998936625390114,108
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,short,power_frequency,0.2637316795405031,108
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,short,torus,0.25201570497623127,108
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,short,torus_all_bands,0.3369775541795666,108
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,short,torus_pca,0.2656922577226183,108
monkeyM_session-o080711002-7_lfp-6,M,2008-07-11,short,torus_power_frequency,0.31989476811458234,108
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_long,all_bands,0.15032451168962077,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_long,peak_frequency,0.15020629873571048,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_long,peak_power,0.1992978062126998,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_long,power_frequency,0.21073251427303352,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_long,torus,0.1923190235690236,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_long,torus_all_bands,0.12339179892287681,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_long,torus_pca,0.1896840253102113,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_long,torus_power_frequency,0.1923303640452597,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_short,all_bands,0.1753809611336493,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_short,peak_frequency,0.18264520840355014,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_short,peak_power,0.26363290132639977,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_short,power_frequency,0.2238279842013012,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_short,torus,0.15372581781250513,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_short,torus_all_bands,0.16563231717020163,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_short,torus_pca,0.14484359726295212,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,matched_short,torus_power_frequency,0.1817282523164876,102
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,short,all_bands,0.21598812564490713,108
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,short,peak_frequency,0.17429012345679015,108
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,short,peak_power,0.2677034332206746,108
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,short,power_frequency,0.26438743148362026,108
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,short,torus,0.21920709904580873,108
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,short,torus_all_bands,0.2501856803327392,108
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,short,torus_pca,0.17445283306642265,108
monkeyM_session-o080711002-7_lfp-8,M,2008-07-11,short,torus_power_frequency,0.21894920661111572,108
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_long,all_bands,0.15489642973513942,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_long,peak_frequency,0.17218072414150845,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_long,peak_power,0.13314354727398206,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_long,power_frequency,0.2254910951621478,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_long,torus,0.06389204665066733,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_long,torus_all_bands,0.08993167010964565,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_long,torus_pca,0.09476499014542493,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_long,torus_power_frequency,0.0791773340160437,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_short,all_bands,0.18505350858292036,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_short,peak_frequency,0.18872995817967353,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_short,peak_power,0.2420712004045337,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_short,power_frequency,0.2391254578754579,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_short,torus,0.20640427049986146,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_short,torus_all_bands,0.26024564750054946,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_short,torus_pca,0.234515405773987,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,matched_short,torus_power_frequency,0.24648892345807047,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,short,all_bands,0.18505350858292036,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,short,peak_frequency,0.18872995817967353,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,short,peak_power,0.2420712004045337,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,short,power_frequency,0.2391254578754579,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,short,torus,0.20640427049986146,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,short,torus_all_bands,0.26024564750054946,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,short,torus_pca,0.234515405773987,90
monkeyM_session-o080718005-9_lfp-5,M,2008-07-18,short,torus_power_frequency,0.24648892345807047,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_long,all_bands,0.09452600257197959,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_long,peak_frequency,0.1911485930090581,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_long,peak_power,0.1657561926496458,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_long,power_frequency,0.18293574804730992,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_long,torus,0.1839043309631545,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_long,torus_all_bands,0.2052817223562496,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_long,torus_pca,0.17892917844530745,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_long,torus_power_frequency,0.2442343344456804,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_short,all_bands,0.0859287317620651,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_short,peak_frequency,0.13044212143296793,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_short,peak_power,0.12556938159879338,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_short,power_frequency,0.1308103752356626,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_short,torus,0.21954296846769963,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_short,torus_all_bands,0.211289807605158,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_short,torus_pca,0.15376194039987143,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,matched_short,torus_power_frequency,0.24216170925848346,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,short,all_bands,0.0859287317620651,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,short,peak_frequency,0.13044212143296793,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,short,peak_power,0.12556938159879338,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,short,power_frequency,0.1308103752356626,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,short,torus,0.21954296846769963,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,short,torus_all_bands,0.211289807605158,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,short,torus_pca,0.15376194039987143,90
monkeyM_session-o080718005-9_lfp-8,M,2008-07-18,short,torus_power_frequency,0.24216170925848346,90
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_long,all_bands,0.22412980739067692,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_long,peak_frequency,0.21472406447775905,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_long,peak_power,0.14933041808041808,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_long,power_frequency,0.17752966540463033,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_long,torus,0.19060222395068127,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_long,torus_all_bands,0.17532100515971483,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_long,torus_pca,0.19844895896789305,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_long,torus_power_frequency,0.19538549264355717,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_short,all_bands,0.13702301337529504,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_short,peak_frequency,0.19993564173087316,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_short,peak_power,0.1920778475042041,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_short,power_frequency,0.2685784144268718,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_short,torus,0.24796997627879983,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_short,torus_all_bands,0.2269066354346295,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_short,torus_pca,0.2127315627315627,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,matched_short,torus_power_frequency,0.29263887980108616,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,short,all_bands,0.13702301337529504,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,short,peak_frequency,0.19993564173087316,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,short,peak_power,0.1920778475042041,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,short,power_frequency,0.2685784144268718,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,short,torus,0.24796997627879983,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,short,torus_all_bands,0.2269066354346295,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,short,torus_pca,0.2127315627315627,96
monkeyM_session-o080722004-9_lfp-5,M,2008-07-22,short,torus_power_frequency,0.29263887980108616,96
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_long,all_bands,0.22310049549160257,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_long,peak_frequency,0.194140989729225,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_long,peak_power,0.15536296423039517,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_long,power_frequency,0.22259108771713818,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_long,torus,0.22352796036301667,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_long,torus_all_bands,0.2251788908765653,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_long,torus_pca,0.15887041347166023,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_long,torus_power_frequency,0.21838117360765444,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_short,all_bands,0.2183330534871456,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_short,peak_frequency,0.1426873303736722,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_short,peak_power,0.20102141006095808,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_short,power_frequency,0.23441464962403757,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_short,torus,0.1703819219937124,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_short,torus_all_bands,0.20458180599157597,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_short,torus_pca,0.16506891703800966,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,matched_short,torus_power_frequency,0.21076678028505272,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,short,all_bands,0.2183330534871456,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,short,peak_frequency,0.1426873303736722,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,short,peak_power,0.20102141006095808,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,short,power_frequency,0.23441464962403757,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,short,torus,0.1703819219937124,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,short,torus_all_bands,0.20458180599157597,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,short,torus_pca,0.16506891703800966,144
monkeyM_session-o080723006-11_lfp-5,M,2008-07-23,short,torus_power_frequency,0.21076678028505272,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_long,all_bands,0.20389012419154262,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_long,peak_frequency,0.10900281005544164,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_long,peak_power,0.18194158782394076,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_long,power_frequency,0.1846135458228694,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_long,torus,0.14240511228720515,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_long,torus_all_bands,0.19726146504189893,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_long,torus_pca,0.13291091624424958,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_long,torus_power_frequency,0.21492725913713673,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_short,all_bands,0.24109367495393538,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_short,peak_frequency,0.118344123320683,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_short,peak_power,0.21603254409737074,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_short,power_frequency,0.22126745046013552,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_short,torus,0.18468531156608234,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_short,torus_all_bands,0.23691530996974133,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_short,torus_pca,0.12688054504404236,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,matched_short,torus_power_frequency,0.192589162208232,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,short,all_bands,0.24109367495393538,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,short,peak_frequency,0.118344123320683,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,short,peak_power,0.21603254409737074,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,short,power_frequency,0.22126745046013552,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,short,torus,0.18468531156608234,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,short,torus_all_bands,0.23691530996974133,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,short,torus_pca,0.12688054504404236,144
monkeyM_session-o080723006-11_lfp-7,M,2008-07-23,short,torus_power_frequency,0.192589162208232,144
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_long,all_bands,0.24886575412891201,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_long,peak_frequency,0.17213994482287165,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_long,peak_power,0.1901987583746115,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_long,power_frequency,0.19281809921344806,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_long,torus,0.16153362421655104,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_long,torus_all_bands,0.16594137783483098,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_long,torus_pca,0.1520325049930313,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_long,torus_power_frequency,0.24181970184091076,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_short,all_bands,0.27970945773232003,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_short,peak_frequency,0.1352454733647858,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_short,peak_power,0.2572359470103831,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_short,power_frequency,0.21835966818077,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_short,torus,0.2508772326134755,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_short,torus_all_bands,0.30254841943948424,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_short,torus_pca,0.18870721154925238,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,matched_short,torus_power_frequency,0.24837220929561754,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,short,all_bands,0.27970945773232003,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,short,peak_frequency,0.1352454733647858,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,short,peak_power,0.2572359470103831,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,short,power_frequency,0.21835966818077,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,short,torus,0.2508772326134755,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,short,torus_all_bands,0.30254841943948424,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,short,torus_pca,0.18870721154925238,114
monkeyM_session-o080724004-9_lfp-5,M,2008-07-24,short,torus_power_frequency,0.24837220929561754,114
monkeyM_session-o080724004-9_lfp-7,M,2008-07-24,matched_long,all_bands,0.2542962356792144,114
monkeyM_session-o080724004-9_lfp-7,M,2008-07-24,matched_long,peak_frequency,0.1946684121534926,114
monkeyM_session-o080724004-9_lfp-7,M,2008-07-24,matched_long,peak_power,0.2187104677140909,114
monkeyM_session-o080724004-9_lfp-7,M,2008-07-24,matched_long,power_frequency,0.21237132967093383,114
monkeyM_session-o080724004-9_lfp-7,M,2008-07-24,matched_long,torus,0.21622986089907903,114
monkeyM_session-o080724004-9_lfp-7,M,2008-07-24,matched_long,torus_all_bands,0.23866844045112293,114
monkeyM_session-o080724004-9_lfp-7,M,2008-07-24,matched_long,torus_pca,0.19718160928687248,114
