recording,monkey,day,outer_fold,pole_index,real,imaginary,magnitude,frequency_hz
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,0,-0.8140621032629036,0.0,0.8140621032629036,500.0
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,1,-0.6836246267408381,0.4529363736057704,0.8200573082545489,406.87079099694927
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,2,-0.6836246267408381,-0.4529363736057704,0.8200573082545489,-406.87079099694927
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,3,0.4122011115110091,0.744770453342622,0.8512301595356488,169.54777655430826
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,4,0.4122011115110091,-0.744770453342622,0.8512301595356488,-169.54777655430826
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,5,0.6674920947472672,0.5643583821486051,0.8740972943851764,111.70613906545525
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,6,0.6674920947472672,-0.5643583821486051,0.8740972943851764,-111.70613906545525
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,7,0.8436436922499836,0.4134429356028995,0.9395050507970292,72.52223440243276
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,8,0.8436436922499836,-0.4134429356028995,0.9395050507970292,-72.52223440243276
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,9,0.937213713640177,0.3058065596756338,0.9858433937374936,50.19766063164939
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,10,0.937213713640177,-0.3058065596756338,0.9858433937374936,-50.19766063164939
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,11,0.9679250136420255,0.0,0.9679250136420255,0.0
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,12,0.9697936951869016,0.1340679350731226,0.9790168652474972,21.863601011154227
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,13,0.9697936951869016,-0.1340679350731226,0.9790168652474972,-21.863601011154227
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,14,0.9036758314986184,0.1986853955608133,0.925259906644547,34.444339969099445
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,0,15,0.9036758314986184,-0.1986853955608133,0.925259906644547,-34.444339969099445
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,0,-0.8191683866360817,0.0,0.8191683866360817,500.0
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,1,-0.6847501467612787,0.452762858261446,0.8209000970341439,407.0193597950656
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,2,-0.6847501467612787,-0.452762858261446,0.8209000970341439,-407.0193597950656
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,3,0.4157761814574411,0.7430834525843197,0.8514944806468002,168.81042898865417
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,4,0.4157761814574411,-0.7430834525843197,0.8514944806468002,-168.81042898865417
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,5,0.6680183971242888,0.5559618193094641,0.8691042074609886,110.46971559712078
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,6,0.6680183971242888,-0.5559618193094641,0.8691042074609886,-110.46971559712078
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,7,0.8411687855915275,0.4115240502635628,0.9364384495517324,72.41448542673689
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,8,0.8411687855915275,-0.4115240502635628,0.9364384495517324,-72.41448542673689
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,9,0.9367036884002212,0.3051990632745262,0.985170172146024,50.12991901410676
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,10,0.9367036884002212,-0.3051990632745262,0.985170172146024,-50.12991901410676
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,11,0.9703034271683676,0.0,0.9703034271683676,0.0
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,12,0.9717291198320676,0.1346247986183726,0.9810103560781824,21.910094152346733
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,13,0.9717291198320676,-0.1346247986183726,0.9810103560781824,-21.910094152346733
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,14,0.8982285655044788,0.2018726046633677,0.9206340773628826,35.18469451695291
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,1,15,0.8982285655044788,-0.2018726046633677,0.9206340773628826,-35.18469451695291
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,2,0,-0.8181296178069679,0.1934392928916782,0.8406871187114786,463.0478827111128
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,2,1,-0.8181296178069679,-0.1934392928916782,0.8406871187114786,-463.0478827111128
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,2,2,-0.6349601925245167,0.5567793687048858,0.8444984970419915,385.4259864953448
