row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13
83,79,48,3,0,short,5.695187966212552,1.4101069209067292,0.0067627591865314,0.0076609056630530924,0.9149797570850202,-0.4204976522828167,0.8032361771348504,-0.4218926026448327,0.5679600676933112,0.5956601669492066,0.5679879637948789,0.7075330988232627,-0.0007805458568223567,-0.7066797752997582
84,80,177,3,2,short,3.596533520163289,1.2759905291379128,0.006697078560133639,0.011566516363699837,0.8704453441295547,-0.4324478084420707,0.7919677308297186,-0.43101740834689806,0.5607230358467542,0.6105629209633816,0.5592875795290497,0.7061009630672159,0.00018129834513508358,-0.7081111474101085
85,97,319,3,3,short,3.0278425465862546,1.2107569714039559,0.007308286084273234,0.01343550407066178,0.8643724696356275,-0.42903255482618663,0.7936949537036622,-0.431253275192962,0.5600273747315929,0.6083159328050171,0.5624242753000638,0.7087315475203253,-0.00021531582246281378,-0.7054782400531865
86,88,137,3,3,short,4.136065565816736,1.3160983877889372,0.0054806940114219245,0.010106722918660197,0.8744939271255061,-0.43436192211298413,0.7897651331110045,-0.4331290282819559,0.5584000289785169,0.6134089180859802,0.558497007019177,0.7067666717206644,0.0007305715191175122,-0.7074463499164796
87,71,309,3,2,short,3.1229186849480235,1.1626743907860362,0.007087046863735297,0.009224726562135643,0.8441295546558705,-0.43008121581981085,0.7946627559462229,-0.4284171473119478,0.5616535944454386,0.6070500522798917,0.5621703246112334,0.7068064711400655,0.0011568659968005102,-0.70740601779713
88,91,416,3,0,short,3.9734049712036525,1.5358426392814233,0.008807147937341333,0.008552473922130538,0.9109311740890689,-0.44220923698342934,0.7852007294135377,-0.4334867994010678,0.5533959395635345,0.6192076796988766,0.5570769995938859,0.7058356216578519,0.006454760288487127,-0.7083462509736972
89,98,669,3,1,short,5.303393309817403,1.256116051144287,0.00946087033080817,0.009736331036973663,0.9190283400809717,-0.4248788351026801,0.8067554631222519,-0.4106380379411903,0.5695818177233687,0.5908186029646645,0.5714104753238477,0.7036011145533618,0.00888825704416435,-0.7105395629280498
90,78,572,3,1,short,4.128325601907313,1.1323574442269144,0.00602352329570666,0.007627975788345303,0.8704453441295547,-0.42223026369589955,0.8021368043903883,-0.42225365772443835,0.567216585665874,0.5971403068978088,0.5671761620727187,0.7070975529337089,-3.0337545390224374e-05,-0.7071160086681633
91,100,477,3,0,short,3.935958748826618,1.2796452682627826,0.007383330024859777,0.01181563463828248,0.8663967611336032,-0.4286264867642969,0.7947756666783776,-0.42966379240056557,0.5620188976224956,0.6069030167753782,0.5619639552000999,0.7073995289504303,-0.0006065351476791103,-0.7068136519308492
92,95,323,3,1,short,4.140320987312797,1.3299741450480995,0.006567598863161111,0.00902549432398254,0.8765182186234818,-0.432014098530099,0.790030201903838,-0.4349897685589938,0.5597246763423215,0.6130623911178366,0.5575507073714141,0.707157765540837,-0.0026047411890236793,-0.7070509953027637
93,92,196,3,2,short,5.130775216777794,1.4062074113184901,0.013426622266904062,0.014475643230011624,0.8906882591093117,-0.4280521079115124,0.796246634746127,-0.42750753159211,0.5639931981149626,0.604971924556589,0.5620681835670412,0.7061749538128406,-0.0005168691950006576,-0.7080371935524771
94,90,494,3,3,short,4.502402442731473,1.2589436093596524,0.005682631824056332,0.007079097064752872,0.8927125506072875,-0.4291084722600155,0.7959894186397446,-0.4269271184268305,0.5625685918629297,0.6053087537804213,0.5631322154220567,0.7066700067811255,0.001469016798676448,-0.7075417609622836
