recording,monkey,day,analysis,method,direction,f1
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_long,torus_pca,4,0.0465116279069767
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_long,torus_pca,5,0.2
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_long,torus_pca,6,0.2465753424657534
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_long,torus_power_frequency,1,0.1333333333333333
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_long,torus_power_frequency,2,0.109090909090909
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_long,torus_power_frequency,3,0.2264150943396226
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_long,torus_power_frequency,4,0.1509433962264151
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_long,torus_power_frequency,5,0.2028985507246377
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_long,torus_power_frequency,6,0.2413793103448276
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,all_bands,1,0.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,all_bands,2,0.2424242424242424
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,all_bands,3,0.1818181818181818
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,all_bands,4,0.1639344262295081
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,all_bands,5,0.2580645161290322
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,all_bands,6,0.2448979591836734
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_frequency,1,0.1
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_frequency,2,0.2926829268292683
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_frequency,3,0.225
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_frequency,4,0.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_frequency,5,0.1132075471698113
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_frequency,6,0.2068965517241379
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_power,1,0.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_power,2,0.2921348314606741
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_power,3,0.1538461538461538
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_power,4,0.2962962962962963
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_power,5,0.3050847457627119
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,peak_power,6,0.0465116279069767
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,power_frequency,1,0.0571428571428571
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,power_frequency,2,0.3037974683544304
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,power_frequency,3,0.1891891891891892
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,power_frequency,4,0.2372881355932203
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,power_frequency,5,0.1304347826086956
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,power_frequency,6,0.1818181818181818
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus,1,0.0425531914893617
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus,2,0.1690140845070422
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus,3,0.2711864406779661
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus,4,0.1666666666666666
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus,5,0.2068965517241379
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus,6,0.0754716981132075
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_all_bands,1,0.0769230769230769
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_all_bands,2,0.2058823529411764
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_all_bands,3,0.1538461538461538
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_all_bands,4,0.1724137931034483
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_all_bands,5,0.1379310344827586
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_all_bands,6,0.2333333333333333
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_pca,1,0.1304347826086956
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_pca,2,0.2153846153846154
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_pca,3,0.2641509433962264
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_pca,4,0.1764705882352941
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_pca,5,0.2545454545454545
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_pca,6,0.2622950819672131
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_power_frequency,1,0.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_power_frequency,2,0.3157894736842105
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_power_frequency,3,0.175438596491228
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_power_frequency,4,0.1818181818181818
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_power_frequency,5,0.1428571428571428
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,matched_short,torus_power_frequency,6,0.12
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,all_bands,1,0.1311475409836065
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,all_bands,2,0.24
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,all_bands,3,0.2318840579710145
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,all_bands,4,0.1515151515151515
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,all_bands,5,0.1971830985915492
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,all_bands,6,0.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_frequency,1,0.1851851851851851
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_frequency,2,0.32
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_frequency,3,0.2580645161290322
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_frequency,4,0.1
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_frequency,5,0.0869565217391304
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_frequency,6,0.2222222222222222
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_power,1,0.2285714285714285
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_power,2,0.2941176470588235
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_power,3,0.0526315789473684
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_power,4,0.2790697674418604
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_power,5,0.2413793103448276
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,peak_power,6,0.0476190476190476
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,power_frequency,1,0.12
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,power_frequency,2,0.3655913978494624
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,power_frequency,3,0.2
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,power_frequency,4,0.2608695652173913
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,power_frequency,5,0.1886792452830188
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,power_frequency,6,0.1639344262295081
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus,1,0.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus,2,0.1875
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus,3,0.2033898305084746
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus,4,0.2222222222222222
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus,5,0.2133333333333333
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus,6,0.1515151515151515
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_all_bands,1,0.0769230769230769
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_all_bands,2,0.16
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_all_bands,3,0.1694915254237288
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_all_bands,4,0.2631578947368421
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_all_bands,5,0.1470588235294117
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_all_bands,6,0.1818181818181818
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_pca,1,0.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_pca,2,0.1126760563380281
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_pca,3,0.2
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_pca,4,0.2469135802469135
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_pca,5,0.2318840579710145
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_pca,6,0.2318840579710145
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_power_frequency,1,0.0384615384615384
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_power_frequency,2,0.2337662337662337
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_power_frequency,3,0.1818181818181818
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_power_frequency,4,0.3
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_power_frequency,5,0.1538461538461538
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,short,torus_power_frequency,6,0.1194029850746268
