analysis_set,analysis_label,monkey,source_monkey,session_id,lfp_uid,lfp_id,feature_role,feature_label,feature_set,relevant_band,relevant_band_label,f1
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080912008-13,monkeyM_session-o080912008-13_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.16382640356349
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080912008-13,monkeyM_session-o080912008-13_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1413143532836818
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080912008-13,monkeyM_session-o080912008-13_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1878621931055255
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080912008-13,monkeyM_session-o080912008-13_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.179239152220365
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080912008-13,monkeyM_session-o080912008-13_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1050725224476579
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080912008-13,monkeyM_session-o080912008-13_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1737219233865542
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080917001-8,monkeyM_session-o080917001-8_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1446323827305432
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080917001-8,monkeyM_session-o080917001-8_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1337952442671424
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080917001-8,monkeyM_session-o080917001-8_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1315066901474242
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080917001-8,monkeyM_session-o080917001-8_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1668791459369817
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080917001-8,monkeyM_session-o080917001-8_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1624838247322692
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080917001-8,monkeyM_session-o080917001-8_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1561258433976023
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080918001-5,monkeyM_session-o080918001-5_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2135480776685649
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080918001-5,monkeyM_session-o080918001-5_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1949287121047564
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080918001-5,monkeyM_session-o080918001-5_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1306141957058361
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080918001-5,monkeyM_session-o080918001-5_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.191481592425294
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080918001-5,monkeyM_session-o080918001-5_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1464496807780389
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080918001-5,monkeyM_session-o080918001-5_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.167770722388631
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080918006-11,monkeyM_session-o080918006-11_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1511073178326386
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080918006-11,monkeyM_session-o080918006-11_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1388351715351468
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080918006-11,monkeyM_session-o080918006-11_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1718683293086451
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919001-6,monkeyM_session-o080919001-6_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2045170230265212
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919001-6,monkeyM_session-o080919001-6_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1389391943878096
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919001-6,monkeyM_session-o080919001-6_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1257352583890212
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919001-6,monkeyM_session-o080919001-6_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2312055603747656
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919001-6,monkeyM_session-o080919001-6_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1276423398692117
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919001-6,monkeyM_session-o080919001-6_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1224114628995919
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919007-12,monkeyM_session-o080919007-12_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1638689124187885
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919007-12,monkeyM_session-o080919007-12_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1631112213442758
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919007-12,monkeyM_session-o080919007-12_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1548148773722904
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919007-12,monkeyM_session-o080919007-12_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1629058070108207
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919007-12,monkeyM_session-o080919007-12_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1469521787180272
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080919007-12,monkeyM_session-o080919007-12_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1501961431101028
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925002-6,monkeyM_session-o080925002-6_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2067022791006612
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925002-6,monkeyM_session-o080925002-6_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1401076734629366
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925002-6,monkeyM_session-o080925002-6_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1624452197801116
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925002-6,monkeyM_session-o080925002-6_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1752556467337006
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925002-6,monkeyM_session-o080925002-6_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1409465545235787
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925002-6,monkeyM_session-o080925002-6_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1872101416880696
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925007-12,monkeyM_session-o080925007-12_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1591000749634123
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925007-12,monkeyM_session-o080925007-12_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1593686723440638
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925007-12,monkeyM_session-o080925007-12_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1667898719579861
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925007-12,monkeyM_session-o080925007-12_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1419167472560955
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925007-12,monkeyM_session-o080925007-12_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1300148036957784
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080925007-12,monkeyM_session-o080925007-12_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1237233907553694
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080926001-6,monkeyM_session-o080926001-6_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1673028135758959
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080926001-6,monkeyM_session-o080926001-6_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1145503751348269
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080926001-6,monkeyM_session-o080926001-6_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1470707442261254
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080926007-11,monkeyM_session-o080926007-11_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1468647513178858
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080926007-11,monkeyM_session-o080926007-11_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1559331857612212
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080926007-11,monkeyM_session-o080926007-11_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1796032604972827
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080926007-11,monkeyM_session-o080926007-11_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1802462956944236
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080926007-11,monkeyM_session-o080926007-11_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1728781539416408
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080926007-11,monkeyM_session-o080926007-11_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1844311800947704
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080930001-5,monkeyM_session-o080930001-5_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1433889781715868
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080930001-5,monkeyM_session-o080930001-5_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1647888692908691
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080930001-5,monkeyM_session-o080930001-5_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1748758181967628
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001001-12,monkeyM_session-o081001001-12_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1372083999593911
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001001-12,monkeyM_session-o081001001-12_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1595198521545009
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001001-12,monkeyM_session-o081001001-12_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1804678653968481
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001001-12,monkeyM_session-o081001001-12_lfp-3,3,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1721216346477457
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001001-12,monkeyM_session-o081001001-12_lfp-3,3,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1643585662507339
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001001-12,monkeyM_session-o081001001-12_lfp-3,3,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1551283493977563
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001013-26,monkeyM_session-o081001013-26_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1486508261515266
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001013-26,monkeyM_session-o081001013-26_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1243668688610353
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001013-26,monkeyM_session-o081001013-26_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.2006552457788173
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001013-26,monkeyM_session-o081001013-26_lfp-3,3,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.17593416044503
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001013-26,monkeyM_session-o081001013-26_lfp-3,3,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1453760542957415
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081001013-26,monkeyM_session-o081001013-26_lfp-3,3,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1549661401531386
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081002010-22,monkeyM_session-o081002010-22_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2092550657731364
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081002010-22,monkeyM_session-o081002010-22_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1265047481488029
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081002010-22,monkeyM_session-o081002010-22_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1524515964743668
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003003-14,monkeyM_session-o081003003-14_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1815903737806087
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003003-14,monkeyM_session-o081003003-14_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1563616054160416
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003003-14,monkeyM_session-o081003003-14_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1570293007691429
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003003-14,monkeyM_session-o081003003-14_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1927112777352603
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003003-14,monkeyM_session-o081003003-14_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1159805297112589
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003003-14,monkeyM_session-o081003003-14_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1150536144482925
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003015-26,monkeyM_session-o081003015-26_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1923453369068204
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003015-26,monkeyM_session-o081003015-26_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2239761106755467
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003015-26,monkeyM_session-o081003015-26_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1616199499591026
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003015-26,monkeyM_session-o081003015-26_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2192817691812129
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003015-26,monkeyM_session-o081003015-26_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1228716004835407
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081003015-26,monkeyM_session-o081003015-26_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1485743771192687
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081008001-15,monkeyM_session-o081008001-15_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1845351146496192
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081008001-15,monkeyM_session-o081008001-15_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1349054649054649
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081008001-15,monkeyM_session-o081008001-15_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1506134951187407
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081008001-15,monkeyM_session-o081008001-15_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1532979305328064
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081008001-15,monkeyM_session-o081008001-15_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1644042353594057
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081008001-15,monkeyM_session-o081008001-15_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1072304938786745
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081028001-12,monkeyM_session-o081028001-12_lfp-4,4,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2423832989425721
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081028001-12,monkeyM_session-o081028001-12_lfp-4,4,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.179407829985587
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081028001-12,monkeyM_session-o081028001-12_lfp-4,4,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1544755734076122
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081029001-11,monkeyM_session-o081029001-11_lfp-3,3,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1726268859684947
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081029001-11,monkeyM_session-o081029001-11_lfp-3,3,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.133297436479105
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081029001-11,monkeyM_session-o081029001-11_lfp-3,3,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.0880531792296498
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081029012-25,monkeyM_session-o081029012-25_lfp-3,3,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2022942875193626
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081029012-25,monkeyM_session-o081029012-25_lfp-3,3,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1687878760813356
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081029012-25,monkeyM_session-o081029012-25_lfp-3,3,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1695551991783963
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081029012-25,monkeyM_session-o081029012-25_lfp-4,4,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1684763808056203
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081029012-25,monkeyM_session-o081029012-25_lfp-4,4,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1255094426777053
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081029012-25,monkeyM_session-o081029012-25_lfp-4,4,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1313248398774714
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081031013-23,monkeyM_session-o081031013-23_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2076960083734975
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081031013-23,monkeyM_session-o081031013-23_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1684074205697374
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081031013-23,monkeyM_session-o081031013-23_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.143296035155117
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081031013-23,monkeyM_session-o081031013-23_lfp-3,3,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1774949857507393
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081031013-23,monkeyM_session-o081031013-23_lfp-3,3,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1278169713271834
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081031013-23,monkeyM_session-o081031013-23_lfp-3,3,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1645017379823502
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081107007-13,monkeyM_session-o081107007-13_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2081120225415775
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081107007-13,monkeyM_session-o081107007-13_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.119800312121911
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081107007-13,monkeyM_session-o081107007-13_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1553407529614729
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081107007-13,monkeyM_session-o081107007-13_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1852687551333274
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081107007-13,monkeyM_session-o081107007-13_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1407232387087462
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081107007-13,monkeyM_session-o081107007-13_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1347125900492036
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081113002-9,monkeyM_session-o081113002-9_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2027542316995737
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081113002-9,monkeyM_session-o081113002-9_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1710234941289402
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081113002-9,monkeyM_session-o081113002-9_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1327873167865795
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081113002-9,monkeyM_session-o081113002-9_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1611719856872769
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081113002-9,monkeyM_session-o081113002-9_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1259977658006681
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081113002-9,monkeyM_session-o081113002-9_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1484200735304372
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081127010-14,monkeyM_session-o081127010-14_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1855333761999785
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081127010-14,monkeyM_session-o081127010-14_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1439306809290317
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081127010-14,monkeyM_session-o081127010-14_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1871342968788181
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081202001-7,monkeyM_session-o081202001-7_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1759357443092382
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081202001-7,monkeyM_session-o081202001-7_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1726524248215015
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081202001-7,monkeyM_session-o081202001-7_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1814189027855451
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081202001-7,monkeyM_session-o081202001-7_lfp-4,4,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1345223969427638
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081202001-7,monkeyM_session-o081202001-7_lfp-4,4,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1605542061018961
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o081202001-7,monkeyM_session-o081202001-7_lfp-4,4,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1189192745148208
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070130005-13,monkeyT_session-y070130005-13_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1561385054640389
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070130005-13,monkeyT_session-y070130005-13_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1442928360914797
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070130005-13,monkeyT_session-y070130005-13_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1560854131648844
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070130005-13,monkeyT_session-y070130005-13_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2326723711579072
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070130005-13,monkeyT_session-y070130005-13_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1768726590618971
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070130005-13,monkeyT_session-y070130005-13_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1650575498193307
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070201001-6,monkeyT_session-y070201001-6_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1410632906705176
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070201001-6,monkeyT_session-y070201001-6_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1591593109014712
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070201001-6,monkeyT_session-y070201001-6_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1281402761985286
