analysis_set,analysis_label,monkey,source_monkey,session_id,lfp_uid,lfp_id,feature_role,feature_label,feature_set,relevant_band,relevant_band_label,f1
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080528016-25,monkeyM_session-o080528016-25_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.191795246633429
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080528016-25,monkeyM_session-o080528016-25_lfp-4,4,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1466697758226368
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080528016-25,monkeyM_session-o080528016-25_lfp-4,4,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1175637146720252
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080528016-25,monkeyM_session-o080528016-25_lfp-4,4,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1366215865003008
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080710006-11,monkeyM_session-o080710006-11_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.16712598640348
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080710006-11,monkeyM_session-o080710006-11_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1509689972878095
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080710006-11,monkeyM_session-o080710006-11_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.156384284012012
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080710006-11,monkeyM_session-o080710006-11_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1656404973364876
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080710006-11,monkeyM_session-o080710006-11_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.156053588402754
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080710006-11,monkeyM_session-o080710006-11_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1349509072247665
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080711002-7,monkeyM_session-o080711002-7_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.188034359521918
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080711002-7,monkeyM_session-o080711002-7_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1092867354064357
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080711002-7,monkeyM_session-o080711002-7_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1771991577843501
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080711002-7,monkeyM_session-o080711002-7_lfp-8,8,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1282895631342048
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080711002-7,monkeyM_session-o080711002-7_lfp-8,8,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1208947817469062
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080711002-7,monkeyM_session-o080711002-7_lfp-8,8,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.146432012751794
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080718005-9,monkeyM_session-o080718005-9_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1549797344466161
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080718005-9,monkeyM_session-o080718005-9_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2372612570634278
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080718005-9,monkeyM_session-o080718005-9_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1644780549035868
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080718005-9,monkeyM_session-o080718005-9_lfp-8,8,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1273635296879189
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080718005-9,monkeyM_session-o080718005-9_lfp-8,8,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.144011666235511
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080718005-9,monkeyM_session-o080718005-9_lfp-8,8,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1353959150634342
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080722004-9,monkeyM_session-o080722004-9_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1944868335494413
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080722004-9,monkeyM_session-o080722004-9_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2115866300352788
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080722004-9,monkeyM_session-o080722004-9_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1988599340445398
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080723006-11,monkeyM_session-o080723006-11_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.212429243884217
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080723006-11,monkeyM_session-o080723006-11_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1408514748246782
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080723006-11,monkeyM_session-o080723006-11_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.2006231971674028
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080723006-11,monkeyM_session-o080723006-11_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2677738920976377
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080723006-11,monkeyM_session-o080723006-11_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1137445352986094
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080723006-11,monkeyM_session-o080723006-11_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1736907926943506
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080724004-9,monkeyM_session-o080724004-9_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1764848605526042
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080724004-9,monkeyM_session-o080724004-9_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1420405627302179
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080724004-9,monkeyM_session-o080724004-9_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.2104846789387945
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080724004-9,monkeyM_session-o080724004-9_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1916265364593325
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080724004-9,monkeyM_session-o080724004-9_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1739442464001135
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080724004-9,monkeyM_session-o080724004-9_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1835681850506123
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080731003-10,monkeyM_session-o080731003-10_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2391765095001921
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080731003-10,monkeyM_session-o080731003-10_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.166733261961632
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080731003-10,monkeyM_session-o080731003-10_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1528315186869544
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080731011-18,monkeyM_session-o080731011-18_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1810200375417766
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080731011-18,monkeyM_session-o080731011-18_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2070912342392673
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080731011-18,monkeyM_session-o080731011-18_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1894499440444658
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801001-7,monkeyM_session-o080801001-7_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2506346730929455
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801001-7,monkeyM_session-o080801001-7_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1824591942521897
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801001-7,monkeyM_session-o080801001-7_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1686304044825106
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801001-7,monkeyM_session-o080801001-7_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1728854383852452
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801001-7,monkeyM_session-o080801001-7_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.134281030564862
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801001-7,monkeyM_session-o080801001-7_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.114316684746621
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801008-10,monkeyM_session-o080801008-10_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2052622326815875
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801008-10,monkeyM_session-o080801008-10_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1784653985295833
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801008-10,monkeyM_session-o080801008-10_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.2049937325667954
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801008-10,monkeyM_session-o080801008-10_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2449547902134109
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801008-10,monkeyM_session-o080801008-10_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1129110311840445
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801008-10,monkeyM_session-o080801008-10_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.138618080240681
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801011-14,monkeyM_session-o080801011-14_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2335254692397549
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801011-14,monkeyM_session-o080801011-14_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1612734964113528
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080801011-14,monkeyM_session-o080801011-14_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1941063715257263
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080806001-5,monkeyM_session-o080806001-5_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1858824230794758
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080806001-5,monkeyM_session-o080806001-5_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1784949977039067
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080806001-5,monkeyM_session-o080806001-5_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1678048349247805
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808001-5,monkeyM_session-o080808001-5_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2003763724585555
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808001-5,monkeyM_session-o080808001-5_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1709913109831673
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808001-5,monkeyM_session-o080808001-5_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1637172174386892
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808001-5,monkeyM_session-o080808001-5_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2141942240900952
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808001-5,monkeyM_session-o080808001-5_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1367369527523836
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808001-5,monkeyM_session-o080808001-5_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1588833682986008
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808006-12,monkeyM_session-o080808006-12_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1819672793701602
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808006-12,monkeyM_session-o080808006-12_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.19846634379252
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808006-12,monkeyM_session-o080808006-12_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.2058578826703775
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808006-12,monkeyM_session-o080808006-12_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1909646611192905
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808006-12,monkeyM_session-o080808006-12_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1027770102238187
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080808006-12,monkeyM_session-o080808006-12_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.143535125723064
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080828001-6,monkeyM_session-o080828001-6_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.166907985095236
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080828001-6,monkeyM_session-o080828001-6_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1431794287583761
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080828001-6,monkeyM_session-o080828001-6_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1315577933903254
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080828001-6,monkeyM_session-o080828001-6_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1541180628887048
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080828001-6,monkeyM_session-o080828001-6_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1375771923685889
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080828001-6,monkeyM_session-o080828001-6_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1714816317425693
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080828007-12,monkeyM_session-o080828007-12_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1895135450238635
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080828007-12,monkeyM_session-o080828007-12_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1282503831592623
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080828007-12,monkeyM_session-o080828007-12_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1631175109939779
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080829001-5,monkeyM_session-o080829001-5_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1766042462200197
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080829001-5,monkeyM_session-o080829001-5_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1210112085757764
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080829001-5,monkeyM_session-o080829001-5_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1232120530313917
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903002-5,monkeyM_session-o080903002-5_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1973757179639532
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903002-5,monkeyM_session-o080903002-5_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1363063916568693
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903002-5,monkeyM_session-o080903002-5_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1084727768328982
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903002-5,monkeyM_session-o080903002-5_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1363399598693716
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903002-5,monkeyM_session-o080903002-5_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1825667388167388
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903002-5,monkeyM_session-o080903002-5_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.146873316588459
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903006-12,monkeyM_session-o080903006-12_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.186348238931686
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903006-12,monkeyM_session-o080903006-12_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1210722432402879
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903006-12,monkeyM_session-o080903006-12_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1107341055355021
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903006-12,monkeyM_session-o080903006-12_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2291421597625627
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903006-12,monkeyM_session-o080903006-12_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1112185151304094
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080903006-12,monkeyM_session-o080903006-12_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1610401251360752
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904001-7,monkeyM_session-o080904001-7_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1350939021734827
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904001-7,monkeyM_session-o080904001-7_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1250274544999829
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904001-7,monkeyM_session-o080904001-7_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1098594400111743
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904001-7,monkeyM_session-o080904001-7_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1815585396779005
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904001-7,monkeyM_session-o080904001-7_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1355404273318401
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904001-7,monkeyM_session-o080904001-7_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1065407203948102
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904008-14,monkeyM_session-o080904008-14_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1441300904613139
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904008-14,monkeyM_session-o080904008-14_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.186406210624527
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904008-14,monkeyM_session-o080904008-14_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.160261351187488
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904008-14,monkeyM_session-o080904008-14_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1761344681561535
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904008-14,monkeyM_session-o080904008-14_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1256601938090141
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080904008-14,monkeyM_session-o080904008-14_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1511893728189648
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080905001-6,monkeyM_session-o080905001-6_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.0866069913412478
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080905001-6,monkeyM_session-o080905001-6_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.139150339985335
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080905001-6,monkeyM_session-o080905001-6_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1896431971749576
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910001-5,monkeyM_session-o080910001-5_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1735660805668081
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910001-5,monkeyM_session-o080910001-5_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1856046097085768
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910001-5,monkeyM_session-o080910001-5_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1285815775585596
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910001-5,monkeyM_session-o080910001-5_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1287732044525522
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910001-5,monkeyM_session-o080910001-5_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1369703946678342
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910001-5,monkeyM_session-o080910001-5_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1447691263357454
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910006-11,monkeyM_session-o080910006-11_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1727795507926156
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910006-11,monkeyM_session-o080910006-11_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1368399696645285
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910006-11,monkeyM_session-o080910006-11_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1382817679986396
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910006-11,monkeyM_session-o080910006-11_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.133385849836377
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910006-11,monkeyM_session-o080910006-11_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1671513404587766
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080910006-11,monkeyM_session-o080910006-11_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1144213251072049
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911001-5,monkeyM_session-o080911001-5_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.258495523461709
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911001-5,monkeyM_session-o080911001-5_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1392036266008722
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911001-5,monkeyM_session-o080911001-5_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1402388927599011
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911001-5,monkeyM_session-o080911001-5_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1039973283156542
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911001-5,monkeyM_session-o080911001-5_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1361649910516896
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911001-5,monkeyM_session-o080911001-5_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1457219874555586
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911006-11,monkeyM_session-o080911006-11_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2695348455486386
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911006-11,monkeyM_session-o080911006-11_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1713618077621771
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911006-11,monkeyM_session-o080911006-11_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.2574707827781189
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911006-11,monkeyM_session-o080911006-11_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.151475451603123
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911006-11,monkeyM_session-o080911006-11_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1533062050876145
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080911006-11,monkeyM_session-o080911006-11_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1052932309498181
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080912004-7,monkeyM_session-o080912004-7_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1897390319740329
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080912004-7,monkeyM_session-o080912004-7_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1502378778639049
full_6_direction_lfps,Full 6-direction LFPs,M+T,M,o080912004-7,monkeyM_session-o080912004-7_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.2112803328305933
