analysis_epoch,target,lfp_uid,monkey,session_id,lfp_id,feature_set,feature_label,source_relevant_band,status,accuracy,f1,n_classes,n_trials_balanced,per_class_n,torus_tau,torus_tau_ms,torus_embedding_dim,torus_param_source,torus_param_id,torus_fit_success_fraction,cache_path
movement,direction,monkeyM_session-o080423001-5_lfp-6,M,o080423001-5,6,theta,Theta (4-8 Hz),beta,ok,0.16666666666666666,0.15160587641273823,6,210,35,41,41.0,7,pertrace_unsupervised_movement_signal,pertrace_tau41_embed7,1.0,nonlinear_refit/monkeyM_session-o080423001-5_lfp-6_movement_tau41_embed7_pts300_nfev1200.npz
movement,direction,monkeyM_session-o080423001-5_lfp-6,M,o080423001-5,6,alpha,Alpha (8-13 Hz),beta,ok,0.12857142857142856,0.11659173965331353,6,210,35,41,41.0,7,pertrace_unsupervised_movement_signal,pertrace_tau41_embed7,1.0,nonlinear_refit/monkeyM_session-o080423001-5_lfp-6_movement_tau41_embed7_pts300_nfev1200.npz
movement,direction,monkeyM_session-o080423001-5_lfp-6,M,o080423001-5,6,relevant_band,Relevant band (13-30 Hz),beta,ok,0.18095238095238095,0.1582877138623732,6,210,35,41,41.0,7,pertrace_unsupervised_movement_signal,pertrace_tau41_embed7,1.0,nonlinear_refit/monkeyM_session-o080423001-5_lfp-6_movement_tau41_embed7_pts300_nfev1200.npz
movement,direction,monkeyM_session-o080423001-5_lfp-6,M,o080423001-5,6,low_gamma,Low gamma (30-55 Hz),beta,ok,0.23333333333333334,0.17870316146178214,6,210,35,41,41.0,7,pertrace_unsupervised_movement_signal,pertrace_tau41_embed7,1.0,nonlinear_refit/monkeyM_session-o080423001-5_lfp-6_movement_tau41_embed7_pts300_nfev1200.npz
movement,direction,monkeyM_session-o080423001-5_lfp-6,M,o080423001-5,6,average_psd,Average PSD,beta,ok,0.16666666666666666,0.12449341037600647,6,210,35,41,41.0,7,pertrace_unsupervised_movement_signal,pertrace_tau41_embed7,1.0,nonlinear_refit/monkeyM_session-o080423001-5_lfp-6_movement_tau41_embed7_pts300_nfev1200.npz
movement,direction,monkeyM_session-o080423001-5_lfp-6,M,o080423001-5,6,all_band_power,All band power,beta,ok,0.2523809523809524,0.23422419747755097,6,210,35,41,41.0,7,pertrace_unsupervised_movement_signal,pertrace_tau41_embed7,1.0,nonlinear_refit/monkeyM_session-o080423001-5_lfp-6_movement_tau41_embed7_pts300_nfev1200.npz
movement,direction,monkeyM_session-o080423001-5_lfp-6,M,o080423001-5,6,torus_features,Torus features,beta,ok,0.20952380952380953,0.19920955982002495,6,210,35,41,41.0,7,pertrace_unsupervised_movement_signal,pertrace_tau41_embed7,1.0,nonlinear_refit/monkeyM_session-o080423001-5_lfp-6_movement_tau41_embed7_pts300_nfev1200.npz
movement,direction,monkeyM_session-o080423001-5_lfp-6,M,o080423001-5,6,torus_plus_relevant_band,Torus + Relevant band,beta,ok,0.24285714285714285,0.23117875274068875,6,210,35,41,41.0,7,pertrace_unsupervised_movement_signal,pertrace_tau41_embed7,1.0,nonlinear_refit/monkeyM_session-o080423001-5_lfp-6_movement_tau41_embed7_pts300_nfev1200.npz
movement,direction,monkeyM_session-o080423001-5_lfp-6,M,o080423001-5,6,torus_plus_average_psd,Torus + Average PSD,beta,ok,0.24285714285714285,0.23683161752373413,6,210,35,41,41.0,7,pertrace_unsupervised_movement_signal,pertrace_tau41_embed7,1.0,nonlinear_refit/monkeyM_session-o080423001-5_lfp-6_movement_tau41_embed7_pts300_nfev1200.npz
movement,direction,monkeyM_session-o080423001-5_lfp-6,M,o080423001-5,6,torus_plus_all_band_power,Torus + All band power,beta,ok,0.20476190476190476,0.19923639072636048,6,210,35,41,41.0,7,pertrace_unsupervised_movement_signal,pertrace_tau41_embed7,1.0,nonlinear_refit/monkeyM_session-o080423001-5_lfp-6_movement_tau41_embed7_pts300_nfev1200.npz
