lfp_uid,monkey,session_id,lfp_id,source_cell_id,twodir,source_pair_index,n_trials,n_samples,sampling_rate_hz,go_sample_zero_based,n_directions,n_delay_types,has_all_6_directions,has_short_and_long,converted_path,direction_1_count,direction_2_count,direction_3_count,direction_4_count,direction_5_count,direction_6_count,short_delay_count,long_delay_count,unknown_delay_count
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,Spi3-1,2,609,189,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081106010-15_lfp-5.npz,0,94,0,0,95,0,93,96,0
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,Spi5-1,2,610,189,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081106010-15_lfp-3.npz,0,94,0,0,95,0,93,96,0
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,Spi3-1,1,612,115,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081106016-19_lfp-5.npz,57,0,0,58,0,0,59,56,0
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,Spi5-2,1,613,115,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081106016-19_lfp-3.npz,57,0,0,58,0,0,59,56,0
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,Spi1-1,,615,249,6801,1000,4500,6,2,True,True,lfp_converted_data/monkeyM_session-o081107007-13_lfp-2.npz,43,43,42,41,40,40,117,132,0
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,Spi3-1,,616,249,6801,1000,4500,6,2,True,True,lfp_converted_data/monkeyM_session-o081107007-13_lfp-1.npz,43,43,42,41,40,40,117,132,0
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,Spi1-1,,618,248,6801,1000,4500,6,2,True,True,lfp_converted_data/monkeyM_session-o081113002-9_lfp-2.npz,42,42,41,40,42,41,128,120,0
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,Spi3-1,,621,248,6801,1000,4500,6,2,True,True,lfp_converted_data/monkeyM_session-o081113002-9_lfp-1.npz,42,42,41,40,42,41,128,120,0
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,SpN1-3,1,624,121,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081113011-13_lfp-2.npz,60,0,0,61,0,0,60,61,0
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,Spi3-1,1,628,121,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081113011-13_lfp-1.npz,60,0,0,61,0,0,60,61,0
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,Spi1-1,3,632,92,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081113014-16_lfp-2.npz,0,0,45,0,0,47,47,45,0
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,Spi2-1,3,633,92,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081113014-16_lfp-1.npz,0,0,45,0,0,47,47,45,0
monkeyM_session-o081118001-3_lfp-2,M,o081118001-3,2,Spi1-1,2,635,91,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081118001-3_lfp-2.npz,0,45,0,0,46,0,47,44,0
monkeyM_session-o081118001-3_lfp-1,M,o081118001-3,1,Spi2-1,2,636,91,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081118001-3_lfp-1.npz,0,45,0,0,46,0,47,44,0
monkeyM_session-o081118004-5_lfp-1,M,o081118004-5,1,SpN3-1,1,639,86,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081118004-5_lfp-1.npz,44,0,0,42,0,0,45,41,0
monkeyM_session-o081118008-10_lfp-1,M,o081118008-10,1,Spi2-1,3,641,85,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081118008-10_lfp-1.npz,0,0,43,0,0,42,42,43,0
monkeyM_session-o081127010-14_lfp-1,M,o081127010-14,1,Spi4-1,,643,228,6801,1000,4500,6,2,True,True,lfp_converted_data/monkeyM_session-o081127010-14_lfp-1.npz,36,42,41,37,33,39,114,114,0
monkeyM_session-o081202001-7_lfp-4,M,o081202001-7,4,Spi2-1,,647,238,6801,1000,4500,6,2,True,True,lfp_converted_data/monkeyM_session-o081202001-7_lfp-4.npz,40,40,40,40,39,39,120,118,0
monkeyM_session-o081202001-7_lfp-2,M,o081202001-7,2,Spi4-1,,648,238,6801,1000,4500,6,2,True,True,lfp_converted_data/monkeyM_session-o081202001-7_lfp-2.npz,40,40,40,40,39,39,120,118,0
monkeyM_session-o081202008-11_lfp-2,M,o081202008-11,2,Spi4-1,3,653,167,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081202008-11_lfp-2.npz,0,0,86,0,0,81,83,84,0
monkeyM_session-o081202012-14_lfp-4,M,o081202012-14,4,Spi2-2,1,657,135,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081202012-14_lfp-4.npz,68,0,0,67,0,0,68,67,0
monkeyM_session-o081202012-14_lfp-2,M,o081202012-14,2,Spi4-1,1,658,135,6801,1000,4500,2,2,False,True,lfp_converted_data/monkeyM_session-o081202012-14_lfp-2.npz,68,0,0,67,0,0,68,67,0
