lfp_uid,monkey,session_id,lfp_id,freq_hz,band,median_residual_log_psd,prominence,bootstrap_support,included_for_order,exclusion_reason
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,30.0,low_gamma,0.5355197362418221,0.39330325913152975,0.9666666666666667,True,
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,47.0,low_gamma,-0.32767091275111065,0.08103351398484887,0.7166666666666667,True,
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,5.0,theta,0.09013755588212843,0.09211717787080886,1.0,True,
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,17.0,beta,0.26608361327329777,0.15789512593201854,1.0,True,
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,31.0,low_gamma,0.3313467381263653,0.43978981681331497,0.8833333333333333,True,
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,47.0,low_gamma,-0.0797829716073683,0.09546784133340197,0.9916666666666667,True,
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,6.0,theta,0.07157101537327701,0.1027702635369219,1.0,True,
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,20.0,beta,0.25511758699696563,0.16745747009609152,0.9666666666666667,True,
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,35.0,low_gamma,0.30726058898469016,0.3781039589270927,0.7916666666666666,True,
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,47.0,low_gamma,-0.09976161961023067,0.09769107009225525,0.6583333333333333,True,
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,17.0,beta,0.41323268198749,0.23754337519824398,1.0,True,
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,30.0,low_gamma,0.48796274393945704,0.6739894257756249,1.0,True,
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,5.0,theta,0.022090540239317176,0.17107272453745354,1.0,True,
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,17.0,beta,0.474400371714982,0.6842901358336071,1.0,True,
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,30.0,low_gamma,0.4171350325542048,0.2206583499364426,1.0,True,
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,17.0,beta,0.5816241589169016,0.7814832806984088,1.0,True,
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,31.0,low_gamma,0.4503943380825042,0.22614342799960072,1.0,True,
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,4.0,theta,0.053413815360005314,0.14882936631300026,1.0,True,
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,17.0,beta,0.4398034784794182,0.35279893451065614,1.0,True,
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,32.0,low_gamma,0.5614025375311174,0.7453479970881409,1.0,True,
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,17.0,beta,0.4704896269934169,0.7137624598748227,1.0,True,
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,29.0,beta,0.4449618997859039,0.19312921306941072,1.0,True,
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,47.0,low_gamma,-0.12141346267109569,0.11593375754596257,0.8416666666666667,True,
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,6.0,theta,0.021002205689413966,0.14533993820009444,1.0,True,
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,17.0,beta,0.3930211362804962,0.15509806477686006,1.0,True,
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,29.0,beta,0.5096540489292651,0.6873611712716075,1.0,True,
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,5.0,theta,-0.07553570212107229,0.059441258362116514,0.6083333333333333,True,
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,17.0,beta,0.6835422330165086,0.9789170632741621,1.0,True,
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,31.0,low_gamma,0.3331304646675166,0.2696979189342005,0.975,True,
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,47.0,low_gamma,-0.18260306996632408,0.06284778152304704,0.6666666666666666,True,
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,21.0,beta,0.7086367666206066,0.8858396269088287,1.0,True,
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,40.0,low_gamma,0.3550126693010349,0.34196686215342686,1.0,True,
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,47.0,low_gamma,-0.23008444114506077,0.061329153894159105,0.5666666666666667,True,
monkeyM_session-o080527006-16_lfp-1,M,o080527006-16,1,17.0,beta,0.7230087379356773,0.923851798407702,1.0,True,
monkeyM_session-o080527006-16_lfp-1,M,o080527006-16,1,32.0,low_gamma,0.26431235538732617,0.13281025817617084,1.0,True,
monkeyM_session-o080527006-16_lfp-2,M,o080527006-16,2,4.0,theta,-0.07365161760009464,0.06036525801841064,0.475,False,support below 0.50
monkeyM_session-o080527006-16_lfp-2,M,o080527006-16,2,18.0,beta,0.6319089445208796,0.7668029607804339,1.0,True,
monkeyM_session-o080527006-16_lfp-2,M,o080527006-16,2,34.0,low_gamma,0.23122616639178453,0.11440848903093429,0.875,True,
monkeyM_session-o080528001-5_lfp-1,M,o080528001-5,1,4.0,theta,0.07300963466761883,0.035049356190608026,0.575,True,
monkeyM_session-o080528001-5_lfp-1,M,o080528001-5,1,20.0,beta,0.20744692735897802,0.1874182471842375,0.9833333333333333,True,
monkeyM_session-o080528001-5_lfp-1,M,o080528001-5,1,42.0,low_gamma,0.19379634141644803,0.14091453227483017,0.975,True,
monkeyM_session-o080528001-5_lfp-1,M,o080528001-5,1,47.0,low_gamma,0.24078482571883864,0.2291609320062005,0.7166666666666667,True,
monkeyM_session-o080528006-15_lfp-2,M,o080528006-15,2,17.0,beta,0.5598177316752396,0.8179045235414464,1.0,True,
monkeyM_session-o080528006-15_lfp-2,M,o080528006-15,2,32.0,low_gamma,0.29178912145520086,0.19884082772883968,0.7416666666666667,True,
monkeyM_session-o080528006-15_lfp-4,M,o080528006-15,4,16.0,beta,0.612875360928362,0.7976622341182222,1.0,True,
monkeyM_session-o080528006-15_lfp-4,M,o080528006-15,4,31.0,low_gamma,0.3022526304029798,0.15552772526228953,0.9916666666666667,True,
monkeyM_session-o080528016-25_lfp-2,M,o080528016-25,2,18.0,beta,0.4546955726329387,0.6267029749273756,1.0,True,
monkeyM_session-o080528016-25_lfp-2,M,o080528016-25,2,34.0,low_gamma,0.25304583046171714,0.12417873468642779,0.825,True,
monkeyM_session-o080528016-25_lfp-2,M,o080528016-25,2,47.0,low_gamma,-0.09520468301562163,0.04412109819155963,0.4583333333333333,False,support below 0.50
monkeyM_session-o080528016-25_lfp-4,M,o080528016-25,4,18.0,beta,0.604854001960188,0.83597453913868,1.0,True,
monkeyM_session-o080528016-25_lfp-4,M,o080528016-25,4,31.0,low_gamma,0.2904857960555465,0.11502203862731702,0.925,True,
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,5.0,theta,0.2728828487332338,0.3829346150398616,1.0,True,
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,20.0,beta,0.10595606585773043,0.196008119531942,1.0,True,
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,34.0,low_gamma,0.585566497541917,0.8034135948557102,1.0,True,
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,6.0,theta,0.2457163793583521,0.3148409578616148,1.0,True,
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,19.0,beta,0.05366522430784582,0.13368554509815553,0.8083333333333333,True,
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,34.0,low_gamma,0.5923005088863256,0.6760969261825094,1.0,True,
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,5.0,theta,0.2075370846482831,0.3073419757930652,1.0,True,
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,20.0,beta,0.10834450260471754,0.17218855412111048,1.0,True,
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,34.0,low_gamma,0.6094110806646984,0.7115117382918099,1.0,True,
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,6.0,theta,0.16184651151051208,0.190723895262323,1.0,True,
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,20.0,beta,0.16164722512537494,0.12308986030297248,1.0,True,
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,35.0,low_gamma,0.4513252647903525,0.522015066748053,1.0,True,
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,4.0,theta,0.05779849704827518,0.11930759621650106,0.975,True,
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,16.0,beta,0.2554433849872712,0.10649559310910744,0.7916666666666666,True,
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,31.0,low_gamma,0.5286073106556959,0.6677507537430749,1.0,True,
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,21.0,beta,0.1539120588675606,0.03902685946194759,0.7583333333333333,True,
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,34.0,low_gamma,0.39076866288620116,0.4043591751239839,1.0,True,
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,53.0,low_gamma,0.07822026840197083,0.07287723844589723,0.5,True,
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,5.0,theta,0.16879657421683303,0.296224013594071,1.0,True,
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,21.0,beta,0.5115361497838818,0.6806552698342905,1.0,True,
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,35.0,low_gamma,0.4705773823352332,0.4351654647865966,1.0,True,
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,6.0,theta,0.24717651509789468,0.3472661116688418,1.0,True,
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,29.0,beta,0.34878985961901343,0.5199986393454608,0.8166666666666667,True,
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,53.0,low_gamma,-0.09890585077367742,0.06663128100567178,0.55,True,
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,5,20.0,beta,0.11899562259360932,0.06748467083584277,0.9166666666666666,True,
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,5,36.0,low_gamma,0.27715891994196307,0.285404420127421,0.85,True,
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,19.0,beta,-0.04085935098343961,0.09269307483735838,0.95,True,
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,36.0,low_gamma,0.36096106854673127,0.31806245503308644,0.8166666666666667,True,
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,47.0,low_gamma,0.14621612645798687,0.06337841281408571,0.65,True,
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,5,21.0,beta,0.33115239249130124,0.4382917708380431,1.0,True,
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,5,34.0,low_gamma,0.26800530306281056,0.23392010048848594,0.9666666666666667,True,
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,5.0,theta,0.16275854528595665,0.1478182837691288,1.0,True,
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,18.0,beta,0.19686821798142934,0.12059263064507844,0.9166666666666666,True,
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,37.0,low_gamma,0.2660342564283475,0.36480891204935606,0.9916666666666667,True,
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,5.0,theta,0.06557809180222375,0.06458378044520267,0.675,True,
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,21.0,beta,0.41665227369619795,0.3164403164846699,1.0,True,
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,34.0,low_gamma,0.5493024758283245,0.6500516424264247,1.0,True,
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,6.0,theta,0.15921554605928329,0.06515791760184095,0.5916666666666667,True,
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,21.0,beta,0.053524277666363966,0.05616611832669433,0.6833333333333333,True,
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,35.0,low_gamma,0.592277189081279,0.6765387486664813,1.0,True,
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,6.0,theta,0.671470526214357,0.7241492378509672,1.0,True,
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,14.0,beta,0.13064897788126725,0.2230875413185774,1.0,True,
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,43.0,low_gamma,0.545777591128172,0.5348939676349402,0.85,True,
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,5,20.0,beta,0.20981292152577047,0.15814820104615904,1.0,True,
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,5,34.0,low_gamma,0.6268083394374051,0.8379131519683518,1.0,True,
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,5.0,theta,0.25440535916486173,0.32392277706552475,1.0,True,
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,20.0,beta,0.25994765035350936,0.27758311607447334,1.0,True,
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,34.0,low_gamma,0.5502062440111346,0.7119966459202277,1.0,True,
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,5,20.0,beta,0.3635518040020188,0.2529936741848762,1.0,True,
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,5,33.0,low_gamma,0.5470628406060376,0.7048303656861994,1.0,True,
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,5.0,theta,0.45046114222165307,0.30048965398259864,1.0,True,
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,12.0,alpha,0.0650584070413294,0.10932211538234649,0.9833333333333333,True,
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,30.0,low_gamma,0.026686954970158036,0.12490101332760627,0.725,True,
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,43.0,low_gamma,0.34197835133288146,0.10056585954285865,0.9666666666666667,True,
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,6.0,theta,0.137453609099644,0.04849295206934945,0.5666666666666667,True,
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,19.0,beta,0.14071312359700577,0.17938298073416387,0.9916666666666667,True,
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,36.0,low_gamma,0.5718267841692705,0.6738279048303666,1.0,True,
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,20.0,beta,0.3898488238242534,0.28536895611816415,1.0,True,
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,34.0,low_gamma,0.4050400182742756,0.6151066563436896,1.0,True,
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,5.0,theta,0.14079413893244636,0.1420249212054046,1.0,True,
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,20.0,beta,0.31633867174318986,0.2866199694005735,1.0,True,
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,34.0,low_gamma,0.4329022673770517,0.5809465902544872,1.0,True,
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,5.0,theta,0.14299283221959946,0.20892469098646782,1.0,True,
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,18.0,beta,0.37867437172682816,0.5620481323028936,1.0,True,
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,32.0,low_gamma,0.2373783124858171,0.1779755877965649,0.7833333333333333,True,
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,47.0,low_gamma,-0.0025644692756862097,0.11600962979214291,0.575,True,
monkeyM_session-o080731001-2_lfp-6,M,o080731001-2,6,17.0,beta,0.22771588325498085,0.2153329181100655,0.8916666666666667,True,
monkeyM_session-o080731001-2_lfp-6,M,o080731001-2,6,29.0,beta,0.17708722793670573,0.02453802328343374,0.6416666666666667,True,
monkeyM_session-o080731001-2_lfp-6,M,o080731001-2,6,37.0,low_gamma,0.2489413185228847,0.2652153255873893,0.8333333333333334,True,
monkeyM_session-o080731001-2_lfp-6,M,o080731001-2,6,53.0,low_gamma,0.19239890848816724,0.2006770027316209,0.65,True,
monkeyM_session-o080731003-10_lfp-6,M,o080731003-10,6,17.0,beta,0.336277862466508,0.41388297721221207,1.0,True,
monkeyM_session-o080731003-10_lfp-6,M,o080731003-10,6,32.0,low_gamma,0.24642655064460997,0.21217236729318414,0.85,True,
monkeyM_session-o080731003-10_lfp-6,M,o080731003-10,6,47.0,low_gamma,0.20167817159110799,0.26383275199195116,1.0,True,
monkeyM_session-o080731011-18_lfp-6,M,o080731011-18,6,4.0,theta,0.03617917197510785,0.06652149672136304,0.65,True,
monkeyM_session-o080731011-18_lfp-6,M,o080731011-18,6,18.0,beta,0.23645181275328792,0.163237773969037,0.9416666666666667,True,
monkeyM_session-o080731011-18_lfp-6,M,o080731011-18,6,32.0,low_gamma,0.266105415348703,0.3055832647509455,0.9166666666666666,True,
monkeyM_session-o080731011-18_lfp-6,M,o080731011-18,6,53.0,low_gamma,0.16826231869745514,0.25970034081159166,0.9333333333333333,True,
monkeyM_session-o080801001-7_lfp-5,M,o080801001-7,5,4.0,theta,0.14973055561348547,0.1206861475235895,1.0,True,
monkeyM_session-o080801001-7_lfp-5,M,o080801001-7,5,19.0,beta,0.22817275981762886,0.25975344540409273,1.0,True,
monkeyM_session-o080801001-7_lfp-5,M,o080801001-7,5,35.0,low_gamma,0.533068970142615,0.6248254340970733,1.0,True,
monkeyM_session-o080801001-7_lfp-5,M,o080801001-7,5,47.0,low_gamma,-0.052265140401739275,0.04912201557896453,0.9083333333333333,True,
monkeyM_session-o080801001-7_lfp-6,M,o080801001-7,6,15.0,beta,0.047076586616294686,0.031456583230390224,0.8166666666666667,True,
monkeyM_session-o080801001-7_lfp-6,M,o080801001-7,6,33.0,low_gamma,0.1691948382744812,0.14283062233016577,0.7333333333333333,True,
monkeyM_session-o080801001-7_lfp-6,M,o080801001-7,6,53.0,low_gamma,0.3728225541629177,0.23380601679797292,0.7416666666666667,True,
monkeyM_session-o080801008-10_lfp-5,M,o080801008-10,5,5.0,theta,0.1338848997769636,0.12811275647747578,1.0,True,
monkeyM_session-o080801008-10_lfp-5,M,o080801008-10,5,19.0,beta,0.35666742015485375,0.3697655058661743,1.0,True,
monkeyM_session-o080801008-10_lfp-5,M,o080801008-10,5,34.0,low_gamma,0.5028208355238786,0.6042213921781037,1.0,True,
monkeyM_session-o080801008-10_lfp-5,M,o080801008-10,5,53.0,low_gamma,-0.08290700553785749,0.1208847212821694,0.625,True,
monkeyM_session-o080801008-10_lfp-7,M,o080801008-10,7,6.0,theta,0.07360326291561196,0.1647486683204406,1.0,True,
monkeyM_session-o080801008-10_lfp-7,M,o080801008-10,7,19.0,beta,0.4376838174388762,0.572646929623811,1.0,True,
monkeyM_session-o080801008-10_lfp-7,M,o080801008-10,7,34.0,low_gamma,0.3277413972104016,0.24437926170598195,1.0,True,
monkeyM_session-o080801008-10_lfp-7,M,o080801008-10,7,53.0,low_gamma,0.04384150312455207,0.19273760119034167,0.8,True,
monkeyM_session-o080801011-14_lfp-7,M,o080801011-14,7,5.0,theta,0.03274064645609828,0.0900309152930947,0.9666666666666667,True,
monkeyM_session-o080801011-14_lfp-7,M,o080801011-14,7,19.0,beta,0.4724159655270883,0.5999639946018993,1.0,True,
monkeyM_session-o080801011-14_lfp-7,M,o080801011-14,7,34.0,low_gamma,0.3095907339922918,0.21096330093033477,0.9916666666666667,True,
monkeyM_session-o080801011-14_lfp-7,M,o080801011-14,7,53.0,low_gamma,0.04847519881133474,0.1655265489435558,0.6333333333333333,True,
monkeyM_session-o080806001-5_lfp-7,M,o080806001-5,7,20.0,beta,0.18105430691924984,0.21499156034642483,1.0,True,
monkeyM_session-o080806001-5_lfp-7,M,o080806001-5,7,36.0,low_gamma,0.48021609166598034,0.6593634724934749,1.0,True,
monkeyM_session-o080806001-5_lfp-7,M,o080806001-5,7,47.0,low_gamma,0.029232074143667772,0.06812767515099076,0.9916666666666667,True,
monkeyM_session-o080807001-3_lfp-5,M,o080807001-3,5,7.0,theta,0.15818949630275136,0.1700668978497751,1.0,True,
monkeyM_session-o080807001-3_lfp-5,M,o080807001-3,5,18.0,beta,0.2591694469995417,0.32490700602623707,0.9916666666666667,True,
monkeyM_session-o080807001-3_lfp-5,M,o080807001-3,5,32.0,low_gamma,0.2318725662508713,0.10696394857906094,0.975,True,
monkeyM_session-o080807001-3_lfp-5,M,o080807001-3,5,47.0,low_gamma,0.18226773310124345,0.2279039728778796,0.6166666666666667,True,
monkeyM_session-o080807004-6_lfp-5,M,o080807004-6,5,5.0,theta,0.04997067466298743,0.08699388321791945,0.9166666666666666,True,
monkeyM_session-o080807004-6_lfp-5,M,o080807004-6,5,17.0,beta,0.29467170249509056,0.16365490188323828,0.9916666666666667,True,
monkeyM_session-o080807004-6_lfp-5,M,o080807004-6,5,31.0,low_gamma,0.3171403811793717,0.4257494154761808,1.0,True,
monkeyM_session-o080807004-6_lfp-5,M,o080807004-6,5,53.0,low_gamma,0.1476177859042111,0.19399026409445408,0.6333333333333333,True,
monkeyM_session-o080808001-5_lfp-5,M,o080808001-5,5,5.0,theta,0.04772496766309259,0.02690751441425652,0.5916666666666667,True,
monkeyM_session-o080808001-5_lfp-5,M,o080808001-5,5,17.0,beta,0.2989372504568796,0.40210939974819376,1.0,True,
monkeyM_session-o080808001-5_lfp-5,M,o080808001-5,5,34.0,low_gamma,0.20610308170194164,0.04468623045003908,0.7166666666666667,True,
monkeyM_session-o080808001-5_lfp-5,M,o080808001-5,5,47.0,low_gamma,0.017580765663500968,0.09225753016479138,0.7416666666666667,True,
monkeyM_session-o080808001-5_lfp-6,M,o080808001-5,6,18.0,beta,0.30924030900217553,0.16578674360131743,1.0,True,
monkeyM_session-o080808001-5_lfp-6,M,o080808001-5,6,30.0,low_gamma,0.344256388430327,0.3807041387032847,1.0,True,
monkeyM_session-o080808001-5_lfp-6,M,o080808001-5,6,53.0,low_gamma,0.10966673433265435,0.0731062815023949,0.975,True,
monkeyM_session-o080808006-12_lfp-5,M,o080808006-12,5,18.0,beta,0.36614359673648705,0.2759914108480723,1.0,True,
monkeyM_session-o080808006-12_lfp-5,M,o080808006-12,5,34.0,low_gamma,0.49177660731557127,0.6451723300369975,1.0,True,
monkeyM_session-o080808006-12_lfp-5,M,o080808006-12,5,47.0,low_gamma,-0.15532154552183589,0.06717788070993871,0.9333333333333333,True,
monkeyM_session-o080808006-12_lfp-6,M,o080808006-12,6,18.0,beta,0.35629501840895494,0.19098290837238496,1.0,True,
monkeyM_session-o080808006-12_lfp-6,M,o080808006-12,6,31.0,low_gamma,0.3598298492813572,0.4431863905592779,0.9833333333333333,True,
monkeyM_session-o080808006-12_lfp-6,M,o080808006-12,6,47.0,low_gamma,0.04097405411226209,0.12109998470698605,0.7333333333333333,True,
monkeyM_session-o080828001-6_lfp-5,M,o080828001-6,5,5.0,theta,0.046148134145320194,0.1684756855058897,1.0,True,
monkeyM_session-o080828001-6_lfp-5,M,o080828001-6,5,19.0,beta,0.41723895663522914,0.5948003254518819,1.0,True,
monkeyM_session-o080828001-6_lfp-5,M,o080828001-6,5,31.0,low_gamma,0.3060056547868625,0.09603887101789521,0.9333333333333333,True,
monkeyM_session-o080828001-6_lfp-5,M,o080828001-6,5,53.0,low_gamma,-0.05759226620570136,0.1100524665516369,0.9083333333333333,True,
monkeyM_session-o080828001-6_lfp-6,M,o080828001-6,6,5.0,theta,0.028714210564864763,0.09048876597570199,0.9916666666666667,True,
monkeyM_session-o080828001-6_lfp-6,M,o080828001-6,6,19.0,beta,0.42533679090981463,0.6508479903265901,1.0,True,
monkeyM_session-o080828001-6_lfp-6,M,o080828001-6,6,33.0,low_gamma,0.27202427823752795,0.07696220706996648,0.9,True,
monkeyM_session-o080828001-6_lfp-6,M,o080828001-6,6,47.0,low_gamma,-0.09049107460696654,0.09998328401312928,0.7083333333333334,True,
monkeyM_session-o080828007-12_lfp-5,M,o080828007-12,5,5.0,theta,0.006553487396535582,0.12573974787238162,1.0,True,
monkeyM_session-o080828007-12_lfp-5,M,o080828007-12,5,19.0,beta,0.37051645563376756,0.523060836267121,0.975,True,
monkeyM_session-o080828007-12_lfp-5,M,o080828007-12,5,32.0,low_gamma,0.34797029692173087,0.07617979353132631,0.9416666666666667,True,
monkeyM_session-o080828007-12_lfp-5,M,o080828007-12,5,53.0,low_gamma,-0.06485437050894347,0.07606875616018843,0.5666666666666667,True,
monkeyM_session-o080829001-5_lfp-5,M,o080829001-5,5,6.0,theta,0.035580356574253034,0.03919161192154291,0.6416666666666667,True,
monkeyM_session-o080829001-5_lfp-5,M,o080829001-5,5,16.0,beta,0.23232234951232372,0.04253043319985467,0.6,True,
monkeyM_session-o080829001-5_lfp-5,M,o080829001-5,5,31.0,low_gamma,0.4099175227371336,0.5890211449530964,1.0,True,
monkeyM_session-o080829001-5_lfp-5,M,o080829001-5,5,47.0,low_gamma,0.08305526038925812,0.2478265274426918,0.9833333333333333,True,
monkeyM_session-o080829006-8_lfp-5,M,o080829006-8,5,16.0,beta,0.35665144245989966,0.12453026179919685,0.9833333333333333,True,
monkeyM_session-o080829006-8_lfp-5,M,o080829006-8,5,32.0,low_gamma,0.38437860927029444,0.6508495235908918,1.0,True,
monkeyM_session-o080829006-8_lfp-5,M,o080829006-8,5,47.0,low_gamma,0.04385886745606172,0.1989096699311409,1.0,True,
monkeyM_session-o080903002-5_lfp-5,M,o080903002-5,5,5.0,theta,0.06977722005470743,0.10888774119708876,0.9583333333333334,True,
monkeyM_session-o080903002-5_lfp-5,M,o080903002-5,5,33.0,low_gamma,0.3458514654912217,0.504428978619132,0.75,True,
monkeyM_session-o080903002-5_lfp-7,M,o080903002-5,7,5.0,theta,0.045880207461694064,0.1397923569847313,1.0,True,
monkeyM_session-o080903002-5_lfp-7,M,o080903002-5,7,16.0,beta,0.3871636934187723,0.5493516261628173,1.0,True,
monkeyM_session-o080903002-5_lfp-7,M,o080903002-5,7,31.0,low_gamma,0.2666155175702832,0.05046764693549585,0.65,True,
monkeyM_session-o080903006-12_lfp-5,M,o080903006-12,5,5.0,theta,0.024510716702819138,0.09214100849844899,0.9666666666666667,True,
monkeyM_session-o080903006-12_lfp-5,M,o080903006-12,5,32.0,low_gamma,0.37440698130977856,0.4643099799793443,1.0,True,
monkeyM_session-o080903006-12_lfp-7,M,o080903006-12,7,20.0,beta,0.4434099621675872,0.6038212538295971,0.9916666666666667,True,
monkeyM_session-o080903006-12_lfp-7,M,o080903006-12,7,32.0,low_gamma,0.3106941030663464,0.06956164575313467,0.7833333333333333,True,
monkeyM_session-o080904001-7_lfp-5,M,o080904001-7,5,5.0,theta,0.19978529697112102,0.3260890857936255,1.0,True,
monkeyM_session-o080904001-7_lfp-5,M,o080904001-7,5,20.0,beta,0.16364959922614436,0.14873596092341457,1.0,True,
monkeyM_session-o080904001-7_lfp-5,M,o080904001-7,5,35.0,low_gamma,0.37207041980555,0.5008823177725116,1.0,True,
monkeyM_session-o080904001-7_lfp-6,M,o080904001-7,6,5.0,theta,0.07457512077313946,0.04434153295661267,0.8333333333333334,True,
monkeyM_session-o080904001-7_lfp-6,M,o080904001-7,6,26.0,beta,0.18247027541675656,0.19652706488461863,0.95,True,
monkeyM_session-o080904001-7_lfp-6,M,o080904001-7,6,33.0,low_gamma,0.14424935948301795,0.02931353490713791,0.5916666666666667,True,
monkeyM_session-o080904001-7_lfp-6,M,o080904001-7,6,47.0,low_gamma,0.03323569646858321,0.039543664268021854,0.6,True,
monkeyM_session-o080904008-14_lfp-5,M,o080904008-14,5,5.0,theta,0.14787169653493948,0.1861468032519623,0.9916666666666667,True,
