lfp_uid,monkey,session_id,lfp_id,epoch,target,feature_set,status,accuracy,f1,n_classes,n_trials_balanced,per_class_n,torus_fit_success_fraction,torus_tau,torus_tau_ms,torus_embedding_dim,torus_param_source,torus_param_id
monkeyM_session-o080501018-21_lfp-7,M,o080501018-21,7,movement,direction,low_gamma,ok,0.58,0.5793269230769231,2,100,50,1.0,22,22.0,7,pertrace_unsupervised_movement_signal,pertrace_tau22_embed7
monkeyM_session-o080501018-21_lfp-7,M,o080501018-21,7,movement,direction,average_psd,ok,0.43,0.4294865378840957,2,100,50,1.0,22,22.0,7,pertrace_unsupervised_movement_signal,pertrace_tau22_embed7
monkeyM_session-o080501018-21_lfp-7,M,o080501018-21,7,movement,direction,all_band_power,ok,0.65,0.64996499649965,2,100,50,1.0,22,22.0,7,pertrace_unsupervised_movement_signal,pertrace_tau22_embed7
monkeyM_session-o080501018-21_lfp-7,M,o080501018-21,7,movement,direction,torus_nonlinear_15,ok,0.57,0.5696126513862476,2,100,50,1.0,22,22.0,7,pertrace_unsupervised_movement_signal,pertrace_tau22_embed7
monkeyM_session-o080506002-22_lfp-1,M,o080506002-22,1,movement,direction,delta,ok,0.21212121212121213,0.18890567041797482,6,396,66,0.9951219512195122,11,11.0,3,pertrace_unsupervised_movement_signal,pertrace_tau11_embed3
monkeyM_session-o080506002-22_lfp-1,M,o080506002-22,1,movement,direction,theta,ok,0.1717171717171717,0.1441264743706272,6,396,66,0.9951219512195122,11,11.0,3,pertrace_unsupervised_movement_signal,pertrace_tau11_embed3
monkeyM_session-o080506002-22_lfp-1,M,o080506002-22,1,movement,direction,alpha,ok,0.17929292929292928,0.1491788530320928,6,396,66,0.9951219512195122,11,11.0,3,pertrace_unsupervised_movement_signal,pertrace_tau11_embed3
monkeyM_session-o080506002-22_lfp-1,M,o080506002-22,1,movement,direction,beta,ok,0.17676767676767677,0.14385648135407333,6,396,66,0.9951219512195122,11,11.0,3,pertrace_unsupervised_movement_signal,pertrace_tau11_embed3
monkeyM_session-o080506002-22_lfp-1,M,o080506002-22,1,movement,direction,low_gamma,ok,0.19444444444444445,0.14335080012514895,6,396,66,0.9951219512195122,11,11.0,3,pertrace_unsupervised_movement_signal,pertrace_tau11_embed3
monkeyM_session-o080506002-22_lfp-1,M,o080506002-22,1,movement,direction,average_psd,ok,0.17676767676767677,0.11268688459882943,6,396,66,0.9951219512195122,11,11.0,3,pertrace_unsupervised_movement_signal,pertrace_tau11_embed3
monkeyM_session-o080506002-22_lfp-1,M,o080506002-22,1,movement,direction,all_band_power,ok,0.20454545454545456,0.19149911729750632,6,396,66,0.9951219512195122,11,11.0,3,pertrace_unsupervised_movement_signal,pertrace_tau11_embed3
monkeyM_session-o080506002-22_lfp-1,M,o080506002-22,1,movement,direction,torus_nonlinear_15,ok,0.20202020202020202,0.20138526626859074,6,396,66,0.9951219512195122,11,11.0,3,pertrace_unsupervised_movement_signal,pertrace_tau11_embed3
monkeyM_session-o080506002-22_lfp-2,M,o080506002-22,2,movement,direction,delta,ok,0.16161616161616163,0.14549525690280904,6,396,66,0.9902439024390244,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080506002-22_lfp-2,M,o080506002-22,2,movement,direction,theta,ok,0.20707070707070707,0.1531620175878972,6,396,66,0.9902439024390244,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080506002-22_lfp-2,M,o080506002-22,2,movement,direction,alpha,ok,0.18686868686868688,0.17117703112055085,6,396,66,0.9902439024390244,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080506002-22_lfp-2,M,o080506002-22,2,movement,direction,beta,ok,0.15656565656565657,0.1409452676273534,6,396,66,0.9902439024390244,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080506002-22_lfp-2,M,o080506002-22,2,movement,direction,low_gamma,ok,0.18686868686868688,0.15060093165787114,6,396,66,0.9902439024390244,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080506002-22_lfp-2,M,o080506002-22,2,movement,direction,average_psd,ok,0.23232323232323232,0.18087681118432297,6,396,66,0.9902439024390244,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080506002-22_lfp-2,M,o080506002-22,2,movement,direction,all_band_power,ok,0.1717171717171717,0.16193738847995223,6,396,66,0.9902439024390244,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080506002-22_lfp-2,M,o080506002-22,2,movement,direction,torus_nonlinear_15,ok,0.14393939393939395,0.14346776404897374,6,396,66,0.9902439024390244,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080507002-11_lfp-1,M,o080507002-11,1,movement,direction,delta,ok,0.2125,0.16087583134628955,6,240,40,0.9958677685950413,17,17.0,9,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o080507002-11_lfp-1,M,o080507002-11,1,movement,direction,theta,ok,0.19583333333333333,0.1707416016662696,6,240,40,0.9958677685950413,17,17.0,9,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o080507002-11_lfp-1,M,o080507002-11,1,movement,direction,alpha,ok,0.13333333333333333,0.11024202476113941,6,240,40,0.9958677685950413,17,17.0,9,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o080507002-11_lfp-1,M,o080507002-11,1,movement,direction,beta,ok,0.1875,0.15228664768895092,6,240,40,0.9958677685950413,17,17.0,9,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o080507002-11_lfp-1,M,o080507002-11,1,movement,direction,low_gamma,ok,0.15833333333333333,0.12765687882365986,6,240,40,0.9958677685950413,17,17.0,9,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o080507002-11_lfp-1,M,o080507002-11,1,movement,direction,average_psd,ok,0.1625,0.155599327406181,6,240,40,0.9958677685950413,17,17.0,9,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o080507002-11_lfp-1,M,o080507002-11,1,movement,direction,all_band_power,ok,0.22083333333333333,0.21416299136586472,6,240,40,0.9958677685950413,17,17.0,9,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o080507002-11_lfp-1,M,o080507002-11,1,movement,direction,torus_nonlinear_15,ok,0.17916666666666667,0.17531910793664698,6,240,40,0.9958677685950413,17,17.0,9,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o080507012-23_lfp-1,M,o080507012-23,1,movement,direction,delta,ok,0.2037037037037037,0.14383685132915208,6,216,36,0.9914163090128756,17,17.0,7,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o080507012-23_lfp-1,M,o080507012-23,1,movement,direction,theta,ok,0.19907407407407407,0.16523523411256866,6,216,36,0.9914163090128756,17,17.0,7,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o080507012-23_lfp-1,M,o080507012-23,1,movement,direction,alpha,ok,0.1712962962962963,0.12715556045715593,6,216,36,0.9914163090128756,17,17.0,7,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o080507012-23_lfp-1,M,o080507012-23,1,movement,direction,beta,ok,0.19907407407407407,0.14078374524758225,6,216,36,0.9914163090128756,17,17.0,7,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o080507012-23_lfp-1,M,o080507012-23,1,movement,direction,low_gamma,ok,0.1388888888888889,0.11758307219260454,6,216,36,0.9914163090128756,17,17.0,7,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o080507012-23_lfp-1,M,o080507012-23,1,movement,direction,average_psd,ok,0.16203703703703703,0.15398078414490413,6,216,36,0.9914163090128756,17,17.0,7,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o080507012-23_lfp-1,M,o080507012-23,1,movement,direction,all_band_power,ok,0.24074074074074073,0.22001504307278066,6,216,36,0.9914163090128756,17,17.0,7,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o080507012-23_lfp-1,M,o080507012-23,1,movement,direction,torus_nonlinear_15,ok,0.2222222222222222,0.21680655371900695,6,216,36,0.9914163090128756,17,17.0,7,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o080507012-23_lfp-2,M,o080507012-23,2,movement,direction,delta,ok,0.1574074074074074,0.15553103738932458,6,216,36,0.9957081545064378,14,14.0,5,pertrace_unsupervised_movement_signal,pertrace_tau14_embed5
monkeyM_session-o080507012-23_lfp-2,M,o080507012-23,2,movement,direction,theta,ok,0.19444444444444445,0.1636163382085215,6,216,36,0.9957081545064378,14,14.0,5,pertrace_unsupervised_movement_signal,pertrace_tau14_embed5
monkeyM_session-o080507012-23_lfp-2,M,o080507012-23,2,movement,direction,alpha,ok,0.14351851851851852,0.12260261557004433,6,216,36,0.9957081545064378,14,14.0,5,pertrace_unsupervised_movement_signal,pertrace_tau14_embed5
monkeyM_session-o080507012-23_lfp-2,M,o080507012-23,2,movement,direction,beta,ok,0.19444444444444445,0.17117308336755258,6,216,36,0.9957081545064378,14,14.0,5,pertrace_unsupervised_movement_signal,pertrace_tau14_embed5
monkeyM_session-o080507012-23_lfp-2,M,o080507012-23,2,movement,direction,low_gamma,ok,0.14351851851851852,0.12798935111749232,6,216,36,0.9957081545064378,14,14.0,5,pertrace_unsupervised_movement_signal,pertrace_tau14_embed5
monkeyM_session-o080507012-23_lfp-2,M,o080507012-23,2,movement,direction,average_psd,ok,0.17592592592592593,0.13977529100233793,6,216,36,0.9957081545064378,14,14.0,5,pertrace_unsupervised_movement_signal,pertrace_tau14_embed5
monkeyM_session-o080507012-23_lfp-2,M,o080507012-23,2,movement,direction,all_band_power,ok,0.17592592592592593,0.16840453970017058,6,216,36,0.9957081545064378,14,14.0,5,pertrace_unsupervised_movement_signal,pertrace_tau14_embed5
monkeyM_session-o080507012-23_lfp-2,M,o080507012-23,2,movement,direction,torus_nonlinear_15,ok,0.18055555555555555,0.17940414598371335,6,216,36,0.9957081545064378,14,14.0,5,pertrace_unsupervised_movement_signal,pertrace_tau14_embed5
monkeyM_session-o080509001-9_lfp-1,M,o080509001-9,1,movement,direction,delta,ok,0.12857142857142856,0.11661161434270677,6,210,35,1.0,40,40.0,7,pertrace_unsupervised_movement_signal,pertrace_tau40_embed7
monkeyM_session-o080509001-9_lfp-1,M,o080509001-9,1,movement,direction,theta,ok,0.18095238095238095,0.14897418608869523,6,210,35,1.0,40,40.0,7,pertrace_unsupervised_movement_signal,pertrace_tau40_embed7
monkeyM_session-o080509001-9_lfp-1,M,o080509001-9,1,movement,direction,alpha,ok,0.2,0.17705688970749212,6,210,35,1.0,40,40.0,7,pertrace_unsupervised_movement_signal,pertrace_tau40_embed7
monkeyM_session-o080509001-9_lfp-1,M,o080509001-9,1,movement,direction,beta,ok,0.12857142857142856,0.11185948395821747,6,210,35,1.0,40,40.0,7,pertrace_unsupervised_movement_signal,pertrace_tau40_embed7
monkeyM_session-o080509001-9_lfp-1,M,o080509001-9,1,movement,direction,low_gamma,ok,0.19047619047619047,0.15217990612552276,6,210,35,1.0,40,40.0,7,pertrace_unsupervised_movement_signal,pertrace_tau40_embed7
monkeyM_session-o080509001-9_lfp-1,M,o080509001-9,1,movement,direction,average_psd,ok,0.15714285714285714,0.1468882001525653,6,210,35,1.0,40,40.0,7,pertrace_unsupervised_movement_signal,pertrace_tau40_embed7
monkeyM_session-o080509001-9_lfp-1,M,o080509001-9,1,movement,direction,all_band_power,ok,0.1761904761904762,0.1670193786860649,6,210,35,1.0,40,40.0,7,pertrace_unsupervised_movement_signal,pertrace_tau40_embed7
monkeyM_session-o080509001-9_lfp-1,M,o080509001-9,1,movement,direction,torus_nonlinear_15,ok,0.15714285714285714,0.15772006749929635,6,210,35,1.0,40,40.0,7,pertrace_unsupervised_movement_signal,pertrace_tau40_embed7
monkeyM_session-o080509010-19_lfp-1,M,o080509010-19,1,movement,direction,delta,ok,0.17647058823529413,0.13124855521062154,6,204,34,1.0,33,33.0,7,pertrace_unsupervised_movement_signal,pertrace_tau33_embed7
monkeyM_session-o080509010-19_lfp-1,M,o080509010-19,1,movement,direction,theta,ok,0.23039215686274508,0.18490346892692366,6,204,34,1.0,33,33.0,7,pertrace_unsupervised_movement_signal,pertrace_tau33_embed7
monkeyM_session-o080509010-19_lfp-1,M,o080509010-19,1,movement,direction,alpha,ok,0.16176470588235295,0.13688498946505348,6,204,34,1.0,33,33.0,7,pertrace_unsupervised_movement_signal,pertrace_tau33_embed7
monkeyM_session-o080509010-19_lfp-1,M,o080509010-19,1,movement,direction,beta,ok,0.2107843137254902,0.15721484176598313,6,204,34,1.0,33,33.0,7,pertrace_unsupervised_movement_signal,pertrace_tau33_embed7
monkeyM_session-o080509010-19_lfp-1,M,o080509010-19,1,movement,direction,low_gamma,ok,0.1715686274509804,0.13736434748305362,6,204,34,1.0,33,33.0,7,pertrace_unsupervised_movement_signal,pertrace_tau33_embed7
monkeyM_session-o080509010-19_lfp-1,M,o080509010-19,1,movement,direction,average_psd,ok,0.22058823529411764,0.18360584852640463,6,204,34,1.0,33,33.0,7,pertrace_unsupervised_movement_signal,pertrace_tau33_embed7
monkeyM_session-o080509010-19_lfp-1,M,o080509010-19,1,movement,direction,all_band_power,ok,0.23039215686274508,0.21122647675470993,6,204,34,1.0,33,33.0,7,pertrace_unsupervised_movement_signal,pertrace_tau33_embed7
monkeyM_session-o080509010-19_lfp-1,M,o080509010-19,1,movement,direction,torus_nonlinear_15,ok,0.19117647058823528,0.18406313466069454,6,204,34,1.0,33,33.0,7,pertrace_unsupervised_movement_signal,pertrace_tau33_embed7
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,movement,direction,delta,ok,0.2037037037037037,0.1822787248676114,6,216,36,0.9910714285714286,13,13.0,5,pertrace_unsupervised_movement_signal,pertrace_tau13_embed5
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,movement,direction,theta,ok,0.18055555555555555,0.14159617459016827,6,216,36,0.9910714285714286,13,13.0,5,pertrace_unsupervised_movement_signal,pertrace_tau13_embed5
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,movement,direction,alpha,ok,0.10185185185185185,0.09231494988392286,6,216,36,0.9910714285714286,13,13.0,5,pertrace_unsupervised_movement_signal,pertrace_tau13_embed5
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,movement,direction,beta,ok,0.21296296296296297,0.1795348376144629,6,216,36,0.9910714285714286,13,13.0,5,pertrace_unsupervised_movement_signal,pertrace_tau13_embed5
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,movement,direction,low_gamma,ok,0.18981481481481483,0.15560013009303067,6,216,36,0.9910714285714286,13,13.0,5,pertrace_unsupervised_movement_signal,pertrace_tau13_embed5
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,movement,direction,average_psd,ok,0.19444444444444445,0.14415671270374517,6,216,36,0.9910714285714286,13,13.0,5,pertrace_unsupervised_movement_signal,pertrace_tau13_embed5
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,movement,direction,all_band_power,ok,0.18055555555555555,0.16784489046290427,6,216,36,0.9910714285714286,13,13.0,5,pertrace_unsupervised_movement_signal,pertrace_tau13_embed5
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,movement,direction,torus_nonlinear_15,ok,0.1527777777777778,0.14955825957545488,6,216,36,0.9910714285714286,13,13.0,5,pertrace_unsupervised_movement_signal,pertrace_tau13_embed5
monkeyM_session-o080513001-9_lfp-2,M,o080513001-9,2,movement,direction,delta,ok,0.18981481481481483,0.14795321611065643,6,216,36,1.0,15,15.0,3,pertrace_unsupervised_movement_signal,pertrace_tau15_embed3
monkeyM_session-o080513001-9_lfp-2,M,o080513001-9,2,movement,direction,theta,ok,0.1527777777777778,0.1400099455509799,6,216,36,1.0,15,15.0,3,pertrace_unsupervised_movement_signal,pertrace_tau15_embed3
monkeyM_session-o080513001-9_lfp-2,M,o080513001-9,2,movement,direction,alpha,ok,0.1388888888888889,0.11015443536455445,6,216,36,1.0,15,15.0,3,pertrace_unsupervised_movement_signal,pertrace_tau15_embed3
monkeyM_session-o080513001-9_lfp-2,M,o080513001-9,2,movement,direction,beta,ok,0.18518518518518517,0.16844950540602718,6,216,36,1.0,15,15.0,3,pertrace_unsupervised_movement_signal,pertrace_tau15_embed3
monkeyM_session-o080513001-9_lfp-2,M,o080513001-9,2,movement,direction,low_gamma,ok,0.1527777777777778,0.11487584576434112,6,216,36,1.0,15,15.0,3,pertrace_unsupervised_movement_signal,pertrace_tau15_embed3
monkeyM_session-o080513001-9_lfp-2,M,o080513001-9,2,movement,direction,average_psd,ok,0.19907407407407407,0.17167548571385213,6,216,36,1.0,15,15.0,3,pertrace_unsupervised_movement_signal,pertrace_tau15_embed3
monkeyM_session-o080513001-9_lfp-2,M,o080513001-9,2,movement,direction,all_band_power,ok,0.1712962962962963,0.16849202830287693,6,216,36,1.0,15,15.0,3,pertrace_unsupervised_movement_signal,pertrace_tau15_embed3
monkeyM_session-o080513001-9_lfp-2,M,o080513001-9,2,movement,direction,torus_nonlinear_15,ok,0.09722222222222222,0.09229138009154125,6,216,36,1.0,15,15.0,3,pertrace_unsupervised_movement_signal,pertrace_tau15_embed3
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,movement,direction,delta,ok,0.14646464646464646,0.13370946076555515,6,198,33,0.9955555555555555,15,15.0,5,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,movement,direction,theta,ok,0.1414141414141414,0.12486964322761279,6,198,33,0.9955555555555555,15,15.0,5,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,movement,direction,alpha,ok,0.20202020202020202,0.15153750967743884,6,198,33,0.9955555555555555,15,15.0,5,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,movement,direction,beta,ok,0.16161616161616163,0.11944860130590773,6,198,33,0.9955555555555555,15,15.0,5,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,movement,direction,low_gamma,ok,0.19696969696969696,0.17568866119156468,6,198,33,0.9955555555555555,15,15.0,5,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,movement,direction,average_psd,ok,0.19696969696969696,0.15937643090448425,6,198,33,0.9955555555555555,15,15.0,5,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,movement,direction,all_band_power,ok,0.16666666666666666,0.1620360638123934,6,198,33,0.9955555555555555,15,15.0,5,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,movement,direction,torus_nonlinear_15,ok,0.19696969696969696,0.19784562080387855,6,198,33,0.9955555555555555,15,15.0,5,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,movement,direction,delta,ok,0.17676767676767677,0.1406669806408355,6,198,33,0.9733333333333334,18,18.0,5,pertrace_unsupervised_movement_signal,pertrace_tau18_embed5
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,movement,direction,theta,ok,0.19696969696969696,0.1802834535840924,6,198,33,0.9733333333333334,18,18.0,5,pertrace_unsupervised_movement_signal,pertrace_tau18_embed5
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,movement,direction,alpha,ok,0.20202020202020202,0.167947427534502,6,198,33,0.9733333333333334,18,18.0,5,pertrace_unsupervised_movement_signal,pertrace_tau18_embed5
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,movement,direction,beta,ok,0.16666666666666666,0.14143161962929404,6,198,33,0.9733333333333334,18,18.0,5,pertrace_unsupervised_movement_signal,pertrace_tau18_embed5
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,movement,direction,low_gamma,ok,0.2222222222222222,0.1717767565867581,6,198,33,0.9733333333333334,18,18.0,5,pertrace_unsupervised_movement_signal,pertrace_tau18_embed5
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,movement,direction,average_psd,ok,0.21212121212121213,0.18861815725405986,6,198,33,0.9733333333333334,18,18.0,5,pertrace_unsupervised_movement_signal,pertrace_tau18_embed5
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,movement,direction,all_band_power,ok,0.17676767676767677,0.1727637398520272,6,198,33,0.9733333333333334,18,18.0,5,pertrace_unsupervised_movement_signal,pertrace_tau18_embed5
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,movement,direction,torus_nonlinear_15,ok,0.13636363636363635,0.13180763542770893,6,198,33,0.9733333333333334,18,18.0,5,pertrace_unsupervised_movement_signal,pertrace_tau18_embed5
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,movement,direction,delta,ok,0.20555555555555555,0.16505120087209638,6,180,30,0.9949494949494949,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,movement,direction,theta,ok,0.15,0.13896384226641634,6,180,30,0.9949494949494949,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,movement,direction,alpha,ok,0.13333333333333333,0.13404040404040402,6,180,30,0.9949494949494949,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,movement,direction,beta,ok,0.20555555555555555,0.1727711901624945,6,180,30,0.9949494949494949,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,movement,direction,low_gamma,ok,0.2222222222222222,0.18545494931877213,6,180,30,0.9949494949494949,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,movement,direction,average_psd,ok,0.17222222222222222,0.1394476372924649,6,180,30,0.9949494949494949,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,movement,direction,all_band_power,ok,0.22777777777777777,0.22226565438155177,6,180,30,0.9949494949494949,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,movement,direction,torus_nonlinear_15,ok,0.16666666666666666,0.1669121965048701,6,180,30,0.9949494949494949,11,11.0,7,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,movement,direction,delta,ok,0.175,0.14106174477411315,6,240,40,0.9959183673469387,8,8.0,7,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,movement,direction,theta,ok,0.19166666666666668,0.14695733771364025,6,240,40,0.9959183673469387,8,8.0,7,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,movement,direction,alpha,ok,0.1875,0.17749840737276798,6,240,40,0.9959183673469387,8,8.0,7,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,movement,direction,beta,ok,0.19583333333333333,0.13222216161216685,6,240,40,0.9959183673469387,8,8.0,7,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,movement,direction,low_gamma,ok,0.2125,0.17812412954634974,6,240,40,0.9959183673469387,8,8.0,7,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,movement,direction,average_psd,ok,0.24583333333333332,0.19288644800122565,6,240,40,0.9959183673469387,8,8.0,7,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,movement,direction,all_band_power,ok,0.22916666666666666,0.20119461171955347,6,240,40,0.9959183673469387,8,8.0,7,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,movement,direction,torus_nonlinear_15,ok,0.125,0.12493029307973892,6,240,40,0.9959183673469387,8,8.0,7,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,movement,direction,delta,ok,0.125,0.10955987690861958,6,240,40,1.0,14,14.0,7,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,movement,direction,theta,ok,0.1625,0.13906350364756667,6,240,40,1.0,14,14.0,7,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,movement,direction,alpha,ok,0.1125,0.09856545669402185,6,240,40,1.0,14,14.0,7,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,movement,direction,beta,ok,0.19583333333333333,0.14961662313687238,6,240,40,1.0,14,14.0,7,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,movement,direction,low_gamma,ok,0.14583333333333334,0.1216168478682576,6,240,40,1.0,14,14.0,7,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,movement,direction,average_psd,ok,0.1875,0.13921652421652422,6,240,40,1.0,14,14.0,7,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,movement,direction,all_band_power,ok,0.15833333333333333,0.14336700336700336,6,240,40,1.0,14,14.0,7,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,movement,direction,torus_nonlinear_15,ok,0.24583333333333332,0.24118194012560212,6,240,40,1.0,14,14.0,7,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,movement,direction,delta,ok,0.18888888888888888,0.15410407523520994,6,270,45,0.9931506849315068,10,10.0,7,pertrace_unsupervised_movement_signal,pertrace_tau10_embed7
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,movement,direction,theta,ok,0.17407407407407408,0.1590602461861648,6,270,45,0.9931506849315068,10,10.0,7,pertrace_unsupervised_movement_signal,pertrace_tau10_embed7
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,movement,direction,alpha,ok,0.18888888888888888,0.14608819413394758,6,270,45,0.9931506849315068,10,10.0,7,pertrace_unsupervised_movement_signal,pertrace_tau10_embed7
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,movement,direction,beta,ok,0.16296296296296298,0.1396074447704482,6,270,45,0.9931506849315068,10,10.0,7,pertrace_unsupervised_movement_signal,pertrace_tau10_embed7
