lfp_uid,monkey,session_id,lfp_id,epoch,target,feature_set,status,accuracy,f1,n_classes,n_trials_balanced,per_class_n,torus_fit_success_fraction
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,movement,direction,delta,ok,0.4895833333333333,0.4768101434768101,2,96,48,1.0
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,movement,direction,theta,ok,0.53125,0.5287444092942075,2,96,48,1.0
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,movement,direction,alpha,ok,0.5104166666666666,0.5099380905832519,2,96,48,1.0
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,movement,direction,beta,ok,0.5833333333333334,0.5833333333333334,2,96,48,1.0
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,movement,direction,low_gamma,ok,0.4583333333333333,0.4562091503267974,2,96,48,1.0
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,movement,direction,average_psd,ok,0.4895833333333333,0.4890843923101988,2,96,48,1.0
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,movement,direction,all_band_power,ok,0.5833333333333334,0.5826086956521739,2,96,48,1.0
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,5,movement,direction,torus_nonlinear_15,ok,0.4895833333333333,0.4868550234536926,2,96,48,1.0
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,movement,direction,delta,ok,0.5625,0.5617391304347825,2,96,48,0.9895833333333334
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,movement,direction,theta,ok,0.40625,0.4030762517726628,2,96,48,0.9895833333333334
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,movement,direction,alpha,ok,0.5,0.49978289188015634,2,96,48,0.9895833333333334
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,movement,direction,beta,ok,0.5,0.49978289188015634,2,96,48,0.9895833333333334
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,movement,direction,low_gamma,ok,0.4791666666666667,0.4755244755244755,2,96,48,0.9895833333333334
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,movement,direction,average_psd,ok,0.40625,0.4030762517726628,2,96,48,0.9895833333333334
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,movement,direction,all_band_power,ok,0.4375,0.4365217391304348,2,96,48,0.9895833333333334
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,6,movement,direction,torus_nonlinear_15,ok,0.5833333333333334,0.5833333333333334,2,96,48,0.9895833333333334
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,movement,direction,delta,ok,0.18376068376068377,0.15212248057917369,6,234,39,0.9916317991631799
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,movement,direction,theta,ok,0.1752136752136752,0.136749257296255,6,234,39,0.9916317991631799
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,movement,direction,alpha,ok,0.21794871794871795,0.1693030172558435,6,234,39,0.9916317991631799
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,movement,direction,beta,ok,0.2094017094017094,0.15638428401201207,6,234,39,0.9916317991631799
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,movement,direction,low_gamma,ok,0.16666666666666666,0.1266055459529209,6,234,39,0.9916317991631799
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,movement,direction,average_psd,ok,0.2094017094017094,0.1509689972878095,6,234,39,0.9916317991631799
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,movement,direction,all_band_power,ok,0.21794871794871795,0.202129653292444,6,234,39,0.9916317991631799
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,5,movement,direction,torus_nonlinear_15,ok,0.17094017094017094,0.16947837924819845,6,234,39,0.9916317991631799
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,movement,direction,delta,ok,0.21794871794871795,0.1779021046889485,6,234,39,1.0
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,movement,direction,theta,ok,0.20512820512820512,0.15533352948794124,6,234,39,1.0
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,movement,direction,alpha,ok,0.14957264957264957,0.13636833351790864,6,234,39,1.0
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,movement,direction,beta,ok,0.15384615384615385,0.13495090722476658,6,234,39,1.0
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,movement,direction,low_gamma,ok,0.1623931623931624,0.12785518089605827,6,234,39,1.0
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,movement,direction,average_psd,ok,0.19230769230769232,0.156053588402754,6,234,39,1.0
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,movement,direction,all_band_power,ok,0.18803418803418803,0.1692966715035492,6,234,39,1.0
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,6,movement,direction,torus_nonlinear_15,ok,0.1623931623931624,0.16086353406529466,6,234,39,1.0
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,movement,direction,delta,ok,0.375,0.37146448774355756,2,120,60,0.9833333333333333
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,movement,direction,theta,ok,0.4166666666666667,0.41650458460683526,2,120,60,0.9833333333333333
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,movement,direction,alpha,ok,0.625,0.6218222564605365,2,120,60,0.9833333333333333
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,movement,direction,beta,ok,0.6166666666666667,0.6162402669632925,2,120,60,0.9833333333333333
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,movement,direction,low_gamma,ok,0.6083333333333333,0.6076521739130435,2,120,60,0.9833333333333333
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,movement,direction,average_psd,ok,0.6833333333333333,0.6832453459294248,2,120,60,0.9833333333333333
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,movement,direction,all_band_power,ok,0.65,0.6491228070175439,2,120,60,0.9833333333333333
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,5,movement,direction,torus_nonlinear_15,ok,0.5166666666666667,0.5165323701028064,2,120,60,0.9833333333333333
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,movement,direction,delta,ok,0.21296296296296297,0.20409351685698288,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,movement,direction,theta,ok,0.16666666666666666,0.13625728997129752,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,movement,direction,alpha,ok,0.14351851851851852,0.13821724467791882,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,movement,direction,beta,ok,0.23148148148148148,0.17719915778435016,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,movement,direction,low_gamma,ok,0.18518518518518517,0.16404317169265892,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,movement,direction,average_psd,ok,0.13425925925925927,0.1092867354064357,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,movement,direction,all_band_power,ok,0.2361111111111111,0.22519481826547047,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,6,movement,direction,torus_nonlinear_15,ok,0.24074074074074073,0.2383027576820483,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,movement,direction,delta,ok,0.125,0.10133438522979732,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,movement,direction,theta,ok,0.16666666666666666,0.1385837878348328,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,movement,direction,alpha,ok,0.18055555555555555,0.14998294152278904,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,movement,direction,beta,ok,0.17592592592592593,0.14643201275179404,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,movement,direction,low_gamma,ok,0.2175925925925926,0.16406445338562756,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,movement,direction,average_psd,ok,0.1574074074074074,0.12089478174690625,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,movement,direction,all_band_power,ok,0.2037037037037037,0.19552703470856794,6,216,36,0.9871794871794872
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,8,movement,direction,torus_nonlinear_15,ok,0.18981481481481483,0.18694228970873775,6,216,36,0.9871794871794872
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,movement,direction,delta,ok,0.45454545454545453,0.45454545454545453,2,198,99,0.9848484848484849
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,movement,direction,theta,ok,0.5303030303030303,0.5268148528844918,2,198,99,0.9848484848484849
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,movement,direction,alpha,ok,0.5303030303030303,0.5282695017292174,2,198,99,0.9848484848484849
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,movement,direction,beta,ok,0.5202020202020202,0.512429041706628,2,198,99,0.9848484848484849
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,movement,direction,low_gamma,ok,0.5757575757575758,0.5671004685059864,2,198,99,0.9848484848484849
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,movement,direction,average_psd,ok,0.5202020202020202,0.5196015834503895,2,198,99,0.9848484848484849
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,movement,direction,all_band_power,ok,0.47474747474747475,0.4712950600801068,2,198,99,0.9848484848484849
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,5,movement,direction,torus_nonlinear_15,ok,0.4696969696969697,0.46935858495622657,2,198,99,0.9848484848484849
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,5,movement,direction,delta,ok,0.4215686274509804,0.4188314823756639,2,102,51,0.9807692307692307
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,5,movement,direction,theta,ok,0.4215686274509804,0.42017535408035456,2,102,51,0.9807692307692307
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,5,movement,direction,alpha,ok,0.5294117647058824,0.5286869464767039,2,102,51,0.9807692307692307
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,5,movement,direction,beta,ok,0.5980392156862745,0.5961371318203766,2,102,51,0.9807692307692307
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,5,movement,direction,low_gamma,ok,0.5196078431372549,0.5158384190642256,2,102,51,0.9807692307692307
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,5,movement,direction,average_psd,ok,0.5,0.49879564505250984,2,102,51,0.9807692307692307
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,5,movement,direction,all_band_power,ok,0.5196078431372549,0.5195616649043545,2,102,51,0.9807692307692307
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,5,movement,direction,torus_nonlinear_15,ok,0.5196078431372549,0.5191919191919192,2,102,51,0.9807692307692307
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,movement,direction,delta,ok,0.5882352941176471,0.5842391304347826,2,102,51,0.9711538461538461
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,movement,direction,theta,ok,0.43137254901960786,0.42939814814814814,2,102,51,0.9711538461538461
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,movement,direction,alpha,ok,0.6176470588235294,0.6176103047197923,2,102,51,0.9711538461538461
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,movement,direction,beta,ok,0.5588235294117647,0.5584415584415584,2,102,51,0.9711538461538461
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,movement,direction,low_gamma,ok,0.5392156862745098,0.5356001162452775,2,102,51,0.9711538461538461
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,movement,direction,average_psd,ok,0.45098039215686275,0.44907407407407407,2,102,51,0.9711538461538461
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,movement,direction,all_band_power,ok,0.5882352941176471,0.588076923076923,2,102,51,0.9711538461538461
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,6,movement,direction,torus_nonlinear_15,ok,0.6568627450980392,0.6568297606459675,2,102,51,0.9711538461538461
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,5,movement,direction,delta,ok,0.16666666666666666,0.14913659483573075,6,186,31,0.9842931937172775
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,5,movement,direction,theta,ok,0.1827956989247312,0.14446623279827617,6,186,31,0.9842931937172775
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,5,movement,direction,alpha,ok,0.15053763440860216,0.12495386179678687,6,186,31,0.9842931937172775
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,5,movement,direction,beta,ok,0.20430107526881722,0.16447805490358683,6,186,31,0.9842931937172775
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,5,movement,direction,low_gamma,ok,0.22580645161290322,0.17226722369882497,6,186,31,0.9842931937172775
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,5,movement,direction,average_psd,ok,0.25268817204301075,0.23726125706342782,6,186,31,0.9842931937172775
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,5,movement,direction,all_band_power,ok,0.15591397849462366,0.14404379453515845,6,186,31,0.9842931937172775
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,5,movement,direction,torus_nonlinear_15,ok,0.1827956989247312,0.17771953171771437,6,186,31,0.9842931937172775
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,movement,direction,delta,ok,0.17204301075268819,0.14485759474738905,6,186,31,0.9947643979057592
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,movement,direction,theta,ok,0.20430107526881722,0.138284145685194,6,186,31,0.9947643979057592
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,movement,direction,alpha,ok,0.0967741935483871,0.09136427520132075,6,186,31,0.9947643979057592
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,movement,direction,beta,ok,0.15591397849462366,0.13539591506343424,6,186,31,0.9947643979057592
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,movement,direction,low_gamma,ok,0.20430107526881722,0.17672568663498764,6,186,31,0.9947643979057592
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,movement,direction,average_psd,ok,0.15591397849462366,0.14401166623551107,6,186,31,0.9947643979057592
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,movement,direction,all_band_power,ok,0.14516129032258066,0.1342534520837311,6,186,31,0.9947643979057592
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,8,movement,direction,torus_nonlinear_15,ok,0.15053763440860216,0.14803477572874124,6,186,31,0.9947643979057592
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,movement,direction,delta,ok,0.2708333333333333,0.23280578820170836,6,192,32,0.9896373056994818
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,movement,direction,theta,ok,0.18229166666666666,0.15793172075128376,6,192,32,0.9896373056994818
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,movement,direction,alpha,ok,0.15625,0.1385044992009922,6,192,32,0.9896373056994818
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,movement,direction,beta,ok,0.23958333333333334,0.19885993404453983,6,192,32,0.9896373056994818
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,movement,direction,low_gamma,ok,0.15104166666666666,0.13180405234121997,6,192,32,0.9896373056994818
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,movement,direction,average_psd,ok,0.21354166666666666,0.21158663003527886,6,192,32,0.9896373056994818
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,movement,direction,all_band_power,ok,0.24479166666666666,0.23681370564585394,6,192,32,0.9896373056994818
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,5,movement,direction,torus_nonlinear_15,ok,0.18229166666666666,0.1826946119662947,6,192,32,0.9896373056994818
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,movement,direction,delta,ok,0.6020408163265306,0.6019993751952515,2,98,49,1.0
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,movement,direction,theta,ok,0.47959183673469385,0.4795376444860981,2,98,49,1.0
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,movement,direction,alpha,ok,0.5510204081632653,0.5502711722987067,2,98,49,1.0
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,movement,direction,beta,ok,0.5714285714285714,0.57125,2,98,49,1.0
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,movement,direction,low_gamma,ok,0.6326530612244898,0.6325000000000001,2,98,49,1.0
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,movement,direction,average_psd,ok,0.6530612244897959,0.6529166666666667,2,98,49,1.0
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,movement,direction,all_band_power,ok,0.6632653061224489,0.6632302405498282,2,98,49,1.0
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,5,movement,direction,torus_nonlinear_15,ok,0.5204081632653061,0.519156488151164,2,98,49,1.0
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,movement,direction,delta,ok,0.47959183673469385,0.4769230769230769,2,98,49,0.9797979797979798
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,movement,direction,theta,ok,0.5306122448979592,0.5274633123689727,2,98,49,0.9797979797979798
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,movement,direction,alpha,ok,0.46938775510204084,0.46850229453483516,2,98,49,0.9797979797979798
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,movement,direction,beta,ok,0.47959183673469385,0.4769230769230769,2,98,49,0.9797979797979798
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,movement,direction,low_gamma,ok,0.5612244897959183,0.5611787982922003,2,98,49,0.9797979797979798
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,movement,direction,average_psd,ok,0.5204081632653061,0.5199583116206358,2,98,49,0.9797979797979798
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,movement,direction,all_band_power,ok,0.5102040816326531,0.51,2,98,49,0.9797979797979798
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,6,movement,direction,torus_nonlinear_15,ok,0.5714285714285714,0.57125,2,98,49,0.9797979797979798
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,5,movement,direction,delta,ok,0.1875,0.14287035979440318,6,288,48,1.0
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,5,movement,direction,theta,ok,0.20833333333333334,0.16025942540758994,6,288,48,1.0
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,5,movement,direction,alpha,ok,0.16319444444444445,0.1310554947055891,6,288,48,1.0
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,5,movement,direction,beta,ok,0.23958333333333334,0.20062319716740287,6,288,48,1.0
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,5,movement,direction,low_gamma,ok,0.20833333333333334,0.19301181084965388,6,288,48,1.0
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,5,movement,direction,average_psd,ok,0.19444444444444445,0.14085147482467827,6,288,48,1.0
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,5,movement,direction,all_band_power,ok,0.19791666666666666,0.19330562131271925,6,288,48,1.0
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,5,movement,direction,torus_nonlinear_15,ok,0.2048611111111111,0.204522185357633,6,288,48,1.0
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,movement,direction,delta,ok,0.16666666666666666,0.14067543600166518,6,288,48,0.9931506849315068
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,movement,direction,theta,ok,0.2361111111111111,0.20063386865534105,6,288,48,0.9931506849315068
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,movement,direction,alpha,ok,0.15625,0.12000029829487195,6,288,48,0.9931506849315068
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,movement,direction,beta,ok,0.21180555555555555,0.17369079269435062,6,288,48,0.9931506849315068
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,movement,direction,low_gamma,ok,0.21875,0.1643760814850848,6,288,48,0.9931506849315068
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,movement,direction,average_psd,ok,0.1597222222222222,0.11374453529860944,6,288,48,0.9931506849315068
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,movement,direction,all_band_power,ok,0.2361111111111111,0.21975184863838101,6,288,48,0.9931506849315068
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,7,movement,direction,torus_nonlinear_15,ok,0.22916666666666666,0.2270032540254258,6,288,48,0.9931506849315068
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,5,movement,direction,delta,ok,0.4375,0.4365217391304348,2,96,48,1.0
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,5,movement,direction,theta,ok,0.5625,0.5577007459412022,2,96,48,1.0
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,5,movement,direction,alpha,ok,0.46875,0.4673049722554673,2,96,48,1.0
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,5,movement,direction,beta,ok,0.59375,0.5937059142702116,2,96,48,1.0
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,5,movement,direction,low_gamma,ok,0.625,0.625,2,96,48,1.0
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,5,movement,direction,average_psd,ok,0.6770833333333334,0.6770482908301683,2,96,48,1.0
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,5,movement,direction,all_band_power,ok,0.6666666666666666,0.6665219279201042,2,96,48,1.0
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,5,movement,direction,torus_nonlinear_15,ok,0.6041666666666666,0.6039947894051237,2,96,48,1.0
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,movement,direction,delta,ok,0.5833333333333334,0.5826086956521739,2,96,48,0.979381443298969
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,movement,direction,theta,ok,0.4270833333333333,0.4240209446929203,2,96,48,0.979381443298969
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,movement,direction,alpha,ok,0.5729166666666666,0.5724991854024112,2,96,48,0.979381443298969
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,movement,direction,beta,ok,0.4375,0.43725575336517586,2,96,48,0.979381443298969
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,movement,direction,low_gamma,ok,0.6354166666666666,0.6353771025501899,2,96,48,0.979381443298969
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,movement,direction,average_psd,ok,0.53125,0.530791788856305,2,96,48,0.979381443298969
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,movement,direction,all_band_power,ok,0.5208333333333334,0.5208333333333334,2,96,48,0.979381443298969
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,movement,direction,torus_nonlinear_15,ok,0.5208333333333334,0.5174825174825175,2,96,48,0.979381443298969
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,movement,direction,delta,ok,0.4351851851851852,0.4268812527185733,2,108,54,1.0
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,movement,direction,theta,ok,0.5833333333333334,0.5815755488592338,2,108,54,1.0
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,movement,direction,alpha,ok,0.5648148148148148,0.5644787644787645,2,108,54,1.0
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,movement,direction,beta,ok,0.46296296296296297,0.46296296296296297,2,108,54,1.0
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,movement,direction,low_gamma,ok,0.39814814814814814,0.39768339768339767,2,108,54,1.0
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,movement,direction,average_psd,ok,0.3888888888888889,0.3886792452830189,2,108,54,1.0
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,movement,direction,all_band_power,ok,0.5555555555555556,0.5555555555555556,2,108,54,1.0
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,movement,direction,torus_nonlinear_15,ok,0.5277777777777778,0.5274131274131274,2,108,54,1.0
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,movement,direction,delta,ok,0.15384615384615385,0.1256477199609308,6,234,39,1.0
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,movement,direction,theta,ok,0.16666666666666666,0.1312111333305559,6,234,39,1.0
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,movement,direction,alpha,ok,0.14102564102564102,0.12219118341209308,6,234,39,1.0
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,movement,direction,beta,ok,0.23931623931623933,0.2104846789387945,6,234,39,1.0
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,movement,direction,low_gamma,ok,0.20085470085470086,0.1925530851744444,6,234,39,1.0
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,movement,direction,average_psd,ok,0.1794871794871795,0.1420405627302179,6,234,39,1.0
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,movement,direction,all_band_power,ok,0.21367521367521367,0.20813542262980464,6,234,39,1.0
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,movement,direction,torus_nonlinear_15,ok,0.14957264957264957,0.1460887201694183,6,234,39,1.0
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,movement,direction,delta,ok,0.2222222222222222,0.17761674746591308,6,234,39,0.995850622406639
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,movement,direction,theta,ok,0.18376068376068377,0.16621000959425822,6,234,39,0.995850622406639
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,movement,direction,alpha,ok,0.1623931623931624,0.16113119446218782,6,234,39,0.995850622406639
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,movement,direction,beta,ok,0.23076923076923078,0.18356818505061231,6,234,39,0.995850622406639
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,movement,direction,low_gamma,ok,0.21794871794871795,0.17238975616339058,6,234,39,0.995850622406639
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,movement,direction,average_psd,ok,0.19230769230769232,0.1739442464001135,6,234,39,0.995850622406639
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,movement,direction,all_band_power,ok,0.2948717948717949,0.294708298899324,6,234,39,0.995850622406639
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,movement,direction,torus_nonlinear_15,ok,0.19658119658119658,0.19179869374251005,6,234,39,0.995850622406639
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,movement,direction,delta,ok,0.5666666666666667,0.5661846496106786,2,60,30,1.0
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,movement,direction,theta,ok,0.55,0.5488721804511278,2,60,30,1.0
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,movement,direction,alpha,ok,0.55,0.5498749652681301,2,60,30,1.0
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,movement,direction,beta,ok,0.65,0.6499027507641011,2,60,30,1.0
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,movement,direction,low_gamma,ok,0.6666666666666666,0.6666666666666666,2,60,30,1.0
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,movement,direction,average_psd,ok,0.6833333333333333,0.6825396825396826,2,60,30,1.0
