lfp_uid,monkey,session_id,lfp_id,epoch_for_selection,status,n_trials_used,n_samples_per_epoch,torus_tau,torus_tau_ms,tau_method,robust_peak_count,selected_mode_count_K,torus_embedding_dim,embedding_dim_method,included_peak_frequencies_hz,dominant_peak_hz,embedding_adjustment,torus_param_source,torus_param_id
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,movement,ok,258,1000,27,27.0,ami_first_local_minimum,2,2,5,psd_peak_count,"31.0, 46.0",31.0,,pertrace_unsupervised_movement_signal,pertrace_tau27_embed5
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,movement,ok,140,1000,23,23.0,ami_first_local_minimum,3,3,7,psd_peak_count,"4.0, 29.0, 44.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau23_embed7
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,movement,ok,87,1000,24,24.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 27.0, 33.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau24_embed9
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,movement,ok,316,1000,23,23.0,ami_first_local_minimum,1,1,3,psd_peak_count,31.0,31.0,,pertrace_unsupervised_movement_signal,pertrace_tau23_embed3
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,movement,ok,113,1000,20,20.0,ami_first_local_minimum,2,2,5,psd_peak_count,"32.0, 40.0",32.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed5
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,movement,ok,113,1000,55,55.0,ami_first_local_minimum,2,2,5,psd_peak_count,"28.0, 44.0",28.0,,pertrace_unsupervised_movement_signal,pertrace_tau55_embed5
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,movement,ok,329,1000,19,19.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed3
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,movement,ok,329,1000,59,59.0,ami_first_local_minimum,1,1,3,psd_peak_count,30.0,30.0,,pertrace_unsupervised_movement_signal,pertrace_tau59_embed3
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,movement,ok,264,1000,20,20.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed3
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,movement,ok,264,1000,54,54.0,ami_first_local_minimum,2,2,5,psd_peak_count,"30.0, 45.0",30.0,,pertrace_unsupervised_movement_signal,pertrace_tau54_embed5
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,movement,ok,283,1000,57,57.0,ami_first_local_minimum,2,2,5,psd_peak_count,"8.0, 30.0",8.0,,pertrace_unsupervised_movement_signal,pertrace_tau57_embed5
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,movement,ok,283,1000,21,21.0,ami_first_local_minimum,3,3,7,psd_peak_count,"8.0, 29.0, 44.0",8.0,,pertrace_unsupervised_movement_signal,pertrace_tau21_embed7
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,movement,ok,312,1000,24,24.0,ami_first_local_minimum,2,2,5,psd_peak_count,"5.0, 29.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau24_embed5
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,movement,ok,312,1000,14,14.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 24.0, 31.0, 53.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed9
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,movement,ok,298,1000,22,22.0,ami_first_local_minimum,2,2,5,psd_peak_count,"33.0, 47.0",33.0,,pertrace_unsupervised_movement_signal,pertrace_tau22_embed5
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,movement,ok,265,1000,51,51.0,ami_first_local_minimum,2,2,5,psd_peak_count,"32.0, 47.0",32.0,,pertrace_unsupervised_movement_signal,pertrace_tau51_embed5
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,movement,ok,258,1000,53,53.0,ami_first_local_minimum,2,2,5,psd_peak_count,"32.0, 46.0",32.0,,pertrace_unsupervised_movement_signal,pertrace_tau53_embed5
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,movement,ok,90,1000,17,17.0,ami_first_local_minimum,2,2,5,psd_peak_count,"32.0, 45.0",32.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed5
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,movement,ok,90,1000,59,59.0,ami_first_local_minimum,2,2,5,psd_peak_count,"31.0, 44.0",31.0,,pertrace_unsupervised_movement_signal,pertrace_tau59_embed5
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,movement,ok,110,1000,16,16.0,ami_first_local_minimum,3,3,7,psd_peak_count,"14.0, 33.0, 47.0",14.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed7
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,movement,ok,111,1000,53,53.0,ami_first_local_minimum,3,3,7,psd_peak_count,"32.0, 40.0, 47.0",32.0,,pertrace_unsupervised_movement_signal,pertrace_tau53_embed7
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,movement,ok,161,1000,53,53.0,ami_first_local_minimum,2,2,5,psd_peak_count,"6.0, 30.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau53_embed5
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,movement,ok,151,1000,49,49.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 30.0, 37.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau49_embed7
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,movement,ok,264,1000,20,20.0,ami_first_local_minimum,2,2,5,psd_peak_count,"30.0, 47.0",30.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed5
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,movement,ok,264,1000,21,21.0,ami_first_local_minimum,3,3,7,psd_peak_count,"16.0, 30.0, 47.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau21_embed7
monkeyT_session-y070215011-16_lfp-1,T,y070215011-16,1,movement,ok,234,1000,19,19.0,ami_first_local_minimum,2,2,5,psd_peak_count,"8.0, 32.0",8.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed5
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2,movement,ok,234,1000,54,54.0,ami_first_local_minimum,2,2,5,psd_peak_count,"32.0, 43.0",32.0,,pertrace_unsupervised_movement_signal,pertrace_tau54_embed5
monkeyT_session-y070215017-21_lfp-2,T,y070215017-21,2,movement,ok,182,1000,24,24.0,ami_first_local_minimum,2,2,5,psd_peak_count,"33.0, 47.0",33.0,,pertrace_unsupervised_movement_signal,pertrace_tau24_embed5
monkeyT_session-y070215017-21_lfp-4,T,y070215017-21,4,movement,ok,113,1000,16,16.0,ami_first_local_minimum,2,2,5,psd_peak_count,"31.0, 47.0",31.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed5
monkeyT_session-y070228001-5_lfp-8,T,y070228001-5,8,movement,ok,216,1000,16,16.0,ami_first_local_minimum,2,2,5,psd_peak_count,"34.0, 53.0",34.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed5
monkeyT_session-y070301002-6_lfp-8,T,y070301002-6,8,movement,ok,264,1000,52,52.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 20.0, 29.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau52_embed9
monkeyT_session-y070301012-19_lfp-7,T,y070301012-19,7,movement,ok,359,1000,18,18.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 22.0, 30.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau18_embed9
monkeyT_session-y070306001-5_lfp-5,T,y070306001-5,5,movement,ok,203,1000,17,17.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 33.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyT_session-y070306001-5_lfp-7,T,y070306001-5,7,movement,ok,203,1000,24,24.0,ami_first_local_minimum,2,2,5,psd_peak_count,"6.0, 32.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau24_embed5
monkeyT_session-y070306006-11_lfp-5,T,y070306006-11,5,movement,ok,217,1000,16,16.0,ami_first_local_minimum,2,2,5,psd_peak_count,"33.0, 47.0",33.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed5
monkeyT_session-y070306006-11_lfp-7,T,y070306006-11,7,movement,ok,217,1000,54,54.0,ami_first_local_minimum,2,2,5,psd_peak_count,"31.0, 45.0",31.0,,pertrace_unsupervised_movement_signal,pertrace_tau54_embed5
monkeyT_session-y070307002-6_lfp-5,T,y070307002-6,5,movement,ok,258,1000,16,16.0,ami_first_local_minimum,3,3,7,psd_peak_count,"19.0, 32.0, 53.0",19.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed7
monkeyT_session-y070307008-13_lfp-5,T,y070307008-13,5,movement,ok,277,1000,15,15.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 19.0, 29.0, 53.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed9
monkeyT_session-y070307014-16_lfp-5,T,y070307014-16,5,movement,ok,133,1000,15,15.0,ami_first_local_minimum,5,4,9,capped_at_4_modes,"7.0, 19.0, 29.0, 41.0, 53.0",7.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed9
monkeyT_session-y070308002-6_lfp-6,T,y070308002-6,6,movement,ok,255,1000,43,43.0,ami_first_local_minimum,3,3,7,psd_peak_count,"7.0, 33.0, 47.0",7.0,,pertrace_unsupervised_movement_signal,pertrace_tau43_embed7
monkeyT_session-y070308014-17_lfp-5,T,y070308014-17,5,movement,ok,156,1000,11,11.0,ami_first_local_minimum,2,2,5,psd_peak_count,"19.0, 31.0",19.0,,pertrace_unsupervised_movement_signal,pertrace_tau11_embed5
monkeyT_session-y070312001-5_lfp-7,T,y070312001-5,7,movement,ok,265,1000,49,49.0,ami_first_local_minimum,4,4,9,psd_peak_count,"7.0, 18.0, 33.0, 53.0",7.0,,pertrace_unsupervised_movement_signal,pertrace_tau49_embed9
monkeyT_session-y070312001-5_lfp-8,T,y070312001-5,8,movement,ok,265,1000,20,20.0,ami_first_local_minimum,0,1,3,minimum_3d_no_robust_psd_peak,,,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed3
monkeyT_session-y070312011-14_lfp-7,T,y070312011-14,7,movement,ok,160,1000,49,49.0,ami_first_local_minimum,4,4,9,psd_peak_count,"7.0, 18.0, 29.0, 42.0",7.0,,pertrace_unsupervised_movement_signal,pertrace_tau49_embed9
monkeyT_session-y070312011-14_lfp-8,T,y070312011-14,8,movement,ok,160,1000,57,57.0,ami_first_local_minimum,2,2,5,psd_peak_count,"38.0, 47.0",38.0,,pertrace_unsupervised_movement_signal,pertrace_tau57_embed5
monkeyT_session-y070314001-8_lfp-5,T,y070314001-8,5,movement,ok,213,1000,15,15.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 32.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed7
monkeyT_session-y070314001-8_lfp-7,T,y070314001-8,7,movement,ok,213,1000,17,17.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 33.0, 40.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyT_session-y070315003-8_lfp-5,T,y070315003-8,5,movement,ok,253,1000,21,21.0,ami_first_local_minimum,2,2,5,psd_peak_count,"30.0, 41.0",30.0,,pertrace_unsupervised_movement_signal,pertrace_tau21_embed5
monkeyT_session-y070315003-8_lfp-6,T,y070315003-8,6,movement,ok,253,1000,20,20.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed3
monkeyT_session-y070315003-8_lfp-8,T,y070315003-8,8,movement,ok,253,1000,13,13.0,ami_first_local_minimum,5,4,9,capped_at_4_modes,"7.0, 17.0, 30.0, 38.0, 47.0",7.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed9
monkeyT_session-y070315009-14_lfp-5,T,y070315009-14,5,movement,ok,281,1000,23,23.0,ami_first_local_minimum,2,2,5,psd_peak_count,"32.0, 47.0",32.0,,pertrace_unsupervised_movement_signal,pertrace_tau23_embed5
monkeyT_session-y070315009-14_lfp-6,T,y070315009-14,6,movement,ok,281,1000,19,19.0,ami_first_local_minimum,2,2,5,psd_peak_count,"28.0, 47.0",28.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed5
monkeyT_session-y070315009-14_lfp-7,T,y070315009-14,7,movement,ok,281,1000,14,14.0,ami_first_local_minimum,3,3,7,psd_peak_count,"17.0, 29.0, 47.0",17.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyT_session-y070315015-17_lfp-6,T,y070315015-17,6,movement,ok,142,1000,20,20.0,ami_first_local_minimum,2,2,5,psd_peak_count,"30.0, 53.0",30.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed5
monkeyT_session-y070315015-17_lfp-7,T,y070315015-17,7,movement,ok,142,1000,17,17.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 18.0, 33.0, 47.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyT_session-y070316001-4_lfp-7,T,y070316001-4,7,movement,ok,256,1000,32,32.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 28.0, 53.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau32_embed7
monkeyT_session-y070316001-4_lfp-8,T,y070316001-4,8,movement,ok,257,1000,16,16.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 18.0, 35.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed9
monkeyT_session-y070316006-8_lfp-7,T,y070316006-8,7,movement,ok,273,1000,31,31.0,ami_first_local_minimum,2,2,5,psd_peak_count,"30.0, 53.0",30.0,,pertrace_unsupervised_movement_signal,pertrace_tau31_embed5
monkeyT_session-y070316006-8_lfp-8,T,y070316006-8,8,movement,ok,270,1000,16,16.0,ami_first_local_minimum,3,3,7,psd_peak_count,"7.0, 28.0, 47.0",7.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed7
monkeyT_session-y070316009-12_lfp-7,T,y070316009-12,7,movement,ok,404,1000,32,32.0,ami_first_local_minimum,2,2,5,psd_peak_count,"29.0, 47.0",29.0,,pertrace_unsupervised_movement_signal,pertrace_tau32_embed5
monkeyT_session-y070316009-12_lfp-8,T,y070316009-12,8,movement,ok,404,1000,15,15.0,ami_first_local_minimum,2,2,5,psd_peak_count,"28.0, 47.0",28.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyT_session-y070412002-3_lfp-7,T,y070412002-3,7,movement,ok,88,1000,54,54.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 18.0, 30.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau54_embed7
monkeyT_session-y070412004-6_lfp-5,T,y070412004-6,5,movement,ok,130,1000,21,21.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 14.0, 30.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau21_embed7
monkeyT_session-y070412004-6_lfp-6,T,y070412004-6,6,movement,ok,130,1000,48,48.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 15.0, 28.0, 45.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau48_embed9
monkeyT_session-y070412004-6_lfp-7,T,y070412004-6,7,movement,ok,130,1000,52,52.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 18.0, 29.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau52_embed7
monkeyT_session-y070412007-9_lfp-5,T,y070412007-9,5,movement,ok,124,1000,22,22.0,ami_first_local_minimum,2,2,5,psd_peak_count,"30.0, 36.0",30.0,,pertrace_unsupervised_movement_signal,pertrace_tau22_embed5
monkeyT_session-y070412007-9_lfp-6,T,y070412007-9,6,movement,ok,124,1000,46,46.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 15.0, 28.0, 45.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau46_embed9
monkeyT_session-y070412010-15_lfp-5,T,y070412010-15,5,movement,ok,270,1000,23,23.0,ami_first_local_minimum,2,2,5,psd_peak_count,"6.0, 30.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau23_embed5
monkeyT_session-y070412010-15_lfp-6,T,y070412010-15,6,movement,ok,270,1000,48,48.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 15.0, 30.0, 45.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau48_embed9
monkeyT_session-y070412010-15_lfp-7,T,y070412010-15,7,movement,ok,270,1000,27,27.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 18.0, 30.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau27_embed7
monkeyT_session-y070412010-15_lfp-8,T,y070412010-15,8,movement,ok,268,1000,52,52.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 15.0, 30.0, 45.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau52_embed9
monkeyT_session-y070412017-19_lfp-5,T,y070412017-19,5,movement,ok,90,1000,24,24.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 29.0, 37.0, 46.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau24_embed9
monkeyT_session-y070412017-19_lfp-6,T,y070412017-19,6,movement,ok,90,1000,46,46.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 15.0, 32.0, 43.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau46_embed9
monkeyT_session-y070412017-19_lfp-7,T,y070412017-19,7,movement,ok,90,1000,30,30.0,ami_first_local_minimum,5,4,9,capped_at_4_modes,"7.0, 18.0, 24.0, 31.0, 40.0",7.0,,pertrace_unsupervised_movement_signal,pertrace_tau30_embed9
monkeyT_session-y070412017-19_lfp-8,T,y070412017-19,8,movement,ok,90,1000,34,34.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 15.0, 28.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau34_embed9
monkeyT_session-y070413002-8_lfp-6,T,y070413002-8,6,movement,ok,301,1000,14,14.0,ami_first_local_minimum,5,4,9,capped_at_4_modes,"5.0, 18.0, 34.0, 40.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed9
monkeyT_session-y070413009-13_lfp-5,T,y070413009-13,5,movement,ok,254,1000,7,7.0,ami_first_local_minimum,2,2,5,psd_peak_count,"29.0, 47.0",29.0,,pertrace_unsupervised_movement_signal,pertrace_tau7_embed5
monkeyT_session-y070413009-13_lfp-6,T,y070413009-13,6,movement,ok,254,1000,14,14.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 18.0, 29.0, 47.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed9
monkeyT_session-y070413009-13_lfp-7,T,y070413009-13,7,movement,ok,254,1000,7,7.0,ami_first_local_minimum,5,4,9,capped_at_4_modes,"5.0, 18.0, 30.0, 44.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau7_embed9
monkeyT_session-y070413009-13_lfp-8,T,y070413009-13,8,movement,ok,254,1000,7,7.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 18.0, 34.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau7_embed9
monkeyT_session-y070416003-7_lfp-5,T,y070416003-7,5,movement,ok,255,1000,14,14.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed3
monkeyT_session-y070416003-7_lfp-6,T,y070416003-7,6,movement,ok,255,1000,19,19.0,ami_first_local_minimum,1,1,3,psd_peak_count,30.0,30.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed3
monkeyT_session-y070416009-13_lfp-5,T,y070416009-13,5,movement,ok,253,1000,19,19.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed3
monkeyT_session-y070416009-13_lfp-6,T,y070416009-13,6,movement,ok,253,1000,18,18.0,ami_first_local_minimum,1,1,3,psd_peak_count,30.0,30.0,,pertrace_unsupervised_movement_signal,pertrace_tau18_embed3
monkeyT_session-y070419002-5_lfp-5,T,y070419002-5,5,movement,ok,252,1000,12,12.0,ami_first_local_minimum,2,2,5,psd_peak_count,"29.0, 47.0",29.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed5
monkeyT_session-y070419002-5_lfp-7,T,y070419002-5,7,movement,ok,252,1000,11,11.0,ami_first_local_minimum,2,2,5,psd_peak_count,"30.0, 47.0",30.0,,pertrace_unsupervised_movement_signal,pertrace_tau11_embed5
monkeyT_session-y070419007-8_lfp-5,T,y070419007-8,5,movement,ok,125,1000,12,12.0,ami_first_local_minimum,2,2,5,psd_peak_count,"31.0, 47.0",31.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed5
monkeyT_session-y070419007-8_lfp-7,T,y070419007-8,7,movement,ok,125,1000,12,12.0,ami_first_local_minimum,2,2,5,psd_peak_count,"30.0, 47.0",30.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed5
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,movement,ok,259,1000,12,12.0,ami_first_local_minimum,2,2,5,psd_peak_count,"30.0, 47.0",30.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed5
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,movement,ok,259,1000,13,13.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 31.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed7
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,movement,ok,259,1000,12,12.0,ami_first_local_minimum,2,2,5,psd_peak_count,"35.0, 47.0",35.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed5
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,movement,ok,259,1000,14,14.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 35.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,movement,ok,256,1000,9,9.0,ami_first_local_minimum,3,3,7,psd_peak_count,"4.0, 30.0, 47.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau9_embed7
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,movement,ok,256,1000,13,13.0,ami_first_local_minimum,3,3,7,psd_peak_count,"29.0, 42.0, 47.0",29.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed7
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,movement,ok,257,1000,14,14.0,ami_first_local_minimum,2,2,5,psd_peak_count,"29.0, 47.0",29.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed5
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,movement,ok,255,1000,8,8.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 31.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,movement,ok,262,1000,14,14.0,ami_first_local_minimum,3,3,7,psd_peak_count,"7.0, 29.0, 47.0",7.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,movement,ok,262,1000,13,13.0,ami_first_local_minimum,3,3,7,psd_peak_count,"18.0, 27.0, 47.0",18.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed7
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,movement,ok,262,1000,12,12.0,ami_first_local_minimum,2,2,5,psd_peak_count,"28.0, 47.0",28.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed5
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,movement,ok,262,1000,20,20.0,ami_first_local_minimum,2,2,5,psd_peak_count,"28.0, 47.0",28.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed5
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,movement,ok,358,1000,14,14.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 30.0, 39.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed9
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,movement,ok,324,1000,33,33.0,ami_first_local_minimum,2,2,5,psd_peak_count,"30.0, 47.0",30.0,,pertrace_unsupervised_movement_signal,pertrace_tau33_embed5
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,movement,ok,318,1000,19,19.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed3
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,movement,ok,315,1000,21,21.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau21_embed3
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,movement,ok,300,1000,15,15.0,ami_first_local_minimum,2,2,5,psd_peak_count,"29.0, 47.0",29.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,movement,ok,294,1000,20,20.0,ami_first_local_minimum,2,2,5,psd_peak_count,"31.0, 47.0",31.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed5
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,movement,ok,300,1000,14,14.0,ami_first_local_minimum,1,1,3,psd_peak_count,30.0,30.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed3
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,movement,ok,300,1000,20,20.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed3
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,movement,ok,257,1000,13,13.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 29.0, 43.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed9
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,movement,ok,277,1000,14,14.0,ami_first_local_minimum,2,2,5,psd_peak_count,"28.0, 47.0",28.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed5
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,movement,ok,277,1000,13,13.0,ami_first_local_minimum,5,4,9,capped_at_4_modes,"3.0, 19.0, 30.0, 43.0, 47.0",3.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed9
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,movement,ok,284,1000,57,57.0,ami_first_local_minimum,3,3,7,psd_peak_count,"19.0, 30.0, 44.0",19.0,,pertrace_unsupervised_movement_signal,pertrace_tau57_embed7
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,movement,ok,284,1000,62,62.0,ami_first_local_minimum,1,1,3,psd_peak_count,33.0,33.0,,pertrace_unsupervised_movement_signal,pertrace_tau62_embed3
