lfp_uid,monkey,session_id,lfp_id,epoch_for_selection,status,n_trials_used,n_samples_per_epoch,torus_tau,torus_tau_ms,tau_method,robust_peak_count,selected_mode_count_K,torus_embedding_dim,embedding_dim_method,included_peak_frequencies_hz,dominant_peak_hz,embedding_adjustment,torus_param_source,torus_param_id
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,6,movement,ok,97,1000,12,12.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 12.0, 30.0, 43.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed9
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,5,movement,ok,109,1000,9,9.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 19.0, 36.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau9_embed7
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,5,movement,ok,241,1000,11,11.0,ami_first_local_minimum,2,2,5,psd_peak_count,"20.0, 34.0",20.0,,pertrace_unsupervised_movement_signal,pertrace_tau11_embed5
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,7,movement,ok,241,1000,19,19.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 20.0, 34.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed7
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,5,movement,ok,60,1000,31,31.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 18.0, 32.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau31_embed9
monkeyM_session-o080731001-2_lfp-6,M,o080731001-2,6,movement,ok,60,1000,12,12.0,ami_first_local_minimum,4,4,9,psd_peak_count,"17.0, 29.0, 37.0, 53.0",17.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed9
monkeyM_session-o080731003-10_lfp-6,M,o080731003-10,6,movement,ok,247,1000,12,12.0,ami_first_local_minimum,3,3,7,psd_peak_count,"17.0, 32.0, 47.0",17.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed7
monkeyM_session-o080731011-18_lfp-6,M,o080731011-18,6,movement,ok,207,1000,13,13.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 18.0, 32.0, 53.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed9
monkeyM_session-o080801001-7_lfp-5,M,o080801001-7,5,movement,ok,275,1000,16,16.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 19.0, 35.0, 47.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed9
monkeyM_session-o080801001-7_lfp-6,M,o080801001-7,6,movement,ok,275,1000,12,12.0,ami_first_local_minimum,3,3,7,psd_peak_count,"15.0, 33.0, 53.0",15.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed7
monkeyM_session-o080801008-10_lfp-5,M,o080801008-10,5,movement,ok,122,1000,16,16.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 19.0, 34.0, 53.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed9
monkeyM_session-o080801008-10_lfp-7,M,o080801008-10,7,movement,ok,122,1000,13,13.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 19.0, 34.0, 53.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed9
monkeyM_session-o080801011-14_lfp-7,M,o080801011-14,7,movement,ok,147,1000,12,12.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 19.0, 34.0, 53.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed9
monkeyM_session-o080806001-5_lfp-7,M,o080806001-5,7,movement,ok,169,1000,11,11.0,ami_first_local_minimum,3,3,7,psd_peak_count,"20.0, 36.0, 47.0",20.0,,pertrace_unsupervised_movement_signal,pertrace_tau11_embed7
monkeyM_session-o080807001-3_lfp-5,M,o080807001-3,5,movement,ok,105,1000,14,14.0,ami_first_local_minimum,4,4,9,psd_peak_count,"7.0, 18.0, 32.0, 47.0",7.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed9
monkeyM_session-o080807004-6_lfp-5,M,o080807004-6,5,movement,ok,132,1000,14,14.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 17.0, 31.0, 53.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed9
monkeyM_session-o080808001-5_lfp-5,M,o080808001-5,5,movement,ok,209,1000,32,32.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 17.0, 34.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau32_embed9
monkeyM_session-o080808001-5_lfp-6,M,o080808001-5,6,movement,ok,209,1000,32,32.0,ami_first_local_minimum,3,3,7,psd_peak_count,"18.0, 30.0, 53.0",18.0,,pertrace_unsupervised_movement_signal,pertrace_tau32_embed7
monkeyM_session-o080808006-12_lfp-5,M,o080808006-12,5,movement,ok,280,1000,19,19.0,ami_first_local_minimum,3,3,7,psd_peak_count,"18.0, 34.0, 47.0",18.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed7
monkeyM_session-o080808006-12_lfp-6,M,o080808006-12,6,movement,ok,280,1000,31,31.0,ami_first_local_minimum,3,3,7,psd_peak_count,"18.0, 31.0, 47.0",18.0,,pertrace_unsupervised_movement_signal,pertrace_tau31_embed7
monkeyM_session-o080828001-6_lfp-5,M,o080828001-6,5,movement,ok,252,1000,30,30.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 19.0, 31.0, 53.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau30_embed9
monkeyM_session-o080828001-6_lfp-6,M,o080828001-6,6,movement,ok,252,1000,25,25.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 19.0, 33.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau25_embed9
monkeyM_session-o080828007-12_lfp-5,M,o080828007-12,5,movement,ok,204,1000,29,29.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 19.0, 32.0, 53.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau29_embed9
monkeyM_session-o080829001-5_lfp-5,M,o080829001-5,5,movement,ok,242,1000,12,12.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 16.0, 31.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed9
monkeyM_session-o080829006-8_lfp-5,M,o080829006-8,5,movement,ok,118,1000,13,13.0,ami_first_local_minimum,3,3,7,psd_peak_count,"16.0, 32.0, 47.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed7
monkeyM_session-o080903002-5_lfp-5,M,o080903002-5,5,movement,ok,122,1000,15,15.0,ami_first_local_minimum,2,2,5,psd_peak_count,"5.0, 33.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o080903002-5_lfp-7,M,o080903002-5,7,movement,ok,122,1000,20,20.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 16.0, 31.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed7
monkeyM_session-o080903006-12_lfp-5,M,o080903006-12,5,movement,ok,209,1000,16,16.0,ami_first_local_minimum,2,2,5,psd_peak_count,"5.0, 32.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed5
monkeyM_session-o080903006-12_lfp-7,M,o080903006-12,7,movement,ok,209,1000,17,17.0,ami_first_local_minimum,2,2,5,psd_peak_count,"20.0, 32.0",20.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed5
monkeyM_session-o080904001-7_lfp-5,M,o080904001-7,5,movement,ok,205,1000,19,19.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 20.0, 35.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed7
monkeyM_session-o080904001-7_lfp-6,M,o080904001-7,6,movement,ok,205,1000,62,62.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 26.0, 33.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau62_embed9
monkeyM_session-o080904008-14_lfp-5,M,o080904008-14,5,movement,ok,191,1000,19,19.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 20.0, 34.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed7
monkeyM_session-o080904008-14_lfp-6,M,o080904008-14,6,movement,ok,191,1000,60,60.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 19.0, 33.0, 42.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau60_embed9
monkeyM_session-o080905001-6_lfp-5,M,o080905001-6,5,movement,ok,286,1000,20,20.0,ami_first_local_minimum,1,1,3,psd_peak_count,28.0,28.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed3
monkeyM_session-o080905008-11_lfp-5,M,o080905008-11,5,movement,ok,76,1000,18,18.0,ami_first_local_minimum,2,2,5,psd_peak_count,"19.0, 35.0",19.0,,pertrace_unsupervised_movement_signal,pertrace_tau18_embed5
monkeyM_session-o080905008-11_lfp-6,M,o080905008-11,6,movement,ok,76,1000,19,19.0,ami_first_local_minimum,2,2,5,psd_peak_count,"16.0, 32.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed5
monkeyM_session-o080910001-5_lfp-5,M,o080910001-5,5,movement,ok,193,1000,16,16.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 20.0, 36.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed7
monkeyM_session-o080910001-5_lfp-7,M,o080910001-5,7,movement,ok,193,1000,16,16.0,ami_first_local_minimum,5,4,9,capped_at_4_modes,"5.0, 15.0, 20.0, 35.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed9
monkeyM_session-o080910006-11_lfp-5,M,o080910006-11,5,movement,ok,241,1000,19,19.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 20.0, 34.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed7
monkeyM_session-o080910006-11_lfp-7,M,o080910006-11,7,movement,ok,241,1000,17,17.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 15.0, 34.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o080911001-5_lfp-5,M,o080911001-5,5,movement,ok,249,1000,16,16.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 20.0, 34.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed9
monkeyM_session-o080911001-5_lfp-6,M,o080911001-5,6,movement,ok,249,1000,21,21.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 16.0, 33.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau21_embed9
monkeyM_session-o080911006-11_lfp-5,M,o080911006-11,5,movement,ok,237,1000,15,15.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 16.0, 33.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed9
monkeyM_session-o080911006-11_lfp-6,M,o080911006-11,6,movement,ok,237,1000,14,14.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 16.0, 32.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed9
monkeyM_session-o080912004-7_lfp-5,M,o080912004-7,5,movement,ok,152,1000,17,17.0,ami_first_local_minimum,2,2,5,psd_peak_count,"16.0, 30.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed5
monkeyM_session-o080912008-13_lfp-5,M,o080912008-13,5,movement,ok,190,1000,16,16.0,ami_first_local_minimum,3,3,7,psd_peak_count,"4.0, 17.0, 30.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed7
monkeyM_session-o080912008-13_lfp-6,M,o080912008-13,6,movement,ok,190,1000,19,19.0,ami_first_local_minimum,1,1,3,psd_peak_count,32.0,32.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed3
monkeyM_session-o080917001-8_lfp-5,M,o080917001-8,5,movement,ok,206,1000,12,12.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 18.0, 35.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed7
monkeyM_session-o080917001-8_lfp-6,M,o080917001-8,6,movement,ok,206,1000,22,22.0,ami_first_local_minimum,2,2,5,psd_peak_count,"16.0, 34.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau22_embed5
monkeyM_session-o080918001-5_lfp-5,M,o080918001-5,5,movement,ok,243,1000,20,20.0,ami_first_local_minimum,3,3,7,psd_peak_count,"4.0, 17.0, 36.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed7
monkeyM_session-o080918001-5_lfp-6,M,o080918001-5,6,movement,ok,243,1000,15,15.0,ami_first_local_minimum,2,2,5,psd_peak_count,"4.0, 18.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o080918006-11_lfp-5,M,o080918006-11,5,movement,ok,210,1000,21,21.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 18.0, 34.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau21_embed7
monkeyM_session-o080919001-6_lfp-5,M,o080919001-6,5,movement,ok,274,1000,18,18.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 18.0, 34.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau18_embed7
monkeyM_session-o080919001-6_lfp-7,M,o080919001-6,7,movement,ok,274,1000,13,13.0,ami_first_local_minimum,2,2,5,psd_peak_count,"4.0, 19.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed5
monkeyM_session-o080919007-12_lfp-5,M,o080919007-12,5,movement,ok,268,1000,17,17.0,ami_first_local_minimum,3,3,7,psd_peak_count,"4.0, 18.0, 34.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o080919007-12_lfp-7,M,o080919007-12,7,movement,ok,268,1000,13,13.0,ami_first_local_minimum,1,1,3,psd_peak_count,18.0,18.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed3
monkeyM_session-o080925002-6_lfp-6,M,o080925002-6,6,movement,ok,222,1000,21,21.0,ami_first_local_minimum,2,2,5,psd_peak_count,"20.0, 33.0",20.0,,pertrace_unsupervised_movement_signal,pertrace_tau21_embed5
monkeyM_session-o080925002-6_lfp-7,M,o080925002-6,7,movement,ok,222,1000,29,29.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 17.0, 34.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau29_embed7
monkeyM_session-o080925007-12_lfp-6,M,o080925007-12,6,movement,ok,284,1000,17,17.0,ami_first_local_minimum,3,3,7,psd_peak_count,"4.0, 20.0, 33.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o080925007-12_lfp-7,M,o080925007-12,7,movement,ok,284,1000,25,25.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 19.0, 33.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau25_embed7
monkeyM_session-o080926001-6_lfp-5,M,o080926001-6,5,movement,ok,219,1000,31,31.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 18.0, 32.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau31_embed9
monkeyM_session-o080926007-11_lfp-5,M,o080926007-11,5,movement,ok,232,1000,13,13.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 19.0, 31.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed9
monkeyM_session-o080926007-11_lfp-6,M,o080926007-11,6,movement,ok,232,1000,13,13.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 16.0, 30.0, 53.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau13_embed9
monkeyM_session-o080930001-5_lfp-1,M,o080930001-5,1,movement,ok,226,1000,11,11.0,ami_first_local_minimum,1,1,3,psd_peak_count,53.0,53.0,,pertrace_unsupervised_movement_signal,pertrace_tau11_embed3
monkeyM_session-o081001001-12_lfp-1,M,o081001001-12,1,movement,ok,239,1000,19,19.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 19.0, 35.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed7
monkeyM_session-o081001001-12_lfp-3,M,o081001001-12,3,movement,ok,239,1000,30,30.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 18.0, 30.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau30_embed7
monkeyM_session-o081001013-26_lfp-1,M,o081001013-26,1,movement,ok,280,1000,17,17.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 19.0, 35.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed7
monkeyM_session-o081001013-26_lfp-3,M,o081001013-26,3,movement,ok,280,1000,31,31.0,ami_first_local_minimum,3,3,7,psd_peak_count,"6.0, 20.0, 30.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau31_embed7
monkeyM_session-o081002010-22_lfp-2,M,o081002010-22,2,movement,ok,227,1000,19,19.0,ami_first_local_minimum,3,3,7,psd_peak_count,"20.0, 30.0, 53.0",20.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed7
monkeyM_session-o081002023-28_lfp-3,M,o081002023-28,3,movement,ok,84,1000,27,27.0,ami_first_local_minimum,3,3,7,psd_peak_count,"17.0, 32.0, 45.0",17.0,,pertrace_unsupervised_movement_signal,pertrace_tau27_embed7
monkeyM_session-o081003003-14_lfp-1,M,o081003003-14,1,movement,ok,238,1000,18,18.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 19.0, 34.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau18_embed9
monkeyM_session-o081003003-14_lfp-2,M,o081003003-14,2,movement,ok,238,1000,17,17.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 22.0, 30.0, 53.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o081003015-26_lfp-1,M,o081003015-26,1,movement,ok,236,1000,19,19.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 21.0, 34.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed9
monkeyM_session-o081003015-26_lfp-2,M,o081003015-26,2,movement,ok,236,1000,31,31.0,ami_first_local_minimum,3,3,7,psd_peak_count,"9.0, 21.0, 47.0",9.0,,pertrace_unsupervised_movement_signal,pertrace_tau31_embed7
monkeyM_session-o081008001-15_lfp-1,M,o081008001-15,1,movement,ok,224,1000,16,16.0,ami_first_local_minimum,3,3,7,psd_peak_count,"17.0, 31.0, 47.0",17.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed7
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,movement,ok,224,1000,14,14.0,ami_first_local_minimum,4,4,9,psd_peak_count,"6.0, 16.0, 31.0, 47.0",6.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed9
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,movement,ok,203,1000,23,23.0,ami_first_local_minimum,2,2,5,psd_peak_count,"17.0, 33.0",17.0,,pertrace_unsupervised_movement_signal,pertrace_tau23_embed5
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,movement,ok,135,1000,53,53.0,ami_first_local_minimum,2,2,5,psd_peak_count,"16.0, 32.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau53_embed5
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,movement,ok,106,1000,47,47.0,ami_first_local_minimum,2,2,5,psd_peak_count,"16.0, 32.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau47_embed5
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,movement,ok,183,1000,22,22.0,ami_first_local_minimum,2,2,5,psd_peak_count,"5.0, 32.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau22_embed5
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,3,movement,ok,192,1000,23,23.0,ami_first_local_minimum,1,1,3,psd_peak_count,31.0,31.0,,pertrace_unsupervised_movement_signal,pertrace_tau23_embed3
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,4,movement,ok,192,1000,21,21.0,ami_first_local_minimum,1,1,3,psd_peak_count,31.0,31.0,,pertrace_unsupervised_movement_signal,pertrace_tau21_embed3
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,movement,ok,393,1000,12,12.0,ami_first_local_minimum,2,2,5,psd_peak_count,"15.0, 30.0",15.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed5
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,movement,ok,393,1000,12,12.0,ami_first_local_minimum,2,2,5,psd_peak_count,"15.0, 30.0",15.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed5
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,movement,ok,84,1000,11,11.0,ami_first_local_minimum,2,2,5,psd_peak_count,"16.0, 31.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau11_embed5
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,movement,ok,189,1000,8,8.0,ami_first_local_minimum,3,3,7,psd_peak_count,"16.0, 31.0, 47.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,movement,ok,189,1000,9,9.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 20.0, 35.0, 47.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau9_embed9
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,movement,ok,115,1000,8,8.0,ami_first_local_minimum,3,3,7,psd_peak_count,"16.0, 32.0, 47.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau8_embed7
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,movement,ok,115,1000,8,8.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 21.0, 34.0, 47.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau8_embed9
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,movement,ok,249,1000,8,8.0,ami_first_local_minimum,2,2,5,psd_peak_count,"25.0, 47.0",25.0,,pertrace_unsupervised_movement_signal,pertrace_tau8_embed5
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,movement,ok,249,1000,60,60.0,ami_first_local_minimum,2,2,5,psd_peak_count,"27.0, 45.0",27.0,,pertrace_unsupervised_movement_signal,pertrace_tau60_embed5
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,movement,ok,248,1000,17,17.0,ami_first_local_minimum,2,2,5,psd_peak_count,"19.0, 36.0",19.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed5
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,movement,ok,248,1000,16,16.0,ami_first_local_minimum,2,2,5,psd_peak_count,"22.0, 47.0",22.0,,pertrace_unsupervised_movement_signal,pertrace_tau16_embed5
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,movement,ok,121,1000,15,15.0,ami_first_local_minimum,2,2,5,psd_peak_count,"20.0, 36.0",20.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,movement,ok,121,1000,14,14.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed3
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,movement,ok,92,1000,18,18.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 19.0, 35.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau18_embed7
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,movement,ok,92,1000,12,12.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed3
monkeyM_session-o081118001-3_lfp-1,M,o081118001-3,1,movement,ok,90,1000,28,28.0,ami_first_local_minimum,2,2,5,psd_peak_count,"25.0, 47.0",25.0,,pertrace_unsupervised_movement_signal,pertrace_tau28_embed5
monkeyM_session-o081118001-3_lfp-2,M,o081118001-3,2,movement,ok,90,1000,15,15.0,ami_first_local_minimum,3,3,7,psd_peak_count,"5.0, 25.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed7
monkeyM_session-o081118004-5_lfp-1,M,o081118004-5,1,movement,ok,86,1000,15,15.0,ami_first_local_minimum,2,2,5,psd_peak_count,"19.0, 47.0",19.0,,pertrace_unsupervised_movement_signal,pertrace_tau15_embed5
monkeyM_session-o081118008-10_lfp-1,M,o081118008-10,1,movement,ok,85,1000,24,24.0,ami_first_local_minimum,1,1,3,psd_peak_count,18.0,18.0,,pertrace_unsupervised_movement_signal,pertrace_tau24_embed3
monkeyM_session-o081127010-14_lfp-1,M,o081127010-14,1,movement,ok,228,1000,14,14.0,ami_first_local_minimum,3,3,7,psd_peak_count,"16.0, 31.0, 47.0",16.0,,pertrace_unsupervised_movement_signal,pertrace_tau14_embed7
monkeyM_session-o081202001-7_lfp-2,M,o081202001-7,2,movement,ok,238,1000,22,22.0,ami_first_local_minimum,4,4,9,psd_peak_count,"5.0, 21.0, 37.0, 47.0",5.0,,pertrace_unsupervised_movement_signal,pertrace_tau22_embed9
monkeyM_session-o081202001-7_lfp-4,M,o081202001-7,4,movement,ok,238,1000,20,20.0,ami_first_local_minimum,2,2,5,psd_peak_count,"20.0, 38.0",20.0,,pertrace_unsupervised_movement_signal,pertrace_tau20_embed5
monkeyM_session-o081202008-11_lfp-2,M,o081202008-11,2,movement,ok,167,1000,19,19.0,ami_first_local_minimum,3,3,7,psd_peak_count,"4.0, 19.0, 36.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed7
monkeyM_session-o081202012-14_lfp-2,M,o081202012-14,2,movement,ok,135,1000,17,17.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 19.0, 35.0, 47.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau17_embed9
monkeyM_session-o081202012-14_lfp-4,M,o081202012-14,4,movement,ok,135,1000,12,12.0,ami_first_local_minimum,2,2,5,psd_peak_count,"19.0, 36.0",19.0,,pertrace_unsupervised_movement_signal,pertrace_tau12_embed5
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,movement,ok,253,1000,19,19.0,ami_first_local_minimum,2,2,5,psd_peak_count,"28.0, 47.0",28.0,,pertrace_unsupervised_movement_signal,pertrace_tau19_embed5
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,movement,ok,253,1000,18,18.0,ami_first_local_minimum,2,2,5,psd_peak_count,"29.0, 47.0",29.0,,pertrace_unsupervised_movement_signal,pertrace_tau18_embed5
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,movement,ok,187,1000,57,57.0,ami_first_local_minimum,1,1,3,psd_peak_count,29.0,29.0,,pertrace_unsupervised_movement_signal,pertrace_tau57_embed3
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,movement,ok,107,1000,24,24.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 18.0, 29.0, 47.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau24_embed9
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,movement,ok,107,1000,56,56.0,ami_first_local_minimum,4,4,9,psd_peak_count,"4.0, 17.0, 30.0, 36.0",4.0,,pertrace_unsupervised_movement_signal,pertrace_tau56_embed9
