true_label,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_1,0.19696664983761758,0.1788127749745824,0.1550075152824876,0.1696614201766057,0.14603753997216584,0.15351409975654096
true_2,0.1775716491188595,0.19837013124785488,0.1685906307746594,0.15445904091199247,0.15391602606556412,0.1470925218810698
true_3,0.1636282416434574,0.17550837711734651,0.18335108289794913,0.1784679287305948,0.16010082932392822,0.13894354028672376
true_4,0.16993490343026385,0.16030505232240222,0.16958153546399415,0.1986800531361095,0.16022641312052557,0.14127204252670492
true_5,0.15905522790096172,0.17378497168887697,0.16148030285696102,0.16930484939202514,0.17872331834954908,0.157651329811626
true_6,0.1843396280926782,0.16738719684304537,0.1587353489585906,0.16252068533623412,0.1693920785651112,0.15762506220434103
