analysis_level,analysis_label,monkey,session_id,lfp_uid,lfp_id,feature_role,feature_label,feature_set,selected_band,selected_band_label,f1
full_6_direction_lfps,Full 6-direction LFPs,M,o080911006-11,monkeyM_session-o080911006-11_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.1806027306027306
full_6_direction_lfps,Full 6-direction LFPs,M,o080911006-11,monkeyM_session-o080911006-11_lfp-6,6,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.15330620508761456
full_6_direction_lfps,Full 6-direction LFPs,M,o080911006-11,monkeyM_session-o080911006-11_lfp-6,6,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.1255804894467853
full_6_direction_lfps,Full 6-direction LFPs,M,o080912004-7,monkeyM_session-o080912004-7_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.19335002170368024
full_6_direction_lfps,Full 6-direction LFPs,M,o080912004-7,monkeyM_session-o080912004-7_lfp-5,5,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.15023787786390494
full_6_direction_lfps,Full 6-direction LFPs,M,o080912004-7,monkeyM_session-o080912004-7_lfp-5,5,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.13849757489612396
full_6_direction_lfps,Full 6-direction LFPs,M,o080912008-13,monkeyM_session-o080912008-13_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.18015608311325373
full_6_direction_lfps,Full 6-direction LFPs,M,o080912008-13,monkeyM_session-o080912008-13_lfp-5,5,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.14131435328368183
full_6_direction_lfps,Full 6-direction LFPs,M,o080912008-13,monkeyM_session-o080912008-13_lfp-5,5,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.15944290050100024
full_6_direction_lfps,Full 6-direction LFPs,M,o080912008-13,monkeyM_session-o080912008-13_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.175945364663585
full_6_direction_lfps,Full 6-direction LFPs,M,o080912008-13,monkeyM_session-o080912008-13_lfp-6,6,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.10507252244765797
full_6_direction_lfps,Full 6-direction LFPs,M,o080912008-13,monkeyM_session-o080912008-13_lfp-6,6,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.17360473834158044
full_6_direction_lfps,Full 6-direction LFPs,M,o080917001-8,monkeyM_session-o080917001-8_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.18090117905984227
full_6_direction_lfps,Full 6-direction LFPs,M,o080917001-8,monkeyM_session-o080917001-8_lfp-5,5,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.13379524426714245
full_6_direction_lfps,Full 6-direction LFPs,M,o080917001-8,monkeyM_session-o080917001-8_lfp-5,5,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.11841833038023218
full_6_direction_lfps,Full 6-direction LFPs,M,o080917001-8,monkeyM_session-o080917001-8_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.1560053601379386
full_6_direction_lfps,Full 6-direction LFPs,M,o080917001-8,monkeyM_session-o080917001-8_lfp-6,6,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.16248382473226927
full_6_direction_lfps,Full 6-direction LFPs,M,o080917001-8,monkeyM_session-o080917001-8_lfp-6,6,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.11054575642460447
full_6_direction_lfps,Full 6-direction LFPs,M,o080918001-5,monkeyM_session-o080918001-5_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.18413215075139192
full_6_direction_lfps,Full 6-direction LFPs,M,o080918001-5,monkeyM_session-o080918001-5_lfp-5,5,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.1949287121047564
full_6_direction_lfps,Full 6-direction LFPs,M,o080918001-5,monkeyM_session-o080918001-5_lfp-5,5,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.15146754557584727
full_6_direction_lfps,Full 6-direction LFPs,M,o080918001-5,monkeyM_session-o080918001-5_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.1861058827112698
full_6_direction_lfps,Full 6-direction LFPs,M,o080918001-5,monkeyM_session-o080918001-5_lfp-6,6,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.14644968077803897
full_6_direction_lfps,Full 6-direction LFPs,M,o080918001-5,monkeyM_session-o080918001-5_lfp-6,6,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.17844042815008768
full_6_direction_lfps,Full 6-direction LFPs,M,o080918006-11,monkeyM_session-o080918006-11_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.13617428068924356
full_6_direction_lfps,Full 6-direction LFPs,M,o080918006-11,monkeyM_session-o080918006-11_lfp-5,5,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.13883517153514682
full_6_direction_lfps,Full 6-direction LFPs,M,o080918006-11,monkeyM_session-o080918006-11_lfp-5,5,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.13743100854451412
full_6_direction_lfps,Full 6-direction LFPs,M,o080919001-6,monkeyM_session-o080919001-6_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.21739773414489663
full_6_direction_lfps,Full 6-direction LFPs,M,o080919001-6,monkeyM_session-o080919001-6_lfp-5,5,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.13893919438780963
full_6_direction_lfps,Full 6-direction LFPs,M,o080919001-6,monkeyM_session-o080919001-6_lfp-5,5,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.15323467988482664
full_6_direction_lfps,Full 6-direction LFPs,M,o080919001-6,monkeyM_session-o080919001-6_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.22817154437123474
full_6_direction_lfps,Full 6-direction LFPs,M,o080919001-6,monkeyM_session-o080919001-6_lfp-7,7,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.1276423398692117
full_6_direction_lfps,Full 6-direction LFPs,M,o080919001-6,monkeyM_session-o080919001-6_lfp-7,7,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.14438585475357693
full_6_direction_lfps,Full 6-direction LFPs,M,o080919007-12,monkeyM_session-o080919007-12_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.1921704453944925
full_6_direction_lfps,Full 6-direction LFPs,M,o080919007-12,monkeyM_session-o080919007-12_lfp-5,5,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.16311122134427583
full_6_direction_lfps,Full 6-direction LFPs,M,o080919007-12,monkeyM_session-o080919007-12_lfp-5,5,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.17570362868939907
full_6_direction_lfps,Full 6-direction LFPs,M,o080919007-12,monkeyM_session-o080919007-12_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.23255385736474757
full_6_direction_lfps,Full 6-direction LFPs,M,o080919007-12,monkeyM_session-o080919007-12_lfp-7,7,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.14695217871802724
full_6_direction_lfps,Full 6-direction LFPs,M,o080919007-12,monkeyM_session-o080919007-12_lfp-7,7,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.16180315681495458
full_6_direction_lfps,Full 6-direction LFPs,M,o080925002-6,monkeyM_session-o080925002-6_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.19141422054985344
full_6_direction_lfps,Full 6-direction LFPs,M,o080925002-6,monkeyM_session-o080925002-6_lfp-6,6,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.14010767346293662
full_6_direction_lfps,Full 6-direction LFPs,M,o080925002-6,monkeyM_session-o080925002-6_lfp-6,6,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.1793616071546835
full_6_direction_lfps,Full 6-direction LFPs,M,o080925002-6,monkeyM_session-o080925002-6_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.16605641202740318
full_6_direction_lfps,Full 6-direction LFPs,M,o080925002-6,monkeyM_session-o080925002-6_lfp-7,7,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.14094655452357874
full_6_direction_lfps,Full 6-direction LFPs,M,o080925002-6,monkeyM_session-o080925002-6_lfp-7,7,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.11782951046888329
full_6_direction_lfps,Full 6-direction LFPs,M,o080925007-12,monkeyM_session-o080925007-12_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.18938566673284796
full_6_direction_lfps,Full 6-direction LFPs,M,o080925007-12,monkeyM_session-o080925007-12_lfp-6,6,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.15936867234406385
full_6_direction_lfps,Full 6-direction LFPs,M,o080925007-12,monkeyM_session-o080925007-12_lfp-6,6,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.1651092628832355
full_6_direction_lfps,Full 6-direction LFPs,M,o080925007-12,monkeyM_session-o080925007-12_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.17975669347449863
full_6_direction_lfps,Full 6-direction LFPs,M,o080925007-12,monkeyM_session-o080925007-12_lfp-7,7,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.13001480369577842
full_6_direction_lfps,Full 6-direction LFPs,M,o080925007-12,monkeyM_session-o080925007-12_lfp-7,7,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.21306736456180783
full_6_direction_lfps,Full 6-direction LFPs,M,o080926001-6,monkeyM_session-o080926001-6_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.14144971916711047
full_6_direction_lfps,Full 6-direction LFPs,M,o080926001-6,monkeyM_session-o080926001-6_lfp-5,5,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.1145503751348269
full_6_direction_lfps,Full 6-direction LFPs,M,o080926001-6,monkeyM_session-o080926001-6_lfp-5,5,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.13433263586074404
full_6_direction_lfps,Full 6-direction LFPs,M,o080926007-11,monkeyM_session-o080926007-11_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.19993606444941317
full_6_direction_lfps,Full 6-direction LFPs,M,o080926007-11,monkeyM_session-o080926007-11_lfp-5,5,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.1559331857612212
full_6_direction_lfps,Full 6-direction LFPs,M,o080926007-11,monkeyM_session-o080926007-11_lfp-5,5,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.13733854676152116
full_6_direction_lfps,Full 6-direction LFPs,M,o080926007-11,monkeyM_session-o080926007-11_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.12730839773543565
full_6_direction_lfps,Full 6-direction LFPs,M,o080926007-11,monkeyM_session-o080926007-11_lfp-6,6,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.17287815394164088
full_6_direction_lfps,Full 6-direction LFPs,M,o080926007-11,monkeyM_session-o080926007-11_lfp-6,6,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.17902854305838153
full_6_direction_lfps,Full 6-direction LFPs,M,o080930001-5,monkeyM_session-o080930001-5_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.16012517325357714
full_6_direction_lfps,Full 6-direction LFPs,M,o080930001-5,monkeyM_session-o080930001-5_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.1647888692908691
full_6_direction_lfps,Full 6-direction LFPs,M,o080930001-5,monkeyM_session-o080930001-5_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.11821282127856182
full_6_direction_lfps,Full 6-direction LFPs,M,o081001001-12,monkeyM_session-o081001001-12_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.1999753055349447
full_6_direction_lfps,Full 6-direction LFPs,M,o081001001-12,monkeyM_session-o081001001-12_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.15951985215450096
full_6_direction_lfps,Full 6-direction LFPs,M,o081001001-12,monkeyM_session-o081001001-12_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.13609958349125043
full_6_direction_lfps,Full 6-direction LFPs,M,o081001001-12,monkeyM_session-o081001001-12_lfp-3,3,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.21208388140748213
full_6_direction_lfps,Full 6-direction LFPs,M,o081001001-12,monkeyM_session-o081001001-12_lfp-3,3,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.16435856625073395
full_6_direction_lfps,Full 6-direction LFPs,M,o081001001-12,monkeyM_session-o081001001-12_lfp-3,3,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.13730447652109942
full_6_direction_lfps,Full 6-direction LFPs,M,o081001013-26,monkeyM_session-o081001013-26_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.17452998422471408
full_6_direction_lfps,Full 6-direction LFPs,M,o081001013-26,monkeyM_session-o081001013-26_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.12436686886103537
full_6_direction_lfps,Full 6-direction LFPs,M,o081001013-26,monkeyM_session-o081001013-26_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.1453284278324953
full_6_direction_lfps,Full 6-direction LFPs,M,o081001013-26,monkeyM_session-o081001013-26_lfp-3,3,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.19867727338313046
full_6_direction_lfps,Full 6-direction LFPs,M,o081001013-26,monkeyM_session-o081001013-26_lfp-3,3,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.14537605429574155
full_6_direction_lfps,Full 6-direction LFPs,M,o081001013-26,monkeyM_session-o081001013-26_lfp-3,3,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.16670304232804234
full_6_direction_lfps,Full 6-direction LFPs,M,o081002010-22,monkeyM_session-o081002010-22_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.1470067661127061
full_6_direction_lfps,Full 6-direction LFPs,M,o081002010-22,monkeyM_session-o081002010-22_lfp-2,2,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.1265047481488029
full_6_direction_lfps,Full 6-direction LFPs,M,o081002010-22,monkeyM_session-o081002010-22_lfp-2,2,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.12841083558931168
full_6_direction_lfps,Full 6-direction LFPs,M,o081003003-14,monkeyM_session-o081003003-14_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.1479481366304402
full_6_direction_lfps,Full 6-direction LFPs,M,o081003003-14,monkeyM_session-o081003003-14_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.1563616054160416
full_6_direction_lfps,Full 6-direction LFPs,M,o081003003-14,monkeyM_session-o081003003-14_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.11919857084817982
full_6_direction_lfps,Full 6-direction LFPs,M,o081003003-14,monkeyM_session-o081003003-14_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.19958752999852944
full_6_direction_lfps,Full 6-direction LFPs,M,o081003003-14,monkeyM_session-o081003003-14_lfp-2,2,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.11598052971125893
full_6_direction_lfps,Full 6-direction LFPs,M,o081003003-14,monkeyM_session-o081003003-14_lfp-2,2,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.14820823415168605
full_6_direction_lfps,Full 6-direction LFPs,M,o081003015-26,monkeyM_session-o081003015-26_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.2484946577629504
full_6_direction_lfps,Full 6-direction LFPs,M,o081003015-26,monkeyM_session-o081003015-26_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.22397611067554676
full_6_direction_lfps,Full 6-direction LFPs,M,o081003015-26,monkeyM_session-o081003015-26_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.1712767406448262
full_6_direction_lfps,Full 6-direction LFPs,M,o081003015-26,monkeyM_session-o081003015-26_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.21275859619210005
full_6_direction_lfps,Full 6-direction LFPs,M,o081003015-26,monkeyM_session-o081003015-26_lfp-2,2,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.12287160048354077
full_6_direction_lfps,Full 6-direction LFPs,M,o081003015-26,monkeyM_session-o081003015-26_lfp-2,2,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.13027929026699425
full_6_direction_lfps,Full 6-direction LFPs,M,o081008001-15,monkeyM_session-o081008001-15_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.16672633202785306
full_6_direction_lfps,Full 6-direction LFPs,M,o081008001-15,monkeyM_session-o081008001-15_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.13490546490546493
full_6_direction_lfps,Full 6-direction LFPs,M,o081008001-15,monkeyM_session-o081008001-15_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.12745580368531187
full_6_direction_lfps,Full 6-direction LFPs,M,o081008001-15,monkeyM_session-o081008001-15_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.15912856782396054
full_6_direction_lfps,Full 6-direction LFPs,M,o081008001-15,monkeyM_session-o081008001-15_lfp-2,2,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.16440423535940576
full_6_direction_lfps,Full 6-direction LFPs,M,o081008001-15,monkeyM_session-o081008001-15_lfp-2,2,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.09487671925663456
full_6_direction_lfps,Full 6-direction LFPs,M,o081028001-12,monkeyM_session-o081028001-12_lfp-4,4,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.1736001793782114
full_6_direction_lfps,Full 6-direction LFPs,M,o081028001-12,monkeyM_session-o081028001-12_lfp-4,4,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.17940782998558705
full_6_direction_lfps,Full 6-direction LFPs,M,o081028001-12,monkeyM_session-o081028001-12_lfp-4,4,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.12285354515018426
full_6_direction_lfps,Full 6-direction LFPs,M,o081029001-11,monkeyM_session-o081029001-11_lfp-3,3,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.22424303220441308
full_6_direction_lfps,Full 6-direction LFPs,M,o081029001-11,monkeyM_session-o081029001-11_lfp-3,3,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.133297436479105
full_6_direction_lfps,Full 6-direction LFPs,M,o081029001-11,monkeyM_session-o081029001-11_lfp-3,3,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.16885704874835308
full_6_direction_lfps,Full 6-direction LFPs,M,o081029012-25,monkeyM_session-o081029012-25_lfp-3,3,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.23269537480063796
full_6_direction_lfps,Full 6-direction LFPs,M,o081029012-25,monkeyM_session-o081029012-25_lfp-3,3,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.16878787608133564
full_6_direction_lfps,Full 6-direction LFPs,M,o081029012-25,monkeyM_session-o081029012-25_lfp-3,3,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.13109927347928338
full_6_direction_lfps,Full 6-direction LFPs,M,o081029012-25,monkeyM_session-o081029012-25_lfp-4,4,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.17800116510945307
full_6_direction_lfps,Full 6-direction LFPs,M,o081029012-25,monkeyM_session-o081029012-25_lfp-4,4,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.12550944267770534
full_6_direction_lfps,Full 6-direction LFPs,M,o081029012-25,monkeyM_session-o081029012-25_lfp-4,4,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.12993322581557876
full_6_direction_lfps,Full 6-direction LFPs,M,o081031013-23,monkeyM_session-o081031013-23_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.22166869070742715
full_6_direction_lfps,Full 6-direction LFPs,M,o081031013-23,monkeyM_session-o081031013-23_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.16840742056973743
full_6_direction_lfps,Full 6-direction LFPs,M,o081031013-23,monkeyM_session-o081031013-23_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.17809848500279302
full_6_direction_lfps,Full 6-direction LFPs,M,o081031013-23,monkeyM_session-o081031013-23_lfp-3,3,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.19058130417152327
full_6_direction_lfps,Full 6-direction LFPs,M,o081031013-23,monkeyM_session-o081031013-23_lfp-3,3,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.12781697132718342
full_6_direction_lfps,Full 6-direction LFPs,M,o081031013-23,monkeyM_session-o081031013-23_lfp-3,3,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.137815066028386
full_6_direction_lfps,Full 6-direction LFPs,M,o081107007-13,monkeyM_session-o081107007-13_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.18830619840218132
full_6_direction_lfps,Full 6-direction LFPs,M,o081107007-13,monkeyM_session-o081107007-13_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.11980031212191106
full_6_direction_lfps,Full 6-direction LFPs,M,o081107007-13,monkeyM_session-o081107007-13_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.12553983480363456
full_6_direction_lfps,Full 6-direction LFPs,M,o081107007-13,monkeyM_session-o081107007-13_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.16615594862567268
full_6_direction_lfps,Full 6-direction LFPs,M,o081107007-13,monkeyM_session-o081107007-13_lfp-2,2,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.14072323870874628
full_6_direction_lfps,Full 6-direction LFPs,M,o081107007-13,monkeyM_session-o081107007-13_lfp-2,2,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.14923446612720992
full_6_direction_lfps,Full 6-direction LFPs,M,o081113002-9,monkeyM_session-o081113002-9_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.19775132275132276
full_6_direction_lfps,Full 6-direction LFPs,M,o081113002-9,monkeyM_session-o081113002-9_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.17102349412894027
full_6_direction_lfps,Full 6-direction LFPs,M,o081113002-9,monkeyM_session-o081113002-9_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.0881022538027369
full_6_direction_lfps,Full 6-direction LFPs,M,o081113002-9,monkeyM_session-o081113002-9_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.16273619065024175
full_6_direction_lfps,Full 6-direction LFPs,M,o081113002-9,monkeyM_session-o081113002-9_lfp-2,2,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.12599776580066815
full_6_direction_lfps,Full 6-direction LFPs,M,o081113002-9,monkeyM_session-o081113002-9_lfp-2,2,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.11417665099168639
full_6_direction_lfps,Full 6-direction LFPs,M,o081127010-14,monkeyM_session-o081127010-14_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.20338101143516793
full_6_direction_lfps,Full 6-direction LFPs,M,o081127010-14,monkeyM_session-o081127010-14_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.1439306809290317
full_6_direction_lfps,Full 6-direction LFPs,M,o081127010-14,monkeyM_session-o081127010-14_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.12963665151157217
full_6_direction_lfps,Full 6-direction LFPs,M,o081202001-7,monkeyM_session-o081202001-7_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.2030739609293807
full_6_direction_lfps,Full 6-direction LFPs,M,o081202001-7,monkeyM_session-o081202001-7_lfp-2,2,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.17265242482150156
full_6_direction_lfps,Full 6-direction LFPs,M,o081202001-7,monkeyM_session-o081202001-7_lfp-2,2,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.16660721686742994
full_6_direction_lfps,Full 6-direction LFPs,M,o081202001-7,monkeyM_session-o081202001-7_lfp-4,4,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.14434757362007153
full_6_direction_lfps,Full 6-direction LFPs,M,o081202001-7,monkeyM_session-o081202001-7_lfp-4,4,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.1605542061018961
full_6_direction_lfps,Full 6-direction LFPs,M,o081202001-7,monkeyM_session-o081202001-7_lfp-4,4,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.16175121363162936
full_6_direction_lfps,Full 6-direction LFPs,T,y070130005-13,monkeyT_session-y070130005-13_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.12186934710324178
full_6_direction_lfps,Full 6-direction LFPs,T,y070130005-13,monkeyT_session-y070130005-13_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.14429283609147978
full_6_direction_lfps,Full 6-direction LFPs,T,y070130005-13,monkeyT_session-y070130005-13_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.1520667696454803
full_6_direction_lfps,Full 6-direction LFPs,T,y070130005-13,monkeyT_session-y070130005-13_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.20840521062440834
full_6_direction_lfps,Full 6-direction LFPs,T,y070130005-13,monkeyT_session-y070130005-13_lfp-2,2,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.17687265906189717
full_6_direction_lfps,Full 6-direction LFPs,T,y070130005-13,monkeyT_session-y070130005-13_lfp-2,2,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.2099741518963217
full_6_direction_lfps,Full 6-direction LFPs,T,y070201001-6,monkeyT_session-y070201001-6_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.1626782294318422
full_6_direction_lfps,Full 6-direction LFPs,T,y070201001-6,monkeyT_session-y070201001-6_lfp-1,1,average_psd,Average PSD,average_psd,delta,Delta (2-4 Hz),0.1591593109014712
full_6_direction_lfps,Full 6-direction LFPs,T,y070201001-6,monkeyT_session-y070201001-6_lfp-1,1,best_single_band,Best single band,delta,delta,Delta (2-4 Hz),0.1786679291751395
full_6_direction_lfps,Full 6-direction LFPs,T,y070202001-7,monkeyT_session-y070202001-7_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,delta,Delta (2-4 Hz),0.21930890957183657
