lfp_uid,monkey,session_id,lfp_id,direction,delay,n_trials
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,2,short,22
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,2,long,21
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,3,short,21
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,3,long,22
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,4,short,21
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,4,long,21
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,5,short,22
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,5,long,22
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,6,short,22
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,6,long,22
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,1,short,21
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,1,long,22
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,2,short,22
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,2,long,21
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,3,short,21
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,3,long,22
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,4,short,21
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,4,long,21
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,5,short,22
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,5,long,22
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,6,short,22
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,6,long,22
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,1,short,22
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,1,long,22
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,2,short,21
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,2,long,22
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,3,short,21
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,3,long,21
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,4,short,22
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,4,long,22
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,5,short,22
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,5,long,22
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,6,short,21
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,6,long,21
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,1,short,22
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,1,long,22
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,2,short,21
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,2,long,22
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,3,short,21
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,3,long,21
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,4,short,22
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,4,long,22
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,5,short,22
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,5,long,22
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,6,short,21
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,6,long,21
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,1,short,22
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,1,long,21
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,2,short,21
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,2,long,21
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,3,short,22
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,3,long,21
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,4,short,22
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,4,long,21
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,5,short,21
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,5,long,22
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,6,short,21
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,6,long,21
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,1,short,22
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,1,long,21
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,2,short,21
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,2,long,21
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,3,short,22
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,3,long,21
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,4,short,22
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,4,long,21
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,5,short,21
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,5,long,22
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,6,short,21
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,6,long,21
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,1,short,22
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,1,long,20
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,2,short,22
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,2,long,21
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,3,short,21
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,3,long,22
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,4,short,21
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,4,long,21
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,5,short,22
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,5,long,21
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,6,short,21
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,6,long,21
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,1,short,22
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,1,long,20
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,2,short,22
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,2,long,21
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,3,short,22
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,3,long,21
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,4,short,21
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,4,long,22
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,5,short,22
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,5,long,21
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,6,short,21
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,6,long,22
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,1,short,22
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,1,long,21
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,2,short,22
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,2,long,22
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,3,short,22
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,3,long,21
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,4,short,22
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,4,long,22
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,5,short,22
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,5,long,22
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,6,short,22
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,6,long,22
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,1,short,22
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,1,long,21
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,2,short,22
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,2,long,22
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,3,short,22
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,3,long,21
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,4,short,22
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,4,long,22
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,5,short,22
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,5,long,22
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,6,short,22
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,6,long,22
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,1,short,22
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,1,long,21
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,2,short,22
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,2,long,22
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,3,short,22
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,3,long,21
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,4,short,22
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,4,long,22
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,5,short,22
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,5,long,22
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,6,short,22
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,6,long,22
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,1,short,22
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,1,long,21
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,2,short,22
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,2,long,22
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,3,short,22
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,3,long,21
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,4,short,22
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,4,long,22
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,5,short,22
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,5,long,22
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,6,short,22
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,6,long,22
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,1,short,27
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,1,long,26
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,2,short,28
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,2,long,28
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,3,short,28
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,3,long,29
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,4,short,27
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,4,long,26
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,5,short,24
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,5,long,26
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,6,short,27
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,6,long,28
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,1,short,30
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,1,long,30
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,2,short,30
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,2,long,30
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,3,short,30
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,3,long,30
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,4,short,30
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,4,long,30
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,5,short,28
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,5,long,30
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,6,short,30
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,6,long,30
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,1,short,26
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,1,long,27
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,2,short,26
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,2,long,26
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,3,short,26
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,3,long,27
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,4,short,26
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,4,long,26
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,5,short,27
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,5,long,28
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,6,short,27
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,6,long,26
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,1,short,26
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,1,long,26
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,2,short,26
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,2,long,26
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,3,short,26
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,3,long,27
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,4,short,26
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,4,long,26
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,5,short,26
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,5,long,28
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,6,short,27
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,6,long,25
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,1,short,26
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,1,long,26
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,2,short,24
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,2,long,24
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,3,short,26
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,3,long,26
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,4,short,25
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,4,long,21
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,5,short,26
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,5,long,22
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,6,short,24
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,6,long,24
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,1,short,26
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,1,long,26
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,2,short,24
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,2,long,25
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,3,short,26
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,3,long,26
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,4,short,26
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,4,long,22
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,5,short,26
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,5,long,23
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,6,short,25
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,6,long,25
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,1,short,26
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,1,long,26
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,2,short,24
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,2,long,25
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,3,short,26
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,3,long,26
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,4,short,26
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,4,long,22
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,5,short,26
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,5,long,23
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,6,short,25
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,6,long,25
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,1,short,26
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,1,long,26
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,2,short,24
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,2,long,25
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,3,short,26
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,3,long,26
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,4,short,26
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,4,long,22
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,5,short,26
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,5,long,23
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,6,short,25
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,6,long,25
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,1,short,21
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,1,long,21
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,2,short,22
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,2,long,22
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,3,short,21
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,3,long,22
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,4,short,22
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,4,long,22
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,5,short,21
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,5,long,21
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,6,short,21
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,6,long,21
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,1,short,22
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,1,long,25
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,2,short,23
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,2,long,22
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,3,short,22
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,3,long,25
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,4,short,23
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,4,long,23
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,5,short,23
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,5,long,24
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,6,short,22
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,6,long,23
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,1,short,22
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,1,long,25
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,2,short,23
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,2,long,22
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,3,short,22
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,3,long,25
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,4,short,23
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,4,long,23
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,5,short,23
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,5,long,24
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,6,short,22
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,6,long,23
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,1,short,24
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,1,long,24
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,2,short,23
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,2,long,24
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,3,short,22
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,3,long,25
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,4,short,23
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,4,long,26
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,5,short,24
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,5,long,23
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,6,short,23
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,6,long,23
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,1,short,24
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,1,long,24
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,2,short,23
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,2,long,24
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,3,short,22
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,3,long,25
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,4,short,23
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,4,long,26
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,5,short,24
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,5,long,23
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,6,short,23
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,6,long,23
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,1,short,22
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,1,long,23
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,2,short,23
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,2,long,22
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,3,short,22
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,3,long,22
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,4,short,22
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,4,long,22
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,5,short,22
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,5,long,22
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,6,short,22
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,6,long,22
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,1,short,22
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,1,long,23
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,2,short,23
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,2,long,22
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,3,short,22
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,3,long,22
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,4,short,22
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,4,long,22
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,5,short,22
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,5,long,22
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,6,short,22
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,6,long,22
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,1,short,22
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,1,long,23
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,2,short,23
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,2,long,22
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,3,short,22
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,3,long,22
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,4,short,22
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,4,long,22
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,5,short,22
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,5,long,22
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,6,short,22
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,6,long,22
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,1,short,22
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,1,long,23
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,2,short,23
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,2,long,22
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,3,short,22
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,3,long,22
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,4,short,22
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,4,long,22
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,5,short,22
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,5,long,22
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,6,short,22
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,6,long,22
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,1,short,26
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,1,long,26
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,2,short,26
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,2,long,26
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,3,short,25
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,3,long,26
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,4,short,25
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,4,long,25
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,5,short,25
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,5,long,25
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,6,short,27
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,6,long,25
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,5,1,short,26
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,5,1,long,26
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,5,2,short,26
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,5,2,long,26
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,5,3,short,25
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,5,3,long,26
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,5,4,short,25
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,5,4,long,25
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,5,5,short,25
