lfp_uid,monkey,session_id,lfp_id,direction,delay,n_trials
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,1,short,21
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,1,long,21
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,2,short,21
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,2,long,21
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,3,short,21
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,3,long,21
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,4,short,21
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,4,long,21
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,5,short,21
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,5,long,22
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,6,short,21
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,6,long,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,1,short,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,1,long,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,2,short,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,2,long,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,3,short,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,3,long,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,4,short,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,4,long,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,5,short,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,5,long,22
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,6,short,21
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,6,long,21
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,1,short,16
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,1,long,17
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,2,short,16
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,2,long,15
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,3,short,17
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,3,long,14
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,4,short,15
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,4,long,16
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,5,short,15
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,5,long,15
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,6,short,16
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,6,long,15
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,1,short,0
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,1,long,0
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,2,short,0
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,2,long,0
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,3,short,27
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,3,long,27
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,4,short,0
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,4,long,0
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,5,short,0
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,5,long,0
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,6,short,27
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,6,long,27
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,1,short,0
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,1,long,0
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,2,short,0
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,2,long,0
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,3,short,27
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,3,long,27
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,4,short,0
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,4,long,0
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,5,short,0
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,5,long,0
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,6,short,27
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,6,long,27
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,1,short,22
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,1,long,21
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,2,short,21
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,2,long,21
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,3,short,22
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,3,long,21
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,4,short,22
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,4,long,20
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,5,short,22
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,5,long,22
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,6,short,22
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,6,long,22
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,1,short,12
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,1,long,10
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,2,short,13
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,2,long,9
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,3,short,13
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,3,long,12
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,4,short,11
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,4,long,12
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,5,short,12
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,5,long,11
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,6,short,13
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,6,long,12
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,1,short,0
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,1,long,0
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,2,short,0
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,2,long,0
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,3,short,22
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,3,long,22
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,4,short,0
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,4,long,0
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,5,short,0
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,5,long,0
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,6,short,22
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,6,long,21
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,1,short,26
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,1,long,26
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,2,short,26
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,2,long,27
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,3,short,26
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,3,long,27
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,4,short,26
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,4,long,27
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,5,short,26
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,5,long,26
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,6,short,27
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,6,long,26
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,1,short,10
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,1,long,9
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,2,short,9
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,2,long,11
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,3,short,10
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,3,long,9
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,4,short,9
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,4,long,9
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,5,short,9
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,5,long,9
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,6,short,9
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,6,long,10
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,1,short,10
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,1,long,9
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,2,short,9
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,2,long,11
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,3,short,10
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,3,long,9
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,4,short,9
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,4,long,9
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,5,short,9
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,5,long,9
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,6,short,9
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,6,long,10
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,1,short,28
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,1,long,27
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,2,short,29
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,2,long,28
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,3,short,26
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,3,long,27
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,4,short,26
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,4,long,29
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,5,short,27
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,5,long,26
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,6,short,27
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,6,long,29
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,1,short,28
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,1,long,27
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,2,short,29
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,2,long,28
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,3,short,26
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,3,long,27
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,4,short,26
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,4,long,29
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,5,short,27
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,5,long,26
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,6,short,27
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,6,long,29
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,1,short,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,1,long,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,2,short,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,2,long,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,3,short,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,3,long,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,4,short,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,4,long,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,5,short,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,5,long,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,6,short,22
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,6,long,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,1,short,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,1,long,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,2,short,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,2,long,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,3,short,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,3,long,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,4,short,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,4,long,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,5,short,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,5,long,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,6,short,22
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,6,long,22
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,1,short,23
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,1,long,25
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,2,short,24
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,2,long,25
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,3,short,24
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,3,long,24
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,4,short,23
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,4,long,24
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,5,short,22
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,5,long,23
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,6,short,23
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,6,long,23
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,1,short,23
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,1,long,25
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,2,short,24
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,2,long,25
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,3,short,24
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,3,long,24
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,4,short,23
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,4,long,24
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,5,short,22
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,5,long,23
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,6,short,23
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,6,long,23
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,1,short,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,1,long,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,2,short,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,2,long,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,3,short,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,3,long,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,4,short,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,4,long,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,5,short,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,5,long,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,6,short,26
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,6,long,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,1,short,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,1,long,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,2,short,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,2,long,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,3,short,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,3,long,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,4,short,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,4,long,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,5,short,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,5,long,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,6,short,26
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,6,long,26
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,1,short,26
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,1,long,24
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,2,short,26
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,2,long,26
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,3,short,25
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,3,long,25
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,4,short,25
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,4,long,26
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,5,short,25
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,5,long,25
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,6,short,23
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,6,long,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,1,short,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,1,long,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,2,short,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,2,long,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,3,short,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,3,long,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,4,short,23
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,4,long,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,5,short,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,5,long,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,6,short,22
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,6,long,22
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,1,short,22
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,1,long,21
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,2,short,21
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,2,long,21
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,3,short,22
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,3,long,22
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,4,short,21
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,4,long,21
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,5,short,22
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,5,long,22
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,6,short,22
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,6,long,21
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,1,short,0
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,1,long,0
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,2,short,22
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,2,long,22
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,3,short,0
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,3,long,0
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,4,short,0
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,4,long,0
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,5,short,24
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,5,long,22
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,6,short,0
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,6,long,0
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,1,short,0
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,1,long,0
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,2,short,22
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,2,long,22
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,3,short,0
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,3,long,0
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,4,short,0
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,4,long,0
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,5,short,24
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,5,long,22
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,6,short,0
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,6,long,0
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,1,short,0
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,1,long,0
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,2,short,28
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,2,long,28
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,3,short,0
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,3,long,0
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,4,short,0
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,4,long,0
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,5,short,27
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,5,long,28
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,6,short,0
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,6,long,0
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,1,short,0
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,1,long,0
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,2,short,28
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,2,long,27
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,3,short,0
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,3,long,0
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,4,short,0
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,4,long,0
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,5,short,27
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,5,long,28
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,6,short,0
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,6,long,0
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,1,short,12
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,1,long,15
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,2,short,14
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,2,long,14
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,3,short,12
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,3,long,12
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,4,short,14
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,4,long,12
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,5,short,12
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,5,long,11
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,6,short,13
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,6,long,10
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,1,short,12
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,1,long,15
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,2,short,14
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,2,long,14
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,3,short,13
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,3,long,13
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,4,short,14
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,4,long,13
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,5,short,13
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,5,long,13
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,6,short,14
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,6,long,13
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,1,short,22
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,1,long,22
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,2,short,22
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,2,long,23
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,3,short,22
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,3,long,22
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,4,short,22
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,4,long,22
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,5,short,22
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,5,long,22
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,6,short,21
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,6,long,22
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,1,short,22
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,1,long,22
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,2,short,22
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,2,long,23
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,3,short,22
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,3,long,22
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,4,short,22
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,4,long,22
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,5,short,22
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,5,long,22
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,6,short,21
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,6,long,22
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2,1,short,20
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2,1,long,18
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2,2,short,20
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2,2,long,19
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2,3,short,20
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2,3,long,17
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2,4,short,21
