true_label,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_1,0.1937829955768205,0.17081693249352536,0.1506550652165618,0.15521064915059404,0.15826079583133634,0.17127356173116193
true_2,0.16627318914317435,0.1879006782261941,0.16427912954063503,0.16217235678447842,0.1562361287837644,0.1631385175217538
true_3,0.15304027917886548,0.1660958352688813,0.19534091615818555,0.17116897326397518,0.159584410463348,0.15476958566674465
true_4,0.15620492024843416,0.1493446032708036,0.16731622168410865,0.20530529465963918,0.17051753850717324,0.15131142162984132
true_5,0.1539428286244054,0.1576617998702701,0.1549974787554719,0.16996326138734372,0.19448576106652896,0.16894887029598
true_6,0.16902938975730855,0.1582923102759097,0.16177593696928375,0.1550370767659908,0.17459458099230707,0.18127070523920014
