recording,day,difference,monkey,enhanced,baseline
monkeyM_session-o080801001-7_lfp-6,2008-08-01,0.0332642063471493,M,ktorus_all_bands,all_bands
monkeyM_session-o080808001-5_lfp-5,2008-08-08,0.0252798465853175,M,ktorus_all_bands,all_bands
monkeyM_session-o080808001-5_lfp-6,2008-08-08,-0.0240890731870532,M,ktorus_all_bands,all_bands
monkeyM_session-o080808006-12_lfp-5,2008-08-08,-0.0393835623995611,M,ktorus_all_bands,all_bands
monkeyM_session-o080808006-12_lfp-6,2008-08-08,-0.0390357304777694,M,ktorus_all_bands,all_bands
monkeyM_session-o080828001-6_lfp-5,2008-08-28,-0.0342056342056341,M,ktorus_all_bands,all_bands
monkeyM_session-o080828001-6_lfp-6,2008-08-28,0.0054072336032251,M,ktorus_all_bands,all_bands
monkeyM_session-o080828007-12_lfp-5,2008-08-28,0.0331117158703365,M,ktorus_all_bands,all_bands
monkeyM_session-o080829001-5_lfp-5,2008-08-29,0.0048627250019213,M,ktorus_all_bands,all_bands
monkeyM_session-o080904001-7_lfp-5,2008-09-04,-0.0638652497830178,M,ktorus_all_bands,all_bands
monkeyM_session-o080904008-14_lfp-5,2008-09-04,-0.0143421884882985,M,ktorus_all_bands,all_bands
monkeyM_session-o080904008-14_lfp-6,2008-09-04,0.0201418385362703,M,ktorus_all_bands,all_bands
monkeyM_session-o080905001-6_lfp-5,2008-09-05,0.0310953409110792,M,ktorus_all_bands,all_bands
monkeyM_session-o080910001-5_lfp-5,2008-09-10,0.0061134826221033,M,ktorus_all_bands,all_bands
monkeyM_session-o080910001-5_lfp-7,2008-09-10,-0.0548792035069854,M,ktorus_all_bands,all_bands
monkeyM_session-o080910006-11_lfp-5,2008-09-10,0.0384181407253293,M,ktorus_all_bands,all_bands
monkeyM_session-o080910006-11_lfp-7,2008-09-10,0.0356111768912774,M,ktorus_all_bands,all_bands
monkeyM_session-o080911001-5_lfp-5,2008-09-11,0.0004334699331639,M,ktorus_all_bands,all_bands
monkeyM_session-o080911001-5_lfp-6,2008-09-11,0.023861121302822,M,ktorus_all_bands,all_bands
monkeyM_session-o080911006-11_lfp-5,2008-09-11,0.0281418231534412,M,ktorus_all_bands,all_bands
monkeyM_session-o080911006-11_lfp-6,2008-09-11,-0.0162855974373279,M,ktorus_all_bands,all_bands
monkeyM_session-o080917001-8_lfp-5,2008-09-17,0.1020778656619951,M,ktorus_all_bands,all_bands
monkeyM_session-o080917001-8_lfp-6,2008-09-17,-0.0519935498179599,M,ktorus_all_bands,all_bands
monkeyM_session-o080918001-5_lfp-5,2008-09-18,-0.0009570773223105,M,ktorus_all_bands,all_bands
monkeyM_session-o080918001-5_lfp-6,2008-09-18,0.0967607705348061,M,ktorus_all_bands,all_bands
monkeyM_session-o080918006-11_lfp-5,2008-09-18,-0.0692360525819711,M,ktorus_all_bands,all_bands
monkeyM_session-o080919001-6_lfp-5,2008-09-19,-0.044679693647425,M,ktorus_all_bands,all_bands
monkeyM_session-o080919001-6_lfp-7,2008-09-19,0.0175952245523925,M,ktorus_all_bands,all_bands
monkeyM_session-o080919007-12_lfp-5,2008-09-19,0.0197121764175655,M,ktorus_all_bands,all_bands
monkeyM_session-o080919007-12_lfp-7,2008-09-19,0.0301371229836291,M,ktorus_all_bands,all_bands
monkeyM_session-o080925002-6_lfp-6,2008-09-25,-0.033462535423047,M,ktorus_all_bands,all_bands
monkeyM_session-o080925002-6_lfp-7,2008-09-25,0.0738204820866111,M,ktorus_all_bands,all_bands
monkeyM_session-o080925007-12_lfp-6,2008-09-25,0.0462146558878546,M,ktorus_all_bands,all_bands
monkeyM_session-o080925007-12_lfp-7,2008-09-25,-0.0043955112220468,M,ktorus_all_bands,all_bands
monkeyM_session-o080926001-6_lfp-5,2008-09-26,-0.0300060763516536,M,ktorus_all_bands,all_bands
monkeyM_session-o080926007-11_lfp-5,2008-09-26,-0.0492539339482722,M,ktorus_all_bands,all_bands
monkeyM_session-o080926007-11_lfp-6,2008-09-26,0.0211134037834936,M,ktorus_all_bands,all_bands
monkeyM_session-o081001001-12_lfp-1,2008-10-01,0.042526944016882,M,ktorus_all_bands,all_bands
monkeyM_session-o081001001-12_lfp-3,2008-10-01,0.0120575717843455,M,ktorus_all_bands,all_bands
monkeyM_session-o081001013-26_lfp-1,2008-10-01,0.0287901550446567,M,ktorus_all_bands,all_bands
