recording,monkey,fold,status,K,dimension,tau_samples,condition,feature_count,n_training_trials,frequencies_hz,training_trials_per_feature,harmonic_ambiguities,geometry_evaluable
monkeyT_session-y070314001-8_lfp-5,T,1,ok,2,5,12.0,1.5147578056032789,36,81,"[6.0, 24.0]",2.25,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070314001-8_lfp-5,T,2,ok,2,5,13.0,1.3961411532519297,36,82,"[6.0, 24.0]",2.2777777777777777,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070314001-8_lfp-5,T,3,ok,2,5,13.0,1.3961411532519297,36,82,"[6.0, 24.0]",2.2777777777777777,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070314001-8_lfp-5,T,4,ok,2,5,13.0,1.3961411532519297,36,82,"[6.0, 24.0]",2.2777777777777777,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070314001-8_lfp-7,T,0,ok,1,3,19.0,4.374183643344543,10,81,[24.0],8.1,[],True
monkeyT_session-y070314001-8_lfp-7,T,1,ok,1,3,19.0,4.374183643344543,10,81,[24.0],8.1,[],True
monkeyT_session-y070314001-8_lfp-7,T,2,ok,1,3,20.0,9.72060660495912,10,82,[24.0],8.2,[],True
monkeyT_session-y070314001-8_lfp-7,T,3,ok,1,3,18.0,2.781331582683182,10,82,[24.0],8.2,[],True
monkeyT_session-y070314001-8_lfp-7,T,4,ok,1,3,20.0,9.72060660495912,10,82,[24.0],8.2,[],True
monkeyT_session-y070315003-8_lfp-5,T,0,ok,1,3,14.0,1.0197252168726616,10,100,[24.0],10.0,[],True
monkeyT_session-y070315003-8_lfp-5,T,1,ok,1,3,15.0,1.235543730059616,10,101,[24.0],10.1,[],True
monkeyT_session-y070315003-8_lfp-5,T,2,ok,1,3,14.0,1.0197252168726616,10,101,[24.0],10.1,[],True
monkeyT_session-y070315003-8_lfp-5,T,3,ok,2,5,15.0,1.5195818596268869,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070315003-8_lfp-5,T,4,ok,2,5,14.0,1.412720184980373,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070315003-8_lfp-6,T,0,ok,1,3,13.0,1.1525420501870804,10,100,[24.0],10.0,[],True
monkeyT_session-y070315003-8_lfp-6,T,1,ok,1,3,13.0,1.1525420501870804,10,101,[24.0],10.1,[],True
monkeyT_session-y070315003-8_lfp-6,T,2,ok,1,3,13.0,1.1525420501870804,10,101,[24.0],10.1,[],True
monkeyT_session-y070315003-8_lfp-6,T,3,ok,1,3,13.0,1.1525420501870804,10,101,[24.0],10.1,[],True
monkeyT_session-y070315003-8_lfp-6,T,4,ok,1,3,13.0,1.1525420501870804,10,101,[24.0],10.1,[],True
monkeyT_session-y070315003-8_lfp-8,T,0,ok,2,5,13.0,1.3961411532519297,36,100,"[6.0, 24.0]",2.7777777777777777,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070315003-8_lfp-8,T,1,ok,3,7,13.0,1.6546422318776337,92,101,"[6.0, 22.0, 46.0]",1.0978260869565215,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}, {""lower_hz"": 6.0, ""upper_hz"": 46.0, ""multiple"": 8}, {""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070315003-8_lfp-8,T,2,ok,2,5,13.0,1.3937959010976129,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070315003-8_lfp-8,T,3,ok,2,5,12.0,1.5147578056032789,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070315003-8_lfp-8,T,4,ok,2,5,14.0,1.2679227165578617,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070315009-14_lfp-5,T,0,ok,2,5,16.0,1.5817798584821443,36,96,"[6.0, 24.0]",2.6666666666666665,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070315009-14_lfp-5,T,1,ok,2,5,16.0,1.5817798584821443,36,96,"[6.0, 24.0]",2.6666666666666665,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070315009-14_lfp-5,T,2,ok,2,5,15.0,1.5195818596268869,36,96,"[6.0, 24.0]",2.6666666666666665,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070315009-14_lfp-5,T,3,ok,2,5,16.0,1.5817798584821443,36,96,"[6.0, 24.0]",2.6666666666666665,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070315009-14_lfp-5,T,4,ok,2,5,16.0,1.5817798584821443,36,96,"[6.0, 24.0]",2.6666666666666665,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070315009-14_lfp-6,T,0,ok,1,3,13.0,1.1525420501870804,10,96,[24.0],9.6,[],True
monkeyT_session-y070315009-14_lfp-6,T,1,ok,1,3,13.0,1.1525420501870804,10,96,[24.0],9.6,[],True
monkeyT_session-y070315009-14_lfp-6,T,2,ok,1,3,13.0,1.1525420501870804,10,96,[24.0],9.6,[],True
monkeyT_session-y070315009-14_lfp-6,T,3,ok,1,3,13.0,1.1525420501870804,10,96,[24.0],9.6,[],True
monkeyT_session-y070315009-14_lfp-6,T,4,ok,1,3,13.0,1.1525420501870804,10,96,[24.0],9.6,[],True
monkeyT_session-y070315009-14_lfp-7,T,0,ok,1,3,22.0,6.925798635500047,10,96,[24.0],9.6,[],True
monkeyT_session-y070315009-14_lfp-7,T,1,ok,1,3,23.0,3.68272019886195,10,96,[24.0],9.6,[],True
monkeyT_session-y070315009-14_lfp-7,T,2,ok,1,3,16.0,1.543256175354837,10,96,[24.0],9.6,[],True
monkeyT_session-y070315009-14_lfp-7,T,3,ok,1,3,19.0,4.374183643344543,10,96,[24.0],9.6,[],True
monkeyT_session-y070315009-14_lfp-7,T,4,ok,1,3,19.0,4.374183643344543,10,96,[24.0],9.6,[],True
monkeyT_session-y070316001-4_lfp-7,T,0,ok,2,5,15.0,15.130743213752773,36,100,"[22.0, 46.0]",2.7777777777777777,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316001-4_lfp-7,T,1,ok,2,5,15.0,15.130743213752773,36,101,"[22.0, 46.0]",2.805555555555556,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316001-4_lfp-7,T,2,ok,2,5,15.0,15.130743213752773,36,101,"[22.0, 46.0]",2.805555555555556,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316001-4_lfp-7,T,3,ok,1,3,15.0,1.235543730059616,10,101,[24.0],10.1,[],True
monkeyT_session-y070316001-4_lfp-7,T,4,ok,1,3,15.0,1.235543730059616,10,101,[24.0],10.1,[],True
monkeyT_session-y070316006-8_lfp-7,T,0,ok,3,7,16.0,1.801934385866871,92,105,"[6.0, 24.0, 46.0]",1.141304347826087,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}, {""lower_hz"": 6.0, ""upper_hz"": 46.0, ""multiple"": 8}, {""lower_hz"": 24.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316006-8_lfp-7,T,1,ok,3,7,15.0,4.482277431885471,92,105,"[6.0, 24.0, 46.0]",1.141304347826087,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}, {""lower_hz"": 6.0, ""upper_hz"": 46.0, ""multiple"": 8}, {""lower_hz"": 24.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316006-8_lfp-7,T,2,ok,3,7,15.0,4.482277431885471,92,106,"[6.0, 24.0, 46.0]",1.1521739130434785,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}, {""lower_hz"": 6.0, ""upper_hz"": 46.0, ""multiple"": 8}, {""lower_hz"": 24.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316006-8_lfp-7,T,3,ok,3,7,15.0,11.732991567025088,92,106,"[6.0, 22.0, 46.0]",1.1521739130434785,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}, {""lower_hz"": 6.0, ""upper_hz"": 46.0, ""multiple"": 8}, {""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316006-8_lfp-7,T,4,ok,2,5,15.0,1.5195818596268869,36,106,"[6.0, 24.0]",2.9444444444444446,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070316006-8_lfp-8,T,0,ok,2,5,13.0,3.237366265659866,36,100,"[22.0, 46.0]",2.7777777777777777,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316006-8_lfp-8,T,1,ok,2,5,13.0,3.237366265659866,36,101,"[22.0, 46.0]",2.805555555555556,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316006-8_lfp-8,T,2,ok,2,5,13.0,3.237366265659866,36,101,"[22.0, 46.0]",2.805555555555556,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316006-8_lfp-8,T,3,ok,2,5,13.0,3.237366265659866,36,101,"[22.0, 46.0]",2.805555555555556,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316006-8_lfp-8,T,4,ok,2,5,13.0,3.237366265659866,36,101,"[22.0, 46.0]",2.805555555555556,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316009-12_lfp-7,T,0,ok,1,3,16.0,1.1552468801208078,10,158,[22.0],15.8,[],True
monkeyT_session-y070316009-12_lfp-7,T,1,ok,1,3,16.0,1.1552468801208078,10,158,[22.0],15.8,[],True
monkeyT_session-y070316009-12_lfp-7,T,2,ok,1,3,15.0,1.0241767030985724,10,158,[22.0],15.8,[],True
monkeyT_session-y070316009-12_lfp-7,T,3,ok,1,3,16.0,1.1552468801208078,10,159,[22.0],15.9,[],True
monkeyT_session-y070316009-12_lfp-7,T,4,ok,1,3,15.0,1.0241767030985724,10,159,[22.0],15.9,[],True
monkeyT_session-y070316009-12_lfp-8,T,0,ok,1,3,13.0,1.3136966701741513,10,158,[22.0],15.8,[],True
monkeyT_session-y070316009-12_lfp-8,T,1,ok,2,5,13.0,3.237366265659866,36,158,"[22.0, 46.0]",4.388888888888889,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316009-12_lfp-8,T,2,ok,2,5,13.0,3.237366265659866,36,158,"[22.0, 46.0]",4.388888888888889,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316009-12_lfp-8,T,3,ok,2,5,13.0,3.237366265659866,36,159,"[22.0, 46.0]",4.416666666666667,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070316009-12_lfp-8,T,4,ok,2,5,13.0,3.237366265659866,36,159,"[22.0, 46.0]",4.416666666666667,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070412010-15_lfp-5,T,0,ok,2,5,14.0,1.2679227165578617,36,105,"[6.0, 22.0]",2.9166666666666665,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070412010-15_lfp-5,T,1,ok,2,5,15.0,1.3188296592346802,36,105,"[6.0, 22.0]",2.9166666666666665,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070412010-15_lfp-5,T,2,ok,2,5,15.0,1.3188296592346802,36,106,"[6.0, 22.0]",2.9444444444444446,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070412010-15_lfp-5,T,3,ok,2,5,14.0,1.2679227165578617,36,106,"[6.0, 22.0]",2.9444444444444446,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070412010-15_lfp-5,T,4,ok,2,5,14.0,1.2679227165578617,36,106,"[6.0, 22.0]",2.9444444444444446,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070412010-15_lfp-6,T,0,ok,1,3,16.0,1.1552468801208078,10,105,[22.0],10.5,[],True
monkeyT_session-y070412010-15_lfp-6,T,1,ok,1,3,16.0,1.1552468801208078,10,105,[22.0],10.5,[],True
monkeyT_session-y070412010-15_lfp-6,T,2,ok,1,3,16.0,1.1552468801208078,10,106,[22.0],10.6,[],True
monkeyT_session-y070412010-15_lfp-6,T,3,ok,1,3,16.0,1.1552468801208078,10,106,[22.0],10.6,[],True
monkeyT_session-y070412010-15_lfp-6,T,4,ok,1,3,16.0,1.1552468801208078,10,106,[22.0],10.6,[],True
monkeyT_session-y070412010-15_lfp-7,T,0,ok,1,3,15.0,1.0241767030985724,10,105,[22.0],10.5,[],True
monkeyT_session-y070412010-15_lfp-7,T,1,ok,1,3,15.0,1.0241767030985724,10,105,[22.0],10.5,[],True
monkeyT_session-y070412010-15_lfp-7,T,2,ok,1,3,15.0,1.0241767030985724,10,106,[22.0],10.6,[],True
monkeyT_session-y070412010-15_lfp-7,T,3,ok,1,3,15.0,1.0241767030985724,10,106,[22.0],10.6,[],True
monkeyT_session-y070412010-15_lfp-7,T,4,ok,1,3,15.0,1.0241767030985724,10,106,[22.0],10.6,[],True
monkeyT_session-y070412010-15_lfp-8,T,0,ok,1,3,15.0,1.0241767030985724,10,100,[22.0],10.0,[],True
monkeyT_session-y070412010-15_lfp-8,T,1,ok,1,3,15.0,1.0241767030985724,10,101,[22.0],10.1,[],True
monkeyT_session-y070412010-15_lfp-8,T,2,ok,1,3,14.0,1.179928905417599,10,101,[22.0],10.1,[],True
monkeyT_session-y070412010-15_lfp-8,T,3,ok,1,3,14.0,1.179928905417599,10,101,[22.0],10.1,[],True
monkeyT_session-y070412010-15_lfp-8,T,4,ok,1,3,14.0,1.179928905417599,10,101,[22.0],10.1,[],True
monkeyT_session-y070413002-8_lfp-6,T,0,ok,2,5,15.0,1.9387001320874888,36,115,"[4.0, 22.0]",3.1944444444444446,"[{""lower_hz"": 4.0, ""upper_hz"": 22.0, ""multiple"": 6}]",True
monkeyT_session-y070413002-8_lfp-6,T,1,ok,2,5,15.0,1.9387001320874888,36,115,"[4.0, 22.0]",3.1944444444444446,"[{""lower_hz"": 4.0, ""upper_hz"": 22.0, ""multiple"": 6}]",True
monkeyT_session-y070413002-8_lfp-6,T,2,ok,2,5,15.0,15.130743213752773,36,115,"[22.0, 46.0]",3.1944444444444446,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070413002-8_lfp-6,T,3,ok,2,5,14.0,1.2679227165578617,36,115,"[6.0, 22.0]",3.1944444444444446,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070413002-8_lfp-6,T,4,ok,2,5,14.0,1.2679227165578617,36,116,"[6.0, 22.0]",3.2222222222222223,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070413009-13_lfp-5,T,0,ok,1,3,8.0,1.179928905417599,10,100,[24.0],10.0,[],True
monkeyT_session-y070413009-13_lfp-5,T,1,ok,1,3,8.0,1.179928905417599,10,101,[24.0],10.1,[],True
monkeyT_session-y070413009-13_lfp-5,T,2,ok,1,3,8.0,1.179928905417599,10,101,[24.0],10.1,[],True
monkeyT_session-y070413009-13_lfp-5,T,3,ok,1,3,8.0,1.179928905417599,10,101,[24.0],10.1,[],True
monkeyT_session-y070413009-13_lfp-5,T,4,ok,1,3,8.0,1.179928905417599,10,101,[24.0],10.1,[],True
monkeyT_session-y070413009-13_lfp-6,T,0,ok,2,5,15.0,15.130743213752773,36,100,"[22.0, 46.0]",2.7777777777777777,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070413009-13_lfp-6,T,1,ok,2,5,15.0,15.130743213752773,36,101,"[22.0, 46.0]",2.805555555555556,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070413009-13_lfp-6,T,2,ok,2,5,11.0,21.001064928770973,36,101,"[22.0, 46.0]",2.805555555555556,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070413009-13_lfp-6,T,3,ok,1,3,11.0,1.4088751340848962,10,101,[22.0],10.1,[],True
monkeyT_session-y070413009-13_lfp-6,T,4,ok,2,5,15.0,15.130743213752773,36,101,"[22.0, 46.0]",2.805555555555556,"[{""lower_hz"": 22.0, ""upper_hz"": 46.0, ""multiple"": 2}]",True
monkeyT_session-y070413009-13_lfp-7,T,0,ok,2,5,8.0,5.678344031410961,36,100,"[6.0, 24.0]",2.7777777777777777,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070413009-13_lfp-7,T,1,ok,2,5,8.0,5.678344031410961,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070413009-13_lfp-7,T,2,ok,2,5,8.0,5.678344031410961,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070413009-13_lfp-7,T,3,ok,2,5,8.0,5.678344031410961,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070413009-13_lfp-7,T,4,ok,2,5,8.0,5.678344031410961,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070413009-13_lfp-8,T,0,ok,1,3,8.0,1.179928905417599,10,100,[24.0],10.0,[],True
monkeyT_session-y070413009-13_lfp-8,T,1,ok,1,3,7.0,1.1007804420363028,10,101,[22.0],10.1,[],True
monkeyT_session-y070413009-13_lfp-8,T,2,ok,1,3,8.0,1.067546381042057,10,101,[22.0],10.1,[],True
monkeyT_session-y070413009-13_lfp-8,T,3,ok,1,3,8.0,1.067546381042057,10,101,[22.0],10.1,[],True
monkeyT_session-y070413009-13_lfp-8,T,4,ok,1,3,8.0,1.067546381042057,10,101,[22.0],10.1,[],True
monkeyT_session-y070416003-7_lfp-5,T,0,ok,1,3,13.0,1.1525420501870804,10,100,[24.0],10.0,[],True
monkeyT_session-y070416003-7_lfp-5,T,1,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070416003-7_lfp-5,T,2,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070416003-7_lfp-5,T,3,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070416003-7_lfp-5,T,4,ok,1,3,13.0,1.1525420501870804,10,101,[24.0],10.1,[],True
monkeyT_session-y070416003-7_lfp-6,T,0,ok,1,3,13.0,1.3136966701741513,10,100,[22.0],10.0,[],True
monkeyT_session-y070416003-7_lfp-6,T,1,ok,1,3,13.0,1.1525420501870804,10,101,[24.0],10.1,[],True
monkeyT_session-y070416003-7_lfp-6,T,2,ok,1,3,12.0,1.303139596506898,10,101,[24.0],10.1,[],True
monkeyT_session-y070416003-7_lfp-6,T,3,ok,1,3,13.0,1.1525420501870804,10,101,[24.0],10.1,[],True
monkeyT_session-y070416003-7_lfp-6,T,4,ok,1,3,13.0,1.1525420501870804,10,101,[24.0],10.1,[],True
monkeyT_session-y070416009-13_lfp-5,T,0,ok,1,3,13.0,1.3136966701741513,10,100,[22.0],10.0,[],True
monkeyT_session-y070416009-13_lfp-5,T,1,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070416009-13_lfp-5,T,2,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070416009-13_lfp-5,T,3,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070416009-13_lfp-5,T,4,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070416009-13_lfp-6,T,0,ok,1,3,13.0,1.3136966701741513,10,100,[22.0],10.0,[],True
monkeyT_session-y070416009-13_lfp-6,T,1,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070416009-13_lfp-6,T,2,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070416009-13_lfp-6,T,3,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070416009-13_lfp-6,T,4,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070419002-5_lfp-5,T,0,ok,1,3,14.0,1.0197252168726616,10,100,[24.0],10.0,[],True
monkeyT_session-y070419002-5_lfp-5,T,1,ok,1,3,14.0,1.0197252168726616,10,101,[24.0],10.1,[],True
monkeyT_session-y070419002-5_lfp-5,T,2,ok,2,5,14.0,1.2679227165578617,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070419002-5_lfp-5,T,3,ok,1,3,14.0,1.179928905417599,10,101,[22.0],10.1,[],True
monkeyT_session-y070419002-5_lfp-5,T,4,ok,1,3,14.0,1.179928905417599,10,101,[22.0],10.1,[],True
monkeyT_session-y070419002-5_lfp-7,T,0,ok,1,3,13.0,1.3136966701741513,10,100,[22.0],10.0,[],True
monkeyT_session-y070419002-5_lfp-7,T,1,ok,1,3,13.0,1.1525420501870804,10,101,[24.0],10.1,[],True
monkeyT_session-y070419002-5_lfp-7,T,2,ok,2,5,13.0,2.1823763695748863,36,101,"[4.0, 22.0]",2.805555555555556,"[{""lower_hz"": 4.0, ""upper_hz"": 22.0, ""multiple"": 6}]",True
monkeyT_session-y070419002-5_lfp-7,T,3,ok,2,5,13.0,1.3937959010976129,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070419002-5_lfp-7,T,4,ok,1,3,13.0,1.3136966701741513,10,101,[22.0],10.1,[],True
monkeyT_session-y070420002-5_lfp-5,T,0,ok,2,5,13.0,1.3937959010976129,36,100,"[6.0, 22.0]",2.7777777777777777,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070420002-5_lfp-5,T,1,ok,2,5,13.0,1.3937959010976129,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070420002-5_lfp-5,T,2,ok,2,5,13.0,1.3937959010976129,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070420002-5_lfp-5,T,3,ok,2,5,13.0,1.3937959010976129,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070420002-5_lfp-5,T,4,ok,2,5,13.0,1.3937959010976129,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070420002-5_lfp-8,T,0,ok,2,5,14.0,1.2679227165578617,36,100,"[6.0, 22.0]",2.7777777777777777,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070420002-5_lfp-8,T,1,ok,2,5,14.0,1.2679227165578617,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070420002-5_lfp-8,T,2,ok,2,5,14.0,1.2679227165578617,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070420002-5_lfp-8,T,3,ok,1,3,14.0,1.179928905417599,10,101,[22.0],10.1,[],True
monkeyT_session-y070420002-5_lfp-8,T,4,ok,2,5,13.0,1.3937959010976129,36,101,"[6.0, 22.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 22.0, ""multiple"": 4}]",True
monkeyT_session-y070420006-10_lfp-5,T,0,ok,2,5,13.0,1.3961411532519297,36,100,"[6.0, 24.0]",2.7777777777777777,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070420006-10_lfp-5,T,1,ok,2,5,13.0,1.3961411532519297,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070420006-10_lfp-5,T,2,ok,2,5,13.0,1.3961411532519297,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070420006-10_lfp-5,T,3,ok,2,5,13.0,1.3961411532519297,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070420006-10_lfp-5,T,4,ok,2,5,13.0,1.3961411532519297,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070420006-10_lfp-7,T,0,ok,2,5,9.0,3.612232348449377,36,100,"[6.0, 24.0]",2.7777777777777777,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070420006-10_lfp-7,T,1,ok,2,5,9.0,3.612232348449377,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
monkeyT_session-y070420006-10_lfp-7,T,2,ok,2,5,9.0,2.9144803247020983,36,101,"[6.0, 26.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 26.0, ""multiple"": 4}]",True
monkeyT_session-y070420006-10_lfp-7,T,3,ok,2,5,9.0,3.612232348449377,36,101,"[6.0, 24.0]",2.805555555555556,"[{""lower_hz"": 6.0, ""upper_hz"": 24.0, ""multiple"": 4}]",True
