raw_trial_index,held_out,success,normalized_error,nfev,reason,temporal_design_rank,temporal_condition,shape_rank,shape_condition,frequency_at_bound,phase_gap_mode_1,phase_gap_mode_2,phase_gap_mode_3,recording,monkey,fold,phase_gap_mode_4
31,False,True,0.7131491052339907,22,,3,1.4226291616110407,2,1.082856968804851,False,0.006514996976743,,,monkeyM_session-o080506002-22_lfp-1,M,0,
7,False,True,0.9792334159186726,5,,3,1.4170252050636054,2,1.0721389181448735,False,0.0269077829840568,,,monkeyM_session-o080506002-22_lfp-1,M,0,
9,False,True,0.7227581312320024,6,,3,1.420249465414861,2,1.0302770692952046,False,0.0051367136183477,,,monkeyM_session-o080506002-22_lfp-1,M,0,
18,False,True,0.9361224097309416,16,,3,1.420583512790036,2,1.206001120666075,True,0.0039999996504951,,,monkeyM_session-o080506002-22_lfp-1,M,0,
3,False,True,0.8144911192025789,15,,3,1.416346644470729,2,1.0650340232985018,False,0.0058295972481423,,,monkeyM_session-o080506002-22_lfp-1,M,0,
33,False,True,0.873558746578937,10,,3,1.42362319146344,2,1.1674651111669827,False,0.0030017234908719,,,monkeyM_session-o080506002-22_lfp-1,M,0,
28,False,True,0.5512687324255047,14,,3,1.4224086418923525,2,1.1534242666994885,False,0.0046344971737388,,,monkeyM_session-o080506002-22_lfp-1,M,0,
17,True,True,0.8529393651050708,6,,3,1.4225139119491983,2,1.106337205585777,False,0.0090160229420064,,,monkeyM_session-o080506002-22_lfp-1,M,0,
13,False,True,0.8372189033552823,12,,3,1.4211323454646283,2,1.1984360289567098,False,0.0022614022120386,,,monkeyM_session-o080506002-22_lfp-1,M,0,
10,False,True,0.4088293771667466,8,,3,1.4202305178281247,2,1.014267282254257,False,0.0048026519088555,,,monkeyM_session-o080506002-22_lfp-1,M,0,
20,False,True,0.8836763616037882,10,,3,1.4218800835384988,2,1.1730256068040283,False,0.0036936995624827,,,monkeyM_session-o080506002-22_lfp-1,M,0,
5,True,True,0.8953730831516631,7,,3,1.419923636061391,2,1.0643332820086564,False,0.0030859366892261,,,monkeyM_session-o080506002-22_lfp-1,M,0,
1,True,True,0.8978974074943252,9,,3,1.4182101308387374,2,1.0614353080236458,False,0.0092409284638148,,,monkeyM_session-o080506002-22_lfp-1,M,0,
16,False,True,0.7692205273139796,5,,3,1.4225828509190823,2,1.0640709670271484,False,0.0027441624506767,,,monkeyM_session-o080506002-22_lfp-1,M,0,
23,True,True,0.8488271944299428,7,,3,1.4183685825221073,2,1.0282301820218145,False,0.0041233039919594,,,monkeyM_session-o080506002-22_lfp-1,M,0,
11,False,True,0.7920592483021014,6,,3,1.4230047967366102,2,1.0626505002587876,False,0.0087952593465452,,,monkeyM_session-o080506002-22_lfp-1,M,0,
22,False,True,0.7040339922352403,31,,3,1.4180447440100885,2,1.0378206465934594,False,0.003631816730941,,,monkeyM_session-o080506002-22_lfp-1,M,0,
24,False,True,0.4631870953027445,4,,3,1.4215652225648816,2,1.0284890935542788,False,0.007096059726362,,,monkeyM_session-o080506002-22_lfp-1,M,0,
19,False,True,0.631120855207603,7,,3,1.4211404396871317,2,1.050403488603738,False,0.0046464147931644,,,monkeyM_session-o080506002-22_lfp-1,M,0,
12,True,True,0.9405076659628636,14,,3,1.420306831659193,2,1.267533042383319,False,0.0038027704665024,,,monkeyM_session-o080506002-22_lfp-1,M,0,
6,False,True,0.9793100345026752,18,,3,1.4218563813577092,2,1.194140134007323,False,0.0049276706469045,,,monkeyM_session-o080506002-22_lfp-1,M,0,
14,True,True,0.944636076972294,5,,3,1.416636012615549,2,1.12402850881412,False,0.0118420283229319,,,monkeyM_session-o080506002-22_lfp-1,M,0,
30,False,True,0.4640716977535724,14,,3,1.414744864133547,2,1.0897075848264826,False,0.0034405278153712,,,monkeyM_session-o080506002-22_lfp-1,M,0,
2,False,True,0.9831690902943224,11,,3,1.4222402626859965,2,1.0704420736287368,False,0.0021782075274696,,,monkeyM_session-o080506002-22_lfp-1,M,0,
25,False,True,0.2730642981123001,8,,3,1.4220546845547268,2,1.0544969025533069,False,0.0092412730211552,,,monkeyM_session-o080506002-22_lfp-1,M,0,
29,False,True,0.9483049152948462,7,,3,1.4223161959373642,2,1.064446278820388,False,0.002506149166809,,,monkeyM_session-o080506002-22_lfp-1,M,0,
32,False,True,0.9613585507468104,14,,3,1.4231854198767904,2,1.0875627683368112,False,0.0195823262729155,,,monkeyM_session-o080506002-22_lfp-1,M,0,
21,False,True,0.8935321450079363,12,,3,1.4150825797121598,2,1.093950696935602,False,0.0030987994726894,,,monkeyM_session-o080506002-22_lfp-1,M,0,
27,False,True,0.8532501757811173,15,,3,1.41564234663786,2,1.016033944028377,False,0.0280706790940488,,,monkeyM_session-o080506002-22_lfp-1,M,0,
4,False,True,0.8626384199845042,15,,3,1.415988178658613,2,1.0740029599095364,False,0.0026159769373612,,,monkeyM_session-o080506002-22_lfp-1,M,0,
15,False,True,0.8901576883963394,7,,3,1.4201667016558683,2,1.0417750455089874,False,0.0033571412507686,,,monkeyM_session-o080506002-22_lfp-1,M,0,
0,True,True,0.9205640087547892,14,,3,1.4234587600357915,2,1.1056681246132651,False,0.0037268944228143,,,monkeyM_session-o080506002-22_lfp-1,M,0,
26,False,True,0.8778178384732781,13,,3,1.4219479033589577,2,1.2127198065383376,False,0.0026612150673788,,,monkeyM_session-o080506002-22_lfp-1,M,0,
45,False,True,0.8531982934465984,6,,3,1.4228497115159848,2,1.063346262514033,False,0.0052045506329485,,,monkeyM_session-o080506002-22_lfp-1,M,0,
57,False,True,0.761130843728636,14,,3,1.421202128935224,2,1.1425444091749606,False,0.0029314798852064,,,monkeyM_session-o080506002-22_lfp-1,M,0,
37,False,True,0.4930539440547797,8,,3,1.422684407163436,2,1.04861659238393,False,0.0036656103853571,,,monkeyM_session-o080506002-22_lfp-1,M,0,
39,False,True,0.7443464620233634,18,,3,1.4217678310728283,2,1.1676660384908513,True,0.0079999999999995,,,monkeyM_session-o080506002-22_lfp-1,M,0,
49,False,True,0.7499250934543096,8,,3,1.4219686326075127,2,1.069858030898613,False,0.0023867908166277,,,monkeyM_session-o080506002-22_lfp-1,M,0,
61,True,True,0.8275781953152999,10,,3,1.4148283724377917,2,1.0567259088698815,False,0.003950582518529,,,monkeyM_session-o080506002-22_lfp-1,M,0,
65,True,True,0.5634788929791769,10,,3,1.4230887527143707,2,1.1191213736208434,False,0.0089080141975799,,,monkeyM_session-o080506002-22_lfp-1,M,0,
56,False,True,0.4112401022169488,10,,3,1.4184163527077995,2,1.0237190824186846,False,0.0041966058420799,,,monkeyM_session-o080506002-22_lfp-1,M,0,
62,False,True,0.444429662876401,10,,3,1.4237526655361366,2,1.097011337855479,False,0.0037397277801565,,,monkeyM_session-o080506002-22_lfp-1,M,0,
66,False,True,0.7879313889722889,20,,3,1.4205835128509092,2,1.1733019066511614,True,0.0040000000000013,,,monkeyM_session-o080506002-22_lfp-1,M,0,
60,True,True,0.6207707784576146,15,,3,1.4168186958405518,2,1.0747785665438536,False,0.0242567022594475,,,monkeyM_session-o080506002-22_lfp-1,M,0,
38,False,True,0.7410898920739344,23,,3,1.4162226894058487,2,1.0112874448774274,False,0.0195541458263239,,,monkeyM_session-o080506002-22_lfp-1,M,0,
59,False,True,0.8245902195288468,7,,3,1.418173595292446,2,1.088889972397561,False,0.0096698425319812,,,monkeyM_session-o080506002-22_lfp-1,M,0,
54,False,True,0.73035227905039,7,,3,1.422930980511386,2,1.0925606074745444,False,0.0057656165449504,,,monkeyM_session-o080506002-22_lfp-1,M,0,
48,False,True,0.3451518107327918,8,,3,1.4181434560562676,2,1.109380862964903,False,0.0133073269247694,,,monkeyM_session-o080506002-22_lfp-1,M,0,
55,True,True,0.721084012395897,10,,3,1.41951280773868,2,1.0392508972720955,False,0.0052678229661315,,,monkeyM_session-o080506002-22_lfp-1,M,0,
67,False,True,0.678529007817779,24,,3,1.4216880304302095,2,1.086748681932959,False,0.0075361245157625,,,monkeyM_session-o080506002-22_lfp-1,M,0,
53,False,True,0.3994267461059683,8,,3,1.4198763186081496,2,1.083885816123243,False,0.0034144098027799,,,monkeyM_session-o080506002-22_lfp-1,M,0,
40,False,True,0.878452719370673,11,,3,1.4177720242822598,2,1.008720641699146,False,0.0204417197286046,,,monkeyM_session-o080506002-22_lfp-1,M,0,
51,False,True,0.5532165294719252,14,,3,1.4163516887472751,2,1.1296219825807583,False,0.0025717240483169,,,monkeyM_session-o080506002-22_lfp-1,M,0,
63,False,True,0.4632670230358737,14,,3,1.4227685843161044,2,1.0266442537912304,False,0.0030616764098372,,,monkeyM_session-o080506002-22_lfp-1,M,0,
36,True,True,0.9269913066221052,13,,3,1.4189095552539273,2,1.0841334523501858,False,0.0043178562546328,,,monkeyM_session-o080506002-22_lfp-1,M,0,
34,False,True,0.726259760014855,18,,3,1.4166694550922294,2,1.2081966109391788,False,0.0051065959294964,,,monkeyM_session-o080506002-22_lfp-1,M,0,
68,False,True,0.6464696995414698,16,,3,1.42218602672754,2,1.0683287820085376,False,0.0031652562830206,,,monkeyM_session-o080506002-22_lfp-1,M,0,
58,False,True,0.8423045865811497,78,,3,1.4219648882507652,2,1.0921298370729733,False,0.0033555542452541,,,monkeyM_session-o080506002-22_lfp-1,M,0,
43,True,True,0.6923630147168314,12,,3,1.4222966088985427,2,1.0188311422608152,False,0.0040179577240637,,,monkeyM_session-o080506002-22_lfp-1,M,0,
