recording,monkey,day,method,geometry_evaluable,macro_f1,n_trials,old_pca_tube_f1,difference
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,ktorus,True,0.1751432227460991,198,0.2234810693692272,-0.0483378466231281
