recording,outer_fold,family,horizon_ms,trial_index,status,mse,nmse,r2,pearson,nmse_persistence,r2_persistence,pearson_persistence,nmse_improvement,persistence_skill,monkey,day,raw_trial_index,original_trial_number
monkeyT_session-y070316009-12_lfp-7,0,ar,1,6,ok,5.547657578690329e-11,3.5882322399157607e-11,0.9999999999641176,0.9999999999822984,0.0209884937794214,0.9790115062205784,0.989491632995898,0.0209884937435391,0.9999999982903812,T,2007-03-16,2,684
monkeyT_session-y070316009-12_lfp-7,0,ar,1,10,ok,2.9190036365235654e-11,6.389074270606982e-11,0.9999999999361092,0.9999999999681428,0.0253232415849493,0.9746767584150506,0.9873254508677376,0.0253232415210586,0.999999997476992,T,2007-03-16,30,517
monkeyT_session-y070316009-12_lfp-7,0,ar,1,18,ok,3.3889481447849106e-11,3.3501623980866305e-11,0.9999999999664984,0.9999999999834022,0.0220467232383921,0.9779532767616078,0.9889865415258944,0.0220467232048905,0.9999999984804262,T,2007-03-16,18,265
monkeyT_session-y070316009-12_lfp-7,0,ar,1,22,ok,6.145985845197784e-11,4.265651558553882e-11,0.9999999999573436,0.9999999999788848,0.027634158100017,0.9723658418999828,0.9861439304210614,0.0276341580573605,0.9999999984563844,T,2007-03-16,25,188
monkeyT_session-y070316009-12_lfp-7,0,ar,1,25,ok,2.4686446122073613e-11,3.0652248996085935e-11,0.9999999999693476,0.999999999984728,0.0180773848052959,0.981922615194704,0.9909411141269654,0.0180773847746436,0.999999998304387,T,2007-03-16,24,262
monkeyT_session-y070316009-12_lfp-7,0,ar,1,26,ok,3.812191954181668e-11,3.297610281305269e-11,0.999999999967024,0.9999999999835184,0.0173046259899263,0.9826953740100736,0.991354601987104,0.0173046259569502,0.9999999980943765,T,2007-03-16,1,571
monkeyT_session-y070316009-12_lfp-7,0,ar,1,29,ok,3.6867987352400136e-11,8.326040936073069e-11,0.9999999999167396,0.9999999999584076,0.0275412381056967,0.9724587618943032,0.986198789394384,0.0275412380224363,0.999999996976882,T,2007-03-16,3,236
monkeyT_session-y070316009-12_lfp-7,0,ar,1,39,ok,5.5148292268956446e-11,8.433802563915184e-11,0.999999999915662,0.9999999999578476,0.0402709569420809,0.9597290430579192,0.9798753690705564,0.0402709568577429,0.9999999979057358,T,2007-03-16,50,10
monkeyT_session-y070316009-12_lfp-7,0,ar,1,40,ok,5.97819607004916e-11,4.6525042089015666e-11,0.999999999953475,0.9999999999767906,0.0211148797727687,0.9788851202272312,0.9894437775950008,0.0211148797262436,0.9999999977965756,T,2007-03-16,52,412
monkeyT_session-y070316009-12_lfp-7,0,ar,1,44,ok,4.406101690795058e-11,5.76722916718496e-11,0.9999999999423276,0.9999999999713828,0.0245719568740603,0.9754280431259396,0.9877140270099728,0.024571956816388,0.9999999976529224,T,2007-03-16,65,131
monkeyT_session-y070316009-12_lfp-7,0,ar,1,53,ok,4.849755327620475e-11,2.6133564374039512e-11,0.9999999999738663,0.9999999999869748,0.011583699903403,0.9884163000965968,0.9942028041519028,0.0115836998772695,0.9999999977439364,T,2007-03-16,63,254
