recording,monkey,day,outer_fold,family,horizon_ms,coefficient_index,lag_ms,value,kind
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,0,-1,-3.981390486740288e-08,intercept
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,1,0,8.3992266569914,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,2,1,-31.810536459589915,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,3,2,70.55272216163003,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,4,3,-98.04529618598951,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,5,4,80.25895818727425,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,6,5,-20.337159551309902,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,7,6,-34.011884012523886,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,8,7,41.50314308618973,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,9,8,-10.450808994893388,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,10,9,-20.23727497424463,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,11,10,27.46506146698924,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,12,11,-17.808508488621985,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,13,12,6.92438141544877,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,14,13,-1.5609979279913933,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,1,15,14,0.1589720274082654,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,1,0,-1,-2.9764229639989148e-08,intercept
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,1,1,0,8.099025674444563,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,1,2,1,-29.65258428843256,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,1,3,2,64.45402291525575,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,1,4,3,-91.71602296565824,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,1,5,4,88.64809027157604,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,1,6,5,-58.22509103496549,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,1,7,6,25.06754562859251,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,1,8,7,-6.420402931503424,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,1,9,8,0.7454154035397493,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,10,0,-1,-0.0006238613070931,intercept
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,10,1,0,7697.885973326921,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,10,2,1,-50894.82887178615,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,10,3,2,150862.52358203367,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,10,4,3,-261690.74776781056,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,10,5,4,290432.2688104405,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,10,6,5,-211134.1351040708,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,10,7,6,98170.41365124892,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,10,8,7,-26691.33441782827,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,10,9,8,3248.9263547576443,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,0,-1,-4.0039760396126673e-08,intercept
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,1,0,8.397210121909785,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,2,1,-31.75697806997861,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,3,2,70.14051348853806,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,4,3,-96.43303513781636,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,5,4,76.55461292676375,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,6,5,-15.452190181754082,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,7,6,-36.18452234370129,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,8,7,37.17906103477629,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,9,8,-1.93314232920658,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,10,9,-23.662463586338056,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,11,10,17.666127515358447,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,12,11,3.5136300756171157,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,13,12,-15.969192709331642,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,14,13,14.264111431941547,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,15,14,-7.164033070338951,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,16,15,2.19206147661236,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,17,16,-0.3799379910358656,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,1,18,17,0.0281657268299563,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,1,0,-1,-2.8231007587198323e-08,intercept
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,1,1,0,8.093956265564081,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,1,2,1,-29.619395454541284,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,1,3,2,64.35992500258084,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,1,4,3,-91.56681191466704,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,1,5,4,88.50631232855426,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,1,6,5,-58.1460119125601,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,1,7,6,25.04530441881076,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,1,8,7,-6.419282572363313,lag_weight
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,1,9,8,0.746002503235242,lag_weight
