recording,outer_fold,inner_fold,p,pole_index,real,imaginary,magnitude,frequency_hz
monkeyT_session-y070316009-12_lfp-7,0,0,1,0,0.9918746960712324,0.0,0.9918746960712324,0.0
monkeyT_session-y070316009-12_lfp-7,0,1,1,0,0.9911863567067528,0.0,0.9911863567067528,0.0
monkeyT_session-y070316009-12_lfp-7,0,2,1,0,0.9917176388383993,0.0,0.9917176388383993,0.0
monkeyT_session-y070316009-12_lfp-7,0,0,2,0,0.984263656125491,0.1358964594155765,0.9936009221267904,21.836332210200457
monkeyT_session-y070316009-12_lfp-7,0,0,2,1,0.984263656125491,-0.1358964594155765,0.9936009221267904,-21.836332210200457
monkeyT_session-y070316009-12_lfp-7,0,1,2,0,0.9838315749246938,0.1386110282289118,0.9935479781900216,22.27655561374256
monkeyT_session-y070316009-12_lfp-7,0,1,2,1,0.9838315749246938,-0.1386110282289118,0.9935479781900216,-22.27655561374256
monkeyT_session-y070316009-12_lfp-7,0,2,2,0,0.9844736816182814,0.1394165608507393,0.994296438311282,22.389895520422574
monkeyT_session-y070316009-12_lfp-7,0,2,2,1,0.9844736816182814,-0.1394165608507393,0.994296438311282,-22.389895520422574
monkeyT_session-y070316009-12_lfp-7,0,0,3,0,0.9919032025756568,0.0,0.9919032025756568,0.0
monkeyT_session-y070316009-12_lfp-7,0,0,3,1,0.9701740520777384,0.2096615438157566,0.9925702263719904,33.87360648770222
monkeyT_session-y070316009-12_lfp-7,0,0,3,2,0.9701740520777384,-0.2096615438157566,0.9925702263719904,-33.87360648770222
monkeyT_session-y070316009-12_lfp-7,0,1,3,0,0.969991804179122,0.2110291594871696,0.9926819260611776,34.09409851689178
monkeyT_session-y070316009-12_lfp-7,0,1,3,1,0.969991804179122,-0.2110291594871696,0.9926819260611776,-34.09409851689178
monkeyT_session-y070316009-12_lfp-7,0,1,3,2,0.9907080661825386,0.0,0.9907080661825386,0.0
monkeyT_session-y070316009-12_lfp-7,0,2,3,0,0.9909568893689028,0.0,0.9909568893689028,0.0
monkeyT_session-y070316009-12_lfp-7,0,2,3,1,0.9705960045235053,0.2089963839050095,0.9928424308430628,33.75509805470772
monkeyT_session-y070316009-12_lfp-7,0,2,3,2,0.9705960045235053,-0.2089963839050095,0.9928424308430628,-33.75509805470772
monkeyT_session-y070316009-12_lfp-7,0,0,4,0,0.9552535220839546,0.2790516735745878,0.9951779378475883,45.234183645504224
monkeyT_session-y070316009-12_lfp-7,0,0,4,1,0.9552535220839546,-0.2790516735745878,0.9951779378475883,-45.234183645504224
monkeyT_session-y070316009-12_lfp-7,0,0,4,2,0.9906457472293136,0.1036571281052813,0.996054113344531,16.59294260730942
monkeyT_session-y070316009-12_lfp-7,0,0,4,3,0.9906457472293136,-0.1036571281052813,0.996054113344531,-16.59294260730942
monkeyT_session-y070316009-12_lfp-7,0,1,4,0,0.9546207620120052,0.2811175011997777,0.9951521736624952,45.57969394288682
