recording,monkey,day,outer_fold,family,status,p,m,tau,mean_nmse,se_nmse,best_mean_nmse,one_se_threshold,boundary,rank,condition,condition_original,fit_status
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,ar,ok,15,0,1,0.0037712603726246,7.525004710801909e-05,0.0037074355873283,0.0037807788915131,False,16,131768012.776944,131913592.75682355,ok
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,0,embedding,ok,0,9,1,0.0047056439992393,0.0001054968571869,0.0047056439992393,0.0048111408564262,True,10,23006763.18966477,23018903.49744469,ok
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,ar,ok,18,0,1,0.0037695870607111,4.701084805241431e-05,0.003735626516574,0.0037764478274593,False,19,136851888.33876434,137250092.44364485,ok
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,1,embedding,ok,0,9,1,0.0047428699542273,5.545466587007296e-05,0.0047428699542273,0.0047983246200974,True,10,22920892.66023152,22929256.25474728,ok
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,2,ar,ok,15,0,1,0.0038860125914588,8.706091160333374e-05,0.0038242395702347,0.0039129937485223,False,16,129793918.6660738,129943620.79545891,ok
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,2,embedding,ok,0,9,1,0.0048520361542013,0.000107386421865,0.0048520361542013,0.0049594225760663,True,10,22566048.900023397,22577484.209394302,ok
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,3,ar,ok,15,0,1,0.003831168788409,0.0001383556380141,0.0037696150913168,0.0039064830988316,False,16,131327998.3542506,131496718.04590964,ok
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,3,embedding,ok,0,9,1,0.0047668758159924,0.0001848888578732,0.0047668758159924,0.0049517646738656,True,10,22848386.70687281,22863087.248335853,ok
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,4,ar,ok,15,0,1,0.0038131046443463,0.000122045013242,0.0037514043717572,0.0038726800253644,False,16,130633400.02046125,130795701.39274512,ok
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,4,embedding,ok,0,9,1,0.0047510679564682,0.0001646913098363,0.0047510679564682,0.0049157592663046,True,10,22633310.18403602,22647654.1815652,ok
