row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,R1,R2,mse,mean_error,frac_inside,normal_x,normal_y,normal_z,u_x,u_y,u_z,v_x,v_y,v_z,target_event_code,target_position,reach_side
74,69,612,3,3,short,4.0163195416600965,1.0253196822691286,0.0068740911410542,0.0097051936942499,0.8805668016194332,-0.4225719576748152,0.8010202254416233,-0.4240277573701102,0.5672442113503018,0.5986353212939292,0.5655702934108974,0.7068712367018822,-0.0015331447306827,-0.7073405857087423,103,lower right,Rightward
75,99,609,3,2,short,5.084321778904226,1.4588984905083795,0.0065815993530151,0.0084081376427451,0.9048582995951416,-0.4292689156599393,0.7948300632236072,-0.4289211683329426,0.5619074123242149,0.6068320033860187,0.5621520965375969,0.7070984783064128,0.0003004371276129,-0.7071150201447342,103,lower right,Rightward
76,93,46,3,4,short,3.4202310114227763,1.089063914842,0.0075913892933544,0.0079322452111306,0.9048582995951416,-0.426403448953735,0.7984187085200974,-0.4250972413524452,0.5653395446236444,0.6021026154890999,0.5637939691996673,0.7060958136153264,7.941211909509582e-05,-0.708116300962367,103,lower right,Rightward
77,89,615,3,0,short,4.021045152621225,1.3182717181026848,0.0079907081739303,0.008779699258511,0.9109311740890688,-0.4329838532289853,0.7915501146399683,-0.4312463319918601,0.56006048831625,0.6111038921573899,0.5593606014165214,0.7062982601351528,0.0006700772658553,-0.7079140616815813,103,lower right,Rightward
78,82,510,3,4,short,4.381450340967027,1.2555360512824791,0.0092001528389475,0.0086610046607988,0.902834008097166,-0.4202581093769341,0.7996299006551114,-0.4289232372828752,0.5706558951721696,0.6004206570231874,0.5602203887088489,0.7055033457101212,-0.0093304125386121,-0.708645166916197,103,lower right,Rightward
79,96,43,3,0,short,3.7663494654357033,1.3699758474029191,0.007593836391888,0.0104054981708048,0.8906882591093117,-0.4356674866300759,0.7852498091093706,-0.4399733837257996,0.5541082619219965,0.6191775307604911,0.5564020304340427,0.7093362215220769,-0.001386612793172,-0.7048689255044125,103,lower right,Rightward
80,86,147,3,3,short,3.661839604240635,1.463562641221524,0.0132931805963461,0.0092918280083176,0.917004048582996,-0.4297069319347119,0.7926652823027077,-0.4324739331788975,0.5622062885998057,0.6096495878794588,0.5587946573270346,0.7065946799305022,-0.0030216271071596,-0.7076120604282663,103,lower right,Rightward
81,94,406,3,4,short,5.517447598965513,1.5957467755917456,0.0074526080309405,0.0091201172704237,0.9109311740890688,-0.4234327586216051,0.8022336192161484,-0.420863302184281,0.5633757404049192,0.5969914316869659,0.5711470963031815,0.7094451874875934,0.0047382160890471,-0.7047446879962891,103,lower right,Rightward
82,74,200,3,1,short,3.596435616882279,1.2964215442791212,0.0078106719693122,0.0117885458704124,0.9068825910931174,-0.4278412732683229,0.7968988173903093,-0.4265021919405183,0.5630708838447438,0.6041117705148501,0.5639150188563098,0.7070382059368783,0.0011151535049456,-0.7071744705362468,103,lower right,Rightward
83,79,48,3,0,short,5.695187966212552,1.4101069209067292,0.0067627591865314,0.007660905663053,0.9149797570850202,-0.4204976522828167,0.8032361771348504,-0.4218926026448327,0.5679600676933112,0.5956601669492066,0.5679879637948789,0.7075330988232627,-0.0007805458568223,-0.7066797752997582,103,lower right,Rightward
84,80,177,3,2,short,3.596533520163289,1.2759905291379128,0.0066970785601336,0.0115665163636998,0.8704453441295547,-0.4324478084420707,0.7919677308297186,-0.431017408346898,0.5607230358467542,0.6105629209633816,0.5592875795290497,0.7061009630672159,0.000181298345135,-0.7081111474101085,103,lower right,Rightward
85,97,319,3,3,short,3.027842546586254,1.210756971403956,0.0073082860842732,0.0134355040706617,0.8643724696356275,-0.4290325548261866,0.7936949537036622,-0.431253275192962,0.5600273747315929,0.6083159328050171,0.5624242753000638,0.7087315475203253,-0.0002153158224628,-0.7054782400531865,103,lower right,Rightward
86,88,137,3,3,short,4.136065565816736,1.3160983877889372,0.0054806940114219,0.0101067229186601,0.8744939271255061,-0.4343619221129841,0.7897651331110045,-0.4331290282819559,0.5584000289785169,0.6134089180859802,0.558497007019177,0.7067666717206644,0.0007305715191175,-0.7074463499164796,103,lower right,Rightward
