recording,monkey,session,day,lfp,raw_trials,valid_trials,go_sample_zero_based,old_converted_go_sample,start_sample,end_sample_exclusive,source_pair_index,source_sha256,n_trials,status,short_delay_ms
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2007-02-07,2,264,264,4500,4500,4000,4500,20,675bd9f0ca03d659bdd9d613f3b4418d477486dc640f5c66e5ceb80501c59866,132,ok,700
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,2007-02-08,1,283,283,4500,4500,4000,4500,24,ba5a0f80bdd4a47dcff75605463fd39f46e9e5d54ea1c1fce3fd22b575ff66f8,132,ok,700
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2007-02-08,2,283,283,4500,4500,4000,4500,23,eaac975d8769ddd6f1f6f094ba0ded614f4e8983e4317465b0d054967cbf4be5,132,ok,700
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,2007-02-09,1,312,312,4500,4500,4000,4500,27,7e1d3ffea6716ff49407cf0389382843bb52f17b1bd8660d2e3fc99e68151368,156,ok,700
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2007-02-09,2,312,312,4500,4500,4000,4500,25,69bd5e1a935fe0501530cd907e3db2a6eebad00414e529875020be8f7120f561,156,ok,700
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,2007-02-13,1,298,298,4500,4500,4000,4500,28,967d06a7266bfed3161eb838aaff29b7db35fc4fe1dd5b51ca5026e5e0ed3002,138,ok,700
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2007-02-14,2,265,265,4500,4500,4000,4500,29,178ab47fdc3a661a20cb377eef0f86905d64ae1eeb4f16e64ea031d66eecd7fc,132,ok,700
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2007-02-14,2,258,258,4500,4500,4000,4500,30,9de1ba3a3a408b8e68b424e2aedf7346691a0ba1c20934204223cb07439961cd,126,ok,700
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,2007-02-15,1,264,264,4500,4500,4000,4500,47,cd56a252a63baec3a4a96a51990e4d5807661eaabaf6449ebaaa0e8d75a4e9de,126,ok,700
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2007-02-15,2,264,264,4500,4500,4000,4500,45,50719cf68819b528bc5152b7a94275648572692293eabd838fd85af99a836f3f,126,ok,700
monkeyT_session-y070215011-16_lfp-1,T,y070215011-16,2007-02-15,1,234,234,4500,4500,4000,4500,53,da9e5a8f738052e378b8369b3f11af4d4b37a5f106e479e0823cc07f3d80059a,114,ok,700
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2007-02-15,2,234,234,4500,4500,4000,4500,51,700cca6639fc067fa885dd7d9e7203934115de0276820059e425e5ee2e676795,114,ok,700
monkeyT_session-y070228001-5_lfp-8,T,y070228001-5,2007-02-28,8,216,216,4500,4500,4000,4500,61,453e0321e5626329746e463e40a9a7c4ce1c6d9b7912b875e9c0641ad00d69a0,96,ok,700
monkeyT_session-y070301002-6_lfp-8,T,y070301002-6,2007-03-01,8,264,264,4500,4500,4000,4500,67,4d177dc8e96176afd9fa05cb50d94de78ac5bef3399157164a758e584af591c5,132,ok,700
monkeyT_session-y070301012-19_lfp-7,T,y070301012-19,2007-03-01,7,359,359,4500,4500,4000,4500,72,7cae9ed90ad86e34e5b271eac3140fa1f6ec763234a75954f2d41dbbbf97686d,174,ok,700
monkeyT_session-y070306001-5_lfp-5,T,y070306001-5,2007-03-06,5,203,203,4500,4500,4000,4500,78,fe986910d85af3a4de4d4d1c1e4cff750fb44ceb5a145579c46809f487abf261,102,ok,700
monkeyT_session-y070306001-5_lfp-7,T,y070306001-5,2007-03-06,7,203,203,4500,4500,4000,4500,77,104e4034fbc57e1072e4cd672c7ff532e40acbd806ae720380c9d825d5502d7e,102,ok,700
monkeyT_session-y070306006-11_lfp-5,T,y070306006-11,2007-03-06,5,217,217,4500,4500,4000,4500,81,8e4f4103c937fe11d1760afa88330c9b3ec799c120d7fef71d3461cf09fe57e3,102,ok,700
monkeyT_session-y070306006-11_lfp-7,T,y070306006-11,2007-03-06,7,217,217,4500,4500,4000,4500,80,6790d25fedf5ea2fd26f47dc0fd094e6d5cdda72579b4b3221d6f2296cd2b799,102,ok,700
monkeyT_session-y070307002-6_lfp-5,T,y070307002-6,2007-03-07,5,258,258,4500,4500,4000,4500,84,915020f0565cf95c44b5093c3d4b575e6ea554a84c5cc1bc661cc17600e39ec1,126,ok,700
monkeyT_session-y070307008-13_lfp-5,T,y070307008-13,2007-03-07,5,277,277,4500,4500,4000,4500,88,56f20b586f5e59fe98c0b692db19b8a4d802d37d2db165b7f593a13a50daeb29,132,ok,700
monkeyT_session-y070308002-6_lfp-6,T,y070308002-6,2007-03-08,6,255,255,4500,4500,4000,4500,95,80187c0010749f2753dac30446194f1767404f50e772d50c03c1e6950c704eba,126,ok,700
monkeyT_session-y070312001-5_lfp-7,T,y070312001-5,2007-03-12,7,265,265,4500,4500,4000,4500,106,04b39f164241334dd362cb2002ccc2a3d10d7d0cb449bdad5e98a8059e62464a,126,ok,700
monkeyT_session-y070312001-5_lfp-8,T,y070312001-5,2007-03-12,8,265,265,4500,4500,4000,4500,109,335122926f250554710adf8ed5cfb79b4a9a8567a4a880e69588103dbf5b90b6,126,ok,700
monkeyT_session-y070314001-8_lfp-5,T,y070314001-8,2007-03-14,5,213,213,4500,4500,4000,4500,118,ca5888b9eff755d83f1d56041f9b4991d46238b0bb745a90915f65ee247fc680,102,ok,700
monkeyT_session-y070314001-8_lfp-7,T,y070314001-8,2007-03-14,7,213,213,4500,4500,4000,4500,117,a09c42af48987a3e98277c5286a2e8bde1d6618b7db9da3153eaf4a5e0f7620d,102,ok,700
monkeyT_session-y070315003-8_lfp-5,T,y070315003-8,2007-03-15,5,253,253,4500,4500,4000,4500,123,ebcb632de36b1ce8102587328e522a7a8e20183470fa6cf3901491bcd0a64c22,126,ok,700
monkeyT_session-y070315003-8_lfp-6,T,y070315003-8,2007-03-15,6,253,253,4500,4500,4000,4500,120,049a61b87b75b67afdd821001bfac68c7bc77ae8356ea70b7f5aecbbbc9bea60,126,ok,700
monkeyT_session-y070315003-8_lfp-8,T,y070315003-8,2007-03-15,8,253,253,4500,4500,4000,4500,125,fcd9b911ac4a6f6295948044f508ba329dd628b06b1f393841c049a4fe9ba669,126,ok,700
monkeyT_session-y070315009-14_lfp-5,T,y070315009-14,2007-03-15,5,281,281,4500,4500,4000,4500,130,5c0e6e79f321ff4bb98b05acbb8a5df1d771ab2b4ef42d454e72b611798a6bea,120,ok,700
monkeyT_session-y070315009-14_lfp-6,T,y070315009-14,2007-03-15,6,281,281,4500,4500,4000,4500,128,2fbc57fe84393a08ae515973c7ffc9c47588b8c015901595477ad4ea83e847e9,120,ok,700
monkeyT_session-y070315009-14_lfp-7,T,y070315009-14,2007-03-15,7,281,281,4500,4500,4000,4500,134,5a7afb0ce97c04dea6ec0fa4f001e547cf07fede2906ef76b0cd9bef83a9723a,120,ok,700
monkeyT_session-y070316001-4_lfp-7,T,y070316001-4,2007-03-16,7,256,256,4500,4500,4000,4500,145,2b26d4ae1034a48344747efd9731b39ef5e74899781d511f7ca4da51790a902a,126,ok,700
monkeyT_session-y070316001-4_lfp-8,T,y070316001-4,2007-03-16,8,257,257,4500,4500,4000,4500,143,d7f7732a957aeb3241b4923c2a28c19ac11d11d82d2dda5883e91e6b237092b8,126,ok,700
monkeyT_session-y070316006-8_lfp-7,T,y070316006-8,2007-03-16,7,273,273,4500,4500,4000,4500,151,0332a5815eb96d440f8b0af3365c010f989ec2821d393d9c26ce0250c3817c02,132,ok,700
monkeyT_session-y070316006-8_lfp-8,T,y070316006-8,2007-03-16,8,270,270,4500,4500,4000,4500,148,c92933cda8fb8676e3bc061defd635381d445c9f772a7289790467a39d8259b8,126,ok,700
monkeyT_session-y070316009-12_lfp-7,T,y070316009-12,2007-03-16,7,404,404,4500,4500,4000,4500,156,44496fb78e75ccd2c39d68a2c83ce090386f26f1ff06cee63278859768038cd4,198,ok,700
monkeyT_session-y070316009-12_lfp-8,T,y070316009-12,2007-03-16,8,404,404,4500,4500,4000,4500,153,ac7bce7e0b0989b45e6f0587e3cfae92a8d5b0b6e2904b4a9d523621f6750040,198,ok,700
monkeyT_session-y070412010-15_lfp-5,T,y070412010-15,2007-04-12,5,270,270,4500,4500,4000,4500,175,3ee81280cb1f0b8bbd22d81df6bd813e7af83751189d5eea94cb5dc22691922e,132,ok,700
monkeyT_session-y070412010-15_lfp-6,T,y070412010-15,2007-04-12,6,270,270,4500,4500,4000,4500,173,453d7e73617b80e644f51503e47b72e4b3a359bb86d45c6a10fd47e0dfdccd3f,132,ok,700
monkeyT_session-y070412010-15_lfp-7,T,y070412010-15,2007-04-12,7,270,270,4500,4500,4000,4500,178,f103be0f16825c1a5fb5e46075219ce5421810813ca8bdb7be4b9f385c8a3bf9,132,ok,700
monkeyT_session-y070412010-15_lfp-8,T,y070412010-15,2007-04-12,8,268,268,4500,4500,4000,4500,177,1dee48b41089cdf253fbe161af1797fb2b02161ad29ca1dcebdbdee219b32d2b,126,ok,700
monkeyT_session-y070413002-8_lfp-6,T,y070413002-8,2007-04-13,6,301,301,4500,4500,4000,4500,188,581f7ed4d87dde015a4d58b84aae1de547cc617ffbfe6f1e212d5d37cd18af2b,144,ok,700
monkeyT_session-y070413009-13_lfp-5,T,y070413009-13,2007-04-13,5,254,254,4500,4500,4000,4500,195,833b04511e04d223773b1684c618aa8c46b5c46f76f48826b1b818a71b460b43,126,ok,700
monkeyT_session-y070413009-13_lfp-6,T,y070413009-13,2007-04-13,6,254,254,4500,4500,4000,4500,193,d9f68348289ea3f1e095e841e00660fc17d5713422180684ce0d7ff98290fdf2,126,ok,700
monkeyT_session-y070413009-13_lfp-7,T,y070413009-13,2007-04-13,7,254,254,4500,4500,4000,4500,199,d5c8301841bd8c265653753a81838478fe56ec5c4d813290b853080912fa8af1,126,ok,700
monkeyT_session-y070413009-13_lfp-8,T,y070413009-13,2007-04-13,8,254,254,4500,4500,4000,4500,197,640de55db3f93b78062b38a9181e3116ae4d3c26ecb4c5e04dd6cd62e175f051,126,ok,700
monkeyT_session-y070416003-7_lfp-5,T,y070416003-7,2007-04-16,5,255,255,4500,4500,4000,4500,201,0b740794bf43473b3f782dcf006acfd6dce1d7eea65e1dc84c68a06cc66acb66,126,ok,700
monkeyT_session-y070416003-7_lfp-6,T,y070416003-7,2007-04-16,6,255,255,4500,4500,4000,4500,200,ab486baaf1525b25ab59ef8a261853f511f585770697a9ad7cf29b19181387bc,126,ok,700
monkeyT_session-y070416009-13_lfp-5,T,y070416009-13,2007-04-16,5,253,253,4500,4500,4000,4500,207,b54b4d16237b31d4c1a2dcf42708d61b9b3199659335c878e57d9e12fa7e7440,126,ok,700
monkeyT_session-y070416009-13_lfp-6,T,y070416009-13,2007-04-16,6,253,253,4500,4500,4000,4500,205,5f97d988e5c345325b6c19d11ff2deb1e7788f50e2bb68d7a1fb7ac2c2c793ff,126,ok,700
monkeyT_session-y070419002-5_lfp-5,T,y070419002-5,2007-04-19,5,252,252,4500,4500,4000,4500,211,bfa8a72fc45e9c8dc52286e0d1ec551e597961648f5d957382ccc7846fb052a9,126,ok,700
monkeyT_session-y070419002-5_lfp-7,T,y070419002-5,2007-04-19,7,252,252,4500,4500,4000,4500,210,efe0ffc4d087e25c4f63d1574d5abe6f6ee1bc7c3b3c1de458edb38a99bab1b3,126,ok,700
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,2007-04-20,5,259,259,4500,4500,4000,4500,223,94f756ef5a1b95cc2656ae8b2fa064a73e492dd44b0acd25ffd983e629bc14b9,126,ok,700
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,2007-04-20,8,259,259,4500,4500,4000,4500,221,3b07494f7f01de09d6d1d4b48fdceb07815b6634c3cda0a75d8a4660ffe0e99a,126,ok,700
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,2007-04-20,5,259,259,4500,4500,4000,4500,229,515b0e2c161f45c9f7a8287091f5b4bfe52fd8413b5c9cc0e035dc0978bc2aea,126,ok,700
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,2007-04-20,7,259,259,4500,4500,4000,4500,226,7aa8bc4f90434776fbe20046417f9c66095065871fbc4779fe93acf05857bbee,126,ok,700
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,2007-04-23,5,256,256,4500,4500,4000,4500,234,27771d880e03c03252d1acc19b315dd6154e717e4ac12b27e83ba87e806cf7a0,126,ok,700
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,2007-04-23,6,256,256,4500,4500,4000,4500,231,e4ed3a5e55117ae6191d1a62c348674e0b223fdcbc8d543f1d8bc11a0ada4eeb,126,ok,700
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,2007-04-23,5,257,257,4500,4500,4000,4500,238,014ad1f91166dafcd52309071a4efb993f560cef5745552215f2c77bdd720357,126,ok,700
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,2007-04-23,7,255,255,4500,4500,4000,4500,236,4eacc1d4b3df60de05dee31de89159b164e6d999a4baa091215d6679e09ad2de,126,ok,700
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,2007-04-24,5,262,262,4500,4500,4000,4500,243,343bf02faed4c3a3065bd04ebcc3ab5ac9d9ab1b2341b4537790c993038a0cd7,132,ok,700
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,2007-04-24,6,262,262,4500,4500,4000,4500,242,9db57db231b2425aad5fdab16260bda8b2d915b825a01e2dc5cf760c836f2255,132,ok,700
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,2007-04-24,7,262,262,4500,4500,4000,4500,246,9f21e6171e10c07b6c900f0e48d7b747c40a06cd84129a9f947ae80e6362c019,132,ok,700
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,2007-04-24,8,262,262,4500,4500,4000,4500,245,e5d3d3e0c7c5395aff6eba6a061e4d71c865b76d071b38b52e7ebc27e587807a,132,ok,700
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,2007-04-24,5,358,358,4500,4500,4000,4500,249,f900d42b01f970c366066c9508930975fed28f3997969229ae4996b49ff8b05e,168,ok,700
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,2007-04-24,8,324,324,4500,4500,4000,4500,247,2743b8c88a1f47c0029d167a45fed8d3e593e8340622e5f6572a3b60e95c1291,144,ok,700
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,2007-04-25,6,318,318,4500,4500,4000,4500,251,87ff627b38ec0234451113ff662403fb00a1c76fd5a9a37529f4727bc7023341,156,ok,700
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,2007-04-25,8,315,315,4500,4500,4000,4500,255,2fc49ea21eb942f6110019771ef09503f6cd824c653cada92e0c8c2233624f88,156,ok,700
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,2007-04-25,5,300,300,4500,4500,4000,4500,261,7aa8193d7d26944186e32cbc0e4451ca01cee4eb8b0f10f28c6d2a2c7f06adff,144,ok,700
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,2007-04-25,6,294,294,4500,4500,4000,4500,259,257c958d61023bed0590874897a8433bbd977a8fe01bf60c18a713fa9055f09f,144,ok,700
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,2007-04-25,7,300,300,4500,4500,4000,4500,264,de8bfaa2c76107be0bbe9925c4f3d49103de2a2b762512e8029ff29f1c655dc5,144,ok,700
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,2007-04-25,8,300,300,4500,4500,4000,4500,262,dc59999fab5080fe91aa256651319704d7ac2664965a60adbe2fe00146d3ccaf,144,ok,700
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,2007-04-26,5,257,257,4500,4500,4000,4500,265,11fc96ee8b0bc71a66eef6d83f6f9baf99cc40a8b0372e28f9655f69fa864364,126,ok,700
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,2007-04-26,7,277,277,4500,4500,4000,4500,272,9c85ae698bc8291f2ff0f7879d356b7bade485b1bd5674d0555479f82e372b2b,132,ok,700
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,2007-04-26,8,277,277,4500,4500,4000,4500,278,eea13018f425e8b77ef393789b3dffa741e90bf49a12dfaef0b3651fd6c42e69,132,ok,700
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,2007-05-02,6,284,284,4500,4500,4000,4500,283,a974e833288bf116829b2ddb178417c5935a976a02e7d14584375f64648aca6d,132,ok,700
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,2007-05-02,7,284,284,4500,4500,4000,4500,284,01a394ef76d99c7bcd5cd1cc462faa1de28fc4643de5fce5be08d272bd445d0c,132,ok,700
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,2007-05-02,5,266,266,4500,4500,4000,4500,291,074cad33dc3ee69678c93582385ff8e44d59545ef8db6e686ea191b67f62d9e3,132,ok,700
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,2007-05-02,6,266,266,4500,4500,4000,4500,289,7ee5500f5862c3805976aa1e0da7e86fbcafdc7001e8006e60a51fe0fdddd3d0,132,ok,700
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,2007-05-02,7,266,266,4500,4500,4000,4500,295,e183bd9a914b031e1e21f9b7111d3f41d4bc463996a1682e99853cc4e5a7b1f3,132,ok,700
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,2007-05-02,8,266,266,4500,4500,4000,4500,294,ac6d199ab4b6f25cdc1eb0acf2bc683ca9f95a61c25960a55341a265c490e6aa,132,ok,700
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,2007-05-03,5,307,307,4500,4500,4000,4500,299,de33e71711e884e085bea753ccee013e795637823da138fc1354b26d4176fc03,150,ok,700
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,2007-05-03,6,307,307,4500,4500,4000,4500,297,ca25b1940d0ae78807c15ce6d5ed0ca7c4dd0479c6d1e38f211e37c21928733a,150,ok,700
monkeyT_session-y070503011-16_lfp-5,T,y070503011-16,2007-05-03,5,261,261,4500,4500,4000,4500,311,6e68dadcc9ea3d1c3c48d421dae3ede4c046ba81357765e5ffc92e2437520f9d,126,ok,700
monkeyT_session-y070503011-16_lfp-6,T,y070503011-16,2007-05-03,6,261,261,4500,4500,4000,4500,304,4bfbedbdc2e4bee60c519c75a0ed3ed0581f014c3cada4c3e536bdc980640624,126,ok,700
monkeyT_session-y070503011-16_lfp-8,T,y070503011-16,2007-05-03,8,260,260,4500,4500,4000,4500,306,7027a7b1341c469c5bf8c363c7f280eec126cefcdb657a8d3cba58dca6bc3d17,126,ok,700
