recording,monkey,day,family,horizon_ms,mse,nmse,r2,pearson,nmse_persistence,r2_persistence,pearson_persistence,nmse_improvement,persistence_skill,n_trials
monkeyT_session-y070424001-6_lfp-7,T,2007-04-24,ar,1,1.6537282719740355e-11,2.0678851009780922e-11,0.9999999999793213,0.9999999999896911,0.03483443922818497,0.965165560771815,0.98259827230559,0.034834439207506125,0.999999999395099,132
monkeyT_session-y070424001-6_lfp-7,T,2007-04-24,ar,10,0.001583619782825731,0.002000262752837781,0.9979997372471621,0.9990130256217834,1.9044018611036408,-0.9044018611036407,0.052435655581356454,1.902401598350803,0.9989394653615229,132
monkeyT_session-y070424001-6_lfp-7,T,2007-04-24,embedding,1,2.948980362132966e-11,3.678876973012299e-11,0.9999999999632111,0.9999999999816586,0.03483443922818497,0.965165560771815,0.98259827230559,0.0348344391913962,0.9999999989226829,132
monkeyT_session-y070424001-6_lfp-7,T,2007-04-24,embedding,10,0.00211849409080011,0.0026829562881462263,0.9973170437118539,0.9986777445132481,1.9044018611036408,-0.9044018611036407,0.052435655581356454,1.9017189048154945,0.9985790169658215,132
monkeyT_session-y070424001-6_lfp-8,T,2007-04-24,ar,1,2.5055745587720234e-11,2.532600207526055e-11,0.9999999999746739,0.9999999999873812,0.01883718868358061,0.9811628113164194,0.9905993603067105,0.018837188658254615,0.9999999986146708,132
monkeyT_session-y070424001-6_lfp-8,T,2007-04-24,ar,10,0.0022987205117498462,0.0023987518855280617,0.997601248114472,0.9988224606884469,1.3995680905312446,-0.39956809053124465,0.3060820641807825,1.3971693386457165,0.9982365208753394,132
monkeyT_session-y070424001-6_lfp-8,T,2007-04-24,embedding,1,3.881487862081945e-11,3.936664927219327e-11,0.9999999999606336,0.9999999999803849,0.01883718868358061,0.9811628113164194,0.9905993603067105,0.01883718864421396,0.9999999978475719,132
monkeyT_session-y070424001-6_lfp-8,T,2007-04-24,embedding,10,0.0027671291586429544,0.0028995120712407394,0.9971004879287592,0.9985788607104641,1.3995680905312446,-0.39956809053124465,0.3060820641807825,1.3966685784600037,0.9978690357960425,132
monkeyT_session-y070424007-15_lfp-5,T,2007-04-24,ar,1,1.0710929619968102e-11,1.9052664487078888e-11,0.9999999999809475,0.9999999999905026,0.053491471495469456,0.9465085285045305,0.9732454279346793,0.05349147147641681,0.9999999996390788,168
monkeyT_session-y070424007-15_lfp-5,T,2007-04-24,ar,10,0.0009684051615575939,0.0017048391951064142,0.9982951608048936,0.9991550068526729,2.4665284047845666,-1.4665284047845668,-0.23554237038913417,2.46482356558946,0.9992967684221657,168
monkeyT_session-y070424007-15_lfp-5,T,2007-04-24,embedding,1,1.8283404040419148e-11,3.245056259849711e-11,0.9999999999675493,0.9999999999838186,0.053491471495469456,0.9465085285045305,0.9732454279346793,0.0534914714630189,0.9999999993843167,168
monkeyT_session-y070424007-15_lfp-5,T,2007-04-24,embedding,10,0.0012479498412803363,0.002198118281781634,0.9978018817182182,0.9989110938992495,2.4665284047845666,-1.4665284047845668,-0.23554237038913417,2.464330286502785,0.9990941914854523,168
monkeyT_session-y070424007-15_lfp-8,T,2007-04-24,ar,1,2.6326927249916626e-11,2.7678875805567458e-11,0.9999999999723213,0.9999999999862145,0.018239223657235373,0.9817607763427646,0.9909007836642247,0.018239223629556496,0.9999999984110188,144
monkeyT_session-y070424007-15_lfp-8,T,2007-04-24,ar,10,0.002395424596620864,0.0026071562046217,0.9973928437953783,0.9987161139052824,1.329575172454525,-0.32957517245452483,0.34371435973468994,1.3269680162499031,0.9979574944280323,144
monkeyT_session-y070424007-15_lfp-8,T,2007-04-24,embedding,1,3.987946708600866e-11,4.203910369227136e-11,0.999999999957961,0.9999999999790575,0.018239223657235373,0.9817607763427646,0.9909007836642247,0.01823922361519627,0.9999999975917757,144
monkeyT_session-y070424007-15_lfp-8,T,2007-04-24,embedding,10,0.002872721080694553,0.0031391233893742878,0.9968608766106257,0.9984561911001504,1.329575172454525,-0.32957517245452483,0.34371435973468994,1.3264360490651508,0.997546012721107,144
monkeyT_session-y070425001-6_lfp-6,T,2007-04-25,ar,1,2.3454230961018193e-11,2.3490948983264637e-11,0.9999999999765091,0.9999999999882961,0.019750407545278605,0.9802495924547215,0.990139658963196,0.019750407521787656,0.9999999987734787,156
monkeyT_session-y070425001-6_lfp-6,T,2007-04-25,ar,10,0.0021760472157672096,0.0022182185852399126,0.9977817814147599,0.9989065417195064,1.4524192413454244,-0.45241924134542444,0.27934507753781146,1.4502010227601845,0.9984254321425925,156
monkeyT_session-y070425001-6_lfp-6,T,2007-04-25,embedding,1,3.6096246917652304e-11,3.621151238856978e-11,0.9999999999637884,0.9999999999819533,0.019750407545278605,0.9802495924547215,0.990139658963196,0.0197504075090671,0.9999999981108363,156
monkeyT_session-y070425001-6_lfp-6,T,2007-04-25,embedding,10,0.0026236779694122567,0.0026779672445512805,0.9973220327554486,0.9986817163113574,1.4524192413454244,-0.45241924134542444,0.27934507753781146,1.449741274100873,0.9980983317177523,156
monkeyT_session-y070425001-6_lfp-8,T,2007-04-25,ar,1,2.0335114748392685e-11,2.0842972074611477e-11,0.999999999979157,0.9999999999896195,0.018313927743380278,0.9816860722566196,0.9908590470291964,0.018313927722537305,0.9999999988112773,156
monkeyT_session-y070425001-6_lfp-8,T,2007-04-25,ar,10,0.0019371566688081083,0.002025902855804229,0.9979740971441956,0.9990009153090537,1.3359554081716971,-0.3359554081716972,0.33614058924609935,1.333929505315893,0.9984103042348323,156
monkeyT_session-y070425001-6_lfp-8,T,2007-04-25,embedding,1,3.194433577690218e-11,3.270659682194443e-11,0.9999999999672935,0.999999999983707,0.018313927743380278,0.9816860722566196,0.9908590470291964,0.018313927710673684,0.9999999981315958,156
monkeyT_session-y070425001-6_lfp-8,T,2007-04-25,embedding,10,0.00235288016615285,0.0024636372191547927,0.9975363627808451,0.9987863019148967,1.3359554081716971,-0.3359554081716972,0.33614058924609935,1.3334917709525425,0.9980669933531083,156
monkeyT_session-y070425007-12_lfp-5,T,2007-04-25,ar,1,2.3034012808438105e-11,2.2759682025469687e-11,0.9999999999772403,0.9999999999886656,0.023422025452388043,0.9765779745476119,0.988295808243293,0.023422025429628353,0.99999999899433,144
monkeyT_session-y070425007-12_lfp-5,T,2007-04-25,ar,10,0.0023189156738477137,0.0023586275292002833,0.9976413724707996,0.9988432272886462,1.5978834010929597,-0.5978834010929597,0.20666028791591673,1.5955247735637592,0.9984907761103163,144
monkeyT_session-y070425007-12_lfp-5,T,2007-04-25,embedding,1,3.7513792711674275e-11,3.710118061469109e-11,0.9999999999628988,0.9999999999815259,0.023422025452388043,0.9765779745476119,0.988295808243293,0.02342202541528686,0.9999999983595345,144
monkeyT_session-y070425007-12_lfp-5,T,2007-04-25,embedding,10,0.0028848921173796347,0.002951313985165109,0.9970486860148348,0.9985548859464323,1.5978834010929597,-0.5978834010929597,0.20666028791591673,1.5949320871077945,0.9981165370762647,144
monkeyT_session-y070425007-12_lfp-6,T,2007-04-25,ar,1,2.558770390174477e-11,2.5102455205913347e-11,0.9999999999748975,0.9999999999874972,0.018683352855427843,0.981316647144572,0.9906722285525397,0.018683352830325385,0.9999999985776886,144
monkeyT_session-y070425007-12_lfp-6,T,2007-04-25,ar,10,0.002346983999170748,0.002384634876071509,0.9976153651239285,0.9988320507993317,1.3537863633689218,-0.3537863633689218,0.3304668705567682,1.3514017284928501,0.9981458531193544,144
monkeyT_session-y070425007-12_lfp-6,T,2007-04-25,embedding,1,3.854537522925073e-11,3.781953670516801e-11,0.9999999999621806,0.999999999981161,0.018683352855427843,0.981316647144572,0.9906722285525397,0.0186833528176083,0.9999999978582252,144
monkeyT_session-y070425007-12_lfp-6,T,2007-04-25,embedding,10,0.0028169189309229323,0.002867963398489541,0.9971320366015105,0.9985959560518111,1.3537863633689218,-0.3537863633689218,0.3304668705567682,1.3509183999704322,0.9977689552729028,144
monkeyT_session-y070425007-12_lfp-7,T,2007-04-25,ar,1,2.724516159108699e-11,2.6077266373403288e-11,0.9999999999739226,0.9999999999870126,0.023195449401133328,0.9768045505988666,0.9884093163136392,0.023195449375056063,0.9999999988534248,144
monkeyT_session-y070425007-12_lfp-7,T,2007-04-25,ar,10,0.0027786792264807066,0.0027219605270610353,0.9972780394729389,0.9986670340287331,1.6353623604151997,-0.6353623604151996,0.18721020838159225,1.6326403998881385,0.9983099531880103,144
monkeyT_session-y070425007-12_lfp-7,T,2007-04-25,embedding,1,4.4061106254647784e-11,4.230474778193208e-11,0.9999999999576953,0.9999999999789324,0.023195449401133328,0.9768045505988666,0.9884093163136392,0.02319544935882858,0.999999998144902,144
monkeyT_session-y070425007-12_lfp-7,T,2007-04-25,embedding,10,0.003462266318187258,0.0034060810013268,0.9965939189986732,0.9983345830420167,1.6353623604151997,-0.6353623604151996,0.18721020838159225,1.6319562794138727,0.9978906084922874,144
monkeyT_session-y070425007-12_lfp-8,T,2007-04-25,ar,1,2.0761288397202112e-11,1.9633654297523267e-11,0.9999999999803665,0.9999999999902154,0.019391712296460844,0.9806082877035389,0.9903202951300604,0.01939171227682719,0.9999999989557424,144
monkeyT_session-y070425007-12_lfp-8,T,2007-04-25,ar,10,0.0019346748491366264,0.001901580971831011,0.998098419028169,0.9990672010525462,1.450285470143865,-0.45028547014386494,0.28353989918562944,1.4483838891720338,0.9986383440352107,144
monkeyT_session-y070425007-12_lfp-8,T,2007-04-25,embedding,1,3.413842198228704e-11,3.1923549321791416e-11,0.9999999999680765,0.9999999999840933,0.019391712296460844,0.9806082877035389,0.9903202951300604,0.019391712264537297,0.9999999982936578,144
