recording,monkey,session,day,lfp,raw_trials,valid_trials,go_sample_zero_based,old_converted_go_sample,start_sample,end_sample_exclusive,source_pair_index,source_sha256,minimum_short,minimum_long,status,geometry_evaluable,n_trials,selection_hash,predecessor_features_sha256,fit_seconds,decode_seconds
monkeyM_session-o080919001-6_lfp-7,M,o080919001-6,2008-09-19,7,274,274,5000,4500,4500,5000,484,9c6aff814edf452e8020a9e171c1353af46efe36055be57cf71c23281f1f88aa,21,20,eligible,True,126.0,0253ffe37bd8e922850a485da038de912049be654159342967dbda2dfa3f5497,787ccf0b461bbd5983c2710b7796ce79b457adc239081a2cf9360e6a74c635b3,3.1667948740068823,30.668871211004443
monkeyM_session-o080919007-12_lfp-5,M,o080919007-12,2008-09-19,5,268,268,5000,4500,4500,5000,492,b781232e8ae37c0cf2d7d2cf16550d38cebf56704c6ca74b75fb3a7019e1c022,21,20,eligible,True,126.0,2335d81fb6418bf88b1d1a2282fed671a1ab484fb6925d078e4ccda1730e754f,d7c15777d82b6cbd814634bebf619b33b3affd06f051ce482a8be1a2f858e221,7.78316462301882,31.88822906196583
monkeyM_session-o080919007-12_lfp-7,M,o080919007-12,2008-09-19,7,268,268,5000,4500,4500,5000,490,5045e7f2e1b6a9985c0dfd00abb88f749c83a238f83ed751559195e67052f591,21,20,eligible,True,126.0,7c6b0560e2c02c9a04f514145f39613731cb625dcf1ac30a66a221ba98e70935,d5bc43bcfc8f932eebf782866d06071a2d04682ba36b16f3a1324e256484373b,2.362646019028034,30.832514694018755
monkeyM_session-o080925002-6_lfp-6,M,o080925002-6,2008-09-25,6,222,222,5000,4500,4500,5000,496,80718acbbb52bcc4e848e77ccd92ea26cf09e97409467eefe9284ef3d180bf62,16,16,eligible,True,96.0,7edc10e978722b6cac6c84c2a60181b13e7d4123cdfdfca762cf97f87ca2f956,0ed64f480fdf5b7278406512c54966f0dc5a9feeff93f5254f4fb6fe388ec654,3.7920079699833877,31.161029262992088
monkeyM_session-o080925002-6_lfp-7,M,o080925002-6,2008-09-25,7,222,222,5000,4500,4500,5000,495,3535953e277c0a9392608554f8290c0284ae827c49a0ca726f5148fdd2da1932,16,16,eligible,True,96.0,dc70b20d3d87efa9e3410c63071e7660ea214e9d113e611ee623a5f83f678dec,52082510298923472b7c58e6bd5012501fd2336abf211c19082e84b406fc15a4,3.7670168910408393,31.226574105967302
monkeyM_session-o080925007-12_lfp-6,M,o080925007-12,2008-09-25,6,284,284,5000,4500,4500,5000,502,e646b14f903704e9db9fdba9daae5fc61fb1cc11f98330a678f647a261743265,22,23,eligible,True,132.0,a41e3dc84180d95d781a473f18388297d84d888df11c1bc562e7a019fd731ca2,070357ebfe28503ee864fc316c01f04e848b499e6daed5d207b1c1f145b05e94,5.1598814480239525,31.037468306021765
monkeyM_session-o080925007-12_lfp-7,M,o080925007-12,2008-09-25,7,284,284,5000,4500,4500,5000,501,f40a6ab12c8349ede39d4cd8b6ac7acff1656c25a2ce522791ece4cbae064f4f,22,23,eligible,True,132.0,e47e6e354431a6e2abddef3123e5ab5db9a0607b09454b8ac12360915f3f7dc3,36d6ad7159374206e578581e9a557a58a43cde8103da2bda74c808ca61c53fb8,4.355212875001598,31.15957208198961
monkeyM_session-o080926001-6_lfp-5,M,o080926001-6,2008-09-26,5,219,219,5000,4500,4500,5000,505,1e728702caa1ede99a64de7a656accfb905438b9ddc1272eb0f047e963d83034,18,15,eligible,True,108.0,7f70327ad5ce57564ed00305827c38c3e40ab777a67d9b2be5fc22987fbfea3f,ff1c55116aee6688cce7e9353c5b85ea0eee6623d24eac7970889eff4931feb5,6.44593442598125,31.701466711994726
monkeyM_session-o080926007-11_lfp-5,M,o080926007-11,2008-09-26,5,232,232,5000,4500,4500,5000,509,8023adb09b0532ed7717abbc7c7772b08abce4b91d6b8923948435e75e3f5d2c,19,17,eligible,True,114.0,77f497fcbf4952ec6fc6c2a14d96e45e837061928dc202af1260ef8dfbdc5274,4531e3870f98211516b0bf3a8166b5dcbca13f741a56392b9be09e17e0880bed,3.8400231080013327,31.40096351999091
monkeyM_session-o080926007-11_lfp-6,M,o080926007-11,2008-09-26,6,232,232,5000,4500,4500,5000,508,826726d3b609ec3f93123053ed37f9ba3f21650711125e1683f4a212a4a100c4,19,17,eligible,True,114.0,3d958fadf11671e03cb612245aa8c3e9d111483c654e5789f0ba359e302fcd5c,87b6b35368b8d7e46a68651f94aeac413ba7f763b1e50251f4a12955c95dedc6,2.7711405730224214,31.134358735987917
monkeyM_session-o080930001-5_lfp-1,M,o080930001-5,2008-09-30,1,226,226,5000,4500,4500,5000,511,7f2f80977ccc69fa5d92225a28e71ae6ce44c43615c6623b16b5a8be270ad86c,18,18,eligible,False,108.0,4e442cac909b47f68becbe64bcae4441d450ef24d9ea6c5e2f91ad334c601200,5d8afcfb328e176773615dee51e73e1235fe196f508fb2a635db87861f3fdb83,1.8970611820113845,0.12270661001093686
monkeyM_session-o081001001-12_lfp-1,M,o081001001-12,2008-10-01,1,239,239,5000,4500,4500,5000,517,461063401a89be2e026d8e9afa7561558bf09fba77b66cafcdf74d77add02f69,19,20,eligible,True,114.0,c2532d06091205eb87451f51c8c43ef635d792a48c42660cf03ad3cfcd987a22,65dfd66eeaa127b88310004e2acd789f1b1034ad4f3c5607fa962aa56b9ee5e7,3.4470134750008583,31.459397992992308
monkeyM_session-o081001001-12_lfp-3,M,o081001001-12,2008-10-01,3,239,239,5000,4500,4500,5000,513,c68693566cfc018d600051ebddba2f8ded3326be5d9329de37693058b2b45fb8,19,20,eligible,True,114.0,1bb5b93533b6d92c81a1cf563652aaf2230d6c614cbd3f8ea7cb879f824861a8,8e794c7f41e53501a49e83cfbb4bea08ba4c2270f0bab282271fc14b92143e93,3.4484737089951523,32.08352183701936
monkeyM_session-o081001013-26_lfp-1,M,o081001013-26,2008-10-01,1,280,280,5000,4500,4500,5000,524,181fa2aa763022416415aafec1f6b7074f6ccd751ad460e6b6bf3a05dbf68c5a,20,22,eligible,True,120.0,f55fa3e62e755e056a2f0650e15bd57d05840ea77107ee8a51820ec3b0a30703,7afbc1e630297b91d05a06d4f6df8b093b5b5c75dd5fd979b080ec4e79fca654,3.6589945989544503,31.867882296966854
monkeyM_session-o081001013-26_lfp-3,M,o081001013-26,2008-10-01,3,280,280,5000,4500,4500,5000,522,78382284b116c82eb384aa3289f2429ab14e5b62095e2c930cf90927aee720df,20,22,eligible,True,120.0,1cbb319f97fb08d0834e7c61f9e67757610c4bfee9e8b2aa8bccbf7e821e8d52,00dd6d3623b937973c62baec1c8dd4f7cf53c57069dfa7003a655fe3756c0957,7.995966233022045,32.51927958900342
monkeyM_session-o081002010-22_lfp-2,M,o081002010-22,2008-10-02,2,227,227,5000,4500,4500,5000,527,22a731c2a2355a74b9f41a9c4869ed86eb43f2643d42bef6ac7f2f88e6ed73f2,19,16,eligible,True,114.0,921a215801940c10ac8b0706310a0d837dd1153fd02015ed688c795b3464786f,8bcb22f5843ded319191121c071cd785f129699ef5c30b627e051232d9c294bb,5.31122921500355,32.3024164030212
monkeyM_session-o081002023-28_lfp-3,M,o081002023-28,2008-10-02,3,84,84,5000,4500,4500,5000,535,37bcfb534766c444c8417cbc76e33f61a30957f9d721c3a8e5cf4c96501163bd,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081003003-14_lfp-1,M,o081003003-14,2008-10-03,1,238,238,5000,4500,4500,5000,540,7978344c0bc75649dead3163bb08837d5b182f26d4448f09075dd963604878f5,18,20,eligible,True,108.0,b20240e76942044ea0f816544adb4bea12957ee8a862e868e31f8b0aaabf35a2,00a1f3a829d2fea43913cf025bf3c4f58d723c1624c4697b494780b99264c46d,8.892979626019951,33.24504753097426
monkeyM_session-o081003003-14_lfp-2,M,o081003003-14,2008-10-03,2,238,238,5000,4500,4500,5000,539,f9b4b2199a16abd625fea1c2ef48bbbdd372a6fcfc54c82567ebe20e4760c2f2,18,20,eligible,True,108.0,6360f68450868a21697649b0a02093018d0a48c61e3985625db2906e2be848e9,8a7377ecd5b9b803ce598eac98ae49d7bb2bd408a759824dbb94279f59f7ac32,6.495966312009841,32.25058900297154
monkeyM_session-o081003015-26_lfp-1,M,o081003015-26,2008-10-03,1,236,236,5000,4500,4500,5000,554,8a615d629f3c2868b32906d7621ecb9fd39f327afc075372e139dc4f0777824c,19,18,eligible,True,114.0,6f65bf9c8af18c1a2ad148d36e7e9f5559bcc4aeffa5a6e9b84d19943e762cf6,4815abb1eb4e87e08314040decc12bd90d330e21144cd562d31cd4343f2fe6a4,12.417349134979304,34.614086304965895
monkeyM_session-o081003015-26_lfp-2,M,o081003015-26,2008-10-03,2,236,236,5000,4500,4500,5000,552,620521ca8a9a3fe9ceea7fedf4b0779c62b55e402f53c5f9ba1cd8accb92cff3,19,18,eligible,True,114.0,5f768fe74dc3388f2476933f905a0eb586ba2fc004951fbafa82652f3b7438a3,5fa4cbf9ff274f5724e400f5c02064982dd1f48dcff9fab10661621e4d13245d,5.0969852420385,32.06869536801241
monkeyM_session-o081008001-15_lfp-1,M,o081008001-15,2008-10-08,1,224,224,5000,4500,4500,5000,567,4cdafd03c333eae9b84d3da3128517aa2b5605411073a8774e3d615504436130,17,17,eligible,True,102.0,fb9f1341e116508baea0740c751e928c66df6646b23615505c30fca1f0f3517d,5174b859fc532155bfc3bb40cdca25f4bb95c788c576bb9eda718694318f9404,4.498788903991226,31.75894473900553
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2008-10-08,2,224,224,5000,4500,4500,5000,565,fd08c434b2fb3736d6051512cc2d6a110f5cbfc5fc33678fbc2eccb2af58c3c5,17,17,eligible,True,102.0,26a8aa0eba9564eec8cd949c8285852fdb88b1cec255f1419bb28266873158b5,72dc8c26fd62f90ce1413f1acc604fcaf4a918014660dfcbd9a477cddefc3e1b,4.236703044967726,31.54376168496674
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,2008-10-28,4,203,203,5000,4500,4500,5000,577,9e472f49b62be2d8325448537c7354e0b52fec2c59092baa24a84ab460888cbb,15,12,eligible,True,90.0,ba8ecd675a11f5f6c399d33e42f55ba930e518f38396aef7209f1a3edb39fa4a,c163cf80da2c0faa24ac8ca314a72b75a1ca796eb830f8049747be6a9d3a7568,4.063029746990651,31.301964102953207
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,2008-10-28,1,135,135,5000,4500,4500,5000,586,210b5ffbff920ac3c8bdffedf56c76f76ed733867f1a9ee06a18d130070bb3b4,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,2008-10-28,1,106,106,5000,4500,4500,5000,589,5d1bcb40035e79fda2a183b67e480e6a85a0d09964779dfb72820487466f4bed,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,2008-10-29,3,183,183,5000,4500,4500,5000,595,db55c9703add25905172db0785ff1e3114a70dc899ec97c964795758cc996e30,13,14,insufficient_short_trials,False,,,,,
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,2008-10-29,3,192,192,5000,4500,4500,5000,601,39be9c6b203a7b64e2de8fa03bc8a9afe67ab58545230f51b62d42b9bfd5e930,10,17,insufficient_short_trials,False,,,,,
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,2008-10-29,4,192,192,5000,4500,4500,5000,600,dbdb973442226b80167fdde4a33b32bbb4b47e46c8c143cf1f534f714b05f64e,10,17,insufficient_short_trials,False,,,,,
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,2008-10-31,1,393,393,5000,4500,4500,5000,607,4bff112312f5739bf1236ba7035ff9ca6c9278250ab2e55f782eb21252ebcbbd,31,32,eligible,True,186.0,d66a49d38982a453def4c2287fb3396a13019b38062a975469c8b8e0f00727a0,9771a7725987ac8dcfd09ab9738ace65178a4c107847a18bce57f41fb278b1a7,4.44660321995616,31.79640130198095
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,2008-10-31,3,393,393,5000,4500,4500,5000,606,0af2c93b75aff1a9258149b8600d7e45466432ddd8096abdba1e6fced77b1391,31,32,eligible,True,186.0,daaff0b73338bc146897c0cb638ca65de96a408b913de994c4a6e680196e288b,049ca2bf821fc1e23e13629de6ccb2bb5423539a4aa027240fa8be6c96f33056,6.2012460549594834,32.0412930159946
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,2008-10-31,1,84,84,5000,4500,4500,5000,608,c4a7593520d03f9392d875c4e4d77a2ba43ccbd0aaff887c789435209e83852e,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,2008-11-06,3,189,189,5000,4500,4500,5000,610,c4dd2e484371a645d0ef290b36d5d3ef09ec5714683d5163edae9b97fddf777d,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,2008-11-06,5,189,189,5000,4500,4500,5000,609,f1b604e6a1733daeabde75cc579dc68ab787acb3f3bb4106ca5e39e95b72df5e,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,2008-11-06,3,115,115,5000,4500,4500,5000,613,4a179cb7017743237da0b314a772bc66723aa52795af0dcae2df098526231613,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,2008-11-06,5,115,115,5000,4500,4500,5000,612,5709c922038e1e651e66a4bfd123dcc1d4a89efe2cc6e6ca07daeb91e5ea8de8,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,2008-11-07,1,249,249,5000,4500,4500,5000,616,a15e1e9fdbf6948d10575a847e110ea418e938cd4b161044660dfd059939583e,18,19,eligible,True,108.0,deb4da35573c3090cbf43159a9a6ba6a6bb37d2e7d8a3c2716408e0b46a322ff,c4065bc1f914580a3d46e44a397b5f5d1ca627f5c0c103e24a2ca072f30e6508,3.430634211981669,31.314636685012374
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2008-11-07,2,249,249,5000,4500,4500,5000,615,87e34630350a94288f9dff14c548ed2a2d6f8e5aa6d5635f30c15fd2872e549b,18,19,eligible,False,108.0,12d3b7d2cf7190276c8be46277a2933e016f03f5749d38f9ec9938b6ad282452,9570f84283ec60e0eb3d0d36d4e361718725e57aa833861c426977d598d4bca0,1.4669319670065306,0.12034258100902662
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,2008-11-13,1,248,248,5000,4500,4500,5000,621,c59fe6e2f185e4928e425db9e5e1d56139efbc2212b104a2ecea3e1e72f7e0e4,20,20,eligible,True,120.0,3f60462bd76d496432f880cee9a5d6e6f9e96dfd295cb5a9e31d1491a70bfb2f,744ca32743d65a6cb8c60160c0e2b72b7334f40ec0b6b8f802cef70ae536dfb6,5.775246491015423,31.324429131054785
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2008-11-13,2,248,248,5000,4500,4500,5000,618,4bb9a9a1d25e96bbf674bccc7ad306163e847fc2d6182379af0a520bd6f7b0ae,20,20,eligible,True,120.0,8507cdd25260216bddf65f8cd2845eae43e8266e083de406859583c2f0211fb0,d6be6841cb9f8b5fc498b8c1f490f7eb7727eb45308f4b011c56095a49036c3a,4.138739595015068,31.23759296000935
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,2008-11-13,1,121,121,5000,4500,4500,5000,628,19e300120f3789302d3ce8edb8024e9b8fb4509ab496b88609af3f0a141cb133,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2008-11-13,2,121,121,5000,4500,4500,5000,624,000266d0f3501f973456b54fbec64a4a1f2b0d0473bd2fbbf6dbbf0e382bec1b,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,2008-11-13,1,92,92,5000,4500,4500,5000,633,369d287a2ec4a9a2e53dbce4d7c6425cff5b65f4902921f6f1a47aacadbede38,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2008-11-13,2,92,92,5000,4500,4500,5000,632,8f8724b99cb28c5aef4450ef6212420f916460fa31fe2546a27e859cdf19a748,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081118001-3_lfp-1,M,o081118001-3,2008-11-18,1,91,91,5000,4500,4500,5000,636,993e5806f23fc065eece0e203513f23c78aab8a6256dab6bbb501ae39757df65,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081118001-3_lfp-2,M,o081118001-3,2008-11-18,2,91,91,5000,4500,4500,5000,635,6761b2cc86403fcb3c7e6725e961e097ed1710ff2d75525372296980b2109b11,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081118004-5_lfp-1,M,o081118004-5,2008-11-18,1,86,86,5000,4500,4500,5000,639,535bbe3f307bbe768c86e96f4b3c965474657a8e8fb71540a36f13124ea80d1f,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081118008-10_lfp-1,M,o081118008-10,2008-11-18,1,85,85,5000,4500,4500,5000,641,17389616f6f370928804ebb668f4a263884f5c3025e1e44aac10ef7cee83bf72,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081127010-14_lfp-1,M,o081127010-14,2008-11-27,1,228,228,5000,4500,4500,5000,643,065eb7aa034e1974739aa7a24f4802cdaba43dd7d2bd599edf1da65b3b8a03ba,17,16,eligible,True,102.0,30a7fb87b8bcb17e28739c76ac2192abffadb42e6d0e89d951607fea07047bd7,36b8b922c2434a481e15f455d84115f6990eea3d04c7457e90db44c44d003dde,3.9831398489768617,31.147669669997413
monkeyM_session-o081202001-7_lfp-2,M,o081202001-7,2008-12-02,2,238,238,5000,4500,4500,5000,648,be95d5998de5cb8f1cdce3b1ce374f81c5925b1e6a7919964d3278265ac67f51,20,19,eligible,True,120.0,86790a7077083dab309171f92da44f569af737d5801afdddf4a0f067a0816e52,84d0add895b443493ac5cbf1b36eea08864be313a0f286fdc196185194099bbb,7.874579592025839,31.36717238900019
monkeyM_session-o081202001-7_lfp-4,M,o081202001-7,2008-12-02,4,238,238,5000,4500,4500,5000,647,5466bd0e02df6849e685beaa90de32770aa24144e2bd9dc49c3e1b1642fd1182,20,19,eligible,True,120.0,63b5d3a0b6a9cca0597d91763dc598641bfc1fdc0b5d38c8bab3d984b97bcdf6,790ea024f1b2d8106a18133de81d7393661a2682a14a91e3bd13f8cb70f22b63,5.628912750980817,31.002129242988303
monkeyM_session-o081202008-11_lfp-2,M,o081202008-11,2008-12-02,2,167,167,5000,4500,4500,5000,653,9abe170950c7f3b0772753ce0064a7b5ff1b8c6456c46d900030d8b21d6c0cff,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081202012-14_lfp-2,M,o081202012-14,2008-12-02,2,135,135,5000,4500,4500,5000,658,5250c6128e370e9d3b3a7a7af24fb542cd52e103f7cde5aaa3a900748f47f54d,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o081202012-14_lfp-4,M,o081202012-14,2008-12-02,4,135,135,5000,4500,4500,5000,657,44f27157aa03a7673ad984a0704c78c4c2034808d1095623fff297f178b5f693,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,2007-01-30,1,253,253,4500,4500,4000,4500,1,958a573e89d47da5a78d6f07ace619bf0968be95d4ef33fd5ed16870859e4bbc,21,21,eligible,True,126.0,c41fd55821f9aa7434df322d218440c62c4f06c57d739e09c188b4e7beb971f7,d6c3756b1e13d20a0cc8452f073007bd455418880649c15697212e7d781a62f3,2.4526338080177084,29.3139624040341
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2007-01-30,2,253,253,4500,4500,4000,4500,0,62cd424772279ddbd5b5735b56ab972b1f1b45ad41a78de7bb6128f90419b33d,21,21,eligible,True,126.0,1c44e3a71b990686bfc6ce25fc17156ca0126426a93cfe551194239f527c8a66,cea1aa54a169ccd88d759131b7b4e9f339edca950bd493475a58c15a3177c94e,6.341414597991388,30.72625192097621
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,2007-02-01,1,187,187,4500,4500,4000,4500,4,55745fd1762ef74bae59352908cc7a6ce7b453590267323f4034016a34d89a2e,15,14,eligible,True,90.0,29051f58f0a57de208818baef861ac9a08a998fca44671123d8b9d7ae00555c6,d1292f3e693ddf8b692f96765eb4d82f2e2f09c43ab3195f939353f0685f2848,3.3713207920081913,29.464155674970243
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,2007-02-01,1,108,108,4500,4500,4000,4500,7,1035ef7cae72832fdca1b46045285d9f5b9d6acaf1cf610578ebf4926945bdc2,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2007-02-01,2,108,108,4500,4500,4000,4500,6,dd9400b8d08699f009e772da9f23ca0e23be738554870fab87e82bc328aed80b,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,2007-02-02,1,258,258,4500,4500,4000,4500,9,13962b6efba3604aa4c21c997acfeec10a49d61fd9358601ee740dce4a60d961,21,20,eligible,True,126.0,ba544af84b4c9875a6c7c257b522612e82b294cc0636e4569a147a09ad2bcf4f,7ade887d08eb95939e9611674c54c723cfc0f63e46bf51448032612045d8324d,3.8012307450408116,29.496946086001117
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,2007-02-02,1,140,140,4500,4500,4000,4500,10,956e4f02f39e36b3e407e4726ee29b06d146ee42e367a7810df3d610b7823144,11,9,insufficient_short_trials,False,,,,,
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,2007-02-02,1,87,87,4500,4500,4000,4500,11,936c89431515ffd16267f3ba749851bc889b5e81079aa72a0788b0df62afc7ae,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,2007-02-06,1,316,316,4500,4500,4000,4500,14,85bcd1e455c31b436570dda35c35b4093619996516efecbfbb94f02396cf95e5,26,26,eligible,True,156.0,ff6c0c94d3ab69bd92e388fc6f04cc9153cc097917327da6790e9129af829407,ad4af611bc3284158a1d6b707b24a24d7823049803e5518f87371b79ad92c631,3.728787611995358,29.55074308399344
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,2007-02-07,1,113,113,4500,4500,4000,4500,16,d91a8b599a3d6882693a584964f00c8a166a666267c8f197c344f7a473b08138,9,9,insufficient_short_trials,False,,,,,
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2007-02-07,2,113,113,4500,4500,4000,4500,15,a28e327314f679aecd5de83bd6b3b4af55e991ed9d76ae9c2b136a9eafaa10e9,9,9,insufficient_short_trials,False,,,,,
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,2007-02-07,1,329,329,4500,4500,4000,4500,18,d005e93695debd4b8bc373c8edb40164675c32dbe7d21cf0d84ec0e8f5feec7c,26,26,eligible,True,156.0,1b3e17c4e6e951f7c6d5c658b768a62ff6c70444ff03dce87071b20f599606e6,e47c88f5f8bf4da6a95cd467c84639a98bda9b8c8ea6f58c2a43e5bac858efab,6.1711739980382845,29.310921589960344
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2007-02-07,2,329,329,4500,4500,4000,4500,17,5e6462fe097cb545a50b8ad2cca744d5b24b658d617aba99f77fa526ebc2092e,26,26,eligible,True,156.0,7ff0e0800338992ff625c09976a4a09dfa8cf3247d17f82e61c31376e1b36d44,8689b18bb80fdd57b8c29fd8748674c276039835640bb2e71a92be2cc19c4ff5,4.355845901998691,29.64904090401251
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,2007-02-07,1,264,264,4500,4500,4000,4500,22,337784aa0e63e86306de11ffa4f77f54064350708fc75e93ea071fe5f17f9e83,22,22,eligible,True,132.0,1534605a27d779c00a3a6f06e636ce366465a850d769424001ea5d9ca088ce54,b0978c213d3b78b9727007776963781cf11757713c0accfd763cf38d2000a5cd,3.6578904489870183,29.812483770016115
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2007-02-07,2,264,264,4500,4500,4000,4500,20,675bd9f0ca03d659bdd9d613f3b4418d477486dc640f5c66e5ceb80501c59866,22,22,eligible,True,132.0,fdaa91e14d8d4a6fa06fb03eee3fccd7470d6472201758443a68ee7a93f87b8c,7eb2e2841ff83148e1bcf91e229ed9d8cc73404c7f19feb196aeeb73492a0a8a,3.338566469028592,29.586481845006347
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,2007-02-08,1,283,283,4500,4500,4000,4500,24,ba5a0f80bdd4a47dcff75605463fd39f46e9e5d54ea1c1fce3fd22b575ff66f8,22,23,eligible,True,132.0,a8ae7920d5855b95e65d4526dee42b721cf370782ff91ce876b3adebe54d4741,03dbffcad36259075aaed85d640fe6ba8dcd23cf0a723f20458680d0e3600ff0,3.823883883014787,29.158383322996087
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2007-02-08,2,283,283,4500,4500,4000,4500,23,eaac975d8769ddd6f1f6f094ba0ded614f4e8983e4317465b0d054967cbf4be5,22,23,eligible,True,132.0,86d6f0d65b6c4578861b9a704535e314c34039f21516eb61cdfc44c39de20583,69c9590fe109bafffde1d00e5862a22794e82c91e03dd74aabbf60992b2798b2,2.410355400003027,29.023848318029195
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,2007-02-09,1,312,312,4500,4500,4000,4500,27,7e1d3ffea6716ff49407cf0389382843bb52f17b1bd8660d2e3fc99e68151368,26,26,eligible,True,156.0,1aec8f9e498dc487aa2ba5b4f8e2350929f892359cfe2dbfc331ae5a58432925,c0b65b8bc56aba426014c3673e1d7daf91b1b3205ab78c92dae8624b4e634f3f,6.464310400013346,29.37312635598937
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2007-02-09,2,312,312,4500,4500,4000,4500,25,69bd5e1a935fe0501530cd907e3db2a6eebad00414e529875020be8f7120f561,26,26,eligible,True,156.0,5e10f0369637b971948bc0885737e2b7eef0e41472d572da7cdc1cf1d93a7a29,e7bff890ad8b4b936a8343cc558a967b056f9b1a76f88f4be745e2efea157d25,5.120088173949625,29.953385000990238
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,2007-02-13,1,298,298,4500,4500,4000,4500,28,967d06a7266bfed3161eb838aaff29b7db35fc4fe1dd5b51ca5026e5e0ed3002,23,22,eligible,True,138.0,c0f1b74544d0369e8c399bac5e1468939b65e0f898855a62a12740cf964de13c,5e649664b659fe9763f29b43cc7b0fc13976986346a1b69f3f6bc2491e7fa329,4.574211722007021,29.60625745699508
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2007-02-14,2,265,265,4500,4500,4000,4500,29,178ab47fdc3a661a20cb377eef0f86905d64ae1eeb4f16e64ea031d66eecd7fc,22,22,eligible,True,132.0,25c124ec01dc6e7fb6f475110bba3295b90e1533156cdd5721de8a38ae367414,df05e0d0ad9835a2390104d499cee3f05499e2dba126ff9f38cf4cad9e6f302f,5.217055140994489,29.673046462994535
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2007-02-14,2,258,258,4500,4500,4000,4500,30,9de1ba3a3a408b8e68b424e2aedf7346691a0ba1c20934204223cb07439961cd,21,21,eligible,True,126.0,d567462028e3bc90ee2067110c872520dfddfb7d3ab7fb4a5d4f0c0bf28527d3,22a5be375ed11982b17c8f34d4818dc2ce094f8fcf2c699bd7249b3da39247b3,4.7160249289590865,29.823576978000347
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,2007-02-14,1,90,90,4500,4500,4000,4500,34,50af566e4a79ba8db02c5eb9193ab9aa4a2242bbae8fa779d1175b726171f3f4,0,0,insufficient_short_trials,False,,,,,
