recording,monkey,session,day,lfp,raw_trials,valid_trials,go_sample_zero_based,old_converted_go_sample,start_sample,end_sample_exclusive,source_pair_index,source_sha256,minimum_short,minimum_long,status,geometry_evaluable,n_trials,selection_hash,predecessor_features_sha256,fit_seconds,decode_seconds
monkeyM_session-o080527006-16_lfp-2,M,o080527006-16,2008-05-27,2,290,290,5000,4500,4500,5000,265,f0ac326bc70bd923619ecde6da831598ad59ed121f36d6029a3fb779f97eec9c,24,24,eligible,True,144.0,0ee6031301523206f54668d2174628a8658147891d813c6ed18a5d4579d1bc20,6f9963804b8f10f1fe921ad139ded2addd60875f357456dfc50a851b0edcd485,3.81010050495388,30.7891209149966
monkeyM_session-o080528001-5_lfp-1,M,o080528001-5,2008-05-28,1,86,86,5000,4500,4500,5000,275,1ffbb8fcc149b104dbb2c61fca5ad105ddf45a2caa9ca2968c51940cc7902019,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080528006-15_lfp-2,M,o080528006-15,2008-05-28,2,242,242,5000,4500,4500,5000,285,c591c2c19f4a931cd717a320da44a4ac1967a30289e5088f65e8368f5577ab54,20,16,eligible,False,120.0,d30b67d84182e2a1094b313a03884842f16ee291de5e3537f2cc2e24fc907cf4,af7d3b79c6a975739d1ef5652f2698f31183308b6b72eefb561c08da2b3b3ec4,3.7299888970446773,0.1232616999768652
monkeyM_session-o080528006-15_lfp-4,M,o080528006-15,2008-05-28,4,242,242,5000,4500,4500,5000,281,c7c753d55350bc711f7637215decd435edc184af961fc69290946f4f7054ccc9,20,16,eligible,True,120.0,0c2bafbfd8db7eb693dd3973030154e5a3050ce779e6bbb1444ca3557fe87f50,df1cd63bde0fe606ec480ef2a06d22a64ef34b99508e83177ea1f1a2e47d2c25,4.113424842013046,30.507436278043315
monkeyM_session-o080528016-25_lfp-2,M,o080528016-25,2008-05-28,2,192,192,5000,4500,4500,5000,296,f8abad9396b27bc650e612ad3829a5c9dc4be5f65a1fb352544de0a8b9d83a01,15,12,eligible,True,90.0,d3c549311f124441cfe1f4b962fe6096e9a20b9566bbf9841aae7e677ef5bbbe,c8fa2362920bab6d4c43074b8b75e718d7bb49e3767968303f8c127cc074fe48,4.478630358004011,30.980756862962153
monkeyM_session-o080528016-25_lfp-4,M,o080528016-25,2008-05-28,4,192,192,5000,4500,4500,5000,293,4f718445f33ca2a7480b5509a06edcb6d62b4bfecb855beb30d7d4d748fdbee6,15,12,eligible,True,90.0,404ed79f24a7c62c33e3400611f3278406575a1f53ea87f8f6cf5d39cad96a90,3c60dba57143588c18e214ff0f4780ce2be8bad52db80f8a345ec6a9e73a07e9,2.7884261299623176,30.567093478981405
monkeyM_session-o080710002-4_lfp-5,M,o080710002-4,2008-07-10,5,96,96,5000,4500,4500,5000,306,bc47521851ba5e2ebf447d8ddaedadc99ccc0c34dd72730f23d58854f294a739,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080710002-4_lfp-6,M,o080710002-4,2008-07-10,6,96,96,5000,4500,4500,5000,305,8a238dbd0e6f2292a91c8ea51adbdaec88494fdec20557625b69549ebd98f058,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080710006-11_lfp-5,M,o080710006-11,2008-07-10,5,239,239,5000,4500,4500,5000,312,d13be921b397848e9c3167592c3de6744a47644b9ebf68ea95c80f34358c6067,19,20,eligible,True,114.0,33e8ad15a1c953562f33d3c2e6147540e78293a314f5546b4633c705cfe6144b,9815bdc201aee4d58c499c9a63a76f9fb662cf3af925285d5ef76a9d6355dbc5,3.3611321020289324,30.860395168012474
monkeyM_session-o080710006-11_lfp-6,M,o080710006-11,2008-07-10,6,239,239,5000,4500,4500,5000,311,2f91d4e899408369df92fc7149b8199f702938b7224079c58f224a8cc447d9be,19,20,eligible,True,114.0,ee4ded5ba7d720e4552dc17e68e4e63859f3563aff302c3f1126fcbc68ab5a51,3821eed177017b5b8b703edf87c50063a09753870e51927d1fd5c969cbb31363,4.891466671018861,30.78581877995748
monkeyM_session-o080710012-14_lfp-5,M,o080710012-14,2008-07-10,5,120,120,5000,4500,4500,5000,317,d0c0bd1ebd468948e0f21409c3f37b8af4491df094a8fe8c196bdec5eb138ed0,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080711002-7_lfp-6,M,o080711002-7,2008-07-11,6,234,234,5000,4500,4500,5000,324,179e0dacb95d40012e1f9186f75065b3523f79a16b5f0ddb014a293325c0c287,18,17,eligible,True,108.0,9e2cf3369bb5fe142100fd7a11d10ce5665a2362ccec1032b9cd9b5c97c06747,ee58aac80309b59b03cf35ea9683195833baf635a98d592932fa714d0a326fba,2.671515689988155,30.622911687009037
monkeyM_session-o080711002-7_lfp-8,M,o080711002-7,2008-07-11,8,234,234,5000,4500,4500,5000,323,b5e5c9aa88c9938b4f66b844bb1d2430431572d8b2cf6f16bb1fa6f2eb82255d,18,17,eligible,True,108.0,8af61991ca06b34e20e599d611818ebc1a823bb2e64415d3247fd012f6011de0,08181a1883c643a7d0daa5077ca86516b7bf975ae65aa25ef46fff28e9e5a13f,3.9990656499867328,31.97959336999338
monkeyM_session-o080711008-12_lfp-5,M,o080711008-12,2008-07-11,5,198,198,5000,4500,4500,5000,325,7626d2e6a3b4673851746166870b664bdd43ffa33b7656c265a3a92911b148a7,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080718002-4_lfp-5,M,o080718002-4,2008-07-18,5,104,104,5000,4500,4500,5000,330,1614b323b0f37d40b92866221a7edff474c0835a9afdd21d890428d5f62cc782,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080718002-4_lfp-6,M,o080718002-4,2008-07-18,6,104,104,5000,4500,4500,5000,328,9162b8d1d87d23584b1f022bb169bc7cb34be7f6daf046fd76b333d0c9ddb3ed,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080718005-9_lfp-5,M,o080718005-9,2008-07-18,5,191,191,5000,4500,4500,5000,335,14f230257a95d38a172429bdd9b79a76ac26c15b48a6cde61a424d41cb7c926a,15,16,eligible,True,90.0,987ce5719efa53d7e8c1d17f228627dfbaba1862f33dfb85200a543c25fa5993,fa841931aaee4b97400c6e08ff0bb404d60003bd61d3bba17e5e9b2cd2d7a70a,5.371575513039716,31.207480677985586
monkeyM_session-o080718005-9_lfp-8,M,o080718005-9,2008-07-18,8,191,191,5000,4500,4500,5000,332,8f406b7b14c08e96d95321ca00cce576ef7a05d4df1f74350589f2e02e011465,15,16,eligible,True,90.0,6e1ba88d974d8845adb9eb98b7dd26b1a8e72e465058f42bb2a5268b6bd3448a,2e30c3fbf69ec1a795672a3ded63a219d95aeca55c6f1ee0626c424ecf86b58d,6.168119311972987,31.81333774700761
monkeyM_session-o080722004-9_lfp-5,M,o080722004-9,2008-07-22,5,193,193,5000,4500,4500,5000,337,4f450ead1691dad9661fdc5accf7c58387cf2a2df8f0d0a564cbbc5a0201400e,16,16,eligible,True,96.0,549d4c155675f0fd38e137a7cbc050ff0052d9e9d883fb09b6a7175121733ae8,f1378a6431d6299da5151c0004cb15e7eaa11c913b8a8c70a4d13ef1c793f74b,2.3085362580022775,30.981173239997588
monkeyM_session-o080723001-3_lfp-5,M,o080723001-3,2008-07-23,5,99,99,5000,4500,4500,5000,340,1c3d134637b1dcaf120e276786e82ca2fdb572da325d44ee673cd56da34adce5,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080723001-3_lfp-6,M,o080723001-3,2008-07-23,6,99,99,5000,4500,4500,5000,339,ef2980ab672c174972755faeddd7906556110af3a213702fb01fdbaabc7b0546,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080723006-11_lfp-5,M,o080723006-11,2008-07-23,5,292,292,5000,4500,4500,5000,343,96d274ec97dea53fe31049df9dfbdc57d7aeffbd79f8b253b6b4f6ebbe24eb32,24,24,eligible,True,144.0,fc027e16b7af514cdac1b5fb441f9c66ed7526a1427ac1d05a29e8b45a958889,823adb10142b947c2c1394cd6fb789152cdc7500d7bfc2bc6aee9b42e3464f21,4.360150986001827,30.86801006895257
monkeyM_session-o080723006-11_lfp-7,M,o080723006-11,2008-07-23,7,292,292,5000,4500,4500,5000,342,dffc0566ae4e1c184614e6bc96afa18e62d6b5f6672b42e6ccb1e2cc0a9f8523,24,24,eligible,True,144.0,9586088a87f54c6e603177ed3d7bfadad3c7b4f35b2e12c27820c5789d8b0b05,a042201f047e6b098da83b48161ec6d95d9de87c7bf1a2ad4c5d834bbd598986,3.955554274027236,31.925829865969718
monkeyM_session-o080723012-14_lfp-5,M,o080723012-14,2008-07-23,5,97,97,5000,4500,4500,5000,347,7e1fb69e66a1a212b0d0fd4ea69a2a9545b3eab8a7cb7585a27db87dd2b7c5b8,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080723012-14_lfp-6,M,o080723012-14,2008-07-23,6,97,97,5000,4500,4500,5000,345,c6a62d6090f49676ee249365f5d0d7000b63b6b60303a6fee949e393111020cc,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080724001-3_lfp-5,M,o080724001-3,2008-07-24,5,109,109,5000,4500,4500,5000,348,6f89ef00e648a57e9c5fe30c6fdc20860828ba6472d271b90bfc33655fea8c90,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080724004-9_lfp-5,M,o080724004-9,2008-07-24,5,241,241,5000,4500,4500,5000,351,e35c5fbd41b29027b97160924b9f034139d75fcb5ce12ecf9febe5dcb5197d2f,19,20,eligible,True,114.0,513b82b0dc4aeba1c2347f9d477b86cbb8a1f8642a60364a3f92e90a451e19c2,4f2dea1014af492d1f78dd480ffea387ddec3c5273a4681bf36d00e1f4772d28,2.774967692035716,30.576882259978447
monkeyM_session-o080724004-9_lfp-7,M,o080724004-9,2008-07-24,7,241,241,5000,4500,4500,5000,350,f0c7dd9823a3809d66e6f8f8bd018c0aaaf8a1acff581b2a3b4e0055d373d4d5,19,20,eligible,True,114.0,b1ed6fb5ab41c009be6a47f54275fb342eb27d551ac682613ea033440892f1ec,c76786935ee594cdd4cd8840db824e9b34a4bd2f3e79d833dc903cd25a0a7230,6.1990973360370845,30.89087565499358
monkeyM_session-o080731001-2_lfp-5,M,o080731001-2,2008-07-31,5,60,60,5000,4500,4500,5000,355,4570e9f518fc6a6bf89a0059cc1bfd17d5a5d004537ebdd9887bc7815d234682,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080731001-2_lfp-6,M,o080731001-2,2008-07-31,6,60,60,5000,4500,4500,5000,353,a77cda817fa3dd58020849cca25948b3c97dd316ba698e24e25fbf7b5c72936d,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080731003-10_lfp-6,M,o080731003-10,2008-07-31,6,247,247,5000,4500,4500,5000,356,f88be39d2447a2b81ff8c7b396c1b33077146edddb34c725faf92c385bb7a4fd,18,14,eligible,True,108.0,9248c2731a9594a793cc62c2e08667aee5a14c73405c0fad6b2761ff94fca78f,ec64f92f3d4e72940224500b88fc51f479364cf8cc751eb8602d3a9aa6eaaf35,2.4894355600117706,30.468440357013606
monkeyM_session-o080731011-18_lfp-6,M,o080731011-18,2008-07-31,6,207,207,5000,4500,4500,5000,358,ccc434728ace5dd56e2b372a224f4b86639630c9dc0424966ca460d0bb79cdac,15,16,eligible,True,90.0,221d150aa2029470d1260d2e885ac9cf7f624189b459cb63fd7f7242c52fff01,a97a1b75f16d806b2af188de3e1c12ba2c1e49ed3f6bb462cee9db3d664de96b,4.092683686991222,30.730712700053118
monkeyM_session-o080801001-7_lfp-5,M,o080801001-7,2008-08-01,5,275,275,5000,4500,4500,5000,363,85da1864608be12db25e7dbe5caf8da00e7724c056208e5cf47ed43734b200fb,21,21,eligible,True,126.0,bb210d4d597295c5e25a6386f25a837bfebefe4cecd0fd0f086717d4cb3c5576,db62adacae763601599d6ba1a133ee767fb9703e43bc5aca8d79b997f7701e20,6.569680407992564,31.025099497986957
monkeyM_session-o080801001-7_lfp-6,M,o080801001-7,2008-08-01,6,275,275,5000,4500,4500,5000,360,578ac123e9bb8b529d479f1dea084db693390e101f3f0ac75dc5a30638f30684,21,21,eligible,True,126.0,90efa6e1af6b6a38df63cb9b4b42cd048ac9be7253e1a446ed8ca71a48ddd739,7f98a6b33a33e065e25d57b4c7ca0f47febf2ea77720eb89d5199fa283c75042,2.392010802985169,30.243426196975634
monkeyM_session-o080801008-10_lfp-5,M,o080801008-10,2008-08-01,5,122,122,5000,4500,4500,5000,365,22bc268b39fe7e5810a05a46fe13c5088109454f86c95c32a1c75d33ad948bcf,8,9,insufficient_short_trials,False,,,,,
monkeyM_session-o080801008-10_lfp-7,M,o080801008-10,2008-08-01,7,122,122,5000,4500,4500,5000,364,924a1532576d0df789ed454b9a3dfde3819d7badf2ac7783c61161a34efc1123,8,9,insufficient_short_trials,False,,,,,
monkeyM_session-o080801011-14_lfp-7,M,o080801011-14,2008-08-01,7,147,147,5000,4500,4500,5000,366,3ff65d08855301b7ee52eb8e0c00ec2557e748389bfed820856bebbbaa59b931,12,11,insufficient_short_trials,False,,,,,
monkeyM_session-o080806001-5_lfp-7,M,o080806001-5,2008-08-06,7,169,169,5000,4500,4500,5000,368,844dc66ad0286ef3bb1da8a7d3e46790f83593c735ddf79f7126e41adc3004a0,13,11,insufficient_short_trials,False,,,,,
monkeyM_session-o080807001-3_lfp-5,M,o080807001-3,2008-08-07,5,105,105,5000,4500,4500,5000,371,1526394eec4ddf74fe45ce0adc618187a70b27950980169a70f661d95622452e,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080807004-6_lfp-5,M,o080807004-6,2008-08-07,5,132,132,5000,4500,4500,5000,373,2c6c9289837206922cf0ea9645f7c6aa5a26492632f2b884194a82f569de1935,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080808001-5_lfp-5,M,o080808001-5,2008-08-08,5,209,209,5000,4500,4500,5000,377,2bde8a4303f6aa4c157f1831935a2f5991a87992338a593e4ce6ef8137ced86c,16,16,eligible,True,96.0,aba8bf5486dd1afacfcbe6385404047c34cabf30b0528942b81d0104b91b0665,72036a951b81e62ebb5117f01803baaa3907d8d8128514b9ac6f46ccfea5fc54,5.214923669991549,30.67595327604795
monkeyM_session-o080808001-5_lfp-6,M,o080808001-5,2008-08-08,6,209,209,5000,4500,4500,5000,375,721fbafb5b65b6408513c4c6bd4f3e8d633940aff48a431aa9767b6c535f4ed6,16,16,eligible,True,96.0,c9ebb2700d8f5744e4d08f9e32387409d173405e05ac0fd247279531ccc0d332,7f5c06322069aebcae4b87503426f3145cc5bad8008f1bf129e4c58c29471290,3.372885121963918,30.614545629010536
monkeyM_session-o080808006-12_lfp-5,M,o080808006-12,2008-08-08,5,280,280,5000,4500,4500,5000,381,35f12d037c705c21400c415f7978a4c5ac5c7c2968f5f975af10fc1015066291,22,23,eligible,True,132.0,9a82b35c5f4b78c3000ca049482c2e7c4f3944184f3a08029478ffef59df117a,9918f0c6efa61852d29a8e8f510a2fda658d5c59eceaa7cda9679bf0cbe9f921,7.849190594046377,32.129506328026764
monkeyM_session-o080808006-12_lfp-6,M,o080808006-12,2008-08-08,6,280,280,5000,4500,4500,5000,378,c82849ac237d9a28f9ea4a851914f0eb2af4cdbee377407d9fb83c9a7a36ff0a,22,23,eligible,True,132.0,64320c267d4b41001059926a3d48e8a491fbf86bab91a5289b4775379df328c6,714e38832271715c0577f2b804f9bfb80855852dc48ecb6388167d5934051361,4.010825100995135,30.625374708033632
monkeyM_session-o080828001-6_lfp-5,M,o080828001-6,2008-08-28,5,252,252,5000,4500,4500,5000,383,655ea73a180928beb7a5978216b79f4beb4e4e6838b3b65e82db00c3b4b785d0,19,20,eligible,True,114.0,992b4080b14e46a8fbc036217584a27ea3ec9376818dec8b24bebb39841966c6,de50f175f8bd3b3d207ec422f21ed896fa21012a9aee745c6a22ae4b8cb195cd,3.867046746017877,30.412767666974105
monkeyM_session-o080828001-6_lfp-6,M,o080828001-6,2008-08-28,6,252,252,5000,4500,4500,5000,382,f82e1f9b3ebd2ff189d9692545cb59da8c80ccc2150dea4eac3707e0c5ba3dde,19,20,eligible,True,114.0,66db9adfb66b8aa894e3dbece9abf203192ae0139129e0b5add3dc9337bd9eee,8ad0fb7cd7cd6ccd7069c72f9eec81eebf82cce0c5ffc1885fde003743344b58,3.6132960909744725,30.40057168196654
monkeyM_session-o080828007-12_lfp-5,M,o080828007-12,2008-08-28,5,204,204,5000,4500,4500,5000,386,dc633255b79fd85c561a9c20810c0e981ccb4b3e7bbc0ccb188c67a684f1ff8c,16,13,eligible,True,96.0,3c9d9050b999b9758324682f543c7cebfd1acc751186e95addd32f24c53375ee,2bb2335d2719e8997318121bbecf1d16086763f8e35c3a0d9396569b55017555,2.752183980017435,30.608749976032414
monkeyM_session-o080829001-5_lfp-5,M,o080829001-5,2008-08-29,5,242,242,5000,4500,4500,5000,391,75f8fcf28f3ceff73d9ae6303f88b07b32200620d9c3b82adbdc69e80f0156b5,19,20,eligible,True,114.0,de48056d592994fa3dd57d9722cc2b518cac4226cf3dd227e2d54f6bfd93f88e,c32c60f17d79985b7d03db4ae8fcc8111e52b0c605325f6daa4e6c01d2d27e71,3.3068144120043144,30.861415288993157
monkeyM_session-o080829006-8_lfp-5,M,o080829006-8,2008-08-29,5,118,118,5000,4500,4500,5000,395,286de37afc4d016e1ed7fc6e0f26a5293c1ede27f5187bd5dc2d9ecf6db1b339,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080903002-5_lfp-5,M,o080903002-5,2008-09-03,5,122,122,5000,4500,4500,5000,402,b7b28ef522d75f29f7d293c08f57d3e4c2e60cca311290e68578908a130314a3,9,8,insufficient_short_trials,False,,,,,
monkeyM_session-o080903002-5_lfp-7,M,o080903002-5,2008-09-03,7,122,122,5000,4500,4500,5000,400,29f76b6b2fd602b5aec92001ae933cba7a027e330339fa0b6ef52b907baac402,9,8,insufficient_short_trials,False,,,,,
monkeyM_session-o080903006-12_lfp-5,M,o080903006-12,2008-09-03,5,209,209,5000,4500,4500,5000,407,405206da63409d7ab63dae896df15a00d8728c0e8356d8c261e485fbe284a57c,14,17,insufficient_short_trials,False,,,,,
monkeyM_session-o080903006-12_lfp-7,M,o080903006-12,2008-09-03,7,209,209,5000,4500,4500,5000,404,12479d8b636d656fd71328cfff81cbae049cc7a13d59877f3bf74ba99100703c,14,17,insufficient_short_trials,False,,,,,
monkeyM_session-o080904001-7_lfp-5,M,o080904001-7,2008-09-04,5,205,205,5000,4500,4500,5000,414,e01c2b449f4fc2f6b066023c71022fe2d463275673189a98b805783f47311676,16,16,eligible,True,96.0,9c36f21be5668f75656eef4f2b5f77e31a566bb875dd14a68687f3b5196512f7,51ee0900c810e18c75be86d100bd41a6cf81865c624b40870330042e644e8dd7,6.477227538998704,31.514832107000984
monkeyM_session-o080904001-7_lfp-6,M,o080904001-7,2008-09-04,6,205,205,5000,4500,4500,5000,411,b6d0aa2347dee0e4536844615f7e5c4da494158f1c61a18aa3df8db0c4e496e4,16,16,eligible,False,96.0,099515c788d829a716204c44e3cc93f380ba3b7d84ef8f2f4e951d00a8d7e29a,06694d1b89742709c46906d82a6c2fccec407a9d6e559c602ea63c2c827902f8,1.6989550379803404,0.11188394296914339
monkeyM_session-o080904008-14_lfp-5,M,o080904008-14,2008-09-04,5,191,191,5000,4500,4500,5000,420,94bec29d3e59aba75d4c50fbfcc687b2ff0a3ccf9a79f680092dfb08f4576f0a,15,16,eligible,True,90.0,7961b242eb6a97f8e301fd889d77abcd65db29a852000b0714213a8a2aea34ac,1c69a08b5ca7884696c9b22da9c89d6d322309177aa36686af4da1de44afc6a3,5.228197304008063,31.253227278008126
monkeyM_session-o080904008-14_lfp-6,M,o080904008-14,2008-09-04,6,191,191,5000,4500,4500,5000,419,19d5a73f6f1c5d1c27850efa993ba2ea6249846f088c2f20354ff409f82a105b,15,16,eligible,True,90.0,f1b17caf63c7d9151beb6f2861e7aa5a09cb5e096b650c88ad8feca622c2bb00,0841a04e6b2e5ec6725c9d1955b846c90b81918ad08e820271133fe758f9e8fc,3.72549409000203,30.756807034020312
monkeyM_session-o080905001-6_lfp-5,M,o080905001-6,2008-09-05,5,286,286,5000,4500,4500,5000,423,affe035426736efe3730967a84b2a217c87139d0c361dd29a35ef691c7c10aff,22,23,eligible,True,132.0,c0c9574f026ff84734be4401960d609e2a8e5dce615c60439332184b43cca772,d57bb9420cd449ed297cdd169ad37590a04d448702a6b5b7384b8a257286c71c,3.9136815820238553,30.941633079957683
monkeyM_session-o080905008-11_lfp-5,M,o080905008-11,2008-09-05,5,76,76,5000,4500,4500,5000,430,9a985bca2dd07d9554330d75ce0dbcac33ddbb267e41baaf3b52afbe84d6abe9,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080905008-11_lfp-6,M,o080905008-11,2008-09-05,6,76,76,5000,4500,4500,5000,429,de2fbdcb93d3becd7ea7cd385b327516b2e43f0f48e990424991826b772f44c3,0,0,insufficient_short_trials,False,,,,,
monkeyM_session-o080910001-5_lfp-5,M,o080910001-5,2008-09-10,5,193,193,5000,4500,4500,5000,437,de55239dde441d9577cc93b457f7b4ffd932ee8d377ab672a62f91228c66abcc,16,16,eligible,True,96.0,8e2c6f32e0d2208e815bcd2db9a15cd8564d8ef70dfd0ef9576e32066c706f59,a0f487571834f17dbec2f57f1744a81cc51d732dbc6e48030c47ab0571f1b7eb,4.234078272012994,32.444016251014546
monkeyM_session-o080910001-5_lfp-7,M,o080910001-5,2008-09-10,7,193,193,5000,4500,4500,5000,436,49fbf23dd6fd001b03e752c574fe42507a92cd28f0dad78ba34f68f551ce3fda,16,16,eligible,True,96.0,0c74bd879c087c1bf6c38325231dbe02bd1e6eb9b933a90d6b0c4aebda74437a,9489e93afb156eaec565464985a5e9df494a4b6e4b5f19c9f08f42d305b1f164,5.9381809460464865,31.764470075955614
monkeyM_session-o080910006-11_lfp-5,M,o080910006-11,2008-09-10,5,241,241,5000,4500,4500,5000,442,2b169099cc590adbaaaad5cf45071036e5211bde5f2b7010f910e8d65b03e064,19,19,eligible,True,114.0,8f700b57ace765965bdf833107560f954113c26925520d09c49b992d60cac444,1dba728262cb4a982a3f85f0489a2940037ad8ad02ed0174e88801861f74f507,4.819400153995957,31.18354422901757
monkeyM_session-o080910006-11_lfp-7,M,o080910006-11,2008-09-10,7,241,241,5000,4500,4500,5000,439,dfa9558a2cb05fad574799491c55bf047dfa0d14dbe2fd3ac657a460b017e508,19,19,eligible,True,114.0,32319b3e5e6aa254673645d78dd32fabb00ae6c6c99cd30ac4f157d90d8bb8d5,d050e54a87cd2b31ac518ade563ddda30fa4f4ff33939831a4580c623e035145,8.872566462028772,31.73486566898646
monkeyM_session-o080911001-5_lfp-5,M,o080911001-5,2008-09-11,5,249,249,5000,4500,4500,5000,445,0d0632f79846b19419dec49852e17be44ad0429d8a8948c0cd28dd83c27a643f,19,20,eligible,True,114.0,fde84435a6791937b71b0012d90c707f9620393efd26448ef856e24eda8ac2cf,0f1f127b636b9cf2698c338e878fb6e0a4ede412a05baca900b8e3cbafcef27b,6.372412735014223,32.49845919600921
monkeyM_session-o080911001-5_lfp-6,M,o080911001-5,2008-09-11,6,249,249,5000,4500,4500,5000,443,6a173fe9b7e45ca059447df2df0959fc9a5b63a8126f8dfc3292d78abcdc9d0d,19,20,eligible,True,114.0,ca586eeed92f7c31c27b89e59a90a75fee4249cc27aac5c8beab1018774609c6,73488622254f1f937ab2a62c7cef15efc700eef56418d6e3ef02e7170dc89df8,4.84512888797326,31.058991711994167
monkeyM_session-o080911006-11_lfp-5,M,o080911006-11,2008-09-11,5,237,237,5000,4500,4500,5000,450,65782f5aa8b34e4c037ec7c50aa169ded0824ced477604b2570c280621ae8d50,19,16,eligible,True,114.0,fb686ec53c70a645c5b6f95529ba34a0beff05e28c2e8e0bc921670ae9875009,ccf278abfbb3b377c8d0ecb8ded633ab5ff9448d3f8bb56d77f9f532e3c8aacd,5.150326169037726,30.617349999025464
monkeyM_session-o080911006-11_lfp-6,M,o080911006-11,2008-09-11,6,237,237,5000,4500,4500,5000,447,c753188af33a29c3ba8664dce41843beebcd6737d33cc8ff135c8ac001fc003f,19,16,eligible,True,114.0,dccdd829f3effd9f4354ed7ad4a358158d6b502a6db54518f560c01e5299090c,3de546cda1dd960310102558b3618d6a1fd2b299b6974e789296609c50aebf27,4.211722852021921,30.874469189031515
monkeyM_session-o080912004-7_lfp-5,M,o080912004-7,2008-09-12,5,152,152,5000,4500,4500,5000,454,43f9951499df38cc160210e7ed84ed1dfe0644e84b41154483ef12eaad086c61,8,11,insufficient_short_trials,False,,,,,
monkeyM_session-o080912008-13_lfp-5,M,o080912008-13,2008-09-12,5,190,190,5000,4500,4500,5000,460,e7a2827f52ee3476e02c8b7ba6b4dd40b15c31bd080e28167369262a88a6ca66,14,14,insufficient_short_trials,False,,,,,
monkeyM_session-o080912008-13_lfp-6,M,o080912008-13,2008-09-12,6,190,190,5000,4500,4500,5000,459,44c6037c0cbef879c985b09304f0c2b61da2c26ffc44c9cf204d8467a164c88f,14,14,insufficient_short_trials,False,,,,,
monkeyM_session-o080917001-8_lfp-5,M,o080917001-8,2008-09-17,5,206,206,5000,4500,4500,5000,467,4fdf9b1889793ce27fea8a7b893698e327d327dabacacadbf9db76a6ee2ec4a9,16,17,eligible,True,96.0,ac251884f068259b997966c4a24e777125acf8bb0da583d90c19110262995bac,b67e9b4814cdcecfcdb75a70bdbc3c7bd826db0e077b7bc199c239ddb9859765,3.052365533018019,31.155266288027633
monkeyM_session-o080917001-8_lfp-6,M,o080917001-8,2008-09-17,6,206,206,5000,4500,4500,5000,466,5efea87b61cf58ce23a2a903a0fce676c3abdad8748612a8e60a524fc05f6baf,16,17,eligible,True,96.0,d7d74efd5c00f675a84d7118c7e6cc32877ac06f2a21b7383c61b8c1b58ab4db,4ebcf9cc100f573b5c19d22f06d52bc8b2a675905d19d1d07830087a4851cf04,3.718659295991529,30.938662456988823
monkeyM_session-o080918001-5_lfp-5,M,o080918001-5,2008-09-18,5,243,243,5000,4500,4500,5000,473,e87a0deee6b865a19ad88a979b791e64f264784b4863be1eae5dc42d73b65239,20,20,eligible,True,120.0,b296688fd22aa8984f28f0a1f527c35a6775364eb089c1158e4ab179513fe7ae,2aeeda83cf3c7816ac3153bba210ee2ab7a35613540dbbd8e7a05e0a3aeeccb0,5.758927942952141,31.02156412799377
monkeyM_session-o080918001-5_lfp-6,M,o080918001-5,2008-09-18,6,243,243,5000,4500,4500,5000,472,665a8aa0f87a1f86f0eef45348af056a9a87eb62ed8480270d26bda694f0cae1,20,20,eligible,True,120.0,320263dfaadf7be8576e07e20a572b742b09f14bf7448130d966e29268d9a660,9c2c02f5370d76fd246670fc67d50d378b2f140d2c599a8a03559208f5f3b330,4.636558739002794,30.91416013299022
monkeyM_session-o080918006-11_lfp-5,M,o080918006-11,2008-09-18,5,210,210,5000,4500,4500,5000,477,be46e0e2a880a19218a62c6ba0476ca76015f1f4bb0501df53690315c2775956,17,15,eligible,True,102.0,a8dc67a1e0608f8da8e703a23c0182724ad7a9800f12213316ef1cbd6eaa3c7b,831be40dd1dc3ec6acc438cf7e4434d1672619f0c7fd09efdcd20cc64be1185e,3.184688263980206,31.355156751000322
monkeyM_session-o080919001-6_lfp-5,M,o080919001-6,2008-09-19,5,274,274,5000,4500,4500,5000,485,a3f8c578f82fbccf1e9c8fdae4de4fa9134a889835102507e8f1de52647d9d23,21,20,eligible,True,126.0,d0d5f24284809060a48e0c40f9155ee331de156e7bcea11676652551442ec99e,142744cbe809856e69d9385ff4bb22b606fbde592fe310a86fefd09601517680,5.694955573999323,31.327272121969145
