row_index,original_trial_number,direction,tau_ms,n_points,status,reason,model,optimizer_success,optimizer_status,optimizer_message,nfev,cost,optimality,flags,cloud_variance_sum,normalized_3d_set_error,rms_3d_set_distance,mean_3d_set_distance,active_bounds,near_bounds,native_mse,native_mean_error,native_frac_inside,native_r_squared,native_hole_quality,native_frac_in_hole,R1,R2,minor_radius,R1_in,R2_in,center_x,center_y,center_z,direction_x,direction_y,direction_z,u_axis_x,u_axis_y,u_axis_z,v_axis_x,v_axis_y,v_axis_z
1,16,1,11,478,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,31,120.60853895185258,0.22554509582033075,active_optimizer_bound;near_optimizer_bound,1035.280149215524,0.25317183042277813,0.7404959470862577,0.5661761783749002,1,1,0.5483342476511738,0.010491671643759307,0.9100418410041841,0.9991071517401798,0.1551238035043442,0.056485355648535567,2.800253981482821,2.2318168284465885,1.0628692115974234,0.4343860483859538,0.346207915153761,-0.0514712190467522,-0.5434828204348873,0.010239274477807295,0.6949597735729217,0.02011000353924773,0.7187673482236172,0.7183466133525479,0.02474272210390931,-0.6952452378735244,-0.03176564494875383,0.9994915634754206,0.0027492436139851615
1,16,1,12,476,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,66,115.81075149096904,0.0037151799132991025,,1032.4873695464523,0.24816623689201586,0.7336860219897825,0.5415555149658571,0,0,0.5382951788631916,0.009893521076346567,0.8907563025210085,0.9993321766006902,0.12312150362013334,0.06932773109243698,2.70534402347715,2.2728138755533074,1.0913099033107894,0.3330860239803712,0.27983226180692927,-0.17667065193387674,-0.09193498950032078,0.11004596166304431,0.5718390157296397,0.41365121537376603,0.708443937166819,0.7483390781642061,0.09081927901672107,-0.6570696178101847,-0.33613801358974205,0.9058943263852027,-0.25761736207220637
1,16,1,13,474,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,34,107.63589182638668,0.002126071317484786,,1030.3446278418428,0.23102555487347906,0.708650496416871,0.5168391822234045,0,0,0.5021855260718776,0.010845798463009454,0.9029535864978903,0.9992207848992581,0.11617076715675477,0.056962025316455694,2.6076298454583102,2.3421327443645903,1.093686218129787,0.30293035960785797,0.2720873576958942,-0.17640573581152852,0.014494700196133295,0.029008264734070015,0.5153278283832826,0.539712318147902,0.6656935052502921,0.28781586759045436,0.6226661838973653,-0.7276323589504757,-0.8072169817683623,0.5665663571625182,0.16553944325860576
1,16,1,14,472,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,41,101.2233497647133,0.0013123387348475978,,1028.9898956145514,0.21734359640011275,0.6883478817408574,0.503925549912422,0,0,0.4738228062971254,0.00944278475255847,0.9067796610169492,0.9994026449425941,0.10174052669855924,0.059322033898305086,2.703062482852651,2.4351023296049603,1.1538513045434942,0.2750110007046457,0.24774859357898893,-0.1317763639762188,0.0558793408730163,-0.05585192754485069,-0.4843646800662328,-0.6012128602140849,-0.6355579858807496,-0.38807901629057523,0.798730480533515,-0.45980897835909124,0.784082606501123,0.023931489261747006,-0.6201949290361217
1,16,1,15,470,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,33,98.78653930587973,0.04056315093148792,,1028.3046723580255,0.21047983321868624,0.6786052591425925,0.503406131789784,0,0,0.46050509773598514,0.009881219489212768,0.8936170212765957,0.9994288927405065,0.09526715070920312,0.06808510638297872,2.848724271873559,2.3366574872072947,1.1728463033883931,0.27138984453763854,0.22260670098964336,-0.20869187118775998,0.06804888821334117,-0.025173585926564795,-0.45922157739510383,-0.6416796236593053,-0.6142986272445211,-0.44206680907356416,0.7648957986800875,-0.4685203874700218,0.7705144250230286,0.05640636258852769,-0.6349219188915778
1,16,1,16,468,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,40,99.61602876096485,0.0004998408267552963,near_optimizer_bound,1028.00760206476,0.20924946521369936,0.6779652201068321,0.5089779277889298,0,1,0.4596368396745053,0.010534092647117908,0.9017094017094017,0.9993157757316382,0.11366508680456794,0.05982905982905983,2.889023857198937,2.270382523986666,1.1432405017519742,0.3283811475090985,0.25806322666860776,-0.2564221444295073,0.03807733689386255,0.02686479055801791,-0.43390275118035565,-0.6782105251334043,-0.5930926454742952,-0.47650867150466225,0.7314338140245644,-0.4877951021487742,0.764635788135273,0.07095815173951114,-0.6405443405436212
1,16,1,17,466,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,31,102.57149990624265,0.3389675895768732,,1027.705609618019,0.21146556094036204,0.6829064734968059,0.5223673245616796,0,0,0.4663612515438436,0.011538587549570116,0.8969957081545065,0.9990966944535074,0.1277143071532182,0.06223175965665236,2.919434937704693,2.1480661494086988,1.1050771741935759,0.3728536103479813,0.27433877999110723,-0.28645155640238784,0.03956796847879785,0.037589631880253764,-0.41209946414042903,-0.7134153975244266,-0.5667561223573597,0.5047967588215501,-0.6966078757106879,0.5098212429657036,-0.7585211031584238,-0.07599959257471732,0.6472015126603189
1,16,1,18,464,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,25,105.99213215886883,0.35485159437917513,,1027.060327346483,0.21496907744275753,0.689806024470626,0.539602999426769,0,0,0.4758323513959699,0.011710952078124039,0.9137931034482759,0.9990927909685641,0.13219919163728397,0.05172413793103448,2.9175359477298173,2.0875765960614387,1.0858601778620487,0.38569589386273123,0.2759759384803297,-0.3628645930897115,0.09913941579986543,-0.0029125523017595268,-0.38133232359154545,-0.7399633266213697,-0.5541118427168144,0.527026868936221,-0.6664701011393978,0.5273142172410309,-0.7594921582226917,-0.09094987378417448,0.6441271474288913
1,16,1,19,462,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,24,108.59444881326161,0.6899532664437966,,1026.0365639548227,0.2180474000633048,0.6958824556478146,0.5540669488442845,0,0,0.48425239207843257,0.013311766710778954,0.8939393939393939,0.9987977559154014,0.14730394808002778,0.06060606060606061,2.885105215949821,1.970004711124697,1.0349832666134144,0.42498738893583704,0.29018947168502307,-0.4172700986525886,0.13004902229897367,-0.011908133059407305,-0.3742901288741759,-0.761269944720065,-0.5295044576701584,0.5416114398438037,-0.6429589647690904,0.5415356108801898,-0.7527044225031938,-0.08409423813617431,0.6529657046541035
1,16,1,20,460,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,36,109.4955262450147,0.15379241459694556,,1024.9313848882307,0.21878430882579356,0.6981947290297017,0.5616376217971295,0,0,0.48747587964485856,0.012135947929515662,0.8630434782608696,0.9992224642792857,0.16173638931723092,0.07608695652173914,2.8319529546122073,1.9659935696126416,1.0054859943148224,0.45802984559540405,0.317972701370155,-0.48634888191425996,0.09946261772965959,0.08121304157595023,-0.37000093718298016,-0.7657266598200405,-0.5260817321708235,0.5455426951259863,-0.6374340208074714,0.5441149114937903,-0.7519856875476899,-0.08567701883711193,0.6535877708193547
39,10,2,1,498,returned,,one_torus,True,2,`ftol` termination condition is satisfied.,30,2.4249931218342984,272713.7735169811,,1526.0148220642568,0.00044877130730154455,0.03708320360049444,0.016418343741629184,0,0,0.0013751639892757236,0.008358603040886809,0.8855421686746988,0.999590041544975,0.1380207651888651,0.04216867469879518,4.506352143070994,0.5332917020837034,1.0860170863417342,0.6219701709972787,0.07360532879048136,0.2620370978005472,0.24307153304184476,0.22151099083908077,-0.4125530827520323,0.8129309014258819,-0.41102713221666315,-0.5745867782263268,-0.5823591586035577,-0.5750720343366093,-0.7068592421391614,-0.001076984906072043,0.7073534137218555
