recording,monkey,family,p,m,tau,horizon_ms,mean_nmse,outer_fold_sd,mean_persistence,valid_folds,max_condition
monkeyM_session-o080905001-6_lfp-5,M,ar,1,0,1,1,0.01898326449709,0.0003208429676751,0.0190692639719854,5,1.0000000000000004
monkeyM_session-o080905001-6_lfp-5,M,ar,1,0,1,10,1.2404801879910647,0.0205320410664416,1.351939423394715,5,1.0000000000000004
monkeyM_session-o080905001-6_lfp-5,M,ar,2,0,1,1,0.0004551257594987,3.710818895841079e-06,0.0190692639719854,5,15.02311874717672
monkeyM_session-o080905001-6_lfp-5,M,ar,2,0,1,10,0.6660807865207716,0.0063879994602971,1.351939423394715,5,15.02311874717672
monkeyM_session-o080905001-6_lfp-5,M,ar,3,0,1,1,1.4687296786472683e-05,2.415820121348116e-07,0.0190692639719854,5,204.3862914630851
monkeyM_session-o080905001-6_lfp-5,M,ar,3,0,1,10,0.2789248224778847,0.0040387325566875,1.351939423394715,5,204.3862914630851
monkeyM_session-o080905001-6_lfp-5,M,ar,4,0,1,1,7.679960365745233e-07,8.085006415623402e-09,0.0190692639719854,5,2373.5352091047284
monkeyM_session-o080905001-6_lfp-5,M,ar,4,0,1,10,0.1328491527364976,0.0012221362777752,1.351939423394715,5,2373.5352091047284
monkeyM_session-o080905001-6_lfp-5,M,ar,5,0,1,1,4.247839393005369e-08,4.597400646074338e-10,0.0190692639719854,5,21281.96648031675
monkeyM_session-o080905001-6_lfp-5,M,ar,5,0,1,10,0.0480282871598822,0.000393672848911,1.351939423394715,5,21281.96648031675
monkeyM_session-o080905001-6_lfp-5,M,ar,6,0,1,1,3.531939203024364e-09,4.776841331282614e-11,0.0190692639719854,5,187004.8104750825
monkeyM_session-o080905001-6_lfp-5,M,ar,6,0,1,10,0.0198966257051078,0.00022226796258,1.351939423394715,5,187004.8104750825
monkeyM_session-o080905001-6_lfp-5,M,ar,7,0,1,1,4.825116026868354e-10,7.111603913192085e-12,0.0190692639719854,5,1309266.633073585
