recording,monkey,family,p,m,tau,horizon_ms,mean_nmse,outer_fold_sd,mean_persistence,valid_folds,max_condition
monkeyT_session-y070316009-12_lfp-8,T,ar,1,0,1,1,0.0230159842068136,0.0002235022345282,0.0231297509169084,5,1.0000000000000002
monkeyT_session-y070316009-12_lfp-8,T,ar,1,0,1,10,1.4242298697149225,0.0106692362791152,1.5619463203732933,5,1.0000000000000002
monkeyT_session-y070316009-12_lfp-8,T,ar,2,0,1,1,0.0005953949819456,9.316559156843948e-06,0.0231297509169084,5,13.71764345317881
monkeyT_session-y070316009-12_lfp-8,T,ar,2,0,1,10,0.7131403173404582,0.0096123221307027,1.5619463203732933,5,13.71764345317881
monkeyT_session-y070316009-12_lfp-8,T,ar,3,0,1,1,2.845798955746909e-05,3.107683178575643e-07,0.0231297509169084,5,179.95279059162652
monkeyT_session-y070316009-12_lfp-8,T,ar,3,0,1,10,0.5019343662863196,0.0040453927177193,1.5619463203732933,5,179.95279059162652
monkeyT_session-y070316009-12_lfp-8,T,ar,4,0,1,1,7.374341829544355e-07,7.824925677765534e-09,0.0231297509169084,5,1702.0253011284374
monkeyT_session-y070316009-12_lfp-8,T,ar,4,0,1,10,0.124696336655199,0.0013529425831907,1.5619463203732933,5,1702.0253011284374
monkeyT_session-y070316009-12_lfp-8,T,ar,5,0,1,1,3.4151056564868376e-08,2.817194680036452e-10,0.0231297509169084,5,21293.84713288908
monkeyT_session-y070316009-12_lfp-8,T,ar,5,0,1,10,0.0391926360581536,0.0003918560382565,1.5619463203732933,5,21293.84713288908
monkeyT_session-y070316009-12_lfp-8,T,ar,6,0,1,1,3.4548033691563804e-09,2.156169391974292e-11,0.0231297509169084,5,207109.3511551169
monkeyT_session-y070316009-12_lfp-8,T,ar,6,0,1,10,0.020211360620804,0.0001244212882766,1.5619463203732933,5,207109.3511551169
monkeyT_session-y070316009-12_lfp-8,T,ar,7,0,1,1,3.800443345298991e-10,5.114055282378844e-12,0.0231297509169084,5,1295771.098818281
monkeyT_session-y070316009-12_lfp-8,T,ar,7,0,1,10,0.0082113792498844,0.0001046310247185,1.5619463203732933,5,1295771.098818281
monkeyT_session-y070316009-12_lfp-8,T,ar,8,0,1,1,8.251153606575878e-11,1.0059936729712234e-12,0.0231297509169084,5,7855534.979554544
monkeyT_session-y070316009-12_lfp-8,T,ar,8,0,1,10,0.0046787423723666,5.788483863085266e-05,1.5619463203732933,5,7855534.979554544
monkeyT_session-y070316009-12_lfp-8,T,ar,9,0,1,1,4.068092145492357e-11,2.8725968465573184e-13,0.0231297509169084,5,32369733.130874094
monkeyT_session-y070316009-12_lfp-8,T,ar,9,0,1,10,0.0031232694561684,4.41010032041414e-05,1.5619463203732933,5,32369733.130874094
monkeyT_session-y070316009-12_lfp-8,T,ar,10,0,1,1,4.0646672649809794e-11,2.543608933619091e-13,0.0231297509169084,5,82474911.046253
monkeyT_session-y070316009-12_lfp-8,T,ar,10,0,1,10,0.003100368456782,3.104779651906907e-05,1.5619463203732933,5,82474911.046253
