recording,monkey,day,method,geometry_evaluable,macro_f1,n_trials,old_pca_tube_f1,difference
monkeyT_session-y070316009-12_lfp-7,T,2007-03-16,ktorus,True,0.1787744710038748,198,0.1983241598436359,-0.0195496888397611
