raw_trial_index,held_out,success,normalized_error,nfev,reason,temporal_design_rank,temporal_condition,shape_rank,shape_condition,frequency_at_bound,phase_gap_mode_1,phase_gap_mode_2,phase_gap_mode_3,recording,monkey,fold,phase_gap_mode_4
5,False,True,0.8480353596296246,12,,3,1.425830539229849,2,1.1170420005768904,False,0.0036627771932051,,,monkeyT_session-y070316009-12_lfp-7,T,0,
6,False,True,0.876689198568747,22,,3,1.4157967124360775,2,1.31465561207414,False,0.002320301018182,,,monkeyT_session-y070316009-12_lfp-7,T,0,
12,False,True,0.8842014181032011,13,,3,1.4249564788100095,2,1.150928718784341,True,0.0199999999559428,,,monkeyT_session-y070316009-12_lfp-7,T,0,
20,False,True,0.8714846434226391,41,,3,1.4249564788047786,2,1.1644511999748364,True,0.0199999998603925,,,monkeyT_session-y070316009-12_lfp-7,T,0,
28,False,True,0.7804888056221666,10,,3,1.4226115015039886,2,1.1278482245516146,False,0.0040208307229359,,,monkeyT_session-y070316009-12_lfp-7,T,0,
9,False,True,0.9250928317519874,11,,3,1.4282978082791753,2,1.121871181968498,False,0.0153956098829468,,,monkeyT_session-y070316009-12_lfp-7,T,0,
2,True,True,0.6665935697762443,19,,3,1.4145360441871353,2,1.042181273389542,False,0.0038184073442852,,,monkeyT_session-y070316009-12_lfp-7,T,0,
31,False,True,0.7663685820580689,7,,3,1.4236389588375722,2,1.2408923714466753,False,0.0034926858863535,,,monkeyT_session-y070316009-12_lfp-7,T,0,
15,False,True,0.8000153681329965,27,,3,1.4250269232457349,2,1.290665043552728,False,0.0040284018096841,,,monkeyT_session-y070316009-12_lfp-7,T,0,
13,False,True,0.9279425162698928,16,,3,1.4248289242491796,2,1.6060658012496638,True,0.0079999998892907,,,monkeyT_session-y070316009-12_lfp-7,T,0,
30,True,True,0.8805182970115432,7,,3,1.4191514427333465,2,1.2136517030464686,False,0.0061768007823528,,,monkeyT_session-y070316009-12_lfp-7,T,0,
26,False,True,0.9523633128561636,17,,3,1.4238503575089758,2,1.370515247668712,False,0.0036874859243756,,,monkeyT_session-y070316009-12_lfp-7,T,0,
29,False,True,0.7895254114232768,10,,3,1.4190300573017147,2,1.2263529991507298,False,0.0041677080582038,,,monkeyT_session-y070316009-12_lfp-7,T,0,
7,False,True,0.6734386887914273,9,,3,1.414444116914784,2,1.1537599269982928,False,0.0029752445923261,,,monkeyT_session-y070316009-12_lfp-7,T,0,
32,False,True,0.9741706650272214,6,,3,1.4214205140147471,2,1.4256547542813285,False,0.0054099582881419,,,monkeyT_session-y070316009-12_lfp-7,T,0,
27,False,True,0.8722813614081854,11,,3,1.4250791113047507,2,1.2617350423557971,False,0.0137910128395526,,,monkeyT_session-y070316009-12_lfp-7,T,0,
21,False,True,0.8403149050174608,5,,3,1.417131848240649,2,1.4058742770767734,False,0.0037387066255951,,,monkeyT_session-y070316009-12_lfp-7,T,0,
33,False,True,0.9632441633693924,5,,3,1.4248713490714775,2,1.127634977303234,False,0.0133893043074204,,,monkeyT_session-y070316009-12_lfp-7,T,0,
18,True,True,0.5718351751512498,9,,3,1.4251436594147997,2,1.2269688483862986,False,0.0065539837763526,,,monkeyT_session-y070316009-12_lfp-7,T,0,
11,False,True,0.951670681197132,5,,3,1.425656404368988,2,1.154708569790494,False,0.0039501800901931,,,monkeyT_session-y070316009-12_lfp-7,T,0,
4,False,True,0.6521640956467749,6,,3,1.4259411621835718,2,1.1798569347604122,False,0.004351505564573,,,monkeyT_session-y070316009-12_lfp-7,T,0,
14,False,True,0.7577688522562802,22,,3,1.4234859643820672,2,1.1429724374501993,False,0.0080015129084058,,,monkeyT_session-y070316009-12_lfp-7,T,0,
25,True,True,0.8457562886595718,23,,3,1.4248289242508971,2,1.4601465336431998,True,0.0079999999973234,,,monkeyT_session-y070316009-12_lfp-7,T,0,
17,False,True,0.7852963498038429,11,,3,1.4174305830290914,2,1.437963637350797,False,0.0048410085202341,,,monkeyT_session-y070316009-12_lfp-7,T,0,
16,False,True,0.9403709181496442,26,,3,1.4248289242458705,2,1.4818329144343427,True,0.0079999996810391,,,monkeyT_session-y070316009-12_lfp-7,T,0,
24,True,True,0.8030585104278184,33,,3,1.4186229901360787,2,1.2877195569645905,False,0.0051005777445038,,,monkeyT_session-y070316009-12_lfp-7,T,0,
1,True,True,0.647935871214156,13,,3,1.4216890414720482,2,1.0106645859626495,False,0.0037595472767115,,,monkeyT_session-y070316009-12_lfp-7,T,0,
0,False,True,0.9305101941537128,11,,3,1.4234029466351028,2,1.3674602229046136,False,0.002981329203747,,,monkeyT_session-y070316009-12_lfp-7,T,0,
8,False,True,0.929032912723223,7,,3,1.4238703194147817,2,1.403224424777362,False,0.0040145194630936,,,monkeyT_session-y070316009-12_lfp-7,T,0,
3,True,True,0.9533633846078106,6,,3,1.42592520534538,2,1.2039612438939302,False,0.0086228026717645,,,monkeyT_session-y070316009-12_lfp-7,T,0,
23,False,True,0.900707342095923,40,,3,1.42482892424925,2,1.330326228035812,True,0.0079999998936881,,,monkeyT_session-y070316009-12_lfp-7,T,0,
22,False,True,0.7917255066852946,14,,3,1.423960079656655,2,1.5057802628257355,False,0.0038881098704361,,,monkeyT_session-y070316009-12_lfp-7,T,0,
10,False,True,0.511876604435159,8,,3,1.4156015766521344,2,1.0693567470894494,False,0.0026669360778848,,,monkeyT_session-y070316009-12_lfp-7,T,0,
59,False,True,0.8212292671979875,15,,3,1.4283311419006393,2,1.0774980109872965,False,0.0131505282152097,,,monkeyT_session-y070316009-12_lfp-7,T,0,
43,False,True,0.6740749204318882,10,,3,1.4241680112511863,2,1.1006770264455707,False,0.0127004749297072,,,monkeyT_session-y070316009-12_lfp-7,T,0,
35,False,True,0.7454875387611029,32,,3,1.4169508834201483,2,1.4331658374872518,False,0.002853095023207,,,monkeyT_session-y070316009-12_lfp-7,T,0,
39,False,True,0.907918647178256,7,,3,1.4160605578546537,2,1.1007410928905594,False,0.0053738757917616,,,monkeyT_session-y070316009-12_lfp-7,T,0,
54,False,True,0.8138768291852717,13,,3,1.4212941973011426,2,1.1459179019388612,False,0.0136095657200279,,,monkeyT_session-y070316009-12_lfp-7,T,0,
60,False,True,0.8889822134396426,23,,3,1.4150059293947002,2,1.468278035397698,False,0.0043505407727213,,,monkeyT_session-y070316009-12_lfp-7,T,0,
50,True,True,0.7795615916790247,9,,3,1.4197195134588787,2,1.1049965387121798,False,0.0030504923381586,,,monkeyT_session-y070316009-12_lfp-7,T,0,
52,True,True,0.7548540276509145,5,,3,1.4217744080863033,2,1.1190014937521815,False,0.0210241176655894,,,monkeyT_session-y070316009-12_lfp-7,T,0,
49,False,True,0.9438593784765972,7,,3,1.4210219133573896,2,1.2958285109615135,False,0.0031522036710045,,,monkeyT_session-y070316009-12_lfp-7,T,0,
55,False,True,0.7955487797588597,22,,3,1.4164565095149546,2,1.069797133219385,False,0.0120780131501705,,,monkeyT_session-y070316009-12_lfp-7,T,0,
38,False,True,0.6963514547642987,16,,3,1.4181797008343922,2,1.0661210008120388,False,0.0055819252688218,,,monkeyT_session-y070316009-12_lfp-7,T,0,
65,True,True,0.8026299283482777,16,,3,1.4154350549452273,2,1.4286754758942029,False,0.005923859051698,,,monkeyT_session-y070316009-12_lfp-7,T,0,
41,False,True,0.8722719938816245,8,,3,1.421803549505856,2,1.0637081454448307,False,0.0214834998674506,,,monkeyT_session-y070316009-12_lfp-7,T,0,
66,False,True,0.861291086582324,3,,3,1.4257368705077331,2,1.1941480275223315,False,0.0042816184425533,,,monkeyT_session-y070316009-12_lfp-7,T,0,
58,False,True,0.4933985186641532,9,,3,1.423655625994752,2,1.3316863513528845,False,0.0034550109835285,,,monkeyT_session-y070316009-12_lfp-7,T,0,
44,False,True,0.4255571624371287,9,,3,1.4267917545412978,2,1.38716569484258,False,0.0053232213581555,,,monkeyT_session-y070316009-12_lfp-7,T,0,
36,False,True,0.6635366999580116,9,,3,1.418062552460691,2,1.01734076399742,False,0.0128023395117713,,,monkeyT_session-y070316009-12_lfp-7,T,0,
61,False,True,0.7689023656118429,19,,3,1.418033065944228,2,1.2251801831846083,False,0.0043216163248791,,,monkeyT_session-y070316009-12_lfp-7,T,0,
45,False,True,0.6098853087588143,15,,3,1.4248289242508616,2,1.5156385502783942,True,0.0079999999951141,,,monkeyT_session-y070316009-12_lfp-7,T,0,
51,False,True,0.8205006308687682,18,,3,1.42690147856579,2,1.2715999203048227,False,0.0047914690471637,,,monkeyT_session-y070316009-12_lfp-7,T,0,
63,True,True,0.8204288794089164,24,,3,1.4183919865126469,2,1.0948972643665131,False,0.0073931113497054,,,monkeyT_session-y070316009-12_lfp-7,T,0,
