,normalized_3d_set_error,normalized_3d_set_error,rms_3d_set_distance,rms_3d_set_distance,mean_3d_set_distance,mean_3d_set_distance,native_mse,native_mse,native_mean_error,native_mean_error,native_frac_inside,native_frac_inside,native_r_squared,native_r_squared,native_hole_quality,native_hole_quality,native_frac_in_hole,native_frac_in_hole
model,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus
original_trial_number,,,,,,,,,,,,,,,,,,
206,0.1795737568170564,0.0018261481709478,0.8440758982558209,0.085119305532781,0.6371547676794238,0.0250422437918547,0.7124641220163708,0.0072452961743829,0.0064797826454025,0.0250422437918547,0.9230769230769232,0.8653846153846154,0.9997720274465994,0.9981738518290522,0.0838137274597515,-0.0817140862085978,0.0448717948717948,0.0747863247863247
211,0.2441617258639535,0.0014750097794381,0.8682602500993575,0.0674852056735055,0.6263064130773424,0.0193899147662743,0.7538758619025988,0.0045542529847953,0.0103336487890823,0.0193899147662743,0.9230769230769232,0.8739316239316239,0.9993695037170044,0.9985249902205618,0.1028455607848342,-0.0893580609158695,0.0448717948717948,0.0897435897435897
216,0.1592373592859743,0.0020903628298517,0.5647509868947284,0.0647061190203014,0.4563065777401341,0.0210467887402181,0.3189436771985697,0.0041868818386694,0.0101195270949738,0.0210467887402181,0.8867521367521367,0.8397435897435898,0.9993549650502171,0.9979096371701482,0.1274034760341076,0.0256913110462184,0.0833333333333333,0.1153846153846153
220,0.2841342685444237,0.002254780915282,0.804383323079983,0.071656142556939,0.6690036673161914,0.0184238319054238,0.6470325304491963,0.0051346027661403,0.0117819867760012,0.0184238319054238,0.8931623931623932,0.8824786324786325,0.9991492593139798,0.997745219084718,0.1866161672705746,0.0283465546482628,0.0747863247863247,0.0726495726495726
236,0.3154854405658272,0.0014239787827906,0.8822153933603664,0.0592702459863206,0.680836278641036,0.014559286005245,0.778304000281986,0.0035129620592789,0.0099092381404186,0.014559286005245,0.9102564102564102,0.908119658119658,0.9992965047642016,0.9985760212172092,0.143878470053067,-0.0880347411070989,0.0534188034188034,0.0747863247863247
241,0.1871359414713296,0.0015289588492068,0.6375649106171728,0.0576293474741034,0.5057628081693055,0.0167365240519602,0.4064890152502835,0.0033211416902909,0.0107352854510996,0.0167365240519602,0.8974358974358975,0.8760683760683761,0.9992152401035514,0.9984710411507932,0.1668021140935063,0.0420637131249129,0.0662393162393162,0.0769230769230769
242,0.1951648066565324,0.0010298663896797,0.7572958710769563,0.0550117269346525,0.5706616695713967,0.0137694243372385,0.573497036350206,0.0030262901003327,0.0099959725619454,0.0137694243372385,0.8974358974358975,0.903846153846154,0.9994667587333448,0.9989701336103204,0.1439352632553138,0.02954720951563,0.0619658119658119,0.0641025641025641
243,0.2095293135899719,0.0011211377558849,0.753078581865087,0.0550867803704656,0.6287136351649847,0.0157186747426483,0.5671273504639306,0.0030345533715839,0.0089798865666314,0.0157186747426483,0.8824786324786325,0.8782051282051282,0.9996116544510328,0.998878862244115,0.1288332506156782,-0.020925926711151,0.0662393162393162,0.1004273504273504
248,0.2833051239643468,0.0014802775273987,0.9273721490078553,0.0670345050727275,0.744998565667073,0.0185437496487655,0.8600191027554475,0.0044936248703455,0.0104121869695596,0.0185437496487655,0.9230769230769232,0.8675213675213675,0.9993219791648524,0.9985197224726012,0.142434191891634,-0.1925113776470624,0.0534188034188034,0.1068376068376068
254,0.2655880314029385,0.0013328978885962,1.028382299997091,0.0728532252959333,0.7875355308625648,0.0161221406424307,1.0575701549473069,0.00530759243602,0.0088143934058562,0.0161221406424307,0.905982905982906,0.9123931623931624,0.9996880517484332,0.9986671021114036,0.1310308435921736,-0.1314380101204981,0.0448717948717948,0.047008547008547
