,normalized_3d_set_error,normalized_3d_set_error,rms_3d_set_distance,rms_3d_set_distance,mean_3d_set_distance,mean_3d_set_distance,native_mse,native_mse,native_mean_error,native_mean_error,native_frac_inside,native_frac_inside,native_r_squared,native_r_squared,native_hole_quality,native_hole_quality,native_frac_in_hole,native_frac_in_hole
model,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus,one_torus,two_torus
original_trial_number,,,,,,,,,,,,,,,,,,
258,0.2110263955801722,0.0014752915431597,0.693916274816468,0.0580199846123238,0.5605224572875059,0.0170638457223631,0.4815197964551639,0.0033663186144142,0.0105249986748164,0.0170638457223631,0.905982905982906,0.8717948717948718,0.9992116027019954,0.9985247084568404,0.19212564718042,0.0547322781925222,0.0555555555555555,0.094017094017094
260,0.2862920404793441,0.0011462584479587,0.9497995193523456,0.0600991850886459,0.7440773699556237,0.0169517102027088,0.9021191269619464,0.0036119120483193,0.0086747978301854,0.0169517102027088,0.8824786324786325,0.8760683760683761,0.9996773633814702,0.9988537415520412,0.1413195643033521,-0.146971407964191,0.0705128205128205,0.0726495726495726
262,0.2958589088379483,0.0013233366472565,0.8106388771295462,0.054215101138082,0.656145371090532,0.017227429588527,0.6571353891138515,0.0029392771914124,0.0100553390548836,0.017227429588527,0.8888888888888888,0.8632478632478633,0.9994525395351036,0.9986766633527434,0.1554101339462618,-0.00880448528519,0.0769230769230769,0.1175213675213675
263,0.3139749328183992,0.0004148700814001,1.1629170050391548,0.0422724375609742,0.816078211294837,0.0115107871339214,1.3523759606092378,0.0017869589773464,0.0077756291155565,0.0115107871339214,0.9444444444444444,0.8782051282051282,0.9994818931697704,0.9995851299185998,0.1835727715632826,0.0056750867562042,0.0384615384615384,0.0726495726495726
265,0.144775923241118,0.0020088209831027,0.6048310345443968,0.0712453482568878,0.5072095526807919,0.0188149427630811,0.3658205803480452,0.0050758996482452,0.0096055263534587,0.0188149427630811,0.9145299145299144,0.8739316239316239,0.9993372943661398,0.9979911790168972,0.1663127069472289,0.0277192440536204,0.0491452991452991,0.0726495726495726
271,0.282822472454488,0.0011002052048235,0.9656001968943236,0.0602250592505248,0.725774159950746,0.0149877344294053,0.9323837402423566,0.0036270577617292,0.0144052237719393,0.0149877344294053,0.8995726495726496,0.9102564102564102,0.9989880349632558,0.9988997947951764,0.243341100858905,-0.0586662638924062,0.0598290598290598,0.0747863247863247
275,0.3153579405124887,0.0013408915084167,0.8506982927574456,0.0554715748942227,0.6754097278013849,0.0139442154056984,0.7236875853004326,0.0030770956212453,0.0117435148367307,0.0139442154056984,0.905982905982906,0.9166666666666666,0.9991021914894684,0.9986591084915832,0.168111485295452,-0.024781053962239,0.0427350427350427,0.0641025641025641
276,0.2617511530796989,0.0010465063902629,0.8596030816297685,0.0543531357185239,0.6863041546920007,0.0159524770191335,0.7389174579473945,0.0029542633624362,0.0105564129063984,0.0159524770191335,0.9145299145299144,0.8589743589743589,0.999332312354031,0.9989534936097372,0.1188091025920164,0.0081547032141361,0.0534188034188034,0.1004273504273504
281,0.2823817398962822,0.0018942401776272,0.9057462871863928,0.0741832369312712,0.7372871183214579,0.0170262333947847,0.8203763367519358,0.0055031526416011,0.0106805688749268,0.0170262333947847,0.9188034188034188,0.8888888888888888,0.9993042770005376,0.9981057598223728,0.181106153791388,-0.108840199882088,0.0512820512820512,0.0833333333333333
283,0.2522654847182947,0.0010426312427575,0.947189264435546,0.0608938197569932,0.795714348534105,0.0168970342497713,0.8971675026619504,0.0037080572845971,0.0089203867818826,0.0168970342497713,0.9166666666666666,0.8760683760683761,0.999611353498879,0.9989573687572424,0.1462270039730713,-0.1120870986597708,0.047008547008547,0.0897435897435897
289,0.2155595731678728,0.0016993887173187,0.7731815789511186,0.0686505792783308,0.6222883274489384,0.0210096252272396,0.5978097540293449,0.0047129020352503,0.0085852439166704,0.0210096252272396,0.9102564102564102,0.8632478632478633,0.9995384648527568,0.9983006112826812,0.1292521477002406,-0.218832852621664,0.0512820512820512,0.0705128205128205
290,0.3050953107671999,0.0010945320313817,0.8343302112101533,0.0499728871475191,0.6317655248997289,0.0148329944903987,0.696106901337979,0.0024972894498586,0.0110588193397956,0.0148329944903987,0.8952991452991453,0.8696581196581197,0.9991574153038058,0.9989054679686185,0.1650942829318264,-0.0096902709702915,0.0641025641025641,0.0918803418803418
291,0.1861002843440632,0.0018333507981644,0.6631763491280526,0.0658230947343675,0.5212149692705373,0.0161100523469213,0.4398028700428126,0.0043326798004095,0.0105893446101857,0.0161100523469213,0.905982905982906,0.9017094017094016,0.999329365632982,0.9981666492018356,0.1527981135618546,-0.0283754750810503,0.0534188034188034,0.0576923076923076
292,0.2857809716521516,0.0015198556393651,0.932133940779705,0.067977131948954,0.7653724755802725,0.0190397975805545,0.8688736835535027,0.0046208904680055,0.011478534842446,0.0190397975805545,0.8952991452991453,0.8846153846153846,0.9993080557131484,0.9984801443606348,0.1053453454309606,-0.135345165004546,0.0641025641025641,0.0811965811965812
294,0.2299527626658601,0.0018628393608677,0.7121015938682449,0.0640929623468124,0.5512313428127836,0.0193688564433238,0.5070886799896948,0.0041079078223899,0.0126788264213155,0.0193688564433238,0.905982905982906,0.8782051282051282,0.9987689791978696,0.9981371606391324,0.1854650816325367,-0.101048933572607,0.0598290598290598,0.0876068376068376
300,0.3181827817195063,0.0016365940861849,0.8868197586499308,0.0636015225599509,0.6946698630749909,0.0148860089512162,0.7864492843319214,0.0040451536719439,0.0111538236153549,0.0148860089512162,0.8952991452991453,0.9209401709401708,0.9992558995835172,0.9983634059138152,0.2003990676399569,-0.0988536328406721,0.0619658119658119,0.0683760683760683
307,0.2731786370312361,0.0021216278169732,0.8466635129641523,0.0746143015011702,0.6650222362627014,0.023818069952525,0.7168391041847992,0.0055672939885075,0.0124409662499003,0.023818069952525,0.8867521367521367,0.844017094017094,0.9990613099852104,0.9978783721830268,0.1497765001164589,-0.072336476264968,0.0598290598290598,0.1047008547008547
309,0.3168032012194991,0.0012761747377361,0.8643486811990082,0.0548591740551806,0.6954621620638126,0.0155004276446496,0.7470986426904647,0.0030095289780166,0.0134486847939057,0.0155004276446496,0.8824786324786325,0.8675213675213675,0.9989518883559436,0.998723825262264,0.2141719880273723,0.0226723233778551,0.0833333333333333,0.1047008547008547
312,0.2047941509232198,0.0009456192074554,0.7278165445885841,0.0494562623850662,0.5421332218665128,0.012956666382154,0.5297169225768665,0.0024459218891005,0.0094235763395857,0.012956666382154,0.903846153846154,0.8867521367521367,0.9994523819176376,0.9990543807925446,0.1262291345479605,0.0840861360506486,0.0512820512820512,0.094017094017094
319,0.3023659784902685,0.0034772608919543,0.7586401444026531,0.0813557019144531,0.6237824700204524,0.0252050713130841,0.5755348686992784,0.0066187502339933,0.0134556883056299,0.0252050713130841,0.8888888888888888,0.8547008547008547,0.998706227904511,0.9965227391080456,0.2180040794295396,-0.1141748837475331,0.0726495726495726,0.1153846153846153
323,0.2354353401322278,0.0014429346317036,0.7987278080974836,0.0625296944729952,0.6394195560794698,0.0172656822231859,0.6379661114282106,0.0039099626908861,0.0090168854813433,0.0172656822231859,0.8952991452991453,0.8760683760683761,0.9995349677969498,0.9985570653682964,0.1647259471438136,-0.0601289704402991,0.0576923076923076,0.0897435897435897
328,0.1975915364280874,0.0006735575817924,0.7670341177093379,0.0447834840075376,0.6282138162628295,0.0133866691223804,0.5883413377301425,0.0020055604398533,0.0089184228721898,0.0133866691223804,0.9273504273504274,0.8632478632478633,0.9994974616283948,0.9993264424182076,0.1414940983643158,0.1196992897075319,0.0427350427350427,0.079059829059829
333,0.1786120929905151,0.0013557147306235,0.6732997700007439,0.0586593429084421,0.5312935595728419,0.0195178551200945,0.4533325802830546,0.0034409185104502,0.0106134090334579,0.0195178551200945,0.9188034188034188,0.8547008547008547,0.9991010273637742,0.9986442852693764,0.2330016954011914,0.0668638541112337,0.0405982905982906,0.079059829059829
339,0.2624995876255545,0.0010021362218784,0.7945392869937152,0.049092420272582,0.6283845060943225,0.014997629500622,0.6312926785764814,0.0024100657282198,0.0111207822771568,0.014997629500622,0.8974358974358975,0.8653846153846154,0.9992252624730394,0.9989978637781216,0.163790394856668,0.1027152393640347,0.0512820512820512,0.0811965811965812
342,0.3300681728577923,0.0011095839398164,0.9876377079460216,0.0572632403050042,0.7730135100010569,0.0174869085159346,0.975428242156871,0.0032790786902286,0.0119627995924958,0.0174869085159346,0.8888888888888888,0.8547008547008547,0.9993092695617388,0.9988904160601836,0.1696764998265448,-0.0401239312625827,0.0555555555555555,0.1089743589743589
349,0.2287953528543544,0.0014355427730597,0.689543170869058,0.0546192749397758,0.5626904216860362,0.0159068236736302,0.475469784492155,0.0029832651949468,0.0103876537539445,0.0159068236736302,0.908119658119658,0.8632478632478633,0.9992631155114868,0.9985644572269404,0.1532624444649854,0.0992199995382673,0.0619658119658119,0.0769230769230769
361,0.2481302725091778,0.0009296590116741,0.8120919534055906,0.0497081010820119,0.6524258256677289,0.0142468029892079,0.659493340786108,0.0024708953131795,0.0098259845828857,0.0142468029892079,0.905982905982906,0.8782051282051282,0.9994696552671066,0.999070340988326,0.1379839510442094,0.0390565122058208,0.0576923076923076,0.0769230769230769
366,0.2637310999830939,0.0014189744293802,0.8621465143343221,0.0632393923507834,0.6843031483246576,0.0192010238887509,0.7432966121788214,0.0039992207448963,0.0092619084699508,0.0192010238887509,0.8931623931623932,0.8675213675213675,0.9995025981787397,0.9985810255706198,0.1820818994862662,0.07324170511808,0.0534188034188034,0.1068376068376068
367,0.2629510279328421,0.0014890091572114,0.7541251502557709,0.0567485373902655,0.6295535159991144,0.0157319843184086,0.5687047422482889,0.0032203964959343,0.0107484169873945,0.0157319843184086,0.9294871794871796,0.8675213675213675,0.9988807152379902,0.9985109908427886,0.1999944969039813,0.0106087219278634,0.0427350427350427,0.1089743589743589
372,0.2997783296450381,0.0004892199087624,1.123496015303127,0.0453861641887488,0.7772728285578172,0.0109137916061126,1.262243296402004,0.002059903899768,0.0077529732953731,0.0109137916061126,0.9188034188034188,0.9145299145299144,0.9997603157828838,0.9995107800912376,0.0856702454035039,-0.1289523061354767,0.047008547008547,0.0747863247863247
376,0.2883317970487029,0.0016963827908399,0.8719818936128066,0.0668841368357482,0.6379907722414287,0.0183838922491101,0.7603524227885761,0.004473487760263,0.0115068471628038,0.0183838922491101,0.8867521367521367,0.8974358974358975,0.9992561567310846,0.99830361720916,0.1088524360022809,-0.1831875046759266,0.0662393162393162,0.0811965811965812
379,0.3027007482494344,0.0008038364577946,1.1683079239003935,0.0602052584127898,0.9301516702201232,0.0140341134466985,1.3649434050484477,0.0036246731405508,0.0080167696382798,0.0140341134466985,0.9166666666666666,0.9102564102564102,0.9997221777751196,0.9991961635422052,0.1101511796896691,0.0061900585132357,0.0576923076923076,0.0683760683760683
382,0.2272519462862265,0.001979338692013,0.7216360040438352,0.0673479598721629,0.6324250983572577,0.0190675017957449,0.5207585223323541,0.0045357476989424,0.0105330840544918,0.0190675017957449,0.9017094017094016,0.8611111111111112,0.9992454273679257,0.998020661307987,0.1280718392823424,0.1139455143119868,0.0641025641025641,0.1025641025641025
387,0.2296121314533155,0.0018900030984807,0.7618797485303734,0.069122633000569,0.6133105456426545,0.0190924800487556,0.5804607512207051,0.0047779383929313,0.0115283742038367,0.0190924800487556,0.8995726495726496,0.8867521367521367,0.9992149822869084,0.9981099969015192,0.1215804245360801,-0.1256905917293456,0.0512820512820512,0.0683760683760683
388,0.1931594443083514,0.0011336780533853,0.6354658134730042,0.0486831966782224,0.5200219065002021,0.017351418556521,0.403816800092907,0.0023700536388104,0.0117636801654623,0.017351418556521,0.9102564102564102,0.8354700854700855,0.9990018570110766,0.9988663219466146,0.1929594912134145,0.0599597950915415,0.0598290598290598,0.1324786324786324
389,0.2905785635224845,0.00276606609785,0.6797065740852168,0.0663164028474919,0.5581700009659405,0.0190364086325436,0.4620010268546624,0.0043978652866308,0.0136293187923983,0.0190364086325436,0.8696581196581197,0.8611111111111112,0.9986421372159368,0.99723393390215,0.2041052958718567,0.051582251866226,0.0811965811965812,0.0854700854700854
399,0.1690346005887837,0.0007153023864189,0.8141997734986374,0.0529648819109493,0.6949974315097016,0.0154769476165465,0.6629212711652324,0.0028052787158408,0.0101137760173045,0.0154769476165465,0.908119658119658,0.8760683760683761,0.9994797799931824,0.9992846976135812,0.2056615133824774,0.0608057712707817,0.0363247863247863,0.094017094017094
400,0.2664371996861225,0.0007716228596739,0.9363922649128628,0.0503921548594088,0.7521007949522125,0.0121417102886047,0.8768304737886409,0.0025393692713746,0.011833975840411,0.0121417102886047,0.9145299145299144,0.903846153846154,0.9992677110284056,0.999228377140326,0.1517665178989422,0.0297045725794158,0.0555555555555555,0.079059829059829
401,0.2925385863894692,0.0013521395260269,0.8585791810560576,0.0583713218688726,0.6932387088000809,0.0154262932611488,0.7371582101428904,0.0034072112167195,0.0117213539771419,0.0154262932611488,0.8803418803418803,0.8888888888888888,0.9993049439138452,0.998647860473973,0.1735921620331981,0.0525718474903191,0.0641025641025641,0.079059829059829
403,0.2807740501160284,0.0013380751811373,0.7910010498591178,0.0546058075674812,0.6338511566600823,0.014608907914111,0.6256826608782265,0.0029817942200967,0.0104542838771449,0.014608907914111,0.905982905982906,0.8739316239316239,0.9991022437829226,0.9986619248188626,0.1536703668600046,0.0514560065981988,0.0598290598290598,0.0876068376068376
406,0.2622081109351876,0.0005353911593192,1.0404031254458808,0.0470125907901657,0.7633325995430786,0.0103582413494916,1.082438663437557,0.0022101836928035,0.0112476643389332,0.0103582413494916,0.9316239316239316,0.9209401709401708,0.9992703401656312,0.9994646088406808,0.2160804813113254,-0.0312039050624008,0.0235042735042735,0.0427350427350427
410,0.165207134520464,0.0023911201693808,0.5165836648584358,0.0621479733954943,0.3862533745425168,0.0195289961158114,0.2668586827985727,0.003862370597167,0.0124827837102017,0.0195289961158114,0.8504273504273504,0.844017094017094,0.998975374933506,0.9976088798306192,0.16823637576823,0.0873305501856057,0.0854700854700854,0.1004273504273504
412,0.2680199745312331,0.0011050840999756,0.9060655954344724,0.0581800009912755,0.7640449101333544,0.0145527572593584,0.8209548632300248,0.0033849125153448,0.0087874981163196,0.0145527572593584,0.9102564102564102,0.9166666666666666,0.9996220484716778,0.9988949159000244,0.1066012885791774,0.050748579635406,0.0534188034188034,0.0555555555555555
416,0.1999388275502951,0.0010681555696682,0.7481475499733422,0.0546834544873819,0.5842104865123238,0.0164183575108187,0.5597247565311145,0.0029902801946735,0.0082593357780739,0.0164183575108187,0.9166666666666666,0.8696581196581197,0.9995668644435012,0.9989318444303318,0.1145821617026156,-0.0893981098319534,0.0555555555555555,0.094017094017094
419,0.1968511999937566,0.0009612466529108,0.8336262678435468,0.0582531987477537,0.6593550429031653,0.0148083622649452,0.6949327544387608,0.0033934351643453,0.0077216174021289,0.0148083622649452,0.9017094017094016,0.8824786324786325,0.9996996287540014,0.9990387533470892,0.1151286951659594,0.0128313795834017,0.0662393162393162,0.0811965811965812
420,0.0916317048271549,0.0018775346625949,0.4590253266435077,0.0657064111238787,0.3768515817948782,0.019418717248058,0.2107042505001789,0.0043173324627801,0.0102271681067806,0.019418717248058,0.9145299145299144,0.8717948717948718,0.9992446746171666,0.9981224653374052,0.1945376760225035,0.2011372322057103,0.0448717948717948,0.0726495726495726
428,0.1841265138459957,0.000999317914501,0.759463834735352,0.0559500873680222,0.6469188390767874,0.0171026365209293,0.576785316270926,0.0031304122764893,0.0095542127271548,0.0171026365209293,0.9273504273504274,0.8653846153846154,0.9994338093406958,0.999000682085499,0.200710489668722,0.0492200633230434,0.0427350427350427,0.079059829059829
432,0.1894559477329201,0.0015878653923118,0.6140889917467485,0.0562191185252625,0.4965547012744504,0.0164020227620962,0.377105289784538,0.0031605892877575,0.0109250667409606,0.0164020227620962,0.8888888888888888,0.8717948717948718,0.9992350253086548,0.998412134607688,0.1539856013237562,0.0627517027915635,0.0662393162393162,0.094017094017094
436,0.2712278577457931,0.0008820977357337,0.9289421096180004,0.0529760846017283,0.7079473104207562,0.0120830293402221,0.8629334430215412,0.0028064655397294,0.0104583733715944,0.0120830293402221,0.9209401709401708,0.9273504273504274,0.9993429486022548,0.9991179022642662,0.174390494489645,-0.0124799744052976,0.0491452991452991,0.0512820512820512
437,0.2907265077312548,0.0014313234103807,0.7929155083066993,0.0556356906493981,0.6441065264584183,0.016885037450934,0.6287150033132713,0.0030953300740355,0.0115119329358516,0.016885037450934,0.8568376068376068,0.8675213675213675,0.9993404634406058,0.9985686765896192,0.172706487481596,0.0237038944799986,0.0854700854700854,0.0833333333333333
438,0.309349057102128,0.0008927472486489,0.9609958667236472,0.05162515655194,0.7775482002535976,0.0143682464641697,0.923513055859934,0.0026651567890123,0.0115602730069533,0.0143682464641697,0.9017094017094016,0.8782051282051282,0.9993302050853052,0.9991072527513511,0.194569283372142,0.0482518186271733,0.0598290598290598,0.0876068376068376
440,0.187984719082096,0.0008851960890609,0.6410434102724663,0.0439891843669093,0.5276185658882753,0.0139710590745117,0.4109366538537535,0.0019350483412659,0.0100431339189108,0.0139710590745117,0.9102564102564102,0.8547008547008547,0.999268987663855,0.999114803910939,0.1744597355386949,0.1209342461597486,0.0555555555555555,0.0961538461538461
445,0.206471084754534,0.001924125461697,0.679849943851393,0.0656296577653051,0.5471831866162518,0.0190688088665201,0.4621959461547422,0.004307251978391,0.0094499986327558,0.0190688088665201,0.9123931623931624,0.8568376068376068,0.9993306387841782,0.9980758745383028,0.1424306970275946,-0.1026885712445091,0.0512820512820512,0.1196581196581196
446,0.2681841141043531,0.000960536184372,0.7939755357508769,0.0475168301897159,0.6592804753310452,0.0156810374146024,0.6303971513708919,0.0022578491512783,0.0102607407412028,0.0156810374146024,0.905982905982906,0.8461538461538461,0.9993370447893132,0.999039463815628,0.1582498653348503,0.0285724185619066,0.0576923076923076,0.1132478632478632
457,0.2589034858645026,0.0010725830186625,0.8786823143413853,0.0565559620988755,0.6954661897208636,0.014001344622126,0.7720826095363331,0.0031985768489294,0.0101696540427958,0.014001344622126,0.905982905982906,0.908119658119658,0.9993890779729996,0.9989274169813376,0.1827869387964623,-0.0039361345412778,0.0448717948717948,0.079059829059829
458,0.2318392253139132,0.0010144655640913,0.860729876266024,0.0569366713983398,0.6675348837377735,0.0160141825256251,0.740855919896925,0.0032417845499225,0.0088205629086777,0.0160141825256251,0.903846153846154,0.8803418803418803,0.9996178712043912,0.9989855344359088,0.0909485992923079,0.0632649277348749,0.0555555555555555,0.0918803418803418
459,0.1811071785931713,0.0011336246056524,0.673627126610856,0.0532949877988514,0.5422605434175154,0.0161310158053091,0.4537735057059983,0.0028403557244797,0.0098589105957111,0.0161310158053091,0.908119658119658,0.8611111111111112,0.9993315215280508,0.9988663753943476,0.1875422189965711,0.0975104475930025,0.0534188034188034,0.0811965811965812
462,0.2759123386675757,0.0009230073962379,0.8636830945196566,0.049954135590502,0.6745112814106091,0.0133671007998737,0.7459484877590502,0.0024954156625942,0.0102014505155466,0.0133671007998737,0.9017094017094016,0.8910256410256411,0.999390790202435,0.999076992603762,0.1608275184275266,0.0722851405625681,0.0598290598290598,0.0598290598290598
476,0.3212214384844359,0.0015588785955696,0.9497875563161704,0.0661653114334062,0.7545189971585609,0.013905972093798,0.9020964021330428,0.0043778484370796,0.0113276330717441,0.013905972093798,0.9123931623931624,0.935897435897436,0.9991663885587698,0.9984411214044304,0.1720423605104549,-0.0280143449858243,0.0448717948717948,0.047008547008547
477,0.2506028294025322,0.0013128534413121,0.8510342996173145,0.0615973746494531,0.634531033581248,0.0147531563809535,0.7242593791251329,0.003794236563705,0.0101793736699375,0.0147531563809535,0.8974358974358975,0.8931623931623932,0.99952267178773,0.9986871465586878,0.210937126362806,-0.0125728226897323,0.0534188034188034,0.0854700854700854
479,0.1878029126829975,0.0009645972475811,0.7679230168082061,0.0550350711411656,0.6104529274156323,0.0163517757943179,0.5897057597438163,0.0030288590555131,0.0084367616662999,0.0163517757943179,0.9017094017094016,0.8782051282051282,0.9996466202282336,0.9990354027524188,0.1244956392843623,-0.0047355350389273,0.0427350427350427,0.0683760683760683
483,0.2117440716756459,0.0017628262125518,0.7721081177795662,0.0704493902228657,0.6283366478437852,0.0176397166865469,0.5961509455411045,0.0049631165827736,0.0100142301666972,0.0176397166865469,0.8974358974358975,0.8910256410256411,0.9995087754182204,0.9982371737874484,0.1712582451298046,-0.2628432606533186,0.0555555555555555,0.0897435897435897
485,0.1921700024235365,0.0019646097844386,0.6431200097775827,0.0650260503195638,0.5065198888073819,0.0196908345107558,0.413603346976318,0.0042283872201624,0.0113973582781468,0.0196908345107558,0.9102564102564102,0.8525641025641025,0.9990761758368002,0.9980353902155612,0.204441671714236,0.0576592558313959,0.047008547008547,0.079059829059829
494,0.2593022029375095,0.0008437728321939,0.9443659252547512,0.0538703719481634,0.7150224373796827,0.0142931580552764,0.8918270007822622,0.0029020169738334,0.0092266273452777,0.0142931580552764,0.9145299145299144,0.8931623931623932,0.9994990121832776,0.999156227167806,0.1931844036802059,0.0253411747276115,0.0555555555555555,0.0683760683760683
503,0.1624118951190823,0.00074763153444,0.6488764772849009,0.0440247521103214,0.5159776937537361,0.0133145783809415,0.4210406827736626,0.0019381787983752,0.0089485167219289,0.0133145783809415,0.9017094017094016,0.8589743589743589,0.9994820107373836,0.99925236846556,0.1382803459804939,0.1087229839124689,0.0555555555555555,0.094017094017094
510,0.2553711160464194,0.0010923420576022,0.9226898666621964,0.0603460976859263,0.6754030780792574,0.0144167881139166,0.8513565900411019,0.0036416515059193,0.0110690746472997,0.0144167881139166,0.9230769230769232,0.9188034188034188,0.9993092247050211,0.9989076579423978,0.2056994256339925,-0.0082240090049359,0.0448717948717948,0.0576923076923076
511,0.2678653352941348,0.0011296391621549,0.8963079600085062,0.058206148902351,0.6702158411709808,0.013992211912016,0.80336795917461,0.0033879557700426,0.0107031161601649,0.013992211912016,0.9166666666666666,0.9166666666666666,0.9993637035709736,0.998870360837845,0.1261477490708258,-0.0549653146031694,0.0534188034188034,0.0662393162393162
517,0.1832023233053757,0.0013372679730464,0.7763264265236784,0.0663266562082721,0.6148258055413005,0.0197077373738218,0.6026827205190244,0.0043992253237703,0.0096437817671791,0.0197077373738218,0.9273504273504274,0.8504273504273504,0.9994738927280032,0.9986627320269535,0.160560071093234,-0.1075520497159632,0.0299145299145299,0.1047008547008547
520,0.2853064679388707,0.0010092931903205,0.9645973516455127,0.0573718597540464,0.7722958397680292,0.0135363543184101,0.9304480508015373,0.0032915302916379,0.0094461410196226,0.0135363543184101,0.9166666666666666,0.9166666666666666,0.99950178369994,0.9989907068096794,0.1218927907268104,-0.0104593430679527,0.0512820512820512,0.0683760683760683
521,0.1503028508524406,0.0019207377869395,0.6602209944115589,0.0746345229997768,0.5508766764819466,0.0262773644650854,0.4358917614617877,0.0055703120234042,0.0084228754312519,0.0262773644650854,0.9145299145299144,0.811965811965812,0.9995390449556444,0.9980792622130604,0.1135607997370637,0.149361056683476,0.047008547008547,0.1239316239316239
524,0.2539114409665613,0.0012587296570501,0.8162067889738391,0.0574678963915856,0.6507053842775438,0.0143805880862457,0.6661935223669851,0.003302559115674,0.0108409315406465,0.0143805880862457,0.8910256410256411,0.8952991452991453,0.9994032383116662,0.9987412703429498,0.1276108188420355,0.0025455959577296,0.0662393162393162,0.0662393162393162
526,0.2897207235159615,0.0016741070082726,0.9530498763677532,0.0724465078665462,0.7470817608700825,0.0190226959440905,0.90830406684459,0.0052484965020575,0.0101841715850239,0.0190226959440905,0.9017094017094016,0.8867521367521367,0.9994862650111256,0.9983258929917274,0.1179853580276045,-0.2039993293955344,0.0662393162393162,0.0897435897435897
527,0.169064756080855,0.0011873999642509,0.611785521472255,0.0512709269572782,0.511260630987364,0.0160013242286459,0.3742815242830789,0.0026287079510585,0.0110229552918893,0.0160013242286459,0.8696581196581197,0.8247863247863247,0.9992357081756474,0.998812600035749,0.3525119388320512,0.1879054288406804,0.0683760683760683,0.079059829059829
530,0.2741798811684449,0.0013145067359495,0.857629954405247,0.0593831945819251,0.6920804595225261,0.0176659782048656,0.7355291386931462,0.0035263637987547,0.0099244346080827,0.0176659782048656,0.9252136752136751,0.8568376068376068,0.9993378806225944,0.9986854932640504,0.1554519996062381,0.0630195772141798,0.0427350427350427,0.0854700854700854
531,0.220720633191588,0.0009563414430505,0.8033077165330516,0.0528770186279349,0.6263565368757803,0.0152256829494405,0.6453032874415455,0.0027959790989789,0.0085797223299736,0.0152256829494405,0.9166666666666666,0.8611111111111112,0.9996335442701476,0.9990436585569497,0.0896116514740997,0.0531320157406918,0.0512820512820512,0.0982905982905982
536,0.1779191837679929,0.0011226285569965,0.7124291455907554,0.0565911256023635,0.5882426854333287,0.0144401879426762,0.5075552874871738,0.0032025554969424,0.009955298399501,0.0144401879426762,0.9145299145299144,0.8846153846153846,0.999366889636062,0.9988773714430036,0.150999800277006,0.1044009917239972,0.0427350427350427,0.0619658119658119
538,0.2964718197606563,0.0016964316199879,0.935397233491566,0.0707575115493991,0.6771464936214157,0.0184981460270212,0.8749679844236753,0.0050066254406633,0.0093000461984382,0.0184981460270212,0.9017094017094016,0.8931623931623932,0.999518290098412,0.998303568380012,0.1325601224349161,-0.1258531412889425,0.0448717948717948,0.0662393162393162
539,0.2763277269198039,0.0006840560824631,0.9897450296803444,0.0492444114920409,0.7896904271934134,0.0127961818703305,0.979595223776946,0.0024250120631974,0.0095700648171596,0.0127961818703305,0.8910256410256411,0.8931623931623932,0.9996497261315608,0.9993159439175368,0.1594452731248048,-0.0213876296731585,0.0619658119658119,0.0683760683760683
540,0.2454338605472333,0.0010804104434465,0.8753155138960553,0.0580753416387755,0.7072803909772377,0.01621302527558,0.7661772488671154,0.0033727453064604,0.0089642300828009,0.01621302527558,0.8995726495726496,0.8846153846153846,0.999601626639006,0.9989195895565536,0.1430246151924799,-0.0786864420277781,0.0598290598290598,0.0854700854700854
542,0.239473380075938,0.0011990739746309,0.7761765739896741,0.0549230817222884,0.6546206205464029,0.0165370325195734,0.6024500740103481,0.0030165449058731,0.0095257509699039,0.0165370325195734,0.8910256410256411,0.8397435897435898,0.9995398609968462,0.9988009260253692,0.1309984959359257,0.1061296384774863,0.0683760683760683,0.1153846153846153
543,0.3154134958285383,0.001099612616246,1.0010640813082152,0.0591073651416325,0.7982757505204834,0.0172415475355141,1.002129294885461,0.0034936806139862,0.0114790053905298,0.0172415475355141,0.8846153846153846,0.8653846153846154,0.999365531850808,0.998900387383754,0.2269022042012076,-0.0455278602297226,0.0683760683760683,0.1047008547008547
550,0.2749954018797977,0.0013752430665455,0.7541546361657956,0.0533319448290263,0.5864852314160004,0.0156571805922603,0.5687492152503636,0.0028442963392463,0.0118292618163501,0.0156571805922603,0.8846153846153846,0.8632478632478633,0.9990826311214466,0.9986247569334544,0.1920202621408945,0.0874435675886019,0.0705128205128205,0.1004273504273504
555,0.2660184364654147,0.0010352397655661,0.8862349292410053,0.0552857833464487,0.6805755174133723,0.0153910209167987,0.7854123498068096,0.0030565178402304,0.010951380425056,0.0153910209167987,0.9294871794871796,0.8931623931623932,0.9991280465834762,0.9989647602344338,0.1577678708831043,-0.0340546111796398,0.0363247863247863,0.0854700854700854
560,0.2645919221940764,0.0015028476652297,0.8903193183380638,0.0670988360626621,0.6965138501157647,0.0210364444959527,0.7926684886059545,0.004502253800964,0.009386616874758,0.0210364444959527,0.9123931623931624,0.8653846153846154,0.9994928574597324,0.9984971523347702,0.1526810689099676,-0.0183011302318065,0.0512820512820512,0.0918803418803418
