time_ms,observed_lag_0,fitted_lag_0,observed_lag_1,fitted_lag_1,observed_lag_2,fitted_lag_2
-213.0,0.4587897062301636,-0.1110860717967269,-1.291079044342041,-0.6238282541933081,0.9819594025611877,0.5657915180258194
-212.0,0.6557669043540955,-0.0011620191457990656,-1.3426209688186646,-0.6762483606723962,0.886947751045227,0.49330932183097087
-211.0,0.8441291451454163,0.10858009774123237,-1.3480029106140137,-0.713156365907311,0.761254072189331,0.40744652133900167
-210.0,1.0217756032943726,0.21556223349674616,-1.308012843132019,-0.7336852325688752,0.605795681476593,0.31022019259453737
-209.0,1.1859749555587769,0.3172711798163395,-1.2255489826202393,-0.7373526995972457,0.42315301299095154,0.20391436194535695
-208.0,1.333359718322754,0.4113176053717842,-1.1053204536437988,-0.7240726114064776,0.217782124876976,0.0910263500376246
-207.0,1.4601801633834839,0.49549218562459213,-0.9533973336219788,-0.6941569418386361,-0.004014592617750168,-0.0257918948665565
-206.0,1.562754511833191,0.5678175039470517,-0.7766510844230652,-0.6483084653210459,-0.2343592345714569,-0.1437960960603735
-205.0,1.6379973888397217,0.6265945047973885,-0.5821441411972046,-0.5876042473947367,-0.464265912771225,-0.2602141165295502
-204.0,1.6838873624801636,0.670442407677985,-0.37654104828834534,-0.5134703424521263,-0.6842317581176758,-0.3723110815797416
-203.0,1.699744462966919,0.6983311442239519,-0.16562525928020477,-0.4276482930808993,-0.8848726153373718,-0.47745362610309183
-202.0,1.6862467527389526,0.7096055564148285,0.045994896441698074,-0.33215421800645484,-1.0575342178344727,-0.5731717571968145
-201.0,1.645192265510559,0.704000787448633,0.2549295723438263,-0.22923144973288362,-1.194830298423767,-0.6572168788663824
-200.0,1.5790963172912598,0.6816485037181749,0.4587897062301636,-0.12129783451190335,-1.291079044342041,-0.7276146157057247
-199.0,1.490770936012268,0.6430738017238853,0.6557669043540955,-0.010888932660963246,-1.3426209688186646,-0.7827111946284634
-198.0,1.3830293416976929,0.589182872585494,0.8441291451454163,0.09940154643985567,-1.3480029106140137,-0.821212295057484
