row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,12_40Hz_log10_peak_psd,12_40Hz_peak_frequency_hz,delta_2_4Hz_log10_integrated_power,theta_4_8Hz_log10_integrated_power,alpha_8_13Hz_log10_integrated_power,beta_13_30Hz_log10_integrated_power,low_gamma_30_55Hz_log10_integrated_power
34,43,260,2,3,short,4.939358886239757,21.700000000000003,3.998771056227421,4.572612794381769,5.0286129642014314,5.630449649302738,5.218141312674943
35,35,622,2,4,short,4.741508814379755,23.8,4.89932912960872,4.337536892553057,4.870056046316434,5.593903173492072,5.2168256874705845
36,39,198,2,3,short,4.440939979953431,24.5,4.8435970499212315,4.997247404926469,4.544061441168312,5.127024910754806,5.169688762902283
37,54,628,2,1,short,4.788757488252593,24.200000000000003,4.595235070711515,4.80364495276439,4.340257792206552,5.635404934099303,5.498517636490515
38,60,647,2,3,short,4.598423457706693,24.700000000000003,4.298570039407725,4.934045131476352,5.169323643259666,5.432729378476077,5.296726952697474
39,50,10,2,0,short,4.364906962447432,32.300000000000004,4.193894292275501,3.8415281947340345,4.693658898295257,5.222424458834236,5.488265910986979
40,52,412,2,0,short,4.678539262329484,24.0,4.0320185377787245,4.989192933191502,4.517665169910047,5.464451403649043,5.126962130180658
41,49,670,2,4,short,4.8211085378254985,27.200000000000003,4.671998374063629,4.795259826810239,4.95317201854826,5.664945632727022,5.043146706293505
42,55,150,2,3,short,4.860464570749721,22.900000000000002,4.686846872282246,4.346545307519771,4.460730221957945,5.834807253414411,5.023619566056005
43,38,521,2,4,short,5.1428420212478825,19.900000000000002,4.7838512507166,4.9267396733369475,4.807879451895893,6.155572263234612,5.3570216476808445
44,65,131,2,0,short,4.622839223575522,23.900000000000002,4.4344471846144575,4.269180418699196,4.540258956996308,5.387379383584317,5.1962227842824245
45,41,579,2,2,short,4.961998204583119,20.700000000000003,5.0145760637292645,4.974960030746825,4.3479749883341015,5.834175902267404,5.4490813020405
46,66,419,2,1,short,4.896433840061225,24.8,4.282589334924468,5.252515319961559,4.446374257905034,5.64904401276049,5.230232234951447
47,58,580,2,3,short,5.1996218862791,23.400000000000002,4.877422928901218,4.878715211571144,4.4049435015411404,5.9161792184722595,5.373996899432417
48,44,428,2,2,short,5.369463945588342,22.700000000000003,4.900512965819577,4.989441417215788,4.435772003000586,6.074253101115066,5.225217190272136
49,36,543,2,4,short,5.077011995233153,21.400000000000002,4.842872736099414,5.040847853206264,4.900529338721032,5.8608173567623165,4.909443203165581
50,61,387,2,4,short,4.90675876047284,21.6,4.435604978304031,4.884733920996272,4.4508137110116275,5.809719684240347,5.52312210754257
51,45,158,2,1,short,5.1057555969440855,23.8,4.760191849317836,5.2142755531273135,4.202604172983123,5.968707454049253,5.307258592483691
52,51,275,2,4,short,4.503898725513123,22.8,4.84701746203445,4.465468520575602,4.438811267123838,5.3938492238924285,5.3681147366480895
53,63,254,2,0,short,5.129531872301876,21.8,4.3063428803435935,4.994721826061445,4.611440853026497,5.949430259706187,5.353502141650183
54,62,220,2,0,short,4.362382079497109,21.900000000000002,4.787374877763301,4.808647943056311,4.621974591659323,5.319820374612723,5.229228429320233
55,64,589,2,2,short,5.046063377072111,22.200000000000003,3.8925079967677805,4.601546283123563,4.612678685374511,5.955607372552742,5.122719318180353
56,53,530,2,3,short,4.470833824141506,18.8,4.443845473095457,4.409749888082129,4.571671319021006,5.504112159894426,5.064394233825574
57,56,531,2,0,short,5.0447215809119665,21.200000000000003,4.5993075333093145,4.904303121282389,5.210647922936287,6.01463926714784,5.251294977143807
58,67,91,2,1,short,4.658787006621762,24.0,4.330987769859635,4.647381079198891,4.667721761688603,5.600179816467267,5.135292613468219
59,37,96,2,2,short,4.982080153135562,25.900000000000002,4.470257559034337,4.685838378863963,4.983464186550988,5.903752684894705,5.257608183560647
60,47,197,2,1,short,4.30159498627408,23.700000000000003,4.124110658019713,4.0200688113334175,3.7916743090602294,5.137275867410801,5.207303438367945
61,57,281,2,2,short,4.631839792528282,24.900000000000002,4.560573808850942,4.820456552257914,4.9006313244131325,5.6166123269659,5.2740768695147295
62,48,401,2,4,short,4.665463530437473,23.3,5.033081259904009,5.2355878934321325,4.484416792725342,5.514528233853168,5.15067161104904
63,42,34,2,2,short,5.111226853446691,21.0,4.51101028965083,4.831607871111025,4.366554409959686,5.9772358708276725,5.3117904932140885
64,34,479,2,0,short,5.269991909296128,22.400000000000002,3.762967403663995,5.034747836774703,5.281379003041076,6.162916968294654,5.160065126950823
65,40,117,2,1,short,4.75875585280431,23.1,4.259523660858474,4.521916217762272,4.565088127639123,5.573035044158912,5.143837880013167
66,87,663,3,4,short,4.355291518336661,29.0,5.151594887084673,4.813927390693316,4.151189489217089,5.161511083016092,5.292938129836786
67,77,14,3,4,short,4.754154723935282,23.8,4.335241092465361,4.1208707919715355,4.6360322280540105,5.633622982337232,5.130168016070923
68,76,540,3,0,short,4.937725809264004,19.0,4.992769776628336,4.605993971781428,4.422405172885522,5.620829940855668,5.223155017868196
69,85,128,3,1,short,4.758026018780835,29.400000000000002,5.061187814857037,4.653397477153749,4.547736471251834,5.641551421372261,5.406573047210347
70,68,420,3,2,short,4.942139992642585,19.700000000000003,4.806257509565872,4.305097323269402,4.4761513995073505,6.0423159416351275,4.779318210178947
71,83,503,3,3,short,5.06346217931789,20.700000000000003,4.395652882268514,4.194319252512335,4.37791450894981,5.962276191838847,5.200686012977102
72,84,636,3,2,short,4.952713563986274,21.1,4.421490603077171,4.395512573165571,4.290233128004398,5.909160600086394,4.9054808681560305
73,72,307,3,3,short,4.4661563457003615,20.6,4.868338209591777,4.8822092570649,3.834087051602232,5.529474049109784,5.086478427657859
74,69,612,3,3,short,4.6920583275546335,19.3,5.250136940064192,5.182855804714034,4.5194397509440085,5.6378040635383915,4.984022325794681
75,99,609,3,2,short,5.030009345983763,24.6,5.166477225914667,4.953120225794969,4.9438288605173755,5.970359720590409,5.271851344831203
76,93,46,3,4,short,4.6278735342706785,23.400000000000002,4.962223482668654,4.807104731148178,3.612420240859784,5.534459560946156,5.234201149335041
77,89,615,3,0,short,4.902376507137025,23.400000000000002,4.198478368049727,4.193398239146831,4.732779662598795,5.851749504425359,5.1973805776419315
78,82,510,3,4,short,4.54791566047003,21.6,4.691900589554473,4.312057583298229,4.788187180613407,5.628989162092954,5.004893466130815
79,96,43,3,0,short,4.780185743956336,25.8,3.526265641021647,4.639543328591635,4.734362730698882,5.672321865176957,4.878683175788298
80,86,147,3,3,short,4.480832212424479,23.5,5.061038192803087,5.530446877092102,4.902005764062244,5.4112819826700695,5.516832054957699
81,94,406,3,4,short,5.120549497407495,20.6,5.07620057110386,4.8865392617719206,4.918442572549949,6.13101100919117,5.118671929857942
82,74,200,3,1,short,4.994508954872186,22.1,4.22700971351966,4.373894315185683,4.473612368184597,5.918294508787192,5.186253688739629
83,79,48,3,0,short,5.0844576788070555,21.400000000000002,5.101973540438429,5.401396635707502,4.747987026234447,5.806533570828686,4.967267413084754
84,80,177,3,2,short,4.971833027640531,20.900000000000002,5.010628534155509,5.21698698943267,4.818332901942329,5.95559463858911,5.291095331265771
85,97,319,3,3,short,4.683012236574325,25.8,4.475409980596419,4.56858336820028,4.558582289999402,5.680295406413978,5.25513096080744
86,88,137,3,3,short,4.750801011636147,21.1,4.779330850709258,5.219046980810257,3.9103887795786587,5.733828575930552,4.94920588553766
87,71,309,3,2,short,4.676052738774846,23.5,5.129534722264461,5.28972454679935,4.551244461870584,5.674654204102567,5.217860821927057
88,91,416,3,0,short,5.03309582584463,23.1,4.905505862995189,4.8012383269143735,5.1353072153037305,5.98488399315992,5.6013496338855315
89,98,669,3,1,short,4.909762673080695,17.2,4.945744573884462,4.531701289039818,4.730096836904711,5.80669935016191,4.924533677295276
90,78,572,3,1,short,5.084751187044649,21.1,5.15057282417113,5.099577043977679,5.031864965285972,5.9493876977402165,5.207294756740888
91,100,477,3,0,short,5.148078953284526,20.900000000000002,4.551425697387406,5.064874758660651,5.601257903016839,6.011218709306202,5.237787762659845
92,95,323,3,1,short,4.856154582930934,25.0,4.465882882991537,5.035796918890905,4.375808750168062,5.769195020197277,5.553738199404141
93,92,196,3,2,short,4.252716892488062,14.0,5.177953360295007,5.007790181139687,4.4992052107100875,5.191609820237485,5.2481546264475165
94,90,494,3,3,short,5.3407140788198335,21.400000000000002,4.658478662644697,4.041552457849535,4.229843081197654,6.289445714113162,5.375784619729139
95,75,51,3,4,short,5.062586625831769,18.900000000000002,3.703487024075619,4.398666399810308,4.725517040186183,5.84871769067189,5.234574155512239
96,81,432,3,1,short,4.502892736520926,19.1,4.292375541981956,4.411687824068091,4.677483083230346,5.361524233446013,5.412168733678902
97,70,144,3,2,short,5.019351884246579,21.900000000000002,5.402033029603349,5.2932426738897895,5.606024653488394,5.9376018407978925,5.2298401125009555
98,73,216,3,1,short,4.860080503848158,21.5,4.94651591987446,4.46391310960959,4.423010618228835,5.844887230105084,5.2173950103195335
99,114,312,4,2,short,5.192784603358887,20.3,5.102350709561593,5.172484348093804,5.01354980189932,6.060323991408301,5.4083750043716
100,101,400,4,2,short,4.356686575862728,21.1,3.250539667144322,4.572888627347169,4.216839016269682,5.1323201738963755,5.183971134198821
101,106,333,4,2,short,5.02403068754332,25.0,5.270357499657826,5.307034615540543,4.944784280600692,5.919140397291597,5.333094145793408
102,109,459,4,4,short,4.932309050011355,22.0,4.799703936231619,4.817618817083894,4.8089727756717,5.721001428983506,5.445420436610805
103,121,606,4,1,short,4.701627748734017,21.700000000000003,5.342391439787025,5.483785324808242,4.591825152604009,5.478140655586854,5.431229131733
104,125,86,4,0,short,4.470799748607731,23.6,3.9362642640755365,4.863169112178333,4.020302650094795,5.463529804700784,4.9345039419189485
105,110,242,4,0,short,4.781452922767916,20.1,4.52293732714741,4.6202618791899726,4.962351579740464,5.669444618487455,5.23119434817514
106,115,248,4,1,short,4.732767895665822,20.200000000000003,4.728793344679487,4.3913750975919665,5.1860646816199925,5.527880575744866,5.187562291112804
107,103,89,4,4,short,4.804760877568959,16.3,2.999936232732037,5.132586392256813,5.029994052096231,5.775578556854501,5.032792947452265
108,133,691,4,4,short,4.330332697208023,25.900000000000002,3.883930156177845,4.1062872269526345,4.256761519824767,5.278805123036381,5.280231822837415
109,102,94,4,3,short,5.024304150042313,19.200000000000003,4.865209135545562,5.215302812719371,4.6794178277640786,5.878282441317885,5.133166943395683
110,119,17,4,0,short,4.948620504141387,23.5,4.741488714815836,4.843111537735891,5.3624834180159935,5.884352993826627,5.171836286965877
111,105,109,4,4,short,4.806152749798423,22.5,5.160958908941409,5.084343104971374,4.948429920904404,5.573482650974153,5.139835220554417
112,127,695,4,3,short,5.090899048642448,19.8,3.9736019115518553,4.591461453301204,4.873082303328583,5.926824579542185,5.359713478695737
113,134,116,4,2,short,4.703729543092618,24.0,5.21189041274146,4.7042503356471945,4.419348894006892,5.670941647075121,5.015420173805035
114,116,361,4,1,short,5.034878811616237,21.8,4.768431694723763,5.055671903076657,4.848552729151557,5.943503302212678,5.357391546225814
115,111,283,4,3,short,5.06518506142072,22.1,4.863526757621035,5.055238094963474,4.234395806435313,5.951510509269176,5.324026385776528
116,123,511,4,2,short,4.672040258043465,29.6,5.016907450180087,5.280929825817453,4.739166413591467,5.441042560528607,5.436905024474956
117,120,206,4,4,short,5.0249169922806045,21.200000000000003,4.834327347078509,4.011865740417917,4.2651002841690095,5.965211463835773,5.350057845074748
118,117,520,4,2,short,5.154886647011422,22.0,4.316034427129399,5.057202041255292,4.314667590076232,5.957668960375393,5.282427605790209
119,124,119,4,0,short,4.523066743523498,19.6,4.984149399744418,5.194699815280044,4.923069701444035,5.435301127324154,5.29178252158348
120,112,85,4,0,short,4.616873159487016,26.0,4.898138935742195,4.703728603413439,4.849280479888241,5.654770304475016,5.292975258524408
121,132,199,4,3,short,4.939582988532314,26.900000000000002,5.2998433770815305,4.7515210467454665,4.418303849025959,5.6987188355002525,5.187928809454364
122,107,536,4,0,short,4.773371214646909,19.8,4.032704811624542,4.5747243276256695,4.538394953635129,5.6443269897969,5.0795956128274256
123,118,339,4,1,short,4.607481480685367,20.8,4.878164690498885,4.899688629966518,4.618067665836954,5.532719045402912,5.172975077827697
124,104,701,4,0,short,4.653132762689799,22.200000000000003,4.951135153722827,4.746290505741633,4.710524522092097,5.547566587013496,5.257182984393697
125,131,704,4,4,short,4.934086756050034,19.6,3.736204408073901,4.960319041348624,5.013118804337635,5.727802239012831,5.045502948311918
126,108,592,4,3,short,5.045750794921371,20.700000000000003,4.807254360874303,4.653170489026209,4.418164569691747,5.924652160460853,5.215809752665413
127,122,440,4,1,short,4.862774033386801,19.700000000000003,4.6490383966880255,4.6699909367202,4.4707774500296775,5.738072911030933,5.432885561449147
128,130,388,4,3,short,5.060407994228005,23.3,4.775293801889271,4.424640943896393,4.573358324807556,5.872897128152698,4.935300405506496
129,126,121,4,1,short,4.561149890294409,23.0,4.805706618738586,4.913098820104102,5.104703887293111,5.428952117699259,5.2555582825883596
130,129,291,4,1,short,5.07615070847812,21.200000000000003,4.88563195011981,5.331992946292421,4.655528959555597,5.987374380734087,5.520157563421484
131,128,573,4,4,short,5.329803724023246,19.900000000000002,5.014103185586114,5.040384027253898,4.803866116775449,6.1079984832158365,5.3437739897542205
132,164,705,5,2,short,4.287784370663145,23.3,3.7493643743052556,4.938005472755368,4.705971656197552,5.237903624133044,5.467864808195713
133,158,45,5,4,short,4.808385189904066,22.700000000000003,3.2393440457348173,4.322382303333692,4.3312391621625865,5.807997183121874,4.736095643650835
134,136,410,5,0,short,4.960724691495664,20.8,5.402900703312315,4.866078055378448,4.569354718551403,5.757287803119476,4.984570041321364
135,169,142,5,3,short,4.905843330472538,19.8,4.952510934056005,4.890079953218161,4.789303861702495,5.919448218416715,5.288168390954774
136,166,706,5,3,short,4.30952798894036,12.0,4.944140118463808,4.899001881177035,5.077105098746954,5.049349790610058,4.816712664384555
137,165,328,5,1,short,4.807006626180578,21.3,3.8065018365333234,3.9505786558343523,4.495524409198752,5.70186524251591,5.1324727945656745
138,154,143,5,3,short,4.715837565286559,19.1,4.781617800802793,5.310054126676533,4.798941252990255,5.499037988319766,5.119901648849208
139,145,44,5,2,short,4.82914956864787,21.1,4.934066406129428,4.772729793388702,4.679441604252701,5.758653980193487,5.403288610733082
140,139,164,5,4,short,5.037070553836802,21.0,4.107314528726926,4.334818638540789,4.87886177823866,5.943254815141078,5.220744928664577
141,152,560,5,2,short,4.492239164170472,21.5,4.603695130442879,4.288637480010723,4.199016122528658,5.520566167579263,4.988964329321943
142,155,194,5,0,short,4.579038416601545,24.900000000000002,4.995690164001667,5.00997491350297,4.768993238650246,5.656628575357991,4.924295171101113
143,149,243,5,1,short,4.302807144665745,26.5,3.825948771328559,5.352474003076969,5.241067338969363,5.0950545827297695,5.016204047955606
144,141,403,5,1,short,4.947469776538196,20.400000000000002,5.081164474436567,5.009763011489416,5.01992742632076,5.89411169587902,5.212627773755838
145,167,568,5,0,short,4.417206064173174,23.5,4.952126844189779,4.562261156546956,4.41221951267754,5.392113725730812,5.083388074074588
146,138,581,5,2,short,4.378586325317311,25.200000000000003,4.800127555269202,4.676564322663712,4.73901020805181,5.3104689207861275,5.186424214063467
147,163,63,5,2,short,4.549626063627495,13.600000000000001,4.511141328119206,4.4016317933810996,4.687102775513772,5.631438252025997,5.173053295981294
148,143,294,5,3,short,4.917921375662982,22.5,4.262220816187228,5.071655811226291,4.176627705966415,5.738852983270832,5.102932389697755
149,146,367,5,1,short,4.853553129618441,21.3,4.934545462520644,4.696039402541014,4.564544905875889,5.7899400346440935,5.0040234635008645
150,151,436,5,4,short,4.397564586820951,21.0,3.930962293007017,4.587221470197912,4.5129996768909635,5.395219427274969,5.242683347513281
151,162,241,5,1,short,4.542335707548482,18.7,4.843292009997597,4.340729037278204,4.783470942474311,5.5321722470390196,5.048163745946324
152,150,457,5,0,short,4.423236972531957,20.400000000000002,4.293466940265759,5.022866803643108,4.7469962200701525,5.416121269554311,5.212128354593321
153,156,36,5,3,short,4.9321396059277625,20.1,3.972134823078961,4.583406465888296,4.340029847381037,5.706337865409883,5.051794695434006
154,147,485,5,4,short,4.949379917486396,19.700000000000003,4.484196331017921,3.906275708983095,4.513610913628188,5.764087649783596,5.252038190433149
155,159,700,5,4,short,4.995996314380403,20.6,3.713570288417884,5.218541043083326,5.068751947158365,5.848701357946987,5.26652415609272
156,168,6,5,4,short,4.606461171684134,22.5,4.444554810857124,5.122798717326629,4.938087237210677,5.587952466373471,5.269069641067434
157,161,157,5,0,short,4.951113150946203,20.1,4.263140684835072,4.070243410585713,4.946971051740035,5.8363022121963235,5.02906141773964
158,157,476,5,4,short,4.928470903334609,21.700000000000003,4.043967686310858,5.230619312155627,4.758573419955735,5.883755328853159,5.246264542252176
159,142,271,5,2,short,4.827110163286135,20.400000000000002,4.886037804388328,5.215823415065686,5.160208848630249,6.009222238794302,5.151136511058544
160,135,399,5,1,short,4.751517371854543,19.5,5.07159926330564,4.652821433640538,4.837559564892455,5.657175117184127,5.158164519637187
161,137,300,5,3,short,4.416040741355314,23.400000000000002,5.04693303389083,4.9637316991437315,4.593069772963037,5.545095343407037,5.154605612242489
162,148,446,5,2,short,4.422162625692759,16.0,4.4972629123565575,4.60418245490461,3.9185257938968254,5.431609219803257,5.263696671044061
163,144,542,5,3,short,4.940125353213827,22.200000000000003,4.859728833882849,5.023954428608726,5.054256037517196,5.673153837427491,5.517956377460819
164,140,693,5,0,short,4.666551815409801,24.0,5.151777388235154,5.020610895356254,3.830397166433911,5.497666937764008,5.215742785075209
165,190,258,6,0,short,4.948572175287148,21.6,4.6652832791357834,4.366798359165388,4.979744649554932,5.782115815933764,5.1502204150972215
166,185,550,6,3,short,4.911567382058766,21.200000000000003,5.022493172234321,4.716123764080488,4.726096893073702,5.731354217273893,5.437845361192397
167,171,100,6,3,short,4.887243260549617,20.900000000000002,5.122134319350915,5.191568226376417,5.15245495732224,5.793691814397519,5.092500830982836
168,178,129,6,4,short,5.011115172233398,19.0,4.109195293915662,4.702416475277088,4.914958673778684,5.972084285789406,5.157348489795405
169,186,186,6,4,short,4.522505292763435,24.1,4.181656440633333,5.12867583787749,4.96963815143917,5.554282193574057,5.483303041952311
170,187,650,6,1,short,4.7040537757413,22.0,4.129133980516113,4.458865874725118,5.073269867009583,5.516859339295494,5.257224440355612
171,176,438,6,3,short,4.78755542115868,19.200000000000003,4.725813482448104,4.845645596290068,4.816066004354094,5.876956256474923,5.267788634651482
172,193,290,6,1,short,4.295431280747233,20.200000000000003,4.09014428556646,5.2886961974960105,4.7345416736181765,5.417646978891688,5.0381097560608525
173,182,289,6,2,short,4.735865663871998,18.7,4.6051794674528495,5.015893332143512,5.248917336792187,5.820837945488407,5.079116758259305
174,199,67,6,2,short,4.344125410518315,20.900000000000002,4.234231194226873,4.64698177844973,4.685580854827454,5.258391483739892,5.1767101340952415
175,174,458,6,3,short,4.74388255814377,23.0,3.855304323375332,4.902610186562215,5.000221268760997,5.848284157389424,5.051823481615422
176,180,90,6,2,short,4.560646195256127,18.900000000000002,4.558208178251107,5.1887394858928415,4.8526879298640395,5.430858178356969,5.460914204399226
177,198,77,6,2,short,4.950085722585944,21.200000000000003,4.562459586543271,4.283960427471524,5.30654648853431,5.76428094687256,4.971747768392656
178,172,292,6,4,short,4.864453005367325,24.1,4.380794062482301,5.331337057327126,5.489727382205627,5.944569532068461,5.152170395011731
179,183,649,6,1,short,4.703010411163901,20.700000000000003,4.217884335990466,3.463436021054485,4.4948563684849905,5.675198304751129,5.213829550098989
180,184,524,6,0,short,4.7848976605752185,21.400000000000002,3.216529018295306,4.056606485291468,4.5456888370630155,5.5830086444034945,5.300352302455687
181,177,105,6,4,short,4.862052291813159,16.7,4.556661514646334,4.91025055109466,4.299549363801836,5.784130850081885,5.2944144487652025
182,195,372,6,3,short,4.752144623248617,26.200000000000003,4.652729005816269,4.4820985686404,4.698100479436097,5.856360828319774,5.161832490600522
183,175,617,6,3,short,4.517758530421794,23.1,4.358822797539434,4.023343996304367,4.671995645955148,5.406238522488082,5.04942801690485
184,196,527,6,4,short,4.421787146477582,19.3,4.871882238277112,5.269067868453548,4.879285326811881,5.477909551620591,5.233326823490087
185,179,555,6,1,short,4.247264976869193,27.700000000000003,4.7988105084615915,4.855590152605426,5.235074453375472,5.070082893907115,5.084650778134892
186,202,342,6,0,short,4.9425754048642565,20.0,4.582625174468202,4.326502536563426,4.771752018921853,5.832090287130314,5.0158577162663915
187,200,211,6,2,short,4.7943818650518795,21.900000000000002,4.544813441126324,4.662823667752949,4.97050834022968,5.5891925061746095,5.310730331918256
188,192,539,6,4,short,4.965251108798037,21.400000000000002,4.996257680158068,4.972195404145897,5.096423293354717,5.803112615483476,5.075204131757016
189,189,24,6,0,short,4.659656803215835,23.3,4.159142206709932,4.607490486058314,4.236463367145407,5.391560860058204,5.163005423987362
190,181,538,6,1,short,5.000537589812055,20.1,4.935282192903157,4.6257176838169975,3.668774646899317,5.786031350919929,5.217123242041979
191,188,642,6,0,short,4.660750846950661,22.200000000000003,3.5942510990844387,4.734596398480777,4.950478583846681,5.681088994947494,5.230179241276533
192,197,379,6,2,short,5.121798174982481,20.700000000000003,5.146924791564575,4.972366902926355,5.177932886910942,5.953359351552321,5.103548371919146
193,170,483,6,1,short,4.497440501137578,21.6,4.467105629865033,4.8321497393902675,4.684876315861293,5.587944899078037,5.120007731520729
194,201,9,6,0,short,4.5537538208014245,19.700000000000003,3.5707251801063147,5.141067754916937,4.501676843962528,5.543685547296458,4.954104891301618
195,194,113,6,2,short,4.712674877016994,22.8,4.215711602092806,5.136374407749874,4.932139067106575,5.667787770701145,5.062267586821603
196,173,187,6,0,short,4.8129697218514,20.5,4.40923611736385,4.866575621079698,5.113103245757695,5.724302181144539,5.384569120898581
197,191,376,6,1,short,4.626051126698571,26.1,4.6637054773619555,5.123902338148853,4.936412463188129,5.701593231904912,5.359647646332521
