recording,monkey,day,method,geometry_evaluable,macro_f1,n_trials,old_pca_tube_f1,difference
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,ktorus,True,0.1711768947340472,198,0.2257252305351472,-0.0545483358010999
