recording,monkey,day,analysis,method,direction,f1
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_all_bands,4,0.3287671232876712
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_all_bands,5,0.1153846153846153
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_all_bands,6,0.1904761904761904
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_pca,1,0.1666666666666666
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_pca,2,0.136986301369863
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_pca,3,0.1694915254237288
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_pca,4,0.3
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_pca,5,0.0888888888888888
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_pca,6,0.1276595744680851
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_power_frequency,1,0.2424242424242424
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_power_frequency,2,0.4594594594594595
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_power_frequency,3,0.0727272727272727
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_power_frequency,4,0.3880597014925373
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_power_frequency,5,0.2807017543859649
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_long,torus_power_frequency,6,0.1509433962264151
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,all_bands,1,0.3783783783783784
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,all_bands,2,0.1818181818181818
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,all_bands,3,0.4411764705882353
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,all_bands,4,0.0833333333333333
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,all_bands,5,0.1739130434782608
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,all_bands,6,0.4
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_frequency,1,0.2424242424242424
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_frequency,2,0.1967213114754098
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_frequency,3,0.1666666666666666
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_frequency,4,0.24
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_frequency,5,0.3673469387755102
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_frequency,6,0.0
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_power,1,0.4285714285714285
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_power,2,0.1904761904761904
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_power,3,0.2531645569620253
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_power,4,0.08
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_power,5,0.0754716981132075
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,peak_power,6,0.0930232558139534
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,power_frequency,1,0.3116883116883117
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,power_frequency,2,0.3809523809523809
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,power_frequency,3,0.3333333333333333
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,power_frequency,4,0.1463414634146341
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,power_frequency,5,0.3235294117647059
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,power_frequency,6,0.2051282051282051
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus,1,0.4054054054054054
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus,2,0.2295081967213114
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus,3,0.1643835616438356
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus,4,0.1702127659574468
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus,5,0.2950819672131147
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus,6,0.2142857142857142
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_all_bands,1,0.3636363636363636
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_all_bands,2,0.1724137931034483
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_all_bands,3,0.208955223880597
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_all_bands,4,0.1818181818181818
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_all_bands,5,0.2372881355932203
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_all_bands,6,0.2686567164179104
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_pca,1,0.2727272727272727
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_pca,2,0.0923076923076923
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_pca,3,0.1348314606741573
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_pca,4,0.0377358490566037
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_pca,5,0.048780487804878
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_pca,6,0.2413793103448276
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_power_frequency,1,0.3714285714285714
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_power_frequency,2,0.28125
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_power_frequency,3,0.1643835616438356
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_power_frequency,4,0.1666666666666666
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_power_frequency,5,0.3548387096774194
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,matched_short,torus_power_frequency,6,0.2181818181818181
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,all_bands,1,0.3544303797468354
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,all_bands,2,0.2162162162162162
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,all_bands,3,0.3428571428571428
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,all_bands,4,0.0434782608695652
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,all_bands,5,0.1428571428571428
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,all_bands,6,0.3661971830985915
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_frequency,1,0.1971830985915492
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_frequency,2,0.2461538461538461
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_frequency,3,0.1403508771929824
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_frequency,4,0.2083333333333333
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_frequency,5,0.3716814159292035
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_frequency,6,0.0952380952380952
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_power,1,0.4269662921348314
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_power,2,0.1967213114754098
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_power,3,0.2558139534883721
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_power,4,0.175438596491228
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_power,5,0.0769230769230769
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,peak_power,6,0.196078431372549
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,power_frequency,1,0.3414634146341463
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,power_frequency,2,0.2372881355932203
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,power_frequency,3,0.3469387755102041
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,power_frequency,4,0.1904761904761904
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,power_frequency,5,0.3428571428571428
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,power_frequency,6,0.1777777777777777
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus,1,0.3855421686746988
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus,2,0.1454545454545454
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus,3,0.2162162162162162
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus,4,0.1132075471698113
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus,5,0.3174603174603174
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus,6,0.1764705882352941
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_all_bands,1,0.3714285714285714
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_all_bands,2,0.2153846153846154
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_all_bands,3,0.2777777777777778
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_all_bands,4,0.0701754385964912
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_all_bands,5,0.2903225806451613
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_all_bands,6,0.3142857142857143
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_pca,1,0.1794871794871795
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_pca,2,0.1558441558441558
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_pca,3,0.1470588235294117
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_pca,4,0.0434782608695652
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_pca,5,0.0816326530612244
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_pca,6,0.2564102564102564
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_power_frequency,1,0.3692307692307692
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_power_frequency,2,0.2121212121212121
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_power_frequency,3,0.2702702702702703
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_power_frequency,4,0.1311475409836065
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_power_frequency,5,0.303030303030303
monkeyT_session-y070316009-12_lfp-8,T,2007-03-16,short,torus_power_frequency,6,0.1875
