row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,mode_1_G_0_0,mode_1_G_0_1,mode_1_G_0_2,mode_1_G_1_1,mode_1_G_1_2,mode_1_G_2_2,residual_rmse_lag_0,residual_rmse_lag_1,residual_rmse_lag_2,normalized_error,held_out_in_this_feature_fit
0,31,244,1,1,short,0.3936772238650821,-0.22940679909888456,-0.14871005747507038,0.352889418379834,-0.1770112771005954,0.3733225839643993,0.6558622980093122,0.7045191449449981,0.6812853059796631,0.7131491052339907,True
1,7,609,1,2,short,0.019325578147009685,-0.007873879958758621,-0.011587257377320255,0.01946371377073504,-0.009253609921502684,0.018961222631020035,0.6735351305159852,0.6732565055963374,0.674001695945295,0.9792334159186726,False
2,9,158,1,1,short,0.48372524757459195,-0.20533848793673112,-0.2696340948204236,0.49936204191895966,-0.22842340830699895,0.4355192678635242,0.7531538571661421,0.7874768205316375,0.8131727717689441,0.7227581312320024,True
3,18,265,1,3,short,0.06910858565601498,-0.03127685301905875,-0.06784027716413504,0.09172965498091071,-0.018932967653549654,0.09835456825638333,0.8023426924630054,0.7937342056860907,0.7915415671130154,0.9361224097309415,False
4,3,752,1,4,short,0.19024111806869987,-0.09230672479981017,-0.11611001450399758,0.1955543629532225,-0.08700890700642144,0.20715746189181142,0.6695435036402965,0.6593166807793238,0.6471606858849646,0.8144911192025789,False
5,33,349,1,3,short,0.16332120078474055,-0.07665711936866061,-0.07560360899074973,0.12618138994898648,-0.05052871676269838,0.11701968773422919,0.706376985494497,0.6780325181991428,0.6689139745776365,0.873558746578937,False
6,28,448,1,2,short,0.7017285010886756,-0.2755671865503627,-0.4924379494319209,0.6869830220767866,-0.26797696446762415,0.7133312435908163,0.6563477794283209,0.6572592886826926,0.6528765176710903,0.5512687324255047,False
7,17,74,1,0,short,0.22996788361089548,-0.1154816137404775,-0.1657713641883799,0.29749832522520914,-0.13837071484754554,0.3245549160181759,0.8823727187057961,0.920891060006673,0.9190858441504789,0.8529393651050708,False
8,13,485,1,4,short,0.18683070664414703,-0.08540770669722272,-0.15231719163185953,0.1978680268836041,-0.07413414285408662,0.25431142996150147,0.7613142440064895,0.7423186295413218,0.713949749742376,0.8372189033552823,False
9,10,22,1,2,short,0.9355920581383508,-0.44977612722580207,-0.4912552696003196,0.9481047742166426,-0.4500439761494224,0.9013353600437135,0.5615500052292297,0.5625839123731049,0.5751979848635763,0.4088293771667466,False
10,20,451,1,2,short,0.1806337250924226,-0.08683094851169655,-0.05327274104641243,0.14761937865463548,-0.0734366843538084,0.10836282661720247,0.7458890464169123,0.7371272647368846,0.7476864186328369,0.8836763616037882,False
11,5,99,1,0,short,0.14145439237088342,-0.06945256741792827,-0.08577287063937496,0.15730490448071766,-0.07788297891921384,0.1688817192805007,0.8180341075407327,0.8178864257336903,0.8134808974496609,0.8953730831516631,False
12,1,224,1,0,short,0.12105744279147408,-0.049149033737296254,-0.07511911499100382,0.13148083991638246,-0.04899500079106824,0.10327394973125922,0.7313803938414571,0.7232618418436576,0.7113124047793321,0.8978974074943252,False
13,16,545,1,3,short,0.44672174155109656,-0.16296865210590686,-0.20360816338543208,0.36402650229244937,-0.18903206323098876,0.32043840891172565,0.7306715085130802,0.8050452040211147,0.8379182799055841,0.7692205273139796,False
14,23,386,1,0,short,0.2548852553881517,-0.15707121195751594,-0.15302398752119842,0.2934639848974604,-0.1255979237766921,0.3377392194202794,0.9064598893342827,0.9240038531616207,0.9004677416162987,0.8488271944299428,False
