row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,12_25Hz_log10_peak_psd,25_40Hz_log10_peak_psd,12_25Hz_peak_frequency_hz,25_40Hz_peak_frequency_hz,delta_2_4Hz_log10_integrated_power,theta_4_8Hz_log10_integrated_power,alpha_8_13Hz_log10_integrated_power,beta_13_30Hz_log10_integrated_power,low_gamma_30_55Hz_log10_integrated_power
56,68,118,2,4,short,4.210391077329696,4.760022912303635,15.100000000000001,30.1,4.593784942488088,4.239729713427555,3.9762987448884872,5.330422449754756,5.409452514495289
57,58,731,2,3,short,4.201624183729967,4.61996555037772,18.0,28.900000000000002,4.8116762288557275,4.544549816429493,3.6497046450769046,5.421277707992497,4.982400964821596
58,43,71,2,0,short,4.0321196674579305,4.745125573857553,13.200000000000001,30.6,4.551379035838006,4.391780692960331,4.427471253317435,5.171980629563349,5.612138300614765
59,52,482,2,3,short,4.164053044716791,4.236331796364543,17.400000000000002,33.0,4.627530834457369,3.949782077848387,3.874827148071346,4.991145512219119,5.1761695508709815
60,41,505,2,2,short,3.7449856398837285,4.014087299348413,25.0,27.5,5.636712570674046,5.003184873130588,3.8925708356521924,4.767257917363466,4.891056069813393
61,44,167,2,4,short,4.383929763866918,5.162079671708,25.0,29.5,2.6487915019628088,3.3785522044868728,3.245733318084828,5.8563160580876366,5.616136466545087
62,35,245,2,3,short,4.480146736469277,5.355243265164309,25.0,29.200000000000003,4.383457869484401,4.7788384889207185,4.0743217818805615,6.036399128934896,5.6870502567082095
63,64,128,2,1,short,4.033501198203814,4.589670942340563,20.8,31.200000000000003,5.071413283902961,5.021260667260914,4.6164733706255,5.09547049045083,5.335695140616935
64,42,15,2,2,short,4.227801430836009,5.106657980118651,16.2,30.700000000000003,4.4534669361929735,4.552996175138882,4.054019957579006,5.5175593292781775,5.686284330747986
65,50,315,2,0,short,3.7424099936229513,4.450460200806581,16.2,31.900000000000002,4.697467354706981,4.904648182787647,4.445030828984388,4.884547900306682,5.233997943524321
66,77,72,3,0,short,4.337918352182358,4.8917430006322915,25.0,30.1,4.129348616105847,4.447230868420068,4.3352182136194015,5.703403549893638,5.53453899768022
67,75,57,3,2,short,4.116957564089969,4.377672593932236,18.1,32.5,4.702619643582532,4.919353476700709,4.228531164118755,5.014918367309487,5.235945426012544
68,83,94,3,3,short,4.193584245851394,5.27194629743094,24.200000000000003,31.1,4.339305034190327,3.7460988399505,3.6975938494894414,5.493816422648586,5.921079265072779
69,100,633,3,1,short,3.4044585971768426,4.32371027221979,19.6,29.400000000000002,4.6650728695221,4.069303356690538,4.068540393207996,4.93163303297007,4.702916749294234
70,92,695,3,0,short,4.659969354780323,5.093716745688308,25.0,29.0,4.419230664032221,4.430316887454828,3.974565554160246,5.643625084937541,5.515229670957899
71,88,18,3,4,short,4.760068419059695,4.971034664987115,25.0,28.1,3.4509469815509948,4.399130251266274,4.091509423936404,5.908615992435498,5.483802284622477
72,96,496,3,3,short,4.023081746404741,4.2759979253204685,25.0,27.6,5.949428353739183,5.059464533036572,4.39351694753901,5.16663614110894,5.150596913204584
73,78,577,3,4,short,3.978351523798999,4.6992264809954625,21.5,32.800000000000004,4.5461407277988375,4.633243759387054,3.988730485092151,4.934231433361723,5.578638237415042
74,81,560,3,3,short,3.8757900226373616,4.5771636823941835,25.0,29.700000000000003,6.376124207583733,5.775436687411538,4.501080976208841,5.153527503745125,5.149166066818969
75,87,41,3,3,short,4.36921823441287,4.696309285239962,25.0,29.5,3.9581369560826123,4.585380022495843,4.559827927511792,5.546448053064675,5.355129103255063
76,101,23,3,1,short,3.81976094622018,4.4784530636783835,25.0,33.7,4.126208887251607,4.559776062953452,4.781738487827834,4.90293731380006,5.280915032229422
77,71,369,3,0,short,3.844931960773402,4.54692598558644,25.0,31.1,4.44349062360204,4.506856642074053,4.497836906375405,5.112008041804861,5.266468217267358
78,84,173,3,3,short,4.279366005020053,4.66477361345305,25.0,32.0,3.8809906442961566,4.375163805220052,4.4367772523895415,5.191462718751281,5.514707066331936
79,82,263,3,0,short,4.019789150304935,4.804674714842208,25.0,32.5,4.539181429372251,4.09083222799096,3.8902684839124584,5.217640804612691,5.539494933104062
80,70,97,3,2,short,4.706389405519864,5.0475434957114445,25.0,30.5,3.1808578549575217,3.8821971443389387,4.391417521856073,5.7156033101103585,5.753242354647978
81,74,473,3,3,short,4.6856875375360065,4.9252051281207745,25.0,29.200000000000003,4.161632061202862,4.60114298888168,3.8485827581553385,5.720941122599178,5.504678833903613
82,95,291,3,2,short,4.311444537397364,4.747295214876541,25.0,31.8,4.278750080508675,4.667968385539361,4.3392221375160895,5.271047560405155,5.64327699833644
83,69,551,3,4,short,3.927884741393968,4.509562414900392,20.6,28.6,3.875562013690201,4.467526138782603,4.590080340183298,5.264255678920453,5.191356139141217
84,94,405,3,2,short,3.8520198776474794,4.511683286745607,25.0,34.4,3.981840473800269,3.88992121713199,4.269724163459532,4.704680746573337,5.2453222868351315
85,97,277,3,1,short,4.202177419129907,5.002164274678732,20.1,30.6,4.713121182091873,4.956059003244778,4.475761895403021,5.560413507942066,5.616363666186692
86,79,778,3,1,short,4.381250346770862,4.639848049650184,17.5,30.1,5.213923845496256,4.629498461457564,4.090235212591129,5.425764645823747,5.277521350903719
87,72,199,3,4,short,4.128029588117418,4.693669277751323,25.0,31.0,3.854118202409645,3.9803245234272,3.582089528773536,5.349325526661772,5.502513126097026
88,76,555,3,2,short,4.615749247570037,5.117733878176858,24.200000000000003,30.900000000000002,4.686909655280385,4.712774238123101,5.0936289020711465,5.7715732122513925,5.769284841293726
89,91,93,3,4,short,3.9259686819713235,4.797255146325869,25.0,29.700000000000003,4.072575140042378,4.041115737983143,4.023732064288507,5.437869251253837,5.426010047720129
90,80,307,3,3,short,4.063960669619132,4.930337973764712,20.400000000000002,30.400000000000002,4.476046591948688,4.383277602866853,4.624097084536511,5.3405805958023835,5.646192579662025
91,73,406,3,2,short,4.193557874303556,4.652912292856916,13.9,32.9,4.535707327100755,4.8516320601951115,4.913105242999398,5.139160099912376,5.394664884724008
92,89,211,3,1,short,3.9625340445047645,4.1307840069700505,15.700000000000001,32.800000000000004,4.447672807095262,5.095369407652769,4.203970445098338,4.9204538367435395,5.134322295092741
93,85,470,3,4,short,4.126038879058505,4.535155999934378,21.3,31.3,3.2150010384248597,4.276013896837373,3.986378280239191,5.078937087300742,5.291068132964549
94,99,738,3,0,short,3.782219119000948,4.844599265335205,25.0,30.8,3.285903259590618,4.3443994612075105,4.76341719629261,5.058956197265455,5.363943741291887
95,86,374,3,1,short,4.266572727315177,5.058546173275331,25.0,31.200000000000003,3.7591745535434105,4.695458934179384,4.4238296905667855,4.946392090741713,5.776720210640943
96,98,329,3,0,short,4.2080334651284925,4.329899296694217,18.400000000000002,32.5,4.164231009142134,4.562740688322257,4.188144326148323,5.125530326647941,5.240156939330218
97,93,293,3,2,short,4.141419220045706,4.874512862560416,25.0,32.4,4.099543204794079,4.55688902235615,4.9602979645885075,5.178987307160076,5.662594942094295
98,90,741,3,1,short,4.55392333139702,5.315946332006178,25.0,28.700000000000003,4.205315102922471,4.7947141495952135,4.753495586425591,6.04198792520753,5.491161740103042
99,105,162,4,4,short,4.40872989702331,4.874549847558419,25.0,28.400000000000002,3.949088941522838,3.6115342360948044,4.270094640102737,5.556992372488086,5.395518333110713
100,137,490,4,2,short,3.611687442687052,4.020325168274878,12.0,37.7,3.858008901043339,4.312493399881244,4.321322784204644,4.6416417905679594,5.122497136189986
101,133,363,4,3,short,4.03490073710865,4.836209226761808,16.900000000000002,29.3,4.042629254864186,4.273675888819271,3.8961400752043165,5.462854151607798,5.509460568282505
102,118,131,4,1,short,3.9940376931560397,5.082777604052789,12.9,30.5,3.637135550740676,4.534063391759635,4.368254473423398,5.565369796530516,5.614043020628866
103,115,19,4,4,short,3.9423607604903443,4.617088621723137,25.0,31.900000000000002,4.052131786849446,3.9144840894306667,4.475248315988042,4.93126057768309,5.272885315479475
104,107,768,4,1,short,3.809434631998441,4.51409891271347,17.0,29.900000000000002,4.57579713960724,4.0520115533628855,3.7268018955781215,5.165741121815537,5.14996127851158
105,114,292,4,3,short,4.3289640009684005,4.624794407438454,25.0,32.6,4.147860060024648,4.527285656996821,3.6495017131268175,5.139301913524613,5.487886815264139
106,110,642,4,1,short,4.38731030392268,5.00728248861109,25.0,28.900000000000002,4.295403472330773,3.9061110305405595,4.374548063278896,5.725905044719708,5.373795163046472
107,135,21,4,2,short,4.264349948990768,4.5401449952332635,18.400000000000002,31.0,4.525273914699756,4.724131104261257,4.4367858144095536,5.171418237837592,5.349326202291122
108,104,491,4,2,short,3.7452687204402215,4.635088746592962,20.400000000000002,30.0,4.307511330234919,4.232668303092421,4.259008121823263,5.284276911216961,5.4616211880708185
109,108,316,4,1,short,4.254320234066873,4.478930653689554,25.0,29.700000000000003,4.183002214124126,4.34680473039292,3.9012288289113135,5.262716847953699,5.037086515553451
110,138,40,4,3,short,4.5972565327291885,4.768606108999674,25.0,29.200000000000003,3.9162893807574415,3.6940431507827403,4.864873298981835,5.625862235643025,5.407507281263117
111,128,129,4,2,short,3.9207901722185357,4.5553870600687105,20.700000000000003,33.0,3.1313933852046953,4.084315436207076,4.1105083083559615,4.967247740179321,5.369451056387551
112,121,288,4,0,short,3.8695734821192853,4.283388571298272,21.1,29.400000000000002,3.7572259924663944,4.293280857420559,4.297189620016577,5.059377997000582,4.9892123931309875
113,136,628,4,0,short,4.181695195894752,5.0574450215209135,12.0,30.3,3.7925835451383314,4.637080811846977,5.025336661538081,5.48567526191162,5.547780479258675
114,106,232,4,2,short,4.731772235371143,5.316045979587892,25.0,28.700000000000003,4.0465884852518235,3.971571836276266,3.947229627388882,6.029911270852956,5.747118672869896
115,120,348,4,1,short,3.8462903490437337,4.117693156051199,17.3,37.6,4.755257915626201,4.769443303620404,4.3063279768774505,4.971325527828582,5.140382325150986
116,116,14,4,0,short,3.8464647130781935,4.6668217741296525,25.0,31.200000000000003,3.9603578798848087,4.2012682461735125,4.250727486118588,5.033948119574642,5.349243920024605
117,124,132,4,0,short,3.9271431132411005,4.473118305300597,25.0,29.700000000000003,4.295452115902152,4.497266412822869,4.434483241651287,5.151893686266144,5.073456995020295
118,140,125,4,4,short,3.93667045077097,4.145112370711209,25.0,28.0,4.001589923386787,4.2204304029543405,3.737003126593195,5.105780258393135,5.205446564060307
119,134,550,4,0,short,3.8397391489089845,4.427740680998731,22.8,35.2,4.722705263922879,4.027939252635446,3.4174750941976524,4.806576010969837,5.34544241750089
120,126,457,4,1,short,4.267668116911385,4.8004694757918145,24.900000000000002,31.1,4.7257701412316315,3.9513170291844966,4.25411628086647,5.4706476319318655,5.5627646968029705
121,129,203,4,4,short,4.192756582189668,5.136744997033761,25.0,31.200000000000003,4.265124050653594,4.2642719672192175,3.9655574005418526,5.580283370755949,5.769266450368084
122,112,558,4,4,short,4.067732168613574,4.61009363778238,20.8,30.0,2.903890004521992,3.513132718692592,3.6316741542918387,5.431036957102447,5.295328852696426
123,113,228,4,0,short,3.822147048651381,4.8081347989880925,25.0,31.1,4.496856150021541,4.812464118411151,3.8746622710375997,5.12768646444914,5.55853681125515
124,139,480,4,4,short,4.094688379105695,3.9475356792341705,21.6,31.5,5.293074592813059,4.731366770378379,3.7822064538734605,5.003426800250047,5.0594739357425675
125,119,461,4,2,short,4.442873565327286,5.218772419642225,25.0,29.5,4.134450044028139,4.150021282918903,3.9311260856512873,5.8540078915205624,5.695098315772037
126,122,568,4,1,short,4.3203002837021325,4.951810837220812,25.0,29.5,4.485956387188072,4.074923840210291,4.155175447654728,5.656007856711202,5.53689835243783
127,109,458,4,4,short,4.2300148753434055,4.801221310722235,25.0,29.0,4.003960205534785,4.099908924890611,4.091383056133157,5.56496313702822,5.553703925163293
128,125,634,4,3,short,4.902447528945139,5.365432916068859,25.0,28.5,3.7124334551977873,4.649835506283723,4.485902561995491,6.1747371419887465,5.4201776528281735
129,131,754,4,0,short,4.261329145776229,4.924554318608086,25.0,31.200000000000003,4.494831618865257,4.2742389353544175,3.9274596120452427,5.38146985211754,5.711052522876515
130,132,314,4,3,short,4.04157172598979,5.05885180627525,25.0,31.1,4.248886506801882,4.239198652966796,4.258996907033893,5.318835007050165,5.755684974462711
131,123,774,4,3,short,4.445623688874102,4.539205935729652,25.0,26.5,7.1823781737362475,6.321916300476739,4.462849834336828,5.4341496836816185,5.292454289471923
132,164,511,5,1,short,4.075150223796324,4.642358475261117,25.0,34.2,4.399389394395671,4.108168847507051,4.033544255289033,4.8610579286486715,5.513650023895164
133,162,138,5,2,short,4.197520454824077,5.195776672398943,25.0,30.6,3.733534551941265,4.346355202336718,4.336931686377576,5.731329787111355,5.814244983310976
134,174,412,5,1,short,4.186801235903102,4.35890050275555,23.200000000000003,30.6,4.620279581465995,4.068958241213854,3.5789202769366173,5.196493491065452,5.20228848188688
135,160,341,5,3,short,4.158254182146564,4.420326737530503,21.5,32.6,3.2596050274875195,4.046369721319757,4.511204525545734,5.291506829429618,5.099369580728667
136,166,139,5,0,short,4.336617675250428,4.823760505830163,25.0,30.3,4.300831353781855,3.3676607282325937,4.3719364222043895,5.434762294487796,5.429763173998917
137,158,25,5,1,short,4.3145778465920035,4.94043162370408,15.600000000000001,31.5,3.857022977288976,4.346599400533037,4.19701390099035,5.326167549804378,5.704678154431117
138,141,601,5,3,short,4.126666961858409,4.194113299151031,16.5,32.4,3.943737758027809,4.135836890443182,3.7456941161196426,5.180556397647741,5.188260849374115
139,170,567,5,0,short,4.254576627072178,4.798680937326255,25.0,28.8,4.002702498007991,3.828264765912563,4.619123266223104,5.378852465464614,4.983179226059858
140,144,476,5,3,short,4.241424090172295,4.326135777529083,19.6,28.200000000000003,3.995869219890313,3.7776186409525567,3.70050762892069,5.2109186303177575,4.935694596091243
141,146,767,5,3,short,4.5033508757302165,5.083615518165925,25.0,28.200000000000003,4.146605797104889,3.7140681162507545,4.458192732441744,5.793655023935667,5.398394775506195
142,142,646,5,4,short,4.606480431551968,4.8607875299947,25.0,27.8,4.674088743808031,4.491163415832031,4.556433501005687,5.6272765281874655,5.419403651271085
143,143,429,5,1,short,4.975338126524227,5.428169553477839,25.0,28.400000000000002,3.3418342245475476,3.7210436796237554,4.050449878556347,6.249384230900916,5.735890198006625
144,154,338,5,4,short,4.300181818656503,4.391437672739242,25.0,33.800000000000004,4.092070096066009,3.854689735419768,4.247825289559592,5.231228247247307,5.344042422449833
145,153,769,5,2,short,4.191210944467408,4.18944975323286,17.3,32.0,4.287325205345282,4.271065104323637,4.009783419894099,5.352460113936061,5.152077806382931
146,155,225,5,3,short,4.181897201644032,4.548363245146871,25.0,33.5,4.635910872495798,4.770048415844991,4.1113050515094525,5.170311629626653,5.518336115129141
147,149,229,5,2,short,4.449271998376295,4.556692119268886,25.0,27.700000000000003,3.1993367035437235,4.020220751815977,4.6982779678928095,5.4720344089236415,5.478493087110241
148,161,737,5,0,short,4.149950258288596,5.331970820900595,25.0,29.6,3.15551839931726,4.46028018592785,4.1596240899020005,5.854329994974933,5.702964275894794
149,167,286,5,4,short,3.5345561254484386,4.512866030762561,25.0,29.8,3.867485306780817,4.189563546759059,4.161696579331273,4.962854769652589,4.979782625265082
150,169,255,5,4,short,4.114157578646106,4.7183019083510125,18.8,31.400000000000002,3.510544047110865,3.8769501060103835,3.688195227315274,5.125608576801682,5.526254487664933
151,168,227,5,0,short,4.024417930759958,4.644421117866723,22.700000000000003,29.8,4.474824819906738,4.2329787329092134,4.216393201654125,5.433614886029257,5.475846099005546
152,175,194,5,2,short,3.9976045091335926,4.904211121258569,25.0,31.5,3.8130161582628825,3.9038378529857756,3.712280716673939,4.882036902836594,5.665348309396463
153,165,397,5,2,short,4.375959427464599,5.042794108267192,25.0,28.700000000000003,3.9744143368521594,4.509397740825515,3.955507118159116,5.685363144843076,5.451309922028283
154,157,281,5,4,short,4.232746507104348,4.627873126849218,25.0,30.6,3.4338839947150186,4.678397961544205,4.4293264665866445,5.136594851813603,5.307563331837152
155,145,102,5,1,short,4.3878550841346975,4.7289653696980665,25.0,28.1,3.619459339440403,3.549576847834562,4.687956308324075,5.410437655371329,5.0759922024304025
156,159,335,5,0,short,4.254076347380287,4.44367524138669,25.0,28.8,5.04817874208005,4.616514511153104,4.1660002159620655,5.466202290606524,4.816459490107512
157,156,766,5,1,short,3.7849554201218343,4.953535527009782,16.0,30.5,4.337957313259466,3.802191525931706,4.118079166026394,5.364286701726049,5.527834623248021
158,173,137,5,0,short,3.8547015835379965,4.373285269273987,18.1,32.6,4.521857351761877,4.690743863089898,3.5936424746913826,4.846753533594353,5.13263685004674
159,150,652,5,2,short,4.246590942077519,4.334548172516928,25.0,33.0,4.177031795410116,4.280626335927774,4.536634750448738,5.118065826426224,5.182982700057911
160,152,327,5,2,short,4.233283412470502,4.463891330834378,25.0,29.6,4.142958090120371,4.165241740710893,3.2559851863668543,5.484749817226672,5.435559356091127
161,171,6,5,4,short,3.7602131258203926,5.224972126604293,25.0,31.0,4.021292063466802,4.249258520875442,4.401086558203279,5.240694983270176,5.890350723653681
162,172,53,5,3,short,3.70226556893495,4.2117945991905845,20.400000000000002,32.0,4.642057064667937,4.781068982793245,3.865750905097672,4.8367351397978835,5.2500641854197765
163,163,557,5,4,short,4.4726586842964835,4.986187779882293,25.0,31.200000000000003,4.999482286029131,4.683465995951161,4.293059330163119,5.464390919383393,5.791180418255597
164,148,627,5,3,short,4.809067518978478,5.0850334513693145,25.0,28.3,5.9053639683906125,5.184144163884151,4.740676347742801,5.787148566193473,5.738114167268701
165,183,689,6,4,short,3.584053957901265,4.292345731626707,25.0,30.8,5.3929789156892065,4.963869536734613,4.472152648106956,4.900446381360603,5.289671122152572
166,212,146,6,4,short,4.293331465253792,4.745465593071726,25.0,29.0,3.9879868336017794,3.978867637090234,3.474066141048076,5.6032846519967405,5.305481488606719
167,198,12,6,1,short,4.032926654711134,4.650700702729835,12.0,34.5,3.420096459296217,4.647225062901677,4.657241396126107,4.781095146470691,5.45044080227447
168,188,151,6,1,short,3.915470314284626,4.3825565078870845,22.900000000000002,30.0,4.777538473113757,4.773381033708993,4.5294351047292025,4.909484674634218,5.01777700374777
169,196,11,6,1,short,4.943816133884262,5.217738014638366,25.0,27.400000000000002,3.6204623677844143,3.4676078914441115,4.808505620918853,5.924868250089457,5.347590618516235
170,209,68,6,4,short,3.963902837174776,4.434445228650508,19.700000000000003,33.1,3.6583972948268713,4.632559744147921,4.265781605925703,4.893347033052728,5.161530481860209
