true_direction,1,2,3,4,5,6
1,0.3333333333333333,0.12121212121212122,0.030303030303030304,0.21212121212121213,0.2727272727272727,0.030303030303030304
2,0.3333333333333333,0.2727272727272727,0.15151515151515152,0.21212121212121213,0.030303030303030304,0.0
3,0.18181818181818182,0.18181818181818182,0.15151515151515152,0.30303030303030304,0.12121212121212122,0.06060606060606061
4,0.18181818181818182,0.15151515151515152,0.24242424242424243,0.15151515151515152,0.21212121212121213,0.06060606060606061
5,0.30303030303030304,0.0,0.30303030303030304,0.15151515151515152,0.18181818181818182,0.06060606060606061
6,0.18181818181818182,0.09090909090909091,0.21212121212121213,0.18181818181818182,0.2727272727272727,0.06060606060606061
