true_direction,1,2,3,4,5,6
1,0.15151515151515152,0.24242424242424243,0.09090909090909091,0.12121212121212122,0.21212121212121213,0.18181818181818182
2,0.15151515151515152,0.36363636363636365,0.09090909090909091,0.030303030303030304,0.12121212121212122,0.24242424242424243
3,0.09090909090909091,0.30303030303030304,0.24242424242424243,0.030303030303030304,0.21212121212121213,0.12121212121212122
4,0.15151515151515152,0.2727272727272727,0.21212121212121213,0.0,0.18181818181818182,0.18181818181818182
5,0.15151515151515152,0.09090909090909091,0.12121212121212122,0.09090909090909091,0.5151515151515151,0.030303030303030304
6,0.15151515151515152,0.21212121212121213,0.15151515151515152,0.18181818181818182,0.09090909090909091,0.21212121212121213
