true_direction,1,2,3,4,5,6
1,0.5757575757575758,0.030303030303030304,0.030303030303030304,0.21212121212121213,0.030303030303030304,0.12121212121212122
2,0.2727272727272727,0.06060606060606061,0.18181818181818182,0.3333333333333333,0.12121212121212122,0.030303030303030304
3,0.21212121212121213,0.12121212121212122,0.15151515151515152,0.3333333333333333,0.030303030303030304,0.15151515151515152
4,0.15151515151515152,0.030303030303030304,0.42424242424242425,0.18181818181818182,0.15151515151515152,0.06060606060606061
5,0.42424242424242425,0.09090909090909091,0.2727272727272727,0.12121212121212122,0.06060606060606061,0.030303030303030304
6,0.2727272727272727,0.09090909090909091,0.24242424242424243,0.15151515151515152,0.15151515151515152,0.09090909090909091
