row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,model,n_points,optimizer_success,optimizer_status,optimizer_message,nfev,cost,optimality,flags,cloud_variance_sum,normalized_3d_set_error,rms_3d_set_distance,mean_3d_set_distance,active_bounds,near_bounds,native_mse,native_mean_error,native_frac_inside,native_r_squared,native_hole_quality,native_frac_in_hole,R1,R2,minor_radius,R1_in,R2_in,center_x,center_y,center_z,direction_x,direction_y,direction_z,u_axis_x,u_axis_y,u_axis_z,v_axis_x,v_axis_y,v_axis_z,fit_status,unusable_reason,usable,warnings
20,4,462,1,2,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,30,3.840322023620985,0.18896968068266415,,1312.779282359358,0.0024082183261944032,0.07999821766772329,0.06608742023440181,0,0,0.0063997148300124354,0.008045579559579304,0.8967611336032388,0.9996220655880834,0.12692327522527785,0.05263157894736842,4.087924240634141,1.2743709830990804,1.1704237878029926,0.518852733494219,0.16174733902703206,0.22131076540140368,0.2537143147819223,0.24633860665943558,-0.43078256928648706,0.7923945013901714,-0.4318996783572142,-0.560496500135871,-0.6100084688410508,-0.5601190420577009,-0.707297710538252,0.0007887380851248614,0.7069153602501366,returned,,True,
21,14,152,1,3,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,33,4.235786589880146,0.13170035396572716,,1176.185723214476,0.003743119265223765,0.09440419859647245,0.07699410805955043,0,0,0.00891215271264221,0.009622069717728526,0.8785425101214575,0.9994282327303786,0.15079748745359015,0.06680161943319839,3.402211744434303,1.232197232114436,0.983887936763155,0.5130449828459397,0.1858122466501798,0.09174508511011854,0.11978434847132037,0.13313643209632867,0.43025365937835175,-0.7917922720740755,0.43352829950848926,-0.5596681667867516,-0.6107882465126182,-0.5600975459735545,0.7082748983801104,-0.0016479698721379847,-0.7059348075551629,returned,,True,
22,25,188,1,0,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,21,4.92065280947354,0.00012095169280742363,,1936.9507582095032,0.002651913000717165,0.10197071201177207,0.0815330385804259,0,0,0.010398026108187757,0.008239322759070236,0.9230769230769231,0.9996194105982407,0.1404378214934868,0.02834008097165992,4.356214697475985,1.785124927041471,1.3197158166495995,0.6117773020715764,0.2506990558474813,0.073144103678301,0.01616594744320719,-0.0784310127392415,-0.4352418536089279,0.7907678750356778,-0.43040759365764436,0.5593741290813301,0.6121109606495359,0.5589461115037888,0.705453834478104,0.0025178687861763206,-0.7087514005311846,returned,,True,
23,17,195,1,1,short,one_torus,494,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,32,3.3800032802966884,0.20127703243873246,,945.8304238027212,0.0030820942894928755,0.07681855360653696,0.06049667629114102,0,0,0.005901090178200391,0.011050167199647047,0.8623481781376519,0.9992087347723076,0.17505729868705797,0.0708502024291498,2.771188343639438,1.1493596888247963,0.8085568711319844,0.48511674559075757,0.201203802345539,-0.10256642461886915,-0.11232039496801564,-0.1025528932104733,0.43397631935546865,-0.7923362889163014,0.4287980404622929,-0.5594871556955396,-0.6100740966028515,-0.5610558967375084,0.706143524255966,0.0035779769927579003,-0.7080596876182143,returned,,True,
24,16,205,1,4,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,79,5.206604634235641,0.25123208526098806,,729.0994552267134,0.006751723736430415,0.09982452314536627,0.07991427061873746,0,0,0.009964935421199767,0.01356557081558181,0.8765182186234818,0.99835761958327,0.1532105327464207,0.06477732793522267,2.942086898261827,1.5111213874656038,0.9427324679600311,0.4507587010691122,0.2315197128181943,-0.3203482077675944,-0.396744087016406,-0.36424369899887066,0.4443508844254794,-0.7758733451010089,0.44785359647030304,-0.5491401603917214,-0.6308842151572505,-0.5481151259620324,0.7078116809953826,-0.0023789548095001817,-0.7063971721478682,returned,,True,
25,24,262,1,0,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,94,3.304627387000004,111014.99892360845,,1160.8561572978392,0.0026705543912015576,0.07921846884741313,0.06336949551367231,0,0,0.006275565806528565,0.012192706222217875,0.8360323886639676,0.9992955662718466,0.19905636095386475,0.0931174089068826,3.2018263477546944,1.112052750226711,0.8637935057855046,0.637343901190452,0.22136117364893534,-0.16635127400997346,-0.21124882798407063,-0.2183361452845611,-0.43170393871585755,0.7956719096612692,-0.42489754232353405,0.5608853545215492,0.6057044020834355,0.5643844402337683,0.706427157163927,0.005328177137393613,-0.7077656972103727,returned,,True,
26,1,571,1,0,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,17,4.080721273107804,0.0002628693436654011,,1255.1809692778647,0.0028901134961411704,0.08569335524069484,0.06785510421695108,0,0,0.00734335113240792,0.009988076626317838,0.9068825910931174,0.9992668321599254,0.15253748450995602,0.05060728744939271,3.7162633247791046,1.424022767395906,1.0890499455032279,0.5668694593385629,0.2172168508235362,-0.020729972270678052,-0.11212261595334205,-0.196598688777011,0.42979657091005913,-0.7935959791656396,0.43067427307136197,-0.5618823067626078,-0.6084440609744147,-0.5604320636884489,0.7067978360035884,-0.001116474815303215,-0.7074147104087047,returned,,True,
27,0,601,1,3,short,one_torus,494,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,54,3.3453662125154073,8568095.236483973,,1186.5143010855425,0.003432299718575305,0.09079577008755679,0.07081405200017853,0,0,0.008243871865792474,0.013400758276457743,0.8522267206477733,0.9991121251232451,0.23789609533167458,0.07894736842105263,3.134294622545015,1.135818530755805,0.8135674768764516,0.7456364523227618,0.2702067934722518,-0.12081301132801002,-0.1387331969870343,-0.12751874603927088,-0.43664580754591276,0.786361401381121,-0.4370082209408185,0.5595282908134541,0.6177581752139754,0.5525422415830976,0.7044632925356811,-0.003253209655165051,-0.7097329681610732,returned,,True,
28,8,349,1,1,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,138,4.524248090911535,0.13334719362634048,,1022.7566413631719,0.003999480823387901,0.09099645824540502,0.072059714113154,0,0,0.008280355413207739,0.012191725101216739,0.8502024291497976,0.9991611041778861,0.14732029497930557,0.08502024291497975,3.6570793009552007,1.1964506213756392,1.0346266156204948,0.5387620013795801,0.1762614584692808,0.10266569837938581,0.10295713337041439,0.08774542200032454,0.4284698108255448,-0.7942392539236475,0.43081043248438494,0.5615916057165975,0.6076037581376784,0.5616338144054569,-0.7078336595543069,0.0012963883268326474,0.706377965240468,returned,,True,
29,3,236,1,0,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,17,4.377101843820433,0.00014320521874772174,,1182.9358675064464,0.003751546524729256,0.09478121987575613,0.07455500798453014,0,0,0.00898347964113643,0.011758158754084392,0.8785425101214575,0.9992639365902828,0.1494430824544759,0.07692307692307693,3.16183529049368,1.3289655639511309,0.9549204330167929,0.4725144120248683,0.19860471035277075,-0.18723258770809734,-0.17703768013600693,-0.1502595069187212,0.43262158156976144,-0.7900757516648118,0.4343027443969565,0.559174440651717,0.6130076739558737,0.5581626434929596,-0.707221685244573,0.0013777885705910848,0.7069905159310704,returned,,True,
