permutation_index,peak_power,peak_frequency,power_frequency,all_bands,geometry
50,0.1518132589597396,0.11402630473302015,0.1676402943298363,0.1711201548882949,0.1789504331480876
51,0.11748536124504312,0.14750028803248014,0.1564538019929533,0.11323073198890193,0.1344884448150994
52,0.11672542782765145,0.12631354275102227,0.15748368716110653,0.17884474363908243,0.15759010644306765
53,0.14929508872026456,0.11815528130484503,0.1520692172650698,0.1689870151392625,0.1749790797736003
54,0.11832093832093832,0.139087663434168,0.1551841014769097,0.1714901308070189,0.1355178687397693
55,0.09760881356626039,0.15003084443665657,0.14660504970171712,0.17499888376949846,0.19423509809875417
56,0.10663511878847663,0.10204564842982922,0.10727834456922423,0.15179531371969743,0.19783274907083284
57,0.14759080375023298,0.12569802669286828,0.14603092677615834,0.1425407390179303,0.1805227567461991
58,0.13598936024692151,0.19689803292590746,0.18789806474708146,0.18647270354166903,0.16675967879880163
59,0.13376477533831432,0.14680718891245206,0.13094886524005298,0.11065111615632965,0.16641451465486998
60,0.12556230319388215,0.11198076332168556,0.1036150872580222,0.16297580423929883,0.12986110599414694
61,0.09556003745658463,0.14949931508981662,0.10615750791915655,0.16584777352863003,0.12581925177552325
62,0.161937552199415,0.11826534576534577,0.1658249950439749,0.12810345334889514,0.15015418325376248
63,0.15163009679558972,0.15237021938368772,0.18285102255054855,0.128805399101098,0.14793252416133773
64,0.13672342624703368,0.11972255069417072,0.13764830032701175,0.1803371972381694,0.17508174306344806
65,0.11612263765074604,0.13590146962388047,0.12740236816323772,0.17588451048217504,0.16385460019648532
66,0.13331073689669856,0.12499381159217222,0.14828072936395245,0.1553150654219255,0.18153661229444562
67,0.17811910998549388,0.16718688093591463,0.16685812931575641,0.14489305652456372,0.11895829595566206
68,0.15538271689210525,0.146762710059148,0.18371454065254697,0.13137954611628896,0.12610009487367976
69,0.16333165635384803,0.09818828116041739,0.15062091503267974,0.14288784823895959,0.11585281811206978
70,0.16291669700649625,0.14227139310233355,0.145395947696705,0.14879234781195563,0.09824780687468786
71,0.11452860376087441,0.15135432409574914,0.1460709164957531,0.21003399853178142,0.16176812465610801
72,0.15479971207784352,0.10041774899826035,0.1637964783658282,0.20025465152210983,0.15287590487280572
73,0.16029433026220347,0.12214957976653079,0.17770260700940177,0.14408757233300842,0.1789383203362597
74,0.12810391164086224,0.10705069528366261,0.06669612806427083,0.12710687831100262,0.15303284958708227
75,0.13428015411997105,0.15451632665577475,0.13376596015717632,0.1612706988247035,0.16280601820621107
76,0.1277710534463408,0.10538582861366552,0.14127215628813042,0.13695902249996858,0.13346735490948014
77,0.12737826693408433,0.1625569790399282,0.1322660032966589,0.11511993968952827,0.2028387844208722
78,0.125551788139899,0.14451573504901613,0.1517176284073482,0.12440009980993588,0.19111509193386847
79,0.1532162925022363,0.17060160234306487,0.17623559955427714,0.15845913975477888,0.17879652084394784
80,0.14307074687062693,0.1468911582949225,0.15061773598582032,0.13795517148076628,0.15307676415334573
81,0.1146434870244394,0.1359369753218228,0.12844067214367968,0.14712304300081167,0.1434622410284404
82,0.13738463074871995,0.18595411239518875,0.15993242544554473,0.13058257906457119,0.13489033677712922
83,0.11843952511309963,0.14164842583319093,0.17444021905484355,0.2176573743258162,0.16962250712250712
84,0.09620154663990733,0.13398526077097506,0.09553596008850275,0.17884597868696006,0.15391757475455756
85,0.11334721685497583,0.1427173373477074,0.1455434315449818,0.14299820744271027,0.16882362981405094
86,0.1395415084735473,0.13698281630485018,0.1603395105664554,0.22369043750184928,0.16975207752817065
87,0.13680760176547527,0.11213061400317965,0.2012115984647369,0.17079776875927966,0.17224264645815782
88,0.11683199162037879,0.11313810598673574,0.11570492439129604,0.1506493923988821,0.1402154941678023
89,0.13247702873429928,0.14837319978158617,0.13842946754989474,0.18765479942271415,0.20015612616143277
90,0.16059831750387535,0.1419588829574531,0.16691336871408338,0.1939702497072746,0.11439823639208883
91,0.10318041645364003,0.1612490818580233,0.16463698789834305,0.13955512251292848,0.22908616973465146
92,0.1369001740207623,0.11866750050012763,0.15592737552163577,0.167394802648932,0.18114707467544436
93,0.11715293436374313,0.1106776771893051,0.0711281854147279,0.14228480005044056,0.17700263753277276
94,0.15231925395021587,0.12346534974618466,0.12587558826973477,0.12300557364469006,0.14018109308299226
95,0.16621171337468602,0.1282907386521408,0.18157344235920958,0.20513707047619892,0.17255998832085787
96,0.14184019215664787,0.13090361948883056,0.16079849328751727,0.14416164336157236,0.13628335257641208
97,0.20210842893181655,0.1560329002335864,0.17307656612824784,0.1753615242428447,0.19668061407539095
98,0.12982568232017974,0.174240470719678,0.18170480346847104,0.1621389112723749,0.13412878731263853
99,0.10986142882694606,0.17740230292486184,0.14350598719019772,0.12420730145040755,0.16354651500674378
100,0.12006590418806175,0.15477491332896678,0.14892352325030925,0.193241105340917,0.14866898690923724
101,0.1325623631783107,0.13351427930662904,0.14588395044604563,0.14115482191349846,0.15840611365050286
102,0.14125210815389871,0.14001064318647205,0.17712114968492346,0.13394132779258014,0.15813095913269817
103,0.14016492808525347,0.15210659486748482,0.17099867724867726,0.14308698922207877,0.15386066763425255
104,0.11020286199339115,0.13661166022410623,0.13482681523128778,0.17085254646230255,0.12978543195934497
105,0.12059015417290064,0.10639947874703971,0.10379498285368194,0.11326509902425434,0.13597629721140467
106,0.1169686592396723,0.13966189674523008,0.14252880639435261,0.18299673657029225,0.16329802547106373
107,0.12941565111588574,0.17088818549089912,0.1594968599069749,0.13654870592257162,0.1502708064448697
108,0.1293321107433697,0.13979817194653735,0.13648417394724136,0.15418917042316885,0.10835999805554841
109,0.1410076947812797,0.15721493330064515,0.13169387005823177,0.14242225445341025,0.13434998184998184
110,0.12121813371813372,0.1280791938232035,0.15279663295005544,0.17574448886667773,0.1449860079715771
