true_direction,1,2,3,4,5,6
1,0.18181818181818182,0.24242424242424243,0.18181818181818182,0.12121212121212122,0.21212121212121213,0.06060606060606061
2,0.3333333333333333,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.12121212121212122,0.09090909090909091
3,0.21212121212121213,0.15151515151515152,0.030303030303030304,0.12121212121212122,0.30303030303030304,0.18181818181818182
4,0.24242424242424243,0.12121212121212122,0.09090909090909091,0.09090909090909091,0.3333333333333333,0.12121212121212122
5,0.2727272727272727,0.030303030303030304,0.0,0.09090909090909091,0.42424242424242425,0.18181818181818182
6,0.15151515151515152,0.12121212121212122,0.12121212121212122,0.09090909090909091,0.3939393939393939,0.12121212121212122
