resample_index,peak_power,peak_frequency,power_frequency,all_bands,geometry
56,0.11100640701083568,0.2097660944719768,0.16774154003844247,0.20916604395676427,0.2288256642276687
57,0.18380190660900697,0.1617939292570089,0.16038073608418604,0.24867768930060732,0.22355549031185976
58,0.14384727555220275,0.2137881029065154,0.16346066317146432,0.20484315929748295,0.2633594204943787
59,0.18060261941343422,0.19597818808898748,0.20101336205148004,0.203788872993569,0.23838237161706025
60,0.17490622337366857,0.16585704980219015,0.15547037764673674,0.17495953937130407,0.2826721276020195
61,0.18537219485495346,0.19357326834738475,0.20624095293045064,0.2095744936299945,0.18495090301620423
62,0.1548350503065542,0.22962036343139702,0.17610788119242682,0.26005064961195573,0.2106126115454474
63,0.17162283841700407,0.1871184539289946,0.1710999108928856,0.26502455085058735,0.21355813543623606
64,0.12634564826345648,0.19484080838198206,0.15015046552997216,0.2264493884985688,0.24881171377734043
65,0.15137054347350148,0.13962306835175478,0.14665144596651444,0.22401663219381437,0.21793366957885793
66,0.1693303301383695,0.17634773984484578,0.20753218036800125,0.2437119129753104,0.19192550631540814
67,0.1755214291872348,0.1622555021187804,0.1918693223041049,0.21593834261464442,0.2722004396423001
68,0.1768452221013891,0.16143806343282588,0.1582329770685935,0.16423701493159137,0.2661920911300604
69,0.15555968699475847,0.16210641621142133,0.16027408186694422,0.16033529189742296,0.24014818278944675
70,0.17149724835334304,0.15213728331423793,0.1801393142376749,0.2287671235579357,0.23702391164475267
71,0.1391191758490278,0.13016809801411477,0.19343054772126114,0.21809519713727724,0.20909711324673333
72,0.1994571873859404,0.1479129029086977,0.1931158419495009,0.2803055188074793,0.27017543859649124
73,0.15225630652065647,0.17186437975786847,0.15444918265813787,0.2335431649555567,0.20098290204028682
74,0.1637271469307616,0.1653357022501281,0.18187991151237526,0.2496827785614648,0.2678418689500724
75,0.157922037196796,0.18419951311207858,0.17765845312851025,0.17829126400764173,0.24455167364247807
76,0.21481780741687814,0.17632290156253486,0.17986908626577058,0.22030108026890471,0.17247428450589508
77,0.16260859644866507,0.16634279852749445,0.22053182318189699,0.26080819900776103,0.26711991545656305
78,0.1442476356758033,0.16128566092170513,0.15260168478032127,0.24708200380163994,0.2031082438608013
79,0.17844898705723447,0.16325716645762464,0.18301212975470285,0.2739514154014373,0.2722561751973516
80,0.15813481123456183,0.12967555320496496,0.17504683916352623,0.24043404458672815,0.27461865660920093
81,0.1893731201400748,0.15788316447070802,0.15309036503767529,0.1813884911379151,0.17686612293501644
82,0.15594004773899076,0.16856800365998562,0.21464898642730057,0.23016847062908793,0.23778673360318528
83,0.1432617982603866,0.17222374294973827,0.17441247317983286,0.22017126916085886,0.24313672438672437
84,0.17000774871957128,0.16122447800982473,0.20296237539774908,0.21065980788738745,0.24653872475943872
85,0.13781869559753643,0.1481773221229381,0.1553169586377982,0.2624680798764432,0.2151005626229411
86,0.19215815368247643,0.18146337196369325,0.22043126828850967,0.19520363629559032,0.21711447494491357
87,0.1767272966003224,0.14031678938683115,0.1760618486570753,0.20624384835164097,0.18065688201097188
88,0.1437089412678077,0.21739143769285615,0.1906117682782392,0.2639838794897824,0.2512271492440715
89,0.18411306200126076,0.17528149116336453,0.17996670808659018,0.25752110003528966,0.2036608712707
90,0.1393548570143532,0.1511628056904291,0.14144493614783205,0.274339773251751,0.24099150981551076
91,0.15114608644349767,0.14991413995917097,0.17435995816345953,0.25024400922095225,0.20321922611079238
92,0.13426754901405982,0.18092975494291283,0.15114960682983122,0.23182996971729367,0.24990618344640783
93,0.21545126975655352,0.176728255404726,0.23529831862083642,0.2315675525389381,0.293755496712743
94,0.1541336250113937,0.15790607594293574,0.20492356931378117,0.2231588356551132,0.2912174312129994
95,0.17833499261080257,0.11652452857435669,0.19804934234680224,0.2960308626819607,0.2755876068376068
96,0.10685511528086002,0.26012821329098673,0.14692218941377286,0.2227937276558963,0.23735760577049025
97,0.13966428926746385,0.18392186289496662,0.1822849152190401,0.17444256893031315,0.20415221849172846
98,0.15741867483766842,0.2129043471148734,0.16671193619150257,0.1540399303953521,0.21371086889728153
99,0.1686025723309701,0.18254290145826557,0.20933494402276334,0.23152768284347233,0.2717610126791444
100,0.20386306966071596,0.17063515957023198,0.19931850683702532,0.23377643710036944,0.21019616098803817
101,0.14792139810916033,0.1532893675451064,0.16676508684402525,0.25266317679672773,0.2291574494049383
102,0.18791457146106919,0.14471354907831463,0.1767483081078333,0.20629513521304568,0.23826118690501208
103,0.1730173140027391,0.12530915101373505,0.16793534781978817,0.21302027740199783,0.20876799568987678
104,0.15297153595025934,0.1856423150469609,0.19958870514133642,0.19687006115577543,0.21338070452005153
105,0.1753789064053439,0.15906176225860133,0.20105479422443295,0.20769833160725001,0.23566206474769943
106,0.13633989029568386,0.25845632600018564,0.18427299848868475,0.20753250547428756,0.1948539101786024
107,0.174950460587438,0.15817317094921235,0.13981905479200324,0.21480530887627902,0.1924177250631304
108,0.1466282380580384,0.1495100833835479,0.14226079145013312,0.222723988484985,0.24128493629780842
