recording,monkey,day,method,geometry_evaluable,macro_f1,n_trials,old_pca_tube_f1,difference
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,ktorus,True,0.1570669912299985,198,0.1629934229298636,-0.005926431699865
