row_index,original_trial_number,direction,homology_dimension,interval,birth,death,lifetime
156,6,5,0,0,0.0,0.0259543657302856,0.0259543657302856
156,6,5,0,1,0.0,0.0283612422645092,0.0283612422645092
156,6,5,0,2,0.0,0.0319674499332904,0.0319674499332904
156,6,5,0,3,0.0,0.0333714671432971,0.0333714671432971
156,6,5,0,4,0.0,0.0392588675022125,0.0392588675022125
156,6,5,0,5,0.0,0.0392687693238258,0.0392687693238258
156,6,5,0,6,0.0,0.0447565615177154,0.0447565615177154
156,6,5,0,7,0.0,0.0452112853527069,0.0452112853527069
156,6,5,0,8,0.0,0.0453716591000556,0.0453716591000556
156,6,5,0,9,0.0,0.0464556887745857,0.0464556887745857
156,6,5,0,10,0.0,0.0491380356252193,0.0491380356252193
156,6,5,0,11,0.0,0.0491976477205753,0.0491976477205753
156,6,5,0,12,0.0,0.0517195165157318,0.0517195165157318
156,6,5,0,13,0.0,0.0522291623055934,0.0522291623055934
156,6,5,0,14,0.0,0.0549652799963951,0.0549652799963951
156,6,5,0,15,0.0,0.055455707013607,0.055455707013607
156,6,5,0,16,0.0,0.0576415322721004,0.0576415322721004
156,6,5,0,17,0.0,0.0588254481554031,0.0588254481554031
156,6,5,0,18,0.0,0.058882936835289,0.058882936835289
156,6,5,0,19,0.0,0.0590530186891555,0.0590530186891555
156,6,5,0,20,0.0,0.0590661019086837,0.0590661019086837
156,6,5,0,21,0.0,0.0603493154048919,0.0603493154048919
156,6,5,0,22,0.0,0.0603764727711677,0.0603764727711677
156,6,5,0,23,0.0,0.0603990294039249,0.0603990294039249
156,6,5,0,24,0.0,0.0613153204321861,0.0613153204321861
156,6,5,0,25,0.0,0.0613505989313125,0.0613505989313125
156,6,5,0,26,0.0,0.0614581666886806,0.0614581666886806
156,6,5,0,27,0.0,0.0617739148437976,0.0617739148437976
156,6,5,0,28,0.0,0.0622100085020065,0.0622100085020065
156,6,5,0,29,0.0,0.0626832470297813,0.0626832470297813
156,6,5,0,30,0.0,0.0627076029777526,0.0627076029777526
156,6,5,0,31,0.0,0.0632072761654853,0.0632072761654853
156,6,5,0,32,0.0,0.064049407839775,0.064049407839775
156,6,5,0,33,0.0,0.0644778683781623,0.0644778683781623
156,6,5,0,34,0.0,0.0647313669323921,0.0647313669323921
156,6,5,0,35,0.0,0.0651232749223709,0.0651232749223709
156,6,5,0,36,0.0,0.0651324912905693,0.0651324912905693
156,6,5,0,37,0.0,0.0652832239866256,0.0652832239866256
156,6,5,0,38,0.0,0.0655970200896263,0.0655970200896263
156,6,5,0,39,0.0,0.0659603327512741,0.0659603327512741
156,6,5,0,40,0.0,0.0676445811986923,0.0676445811986923
156,6,5,0,41,0.0,0.0677333027124404,0.0677333027124404
156,6,5,0,42,0.0,0.0677871629595756,0.0677871629595756
156,6,5,0,43,0.0,0.0678590014576911,0.0678590014576911
156,6,5,0,44,0.0,0.0698808059096336,0.0698808059096336
156,6,5,0,45,0.0,0.0701417475938797,0.0701417475938797
156,6,5,0,46,0.0,0.0702237710356712,0.0702237710356712
156,6,5,0,47,0.0,0.0705635324120521,0.0705635324120521
156,6,5,0,48,0.0,0.0727492868900299,0.0727492868900299
156,6,5,0,49,0.0,0.0730824470520019,0.0730824470520019
156,6,5,0,50,0.0,0.0735756978392601,0.0735756978392601
156,6,5,0,51,0.0,0.0742912590503692,0.0742912590503692
156,6,5,0,52,0.0,0.0744867548346519,0.0744867548346519
156,6,5,0,53,0.0,0.0748142674565315,0.0748142674565315
156,6,5,0,54,0.0,0.0753902494907379,0.0753902494907379
156,6,5,0,55,0.0,0.075599730014801,0.075599730014801
156,6,5,0,56,0.0,0.0761168971657753,0.0761168971657753
156,6,5,0,57,0.0,0.076536901295185,0.076536901295185
156,6,5,0,58,0.0,0.076642595231533,0.076642595231533
156,6,5,0,59,0.0,0.0769939571619033,0.0769939571619033
156,6,5,0,60,0.0,0.0776389241218566,0.0776389241218566
156,6,5,0,61,0.0,0.0778658762574195,0.0778658762574195
156,6,5,0,62,0.0,0.0780288577079773,0.0780288577079773
156,6,5,0,63,0.0,0.0780915096402168,0.0780915096402168
156,6,5,0,64,0.0,0.0789373591542244,0.0789373591542244
156,6,5,0,65,0.0,0.0790566802024841,0.0790566802024841
156,6,5,0,66,0.0,0.0798608288168907,0.0798608288168907
156,6,5,0,67,0.0,0.07989501953125,0.07989501953125
156,6,5,0,68,0.0,0.0800611078739166,0.0800611078739166
156,6,5,0,69,0.0,0.0802435800433158,0.0802435800433158
156,6,5,0,70,0.0,0.0807085931301117,0.0807085931301117
156,6,5,0,71,0.0,0.0812751650810241,0.0812751650810241
156,6,5,0,72,0.0,0.081427976489067,0.081427976489067
156,6,5,0,73,0.0,0.0819875001907348,0.0819875001907348
156,6,5,0,74,0.0,0.0823610350489616,0.0823610350489616
156,6,5,0,75,0.0,0.0831160992383956,0.0831160992383956
156,6,5,0,76,0.0,0.0831542909145355,0.0831542909145355
156,6,5,0,77,0.0,0.0831656157970428,0.0831656157970428
156,6,5,0,78,0.0,0.0834601297974586,0.0834601297974586
156,6,5,0,79,0.0,0.0837383046746254,0.0837383046746254
156,6,5,0,80,0.0,0.0837709829211235,0.0837709829211235
156,6,5,0,81,0.0,0.0842774212360382,0.0842774212360382
156,6,5,0,82,0.0,0.0843216478824615,0.0843216478824615
156,6,5,0,83,0.0,0.0843828693032264,0.0843828693032264
156,6,5,0,84,0.0,0.0844125375151634,0.0844125375151634
156,6,5,0,85,0.0,0.0846671760082244,0.0846671760082244
156,6,5,0,86,0.0,0.08565054833889,0.08565054833889
156,6,5,0,87,0.0,0.0857771858572959,0.0857771858572959
156,6,5,0,88,0.0,0.0860502421855926,0.0860502421855926
156,6,5,0,89,0.0,0.0865301713347435,0.0865301713347435
156,6,5,0,90,0.0,0.0867618471384048,0.0867618471384048
156,6,5,0,91,0.0,0.087944820523262,0.087944820523262
156,6,5,0,92,0.0,0.0883407294750213,0.0883407294750213
156,6,5,0,93,0.0,0.0883661955595016,0.0883661955595016
156,6,5,0,94,0.0,0.0889083743095398,0.0889083743095398
156,6,5,0,95,0.0,0.0889849811792373,0.0889849811792373
156,6,5,0,96,0.0,0.0901784896850586,0.0901784896850586
156,6,5,0,97,0.0,0.0904623642563819,0.0904623642563819
156,6,5,0,98,0.0,0.0911264717578888,0.0911264717578888
156,6,5,0,99,0.0,0.091127261519432,0.091127261519432
156,6,5,0,100,0.0,0.0915799364447593,0.0915799364447593
156,6,5,0,101,0.0,0.0931527391076088,0.0931527391076088
156,6,5,0,102,0.0,0.0941126868128776,0.0941126868128776
156,6,5,0,103,0.0,0.094744823873043,0.094744823873043
156,6,5,0,104,0.0,0.095266044139862,0.095266044139862
156,6,5,0,105,0.0,0.0953218564391136,0.0953218564391136
156,6,5,0,106,0.0,0.0964563712477684,0.0964563712477684
156,6,5,0,107,0.0,0.0967141389846801,0.0967141389846801
156,6,5,0,108,0.0,0.0969879701733589,0.0969879701733589
156,6,5,0,109,0.0,0.0970318764448165,0.0970318764448165
156,6,5,0,110,0.0,0.0973707064986229,0.0973707064986229
156,6,5,0,111,0.0,0.0977725535631179,0.0977725535631179
156,6,5,0,112,0.0,0.0985669642686843,0.0985669642686843
156,6,5,0,113,0.0,0.0987437441945076,0.0987437441945076
156,6,5,0,114,0.0,0.0991117879748344,0.0991117879748344
156,6,5,0,115,0.0,0.1002598255872726,0.1002598255872726
156,6,5,0,116,0.0,0.1011244133114814,0.1011244133114814
156,6,5,0,117,0.0,0.1012000665068626,0.1012000665068626
156,6,5,0,118,0.0,0.1015449538826942,0.1015449538826942
156,6,5,0,119,0.0,0.1020269244909286,0.1020269244909286
156,6,5,0,120,0.0,0.1023780107498169,0.1023780107498169
156,6,5,0,121,0.0,0.1028072983026504,0.1028072983026504
156,6,5,0,122,0.0,0.1035156473517417,0.1035156473517417
156,6,5,0,123,0.0,0.1040343269705772,0.1040343269705772
156,6,5,0,124,0.0,0.1041778996586799,0.1041778996586799
156,6,5,0,125,0.0,0.1045354008674621,0.1045354008674621
156,6,5,0,126,0.0,0.1049391701817512,0.1049391701817512
156,6,5,0,127,0.0,0.1060586050152778,0.1060586050152778
156,6,5,0,128,0.0,0.1062784120440483,0.1062784120440483
156,6,5,0,129,0.0,0.1064095124602317,0.1064095124602317
156,6,5,0,130,0.0,0.1065062060952186,0.1065062060952186
156,6,5,0,131,0.0,0.1065207421779632,0.1065207421779632
156,6,5,0,132,0.0,0.1065224856138229,0.1065224856138229
156,6,5,0,133,0.0,0.106662280857563,0.106662280857563
156,6,5,0,134,0.0,0.1067878082394599,0.1067878082394599
156,6,5,0,135,0.0,0.106924369931221,0.106924369931221
156,6,5,0,136,0.0,0.1069274246692657,0.1069274246692657
