row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,status,failure_reason,elapsed_seconds,centered_rms,geometry_usable,R1,R2,longest_H1_lifetime,normalized_H1_lifetime,H0_intervals,H0_infinite,H1_intervals,H1_infinite,H2_intervals,H2_infinite,plot_x
142,155,194,5,0,short,success,,8.959255527937785,1.5913905498644387,True,2.958358646874622,1.0746629150402245,0.5085722506046295,0.3195772719952068,494,1,158,0,1,0,5.059156160479106
143,149,243,5,1,short,success,,10.3234885398997,1.628480319095896,True,3.6289711677205374,1.0399575121989442,0.4445559605956077,0.2729882304272596,494,1,140,0,8,0,4.8485094847066925
144,141,403,5,1,short,success,,10.84982024494093,1.4946140547551166,True,3.4861713578911004,1.1714464532497528,0.4370423853397369,0.2924115318929901,494,1,173,0,5,0,4.840805872431098
145,167,568,5,0,short,success,,11.082023512921296,1.5589327055925022,True,3.1261718175198308,1.030900976721736,0.4241240918636322,0.2720605516467343,494,1,152,0,11,0,4.934223620073445
146,138,581,5,2,short,success,,11.597432721988298,2.9894024924239915,True,7.23595415651555,1.9594123851280925,0.8381224721670151,0.2803645458552534,494,1,129,0,14,0,5.147514727823887
147,163,63,5,2,short,success,,14.35700903099496,1.9584043412930772,True,5.612482162898575,1.3281879997017492,1.0075364112854004,0.5144680238097069,494,1,160,0,6,0,5.00832702398668
148,143,294,5,3,short,success,,13.73577780998312,1.5772585607869456,True,4.29013824491075,1.7548354692136776,0.3734327554702759,0.2367606458157108,494,1,139,0,2,0,4.92830454169992
149,146,367,5,1,short,success,,9.009823695989326,1.443498380897338,True,2.9703913136939786,1.0936379558642528,0.4218188375234604,0.2922198203376164,494,1,164,0,4,0,4.840869970198449
150,151,436,5,4,short,success,,13.799885778920723,1.8743123054758304,True,4.2172968785916325,1.366141616588444,0.579275518655777,0.309060297455987,494,1,141,0,5,0,4.951720250779446
151,162,241,5,1,short,success,,11.810577290016226,1.4480321077850034,True,3.5631189208396044,1.1849714371665805,0.5617620646953583,0.3879486246714951,494,1,138,0,8,0,5.097725846237183
152,150,457,5,0,short,success,,8.428702410077676,1.750169823882284,True,3.4801389032087853,1.26769979296236,0.3908962160348892,0.2233475921598227,494,1,160,0,8,0,4.8593455841562605
153,156,36,5,3,short,success,,9.68643736105878,1.5883405776157833,True,3.776472404011125,1.24164459657657,0.489412248134613,0.3081280268424906,494,1,160,0,3,0,4.868543645454184
154,147,485,5,4,short,success,,9.005959394038655,1.481386651418911,True,2.8129498150638783,1.0592467409373123,0.4786591380834579,0.3231156009303754,494,1,159,0,2,0,5.061773009851423
155,159,700,5,4,short,success,,11.831847860012203,1.731969207237095,True,5.263725455834066,1.4003707539046646,1.5482027530670166,0.8938973895135067,494,1,138,0,2,0,4.927899274816381
156,168,6,5,4,short,success,,11.000586063950324,1.7246089699011964,True,3.8639978740663854,1.3573345343677043,0.8706988394260406,0.5048673958108448,494,1,169,0,8,0,4.903954049079825
157,161,157,5,0,short,success,,11.398422227008268,1.8185142094061884,True,4.333821329419456,1.4629758640715045,0.7159734964370728,0.3937134462484428,494,1,148,0,8,0,5.041753121791568
158,157,476,5,4,short,success,,8.889168547932059,1.6738279686596884,True,3.499154291295504,1.2792074451414213,0.3939323127269745,0.2353481481387925,494,1,162,0,7,0,5.053766306842727
159,142,271,5,2,short,success,,10.307705951971002,1.7785569787772069,True,4.415694723165707,1.2069774367650543,0.6729640364646912,0.3783764279103204,494,1,122,0,3,0,4.980871085855914
160,135,399,5,1,short,success,,12.1109757500235,1.9938758401365924,True,4.69165431609586,1.0397082033728025,0.6397645473480225,0.3208647872999929,494,1,161,0,6,0,4.814468281408138
161,137,300,5,3,short,success,,10.471523778047413,1.5707037717395282,True,3.4535842533693897,1.2425657768625666,0.4328434020280838,0.2755729054809087,494,1,152,0,5,0,5.115337727717738
162,148,446,5,2,short,success,,10.186978637007996,1.538162413643291,True,3.378831808797252,1.2496722910295297,0.9614686965942384,0.6250761870568036,494,1,167,0,13,0,4.981049660023392
163,144,542,5,3,short,success,,10.794981951010412,1.634037405250677,True,3.404504327820824,1.3050092488617135,0.6222869008779526,0.38082781879922,494,1,185,0,11,0,5.18529008978087
164,140,693,5,0,short,success,,10.645018749055453,1.757771707980217,True,3.869656594623193,1.0119913733629051,0.4145005047321319,0.2358102038224391,494,1,152,0,12,0,5.058201231889144
165,190,258,6,0,short,success,,9.427764946012758,1.5164389569166188,True,3.437096099978564,1.237699828298487,0.4819160252809524,0.3177945429869687,494,1,181,0,9,0,6.042728504478066
166,185,550,6,3,short,success,,11.5707184310304,1.4442889154580556,True,3.153410423644047,1.105611290096192,0.4108825922012329,0.2844878111322496,494,1,171,0,3,0,5.878081954191413
167,171,100,6,3,short,success,,9.722670897957869,1.7477374811066917,True,4.098556155159456,1.2798179602980178,0.7759021818637848,0.4439466397278799,494,1,171,0,7,0,6.166127772237497
168,178,129,6,4,short,success,,10.460426734993234,1.6930678291384187,True,4.024630389619746,1.2483038755794813,0.5832902491092682,0.3445167636349793,494,1,160,0,12,0,6.081444820704857
169,186,186,6,4,short,success,,14.40747817605734,2.3056851623357653,True,6.283208829698364,2.050330663749552,1.9180466532707212,0.8318770856501726,494,1,140,0,3,0,5.959514712839413
170,187,650,6,1,short,success,,9.63657308195252,1.7607847033439017,True,3.869004736214352,1.6703430057782092,0.6634837687015533,0.3768114110950266,494,1,155,0,4,0,6.13950832340431
171,176,438,6,3,short,success,,8.394694549962878,1.7477017225187363,True,3.741235927590396,1.3506401865597804,0.4753605127334595,0.2719917859029079,494,1,145,0,6,0,5.846900950375102
172,193,290,6,1,short,success,,16.420820856001228,1.540717857415448,True,3.89671574815247,1.2835688492465769,1.0737048387527466,0.6968860869529252,494,1,142,0,10,0,6.0724382550433225
173,182,289,6,2,short,success,,10.591420245007612,1.636526283061091,True,3.8814256978322033,1.1764691894006214,0.6642343103885651,0.4058806248721698,494,1,166,0,2,0,6.162495117338068
174,199,67,6,2,short,success,,8.444661764078774,1.5416255302511337,True,3.0845659709623368,1.1247580741464835,0.3432227224111557,0.2226368957156827,494,1,172,0,11,0,5.908321585089334
175,174,458,6,3,short,success,,12.976324168033898,1.7796213227971756,True,4.931120968836978,1.5040694117846938,1.6638802289962769,0.9349630776400348,494,1,144,0,5,0,5.867156719732649
176,180,90,6,2,short,success,,8.845743788057007,1.7744313280287685,True,3.5777475929682687,1.4507245811491514,0.3689170777797699,0.2079072162176054,494,1,175,0,11,0,6.058477563314681
177,198,77,6,2,short,success,,14.644797792076131,2.1943375907395435,True,5.032021934267941,1.3753359361906117,0.5920490324497223,0.2698076334964429,494,1,143,0,3,0,5.966065483660971
178,172,292,6,4,short,success,,13.931001184973866,1.711969201544962,True,4.648185131126407,1.391998419670062,1.8604794144630432,1.0867481802733707,494,1,152,0,8,0,5.876830570048485
179,183,649,6,1,short,success,,11.219060701900162,1.5162928973193708,True,3.470353094586329,1.3502658113399937,0.418644055724144,0.276097089463558,494,1,178,0,7,0,6.059403535971248
180,184,524,6,0,short,success,,14.372199720004572,1.6860710328652064,True,4.107614580168867,1.324313774656864,0.6773949861526489,0.4017594590908339,494,1,151,0,10,0,5.950090263317229
181,177,105,6,4,short,success,,10.466147786006331,1.5183693919443828,True,3.1458030702708046,1.199717455213421,0.506546139717102,0.3336119276406334,494,1,149,0,6,0,5.972439203365
182,195,372,6,3,short,success,,13.367374232038856,2.210141744744874,True,5.844649694400425,1.7701719516237715,1.2535225749015808,0.5671684080363272,494,1,160,0,8,0,5.909668272059955
183,175,617,6,3,short,success,,11.580120555940084,1.7990647093259946,True,4.088427285991922,1.2313850418823673,0.6354512572288513,0.3532120072917878,494,1,144,0,8,0,5.815821500583055
184,196,527,6,4,short,success,,10.277923297020608,1.463758982157699,True,3.791340951783021,0.8294854404046844,0.7453275620937347,0.5091873533681492,494,1,125,0,12,0,5.985787439226981
185,179,555,6,1,short,success,,14.502556274062954,1.7291836742353417,True,5.046549956863948,1.5974882603692055,1.4972960948944092,0.8658976586489722,494,1,168,0,11,0,6.111201903973192
186,202,342,6,0,short,success,,8.580966306035407,1.6997268434756645,True,3.2994758613605444,1.205040585744401,0.4605717658996582,0.2709681074153444,494,1,156,0,14,0,6.1579053126679835
187,200,211,6,2,short,success,,16.753595354035497,1.815293085445668,True,4.261113313319016,1.5583113503691357,0.6185171604156494,0.340725784378669,494,1,159,0,8,0,5.934157483984314
188,192,539,6,4,short,success,,9.99343286792282,1.853556182470886,True,3.810899151155384,1.228045052516726,0.7175175547599792,0.3871032135662008,494,1,158,0,7,0,6.187382284242472
189,189,24,6,0,short,success,,10.094208650058135,1.5340101168012723,True,3.454457866569784,1.5092091671355694,0.3788723647594452,0.2469816597751468,494,1,177,0,13,0,5.984573371028434
190,181,538,6,1,short,success,,14.09374617098365,1.7233882279408923,True,4.185073390548797,1.1418495657879428,0.804872989654541,0.4670294113684441,494,1,146,0,6,0,6.145007388568836
191,188,642,6,0,short,success,,10.076387548004275,1.5794532393467184,True,3.517228429953396,1.4862108225643451,0.6851748526096344,0.4338050887109714,494,1,154,0,3,0,6.01560712062025
192,197,379,6,2,short,success,,14.527256679954007,2.134305168955467,True,5.325166338706195,1.4679676067415173,0.7768204510211945,0.3639687811848255,494,1,127,0,8,0,6.138003663898649
193,170,483,6,1,short,success,,16.39226700400468,1.7487909918758535,True,4.178375418380267,1.0125619469977925,0.9612002074718476,0.5496369846008922,494,1,155,0,6,0,6.064026422956183
194,201,9,6,0,short,success,,9.40891415195074,1.590374377677524,True,3.043357681793049,1.223824371903392,0.5352422595024109,0.3365511083522627,494,1,151,0,4,0,6.037347752543595
195,194,113,6,2,short,success,,13.637320801033638,1.774623062603662,True,4.670367127422874,1.4089291900820742,0.9908261597156524,0.5583304875244598,494,1,145,0,12,0,5.9159991751968795
196,173,187,6,0,short,success,,10.093040179926902,1.6419080822900485,True,4.124285807822049,1.3924219598543468,0.6209707260131836,0.378200663430005,494,1,173,0,6,0,6.08711991952991
197,191,376,6,1,short,success,,12.376858095056376,1.607578008790226,True,4.75841025921055,1.517590560143856,1.561188578605652,0.9711432789383052,494,1,148,0,5,0,6.189011816349805
