row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,status,failure_reason,elapsed_seconds,centered_rms,geometry_usable,R1,R2,longest_H1_lifetime,normalized_H1_lifetime,H0_intervals,H0_infinite,H1_intervals,H1_infinite,H2_intervals,H2_infinite
170,187,650,6,1,short,success,,9.63657308195252,1.7607847033439017,True,3.869004736214352,1.6703430057782092,0.6634837687015533,0.3768114110950266,494,1,155,0,4,0
171,176,438,6,3,short,success,,8.394694549962878,1.7477017225187363,True,3.741235927590396,1.3506401865597804,0.4753605127334595,0.2719917859029079,494,1,145,0,6,0
172,193,290,6,1,short,success,,16.420820856001228,1.540717857415448,True,3.89671574815247,1.2835688492465769,1.0737048387527466,0.6968860869529252,494,1,142,0,10,0
173,182,289,6,2,short,success,,10.591420245007612,1.636526283061091,True,3.8814256978322033,1.1764691894006214,0.6642343103885651,0.4058806248721698,494,1,166,0,2,0
174,199,67,6,2,short,success,,8.444661764078774,1.5416255302511335,True,3.0845659709623368,1.1247580741464835,0.3432227224111557,0.22263689571568274,494,1,172,0,11,0
175,174,458,6,3,short,success,,12.976324168033898,1.7796213227971756,True,4.931120968836978,1.5040694117846938,1.6638802289962769,0.9349630776400347,494,1,144,0,5,0
176,180,90,6,2,short,success,,8.845743788057007,1.7744313280287685,True,3.5777475929682687,1.4507245811491514,0.3689170777797699,0.2079072162176054,494,1,175,0,11,0
177,198,77,6,2,short,success,,14.644797792076133,2.1943375907395435,True,5.032021934267941,1.3753359361906117,0.5920490324497223,0.26980763349644293,494,1,143,0,3,0
178,172,292,6,4,short,success,,13.931001184973866,1.7119692015449621,True,4.648185131126407,1.391998419670062,1.8604794144630432,1.0867481802733707,494,1,152,0,8,0
179,183,649,6,1,short,success,,11.219060701900162,1.5162928973193708,True,3.470353094586329,1.3502658113399937,0.418644055724144,0.27609708946355804,494,1,178,0,7,0
180,184,524,6,0,short,success,,14.372199720004573,1.6860710328652064,True,4.107614580168867,1.324313774656864,0.6773949861526489,0.4017594590908339,494,1,151,0,10,0
181,177,105,6,4,short,success,,10.466147786006331,1.5183693919443828,True,3.1458030702708046,1.199717455213421,0.506546139717102,0.33361192764063347,494,1,149,0,6,0
182,195,372,6,3,short,success,,13.367374232038856,2.210141744744874,True,5.844649694400425,1.7701719516237715,1.2535225749015808,0.5671684080363272,494,1,160,0,8,0
183,175,617,6,3,short,success,,11.580120555940084,1.7990647093259946,True,4.088427285991922,1.2313850418823673,0.6354512572288513,0.3532120072917878,494,1,144,0,8,0
184,196,527,6,4,short,success,,10.277923297020607,1.463758982157699,True,3.791340951783021,0.8294854404046844,0.7453275620937347,0.5091873533681492,494,1,125,0,12,0
185,179,555,6,1,short,success,,14.502556274062954,1.7291836742353415,True,5.046549956863948,1.5974882603692055,1.4972960948944092,0.8658976586489722,494,1,168,0,11,0
186,202,342,6,0,short,success,,8.580966306035407,1.6997268434756645,True,3.2994758613605444,1.205040585744401,0.4605717658996582,0.27096810741534444,494,1,156,0,14,0
187,200,211,6,2,short,success,,16.753595354035497,1.815293085445668,True,4.261113313319016,1.5583113503691357,0.6185171604156494,0.340725784378669,494,1,159,0,8,0
188,192,539,6,4,short,success,,9.99343286792282,1.853556182470886,True,3.810899151155384,1.228045052516726,0.7175175547599792,0.3871032135662008,494,1,158,0,7,0
189,189,24,6,0,short,success,,10.094208650058135,1.5340101168012725,True,3.454457866569784,1.5092091671355694,0.3788723647594452,0.24698165977514686,494,1,177,0,13,0
190,181,538,6,1,short,success,,14.09374617098365,1.7233882279408925,True,4.185073390548797,1.1418495657879428,0.804872989654541,0.4670294113684441,494,1,146,0,6,0
191,188,642,6,0,short,success,,10.076387548004277,1.5794532393467184,True,3.517228429953396,1.4862108225643451,0.6851748526096344,0.43380508871097145,494,1,154,0,3,0
192,197,379,6,2,short,success,,14.527256679954007,2.134305168955467,True,5.325166338706195,1.4679676067415173,0.7768204510211945,0.36396878118482556,494,1,127,0,8,0
193,170,483,6,1,short,success,,16.39226700400468,1.7487909918758537,True,4.178375418380267,1.0125619469977925,0.9612002074718475,0.5496369846008922,494,1,155,0,6,0
194,201,9,6,0,short,success,,9.40891415195074,1.590374377677524,True,3.043357681793049,1.223824371903392,0.5352422595024109,0.33655110835226276,494,1,151,0,4,0
195,194,113,6,2,short,success,,13.637320801033638,1.7746230626036619,True,4.670367127422874,1.4089291900820742,0.9908261597156525,0.5583304875244598,494,1,145,0,12,0
196,173,187,6,0,short,success,,10.093040179926902,1.6419080822900485,True,4.124285807822049,1.3924219598543468,0.6209707260131836,0.378200663430005,494,1,173,0,6,0
197,191,376,6,1,short,success,,12.376858095056377,1.607578008790226,True,4.75841025921055,1.517590560143856,1.5611885786056519,0.9711432789383053,494,1,148,0,5,0
