latest_sample_index,x_t,x_t_minus3ms,x_t_minus6ms
6,-1.0372847318649292,-0.3804314136505127,0.46728676557540894
7,-1.16568922996521,-0.633055567741394,0.17715364694595337
8,-1.2294143438339233,-0.8557498455047607,-0.10765552520751953
9,-1.2188098430633545,-1.0372847318649292,-0.3804314136505127
10,-1.1276898384094238,-1.16568922996521,-0.633055567741394
11,-0.9547013640403748,-1.2294143438339233,-0.8557498455047607
12,-0.7042112946510315,-1.2188098430633545,-1.0372847318649292
13,-0.3864971101284027,-1.1276898384094238,-1.16568922996521
14,-0.017161322757601738,-0.9547013640403748,-1.2294143438339233
15,0.38414955139160156,-0.7042112946510315,-1.2188098430633545
16,0.7955150604248047,-0.3864971101284027,-1.1276898384094238
17,1.1947264671325684,-0.017161322757601738,-0.9547013640403748
18,1.5612132549285889,0.38414955139160156,-0.7042112946510315
19,1.8776839971542358,0.7955150604248047,-0.3864971101284027
20,2.1313257217407227,1.1947264671325684,-0.017161322757601738
21,2.3144800662994385,1.5612132549285889,0.38414955139160156
22,2.424785852432251,1.8776839971542358,0.7955150604248047
23,2.464836359024048,2.1313257217407227,1.1947264671325684
24,2.4414567947387695,2.3144800662994385,1.5612132549285889
25,2.3647193908691406,2.424785852432251,1.8776839971542358
26,2.246814489364624,2.464836359024048,2.1313257217407227
27,2.1008780002593994,2.4414567947387695,2.3144800662994385
28,1.9398550987243652,2.3647193908691406,2.424785852432251
29,1.7754701375961304,2.246814489364624,2.464836359024048
30,1.61737060546875,2.1008780002593994,2.4414567947387695
31,1.472506046295166,1.9398550987243652,2.3647193908691406
32,1.3447954654693604,1.7754701375961304,2.246814489364624
33,1.2351176738739014,1.61737060546875,2.1008780002593994
34,1.1416254043579102,1.472506046295166,1.9398550987243652
35,1.0603421926498413,1.3447954654693604,1.7754701375961304
36,0.985965371131897,1.2351176738739014,1.61737060546875
37,0.912769079208374,1.1416254043579102,1.472506046295166
38,0.8354899883270264,1.0603421926498413,1.3447954654693604
39,0.7500836849212646,0.985965371131897,1.2351176738739014
40,0.6542566418647766,0.912769079208374,1.1416254043579102
41,0.5477163195610046,0.8354899883270264,1.0603421926498413
42,0.43213194608688354,0.7500836849212646,0.985965371131897
43,0.31085318326950073,0.6542566418647766,0.912769079208374
44,0.188467338681221,0.5477163195610046,0.8354899883270264
45,0.07028743624687195,0.43213194608688354,0.7500836849212646
46,-0.038150057196617126,0.31085318326950073,0.6542566418647766
47,-0.1315203458070755,0.188467338681221,0.5477163195610046
48,-0.20504130423069,0.07028743624687195,0.43213194608688354
49,-0.2546863853931427,-0.038150057196617126,0.31085318326950073
50,-0.27729424834251404,-0.1315203458070755,0.188467338681221
51,-0.2706184387207031,-0.20504130423069,0.07028743624687195
52,-0.23337683081626892,-0.2546863853931427,-0.038150057196617126
53,-0.16535444557666779,-0.27729424834251404,-0.1315203458070755
54,-0.06758207827806473,-0.2706184387207031,-0.20504130423069
55,0.057436421513557434,-0.23337683081626892,-0.2546863853931427
56,0.20553331077098846,-0.16535444557666779,-0.27729424834251404
57,0.37084880471229553,-0.06758207827806473,-0.2706184387207031
58,0.5460859537124634,0.057436421513557434,-0.23337683081626892
59,0.7230929136276245,0.20553331077098846,-0.16535444557666779
60,0.8936945199966431,0.37084880471229553,-0.06758207827806473
