latest_sample_index,x_t,x_t_minus3ms,x_t_minus6ms
6,0.09577377885580063,0.25719431042671204,0.4266453981399536
7,0.04588455334305763,0.20215465128421783,0.36976370215415955
8,0.0005399665096774697,0.14820772409439087,0.31314200162887573
9,-0.037075530737638474,0.09577377885580063,0.25719431042671204
10,-0.06260913610458374,0.04588455334305763,0.20215465128421783
11,-0.07082065939903259,0.0005399665096774697,0.14820772409439087
12,-0.056094691157341,-0.037075530737638474,0.09577377885580063
13,-0.013102464377880096,-0.06260913610458374,0.04588455334305763
14,0.06248428672552109,-0.07082065939903259,0.0005399665096774697
15,0.1733156442642212,-0.056094691157341,-0.037075530737638474
16,0.3197873830795288,-0.013102464377880096,-0.06260913610458374
17,0.499613881111145,0.06248428672552109,-0.07082065939903259
18,0.7075936198234558,0.1733156442642212,-0.056094691157341
19,0.9356199502944946,0.3197873830795288,-0.013102464377880096
20,1.1729987859725952,0.499613881111145,0.06248428672552109
21,1.4071224927902222,0.7075936198234558,0.1733156442642212
22,1.624495267868042,0.9356199502944946,0.3197873830795288
23,1.8120206594467163,1.1729987859725952,0.499613881111145
24,1.958383321762085,1.4071224927902222,0.7075936198234558
25,2.055323839187622,1.624495267868042,0.9356199502944946
26,2.0986201763153076,1.8120206594467163,1.1729987859725952
27,2.0886342525482178,1.958383321762085,1.4071224927902222
28,2.0303356647491455,2.055323839187622,1.624495267868042
29,1.9327892065048218,2.0986201763153076,1.8120206594467163
30,1.8081486225128174,2.0886342525482178,1.958383321762085
31,1.6702598333358765,2.0303356647491455,2.055323839187622
32,1.533015489578247,1.9327892065048218,2.0986201763153076
33,1.4086419343948364,1.8081486225128174,2.0886342525482178
34,1.306122899055481,1.6702598333358765,2.0303356647491455
35,1.2299692630767822,1.533015489578247,1.9327892065048218
36,1.1795345544815063,1.4086419343948364,1.8081486225128174
37,1.1490190029144287,1.306122899055481,1.6702598333358765
38,1.128226637840271,1.2299692630767822,1.533015489578247
39,1.1040223836898804,1.1795345544815063,1.4086419343948364
40,1.0623106956481934,1.1490190029144287,1.306122899055481
41,0.9902548789978027,1.128226637840271,1.2299692630767822
42,0.8784032464027405,1.1040223836898804,1.1795345544815063
43,0.7224018573760986,1.0623106956481934,1.1490190029144287
44,0.524043083190918,0.9902548789978027,1.128226637840271
45,0.29149824380874634,0.8784032464027405,1.1040223836898804
46,0.038693781942129135,0.7224018573760986,1.0623106956481934
47,-0.2160932570695877,0.524043083190918,0.9902548789978027
48,-0.452241986989975,0.29149824380874634,0.8784032464027405
