latest_sample_index,x_t,x_t_minus3ms,x_t_minus6ms
6,0.1574697345495224,0.48769205808639526,0.6954572200775146
7,0.010670272633433342,0.39529794454574585,0.6334911584854126
8,-0.15270070731639862,0.28572437167167664,0.565780520439148
9,-0.32870665192604065,0.1574697345495224,0.48769205808639526
10,-0.5114011168479919,0.010670272633433342,0.39529794454574585
11,-0.6928822994232178,-0.15270070731639862,0.28572437167167664
12,-0.8634960651397705,-0.32870665192604065,0.1574697345495224
13,-1.0122578144073486,-0.5114011168479919,0.010670272633433342
14,-1.1275585889816284,-0.6928822994232178,-0.15270070731639862
15,-1.1981788873672485,-0.8634960651397705,-0.32870665192604065
16,-1.2145586013793945,-1.0122578144073486,-0.5114011168479919
17,-1.1701899766921997,-1.1275585889816284,-0.6928822994232178
18,-1.0629220008850098,-1.1981788873672485,-0.8634960651397705
19,-0.8959265947341919,-1.2145586013793945,-1.0122578144073486
20,-0.678065836429596,-1.1701899766921997,-1.1275585889816284
21,-0.42347851395606995,-1.0629220008850098,-1.1981788873672485
22,-0.15034745633602142,-0.8959265947341919,-1.2145586013793945
23,0.12099816650152206,-0.678065836429596,-1.1701899766921997
24,0.3703451454639435,-0.42347851395606995,-1.0629220008850098
25,0.5798667669296265,-0.15034745633602142,-0.8959265947341919
26,0.73607337474823,0.12099816650152206,-0.678065836429596
27,0.8311914205551147,0.3703451454639435,-0.42347851395606995
28,0.8638128042221069,0.5798667669296265,-0.15034745633602142
29,0.8387584090232849,0.73607337474823,0.12099816650152206
30,0.7661988139152527,0.8311914205551147,0.3703451454639435
31,0.6601744294166565,0.8638128042221069,0.5798667669296265
32,0.5367395877838135,0.8387584090232849,0.73607337474823
33,0.41200417280197144,0.7661988139152527,0.8311914205551147
34,0.30034875869750977,0.6601744294166565,0.8638128042221069
35,0.2130354344844818,0.5367395877838135,0.8387584090232849
36,0.15734604001045227,0.41200417280197144,0.7661988139152527
37,0.13627782464027405,0.30034875869750977,0.6601744294166565
38,0.1487443894147873,0.2130354344844818,0.5367395877838135
39,0.19017325341701508,0.15734604001045227,0.41200417280197144
40,0.25335976481437683,0.13627782464027405,0.30034875869750977
41,0.32942941784858704,0.1487443894147873,0.2130354344844818
42,0.4087773859500885,0.19017325341701508,0.15734604001045227
43,0.4818905293941498,0.25335976481437683,0.13627782464027405
44,0.5400022268295288,0.32942941784858704,0.1487443894147873
45,0.5755659341812134,0.4087773859500885,0.19017325341701508
46,0.5825560688972473,0.4818905293941498,0.25335976481437683
47,0.5566175580024719,0.5400022268295288,0.32942941784858704
48,0.4950956404209137,0.5755659341812134,0.4087773859500885
49,0.39698895812034607,0.5825560688972473,0.4818905293941498
50,0.2628735601902008,0.5566175580024719,0.5400022268295288
51,0.09483810514211655,0.4950956404209137,0.5755659341812134
52,-0.10354353487491608,0.39698895812034607,0.5825560688972473
53,-0.32720044255256653,0.2628735601902008,0.5566175580024719
54,-0.5695392489433289,0.09483810514211655,0.4950956404209137
55,-0.8224606513977051,-0.10354353487491608,0.39698895812034607
56,-1.0764944553375244,-0.32720044255256653,0.2628735601902008
57,-1.3211333751678467,-0.5695392489433289,0.09483810514211655
58,-1.5454201698303223,-0.8224606513977051,-0.10354353487491608
59,-1.738787293434143,-1.0764944553375244,-0.32720044255256653
60,-1.8920730352401733,-1.3211333751678467,-0.5695392489433289
61,-1.998571515083313,-1.5454201698303223,-0.8224606513977051
62,-2.054919958114624,-1.738787293434143,-1.0764944553375244
63,-2.0616135597229004,-1.8920730352401733,-1.3211333751678467
64,-2.022984266281128,-1.998571515083313,-1.5454201698303223
65,-1.9465824365615845,-2.054919958114624,-1.738787293434143
66,-1.8420512676239014,-2.0616135597229004,-1.8920730352401733
67,-1.719695806503296,-2.022984266281128,-1.998571515083313
68,-1.5890005826950073,-1.9465824365615845,-2.054919958114624
69,-1.4573420286178589,-1.8420512676239014,-2.0616135597229004
70,-1.3290953636169434,-1.719695806503296,-2.022984266281128
71,-1.205251932144165,-1.5890005826950073,-1.9465824365615845
72,-1.0835657119750977,-1.4573420286178589,-1.8420512676239014
73,-0.9591689705848694,-1.3290953636169434,-1.719695806503296
74,-0.825533926486969,-1.205251932144165,-1.5890005826950073
75,-0.6756437420845032,-1.0835657119750977,-1.4573420286178589
76,-0.5032442808151245,-0.9591689705848694,-1.3290953636169434
77,-0.30406418442726135,-0.825533926486969,-1.205251932144165
78,-0.07689943164587021,-0.6756437420845032,-1.0835657119750977
79,0.17555396258831024,-0.5032442808151245,-0.9591689705848694
80,0.4462423622608185,-0.30406418442726135,-0.825533926486969
81,0.7237800359725952,-0.07689943164587021,-0.6756437420845032
82,0.9930158257484436,0.17555396258831024,-0.5032442808151245
83,1.236127257347107,0.4462423622608185,-0.30406418442726135
84,1.4341548681259155,0.7237800359725952,-0.07689943164587021
85,1.5688363313674927,0.9930158257484436,0.17555396258831024
86,1.6245664358139038,1.236127257347107,0.4462423622608185
87,1.590275526046753,1.4341548681259155,0.7237800359725952
88,1.461006999015808,1.5688363313674927,0.9930158257484436
89,1.2389792203903198,1.6245664358139038,1.236127257347107
90,0.9339709877967834,1.590275526046753,1.4341548681259155
91,0.5629512071609497,1.461006999015808,1.5688363313674927
92,0.14895695447921753,1.2389792203903198,1.6245664358139038
93,-0.28070154786109924,0.9339709877967834,1.590275526046753
94,-0.6967705488204956,0.5629512071609497,1.461006999015808
95,-1.070720911026001,0.14895695447921753,1.2389792203903198
96,-1.377501368522644,-0.28070154786109924,0.9339709877967834
97,-1.5980706214904785,-0.6967705488204956,0.5629512071609497
98,-1.7213685512542725,-1.070720911026001,0.14895695447921753
99,-1.7454149723052979,-1.377501368522644,-0.28070154786109924
100,-1.6773425340652466,-1.5980706214904785,-0.6967705488204956
101,-1.5323573350906372,-1.7213685512542725,-1.070720911026001
102,-1.331812858581543,-1.7454149723052979,-1.377501368522644
103,-1.1006956100463867,-1.6773425340652466,-1.5980706214904785
104,-0.8648483157157898,-1.5323573350906372,-1.7213685512542725
105,-0.6482332348823547,-1.331812858581543,-1.7454149723052979
106,-0.47049933671951294,-1.1006956100463867,-1.6773425340652466
107,-0.34508016705513,-0.8648483157157898,-1.5323573350906372
