row_index,original_trial_number,direction,homology_dimension,interval,birth,death,lifetime
67,14,3,0,0,0.0,0.020791582763195,0.020791582763195
67,14,3,0,1,0.0,0.0246243774890899,0.0246243774890899
67,14,3,0,2,0.0,0.0256243404000997,0.0256243404000997
67,14,3,0,3,0.0,0.0275114197283983,0.0275114197283983
67,14,3,0,4,0.0,0.0320184752345085,0.0320184752345085
67,14,3,0,5,0.0,0.034953162074089,0.034953162074089
67,14,3,0,6,0.0,0.0383299142122268,0.0383299142122268
67,14,3,0,7,0.0,0.0403465814888477,0.0403465814888477
67,14,3,0,8,0.0,0.0464063957333564,0.0464063957333564
67,14,3,0,9,0.0,0.0473334453999996,0.0473334453999996
67,14,3,0,10,0.0,0.0475120954215526,0.0475120954215526
67,14,3,0,11,0.0,0.0490512438118457,0.0490512438118457
67,14,3,0,12,0.0,0.0509017929434776,0.0509017929434776
67,14,3,0,13,0.0,0.0510990507900714,0.0510990507900714
67,14,3,0,14,0.0,0.0527067333459854,0.0527067333459854
67,14,3,0,15,0.0,0.0548841953277587,0.0548841953277587
67,14,3,0,16,0.0,0.0566705800592899,0.0566705800592899
67,14,3,0,17,0.0,0.0570862516760826,0.0570862516760826
67,14,3,0,18,0.0,0.0577520616352558,0.0577520616352558
67,14,3,0,19,0.0,0.061098288744688,0.061098288744688
67,14,3,0,20,0.0,0.0612423233687877,0.0612423233687877
67,14,3,0,21,0.0,0.0623909384012222,0.0623909384012222
67,14,3,0,22,0.0,0.0626556575298309,0.0626556575298309
67,14,3,0,23,0.0,0.0629832595586776,0.0629832595586776
67,14,3,0,24,0.0,0.0633312761783599,0.0633312761783599
67,14,3,0,25,0.0,0.0636532232165336,0.0636532232165336
67,14,3,0,26,0.0,0.0649720206856727,0.0649720206856727
67,14,3,0,27,0.0,0.065257228910923,0.065257228910923
67,14,3,0,28,0.0,0.0652810856699943,0.0652810856699943
67,14,3,0,29,0.0,0.0676468536257743,0.0676468536257743
67,14,3,0,30,0.0,0.0678964629769325,0.0678964629769325
67,14,3,0,31,0.0,0.0684166848659515,0.0684166848659515
67,14,3,0,32,0.0,0.0689124166965484,0.0689124166965484
67,14,3,0,33,0.0,0.0692255571484565,0.0692255571484565
67,14,3,0,34,0.0,0.0693072527647018,0.0693072527647018
67,14,3,0,35,0.0,0.0699667036533355,0.0699667036533355
67,14,3,0,36,0.0,0.0705545544624328,0.0705545544624328
67,14,3,0,37,0.0,0.0705799385905265,0.0705799385905265
67,14,3,0,38,0.0,0.0707982182502746,0.0707982182502746
67,14,3,0,39,0.0,0.0726805999875068,0.0726805999875068
67,14,3,0,40,0.0,0.0727186128497123,0.0727186128497123
67,14,3,0,41,0.0,0.0727719292044639,0.0727719292044639
67,14,3,0,42,0.0,0.0731633752584457,0.0731633752584457
67,14,3,0,43,0.0,0.0733930543065071,0.0733930543065071
67,14,3,0,44,0.0,0.0734369903802871,0.0734369903802871
67,14,3,0,45,0.0,0.0748791173100471,0.0748791173100471
67,14,3,0,46,0.0,0.0749222859740257,0.0749222859740257
67,14,3,0,47,0.0,0.0751164853572845,0.0751164853572845
67,14,3,0,48,0.0,0.0758116692304611,0.0758116692304611
67,14,3,0,49,0.0,0.0760066285729408,0.0760066285729408
67,14,3,0,50,0.0,0.0762074887752533,0.0762074887752533
67,14,3,0,51,0.0,0.0767248570919036,0.0767248570919036
67,14,3,0,52,0.0,0.0767414793372154,0.0767414793372154
67,14,3,0,53,0.0,0.0769667774438858,0.0769667774438858
67,14,3,0,54,0.0,0.0770243108272552,0.0770243108272552
67,14,3,0,55,0.0,0.0772287100553512,0.0772287100553512
67,14,3,0,56,0.0,0.0781764462590217,0.0781764462590217
67,14,3,0,57,0.0,0.0783319622278213,0.0783319622278213
67,14,3,0,58,0.0,0.0784105435013771,0.0784105435013771
67,14,3,0,59,0.0,0.0796592459082603,0.0796592459082603
67,14,3,0,60,0.0,0.0798446089029312,0.0798446089029312
67,14,3,0,61,0.0,0.0806904733180999,0.0806904733180999
67,14,3,0,62,0.0,0.0809124484658241,0.0809124484658241
67,14,3,0,63,0.0,0.0810628831386566,0.0810628831386566
67,14,3,0,64,0.0,0.0811975225806236,0.0811975225806236
67,14,3,0,65,0.0,0.08120808750391,0.08120808750391
67,14,3,0,66,0.0,0.0815333053469657,0.0815333053469657
67,14,3,0,67,0.0,0.0820488408207893,0.0820488408207893
67,14,3,0,68,0.0,0.0820986106991767,0.0820986106991767
67,14,3,0,69,0.0,0.0825900211930275,0.0825900211930275
67,14,3,0,70,0.0,0.0825988873839378,0.0825988873839378
67,14,3,0,71,0.0,0.0830286219716072,0.0830286219716072
67,14,3,0,72,0.0,0.0831082239747047,0.0831082239747047
67,14,3,0,73,0.0,0.0833079516887664,0.0833079516887664
67,14,3,0,74,0.0,0.0835935622453689,0.0835935622453689
67,14,3,0,75,0.0,0.0847449526190757,0.0847449526190757
67,14,3,0,76,0.0,0.0853019803762435,0.0853019803762435
67,14,3,0,77,0.0,0.0856489911675453,0.0856489911675453
67,14,3,0,78,0.0,0.0857939347624778,0.0857939347624778
67,14,3,0,79,0.0,0.0859994068741798,0.0859994068741798
67,14,3,0,80,0.0,0.086049661040306,0.086049661040306
67,14,3,0,81,0.0,0.0865364223718643,0.0865364223718643
67,14,3,0,82,0.0,0.0865746662020683,0.0865746662020683
67,14,3,0,83,0.0,0.0875961333513259,0.0875961333513259
67,14,3,0,84,0.0,0.0882816314697265,0.0882816314697265
67,14,3,0,85,0.0,0.0885203853249549,0.0885203853249549
67,14,3,0,86,0.0,0.0885562971234321,0.0885562971234321
67,14,3,0,87,0.0,0.0889485254883766,0.0889485254883766
67,14,3,0,88,0.0,0.0891712978482246,0.0891712978482246
67,14,3,0,89,0.0,0.0895420014858245,0.0895420014858245
67,14,3,0,90,0.0,0.0911265462636947,0.0911265462636947
67,14,3,0,91,0.0,0.0912307947874069,0.0912307947874069
67,14,3,0,92,0.0,0.0913988798856735,0.0913988798856735
67,14,3,0,93,0.0,0.0917550548911094,0.0917550548911094
67,14,3,0,94,0.0,0.0917722508311271,0.0917722508311271
67,14,3,0,95,0.0,0.0919013991951942,0.0919013991951942
67,14,3,0,96,0.0,0.0928138941526413,0.0928138941526413
67,14,3,0,97,0.0,0.0928617045283317,0.0928617045283317
67,14,3,0,98,0.0,0.0936775952577591,0.0936775952577591
67,14,3,0,99,0.0,0.0940259769558906,0.0940259769558906
67,14,3,0,100,0.0,0.0946741327643394,0.0946741327643394
67,14,3,0,101,0.0,0.0949920117855072,0.0949920117855072
67,14,3,0,102,0.0,0.0956176817417144,0.0956176817417144
67,14,3,0,103,0.0,0.0960771739482879,0.0960771739482879
67,14,3,0,104,0.0,0.0962257906794548,0.0962257906794548
67,14,3,0,105,0.0,0.0963539779186248,0.0963539779186248
67,14,3,0,106,0.0,0.0969648510217666,0.0969648510217666
67,14,3,0,107,0.0,0.0972858965396881,0.0972858965396881
67,14,3,0,108,0.0,0.0974730178713798,0.0974730178713798
67,14,3,0,109,0.0,0.097995713353157,0.097995713353157
67,14,3,0,110,0.0,0.0985866338014602,0.0985866338014602
