origin_ms,x_lag_0_ms,x_lag_1_ms,x_lag_2_ms,x_lag_3_ms,x_lag_4_ms,x_lag_5_ms,x_lag_6_ms,x_lag_7_ms,x_lag_8_ms
-132,0.10511633,0.031779304,-0.02730895,-0.070089094,-0.09556454,-0.10406121,-0.09728361,-0.078152135,-0.05043531
-131,0.1900031,0.10511633,0.031779304,-0.02730895,-0.070089094,-0.09556454,-0.10406121,-0.09728361,-0.078152135
-130,0.2836244,0.1900031,0.10511633,0.031779304,-0.02730895,-0.070089094,-0.09556454,-0.10406121,-0.09728361
-129,0.38359094,0.2836244,0.1900031,0.10511633,0.031779304,-0.02730895,-0.070089094,-0.09556454,-0.10406121
-128,0.48840633,0.38359094,0.2836244,0.1900031,0.10511633,0.031779304,-0.02730895,-0.070089094,-0.09556454
-127,0.59776783,0.48840633,0.38359094,0.2836244,0.1900031,0.10511633,0.031779304,-0.02730895,-0.070089094
-126,0.7126304,0.59776783,0.48840633,0.38359094,0.2836244,0.1900031,0.10511633,0.031779304,-0.02730895
-125,0.8350015,0.7126304,0.59776783,0.48840633,0.38359094,0.2836244,0.1900031,0.10511633,0.031779304
-124,0.9674767,0.8350015,0.7126304,0.59776783,0.48840633,0.38359094,0.2836244,0.1900031,0.10511633
-123,1.1125735,0.9674767,0.8350015,0.7126304,0.59776783,0.48840633,0.38359094,0.2836244,0.1900031
-122,1.2719592,1.1125735,0.9674767,0.8350015,0.7126304,0.59776783,0.48840633,0.38359094,0.2836244
-121,1.445701,1.2719592,1.1125735,0.9674767,0.8350015,0.7126304,0.59776783,0.48840633,0.38359094
-120,1.6316717,1.445701,1.2719592,1.1125735,0.9674767,0.8350015,0.7126304,0.59776783,0.48840633
-119,1.82523,1.6316717,1.445701,1.2719592,1.1125735,0.9674767,0.8350015,0.7126304,0.59776783
-118,2.0192487,1.82523,1.6316717,1.445701,1.2719592,1.1125735,0.9674767,0.8350015,0.7126304
-117,2.2045105,2.0192487,1.82523,1.6316717,1.445701,1.2719592,1.1125735,0.9674767,0.8350015
-116,2.3704274,2.2045105,2.0192487,1.82523,1.6316717,1.445701,1.2719592,1.1125735,0.9674767
-115,2.5059998,2.3704274,2.2045105,2.0192487,1.82523,1.6316717,1.445701,1.2719592,1.1125735
-114,2.600893,2.5059998,2.3704274,2.2045105,2.0192487,1.82523,1.6316717,1.445701,1.2719592
-113,2.6464972,2.600893,2.5059998,2.3704274,2.2045105,2.0192487,1.82523,1.6316717,1.445701
-112,2.636846,2.6464972,2.600893,2.5059998,2.3704274,2.2045105,2.0192487,1.82523,1.6316717
-111,2.5692825,2.636846,2.6464972,2.600893,2.5059998,2.3704274,2.2045105,2.0192487,1.82523
-110,2.444794,2.5692825,2.636846,2.6464972,2.600893,2.5059998,2.3704274,2.2045105,2.0192487
-109,2.2679715,2.444794,2.5692825,2.636846,2.6464972,2.600893,2.5059998,2.3704274,2.2045105
-108,2.0465968,2.2679715,2.444794,2.5692825,2.636846,2.6464972,2.600893,2.5059998,2.3704274
-107,1.7908947,2.0465968,2.2679715,2.444794,2.5692825,2.636846,2.6464972,2.600893,2.5059998
-106,1.5125424,1.7908947,2.0465968,2.2679715,2.444794,2.5692825,2.636846,2.6464972,2.600893
-105,1.2235662,1.5125424,1.7908947,2.0465968,2.2679715,2.444794,2.5692825,2.636846,2.6464972
-104,0.93527806,1.2235662,1.5125424,1.7908947,2.0465968,2.2679715,2.444794,2.5692825,2.636846
-103,0.6573943,0.93527806,1.2235662,1.5125424,1.7908947,2.0465968,2.2679715,2.444794,2.5692825
-102,0.39744267,0.6573943,0.93527806,1.2235662,1.5125424,1.7908947,2.0465968,2.2679715,2.444794
-101,0.1605148,0.39744267,0.6573943,0.93527806,1.2235662,1.5125424,1.7908947,2.0465968,2.2679715
