stage_name,f1,ci_low,ci_high
pre_TC,0.2455242966751918,0.1928934010152284,0.3010257621567145
post_TC,0.2121212121212121,0.1577248828983844,0.2709782091540584
pre_SC,0.2871046228710462,0.2338308457711442,0.3425958528951486
post_SC,0.2486486486486486,0.1925082270670506,0.3028720626631854
pre_GO,0.2,0.1473087818696883,0.2513516764499676
post_GO,0.5674603174603174,0.5217391304347826,0.6114431023521932
